,route,date,daytype,rides
640943,1,2015-03-01,U,200
640944,1,2015-03-02,W,2263
640945,1,2015-03-03,W,2779
640946,1,2015-03-04,W,2506
640947,1,2015-03-05,W,2427
640948,1,2015-03-06,W,2289
640949,1,2015-03-09,W,1886
640950,1,2015-03-10,W,2348
640951,1,2015-03-11,W,2179
640952,1,2015-03-12,W,2186
640953,1,2015-03-13,W,2053
640954,1,2015-03-14,A,182
640955,1,2015-03-15,U,58
640956,1,2015-03-16,W,2018
640957,1,2015-03-17,W,2335
640958,1,2015-03-18,W,2323
640959,1,2015-03-19,W,2103
640960,1,2015-03-20,W,1945
640961,1,2015-03-23,W,2053
640962,1,2015-03-24,W,2204
640963,1,2015-03-25,W,2217
640964,1,2015-03-26,W,2175
640965,1,2015-03-27,W,2112
640966,1,2015-03-28,A,62
640967,1,2015-03-29,U,97
640968,1,2015-03-30,W,2150
640969,1,2015-03-31,W,2180
640970,10,2015-03-01,U,408
640971,10,2015-03-07,A,696
640972,10,2015-03-08,U,421
640973,10,2015-03-14,A,616
640974,10,2015-03-15,U,611
640975,10,2015-03-21,A,668
640976,10,2015-03-22,U,586
640977,10,2015-03-23,W,274
640978,10,2015-03-24,W,180
640979,10,2015-03-25,W,211
640980,10,2015-03-26,W,289
640981,10,2015-03-27,W,303
640982,10,2015-03-28,A,757
640983,10,2015-03-29,U,649
640984,10,2015-03-30,W,458
640985,10,2015-03-31,W,507
640986,100,2015-03-02,W,777
640987,100,2015-03-03,W,667
640988,100,2015-03-04,W,754
640989,100,2015-03-05,W,730
640990,100,2015-03-06,W,783
640991,100,2015-03-09,W,841
640992,100,2015-03-10,W,803
640993,100,2015-03-11,W,792
640994,100,2015-03-12,W,758
640995,100,2015-03-13,W,846
640996,100,2015-03-16,W,806
640997,100,2015-03-17,W,783
640998,100,2015-03-18,W,849
640999,100,2015-03-19,W,754
641000,100,2015-03-20,W,754
641001,100,2015-03-23,W,643
641002,100,2015-03-24,W,764
641003,100,2015-03-25,W,788
641004,100,2015-03-26,W,741
641005,100,2015-03-27,W,702
641006,100,2015-03-30,W,804
641007,100,2015-03-31,W,764
641008,1001,2015-03-01,U,877
641009,1001,2015-03-02,W,68
641010,1001,2015-03-03,W,244
641011,1001,2015-03-04,W,4
641012,1001,2015-03-05,W,2
641013,1001,2015-03-06,W,10
641014,1001,2015-03-07,A,42
641015,1001,2015-03-09,W,31
641016,1001,2015-03-10,W,3
641017,1001,2015-03-11,W,23
641018,1001,2015-03-12,W,44
641019,1001,2015-03-13,W,50
641020,1001,2015-03-14,A,52
641021,1001,2015-03-15,U,1620
641022,1001,2015-03-16,W,3
641023,1001,2015-03-17,W,3
641024,1001,2015-03-20,W,4
641025,1001,2015-03-21,A,3
641026,1001,2015-03-22,U,1
641027,1001,2015-03-23,W,174
641028,1001,2015-03-24,W,9
641029,1001,2015-03-25,W,4
641030,1001,2015-03-26,W,6
641031,1001,2015-03-27,W,9
641032,1001,2015-03-28,A,144
641033,1001,2015-03-29,U,1
641034,1001,2015-03-30,W,16
641035,1001,2015-03-31,W,2
641036,103,2015-03-01,U,1069
641037,103,2015-03-02,W,3141
641038,103,2015-03-03,W,2742
641039,103,2015-03-04,W,3207
641040,103,2015-03-05,W,3049
641041,103,2015-03-06,W,3036
641042,103,2015-03-07,A,1492
641043,103,2015-03-08,U,1150
641044,103,2015-03-09,W,3110
641045,103,2015-03-10,W,3076
641046,103,2015-03-11,W,3279
641047,103,2015-03-12,W,3084
641048,103,2015-03-13,W,3039
641049,103,2015-03-14,A,1271
641050,103,2015-03-15,U,1259
641051,103,2015-03-16,W,3122
641052,103,2015-03-17,W,2991
641053,103,2015-03-18,W,3218
641054,103,2015-03-19,W,3024
641055,103,2015-03-20,W,3075
641056,103,2015-03-21,A,1532
641057,103,2015-03-22,U,1149
641058,103,2015-03-23,W,2767
641059,103,2015-03-24,W,3124
641060,103,2015-03-25,W,3106
641061,103,2015-03-26,W,3158
641062,103,2015-03-27,W,2908
641063,103,2015-03-28,A,1296
641064,103,2015-03-29,U,1032
641065,103,2015-03-30,W,3050
641066,103,2015-03-31,W,2957
641067,106,2015-03-01,U,345
641068,106,2015-03-02,W,1959
641069,106,2015-03-03,W,1995
641070,106,2015-03-04,W,2105
641071,106,2015-03-05,W,1901
641072,106,2015-03-06,W,1660
641073,106,2015-03-07,A,679
641074,106,2015-03-08,U,364
641075,106,2015-03-09,W,2158
641076,106,2015-03-10,W,2127
641077,106,2015-03-11,W,2177
641078,106,2015-03-12,W,2156
641079,106,2015-03-13,W,1605
641080,106,2015-03-14,A,605
641081,106,2015-03-15,U,325
641082,106,2015-03-16,W,2193
641083,106,2015-03-17,W,1956
641084,106,2015-03-18,W,2067
641085,106,2015-03-19,W,2109
641086,106,2015-03-20,W,1777
641087,106,2015-03-21,A,621
641088,106,2015-03-22,U,269
641089,106,2015-03-23,W,2064
641090,106,2015-03-24,W,2217
641091,106,2015-03-25,W,2111
641092,106,2015-03-26,W,2070
641093,106,2015-03-27,W,1384
641094,106,2015-03-28,A,602
641095,106,2015-03-29,U,280
641096,106,2015-03-30,W,1473
641097,106,2015-03-31,W,1438
641098,108,2015-03-02,W,1431
641099,108,2015-03-03,W,1221
641100,108,2015-03-04,W,1349
641101,108,2015-03-05,W,1249
641102,108,2015-03-06,W,1319
641103,108,2015-03-09,W,1485
641104,108,2015-03-10,W,1513
641105,108,2015-03-11,W,1447
641106,108,2015-03-12,W,1521
641107,108,2015-03-13,W,1309
641108,108,2015-03-16,W,1591
641109,108,2015-03-17,W,1433
641110,108,2015-03-18,W,1521
641111,108,2015-03-19,W,1264
641112,108,2015-03-20,W,1219
641113,108,2015-03-23,W,1312
641114,108,2015-03-24,W,1493
641115,108,2015-03-25,W,1430
641116,108,2015-03-26,W,1543
641117,108,2015-03-27,W,1433
641118,108,2015-03-30,W,1393
641119,108,2015-03-31,W,1413
641120,11,2015-03-01,U,605
641121,11,2015-03-02,W,1800
641122,11,2015-03-03,W,1664
641123,11,2015-03-04,W,1783
641124,11,2015-03-05,W,1752
641125,11,2015-03-06,W,1811
641126,11,2015-03-07,A,1149
641127,11,2015-03-08,U,759
641128,11,2015-03-09,W,1797
641129,11,2015-03-10,W,1763
641130,11,2015-03-11,W,1916
641131,11,2015-03-12,W,1753
641132,11,2015-03-13,W,1862
641133,11,2015-03-14,A,1126
641134,11,2015-03-15,U,800
641135,11,2015-03-16,W,1902
641136,11,2015-03-17,W,1864
641137,11,2015-03-18,W,1769
641138,11,2015-03-19,W,1769
641139,11,2015-03-20,W,1752
641140,11,2015-03-21,A,1055
641141,11,2015-03-22,U,707
641142,11,2015-03-23,W,1546
641143,11,2015-03-24,W,1796
641144,11,2015-03-25,W,1764
641145,11,2015-03-26,W,1651
641146,11,2015-03-27,W,1814
641147,11,2015-03-28,A,1049
641148,11,2015-03-29,U,662
641149,11,2015-03-30,W,1710
641150,11,2015-03-31,W,1726
641151,111,2015-03-01,U,1749
641152,111,2015-03-02,W,4385
641153,111,2015-03-03,W,3955
641154,111,2015-03-04,W,4397
641155,111,2015-03-05,W,4495
641156,111,2015-03-06,W,4289
641157,111,2015-03-07,A,2556
641158,111,2015-03-08,U,1740
641159,111,2015-03-09,W,4560
641160,111,2015-03-10,W,4649
641161,111,2015-03-11,W,4636
641162,111,2015-03-12,W,4498
641163,111,2015-03-13,W,4367
641164,111,2015-03-14,A,2517
641165,111,2015-03-15,U,2187
641166,111,2015-03-16,W,4292
641167,111,2015-03-17,W,4220
641168,111,2015-03-18,W,4029
641169,111,2015-03-19,W,4522
641170,111,2015-03-20,W,4412
641171,111,2015-03-21,A,2521
641172,111,2015-03-22,U,1617
641173,111,2015-03-23,W,3803
641174,111,2015-03-24,W,4226
641175,111,2015-03-25,W,4431
641176,111,2015-03-26,W,4769
641177,111,2015-03-27,W,4036
641178,111,2015-03-28,A,2510
641179,111,2015-03-29,U,1681
641180,111,2015-03-30,W,4177
641181,111,2015-03-31,W,4331
641182,111A,2015-03-01,U,164
641183,111A,2015-03-02,W,182
641184,111A,2015-03-03,W,222
641185,111A,2015-03-04,W,237
641186,111A,2015-03-05,W,208
641187,111A,2015-03-06,W,249
641188,111A,2015-03-07,A,201
641189,111A,2015-03-08,U,119
641190,111A,2015-03-09,W,267
641191,111A,2015-03-10,W,220
641192,111A,2015-03-11,W,163
641193,111A,2015-03-12,W,264
641194,111A,2015-03-13,W,230
641195,111A,2015-03-14,A,210
641196,111A,2015-03-15,U,97
641197,111A,2015-03-16,W,233
641198,111A,2015-03-17,W,220
641199,111A,2015-03-18,W,193
641200,111A,2015-03-19,W,187
641201,111A,2015-03-20,W,178
641202,111A,2015-03-21,A,213
641203,111A,2015-03-22,U,78
641204,111A,2015-03-23,W,167
641205,111A,2015-03-24,W,213
641206,111A,2015-03-25,W,186
641207,111A,2015-03-26,W,236
641208,111A,2015-03-27,W,195
641209,111A,2015-03-28,A,166
641210,111A,2015-03-29,U,109
641211,111A,2015-03-30,W,201
641212,111A,2015-03-31,W,185
641213,112,2015-03-01,U,793
641214,112,2015-03-02,W,2570
641215,112,2015-03-03,W,2009
641216,112,2015-03-04,W,2585
641217,112,2015-03-05,W,2910
641218,112,2015-03-06,W,2448
641219,112,2015-03-07,A,1324
641220,112,2015-03-08,U,690
641221,112,2015-03-09,W,2484
641222,112,2015-03-10,W,2798
641223,112,2015-03-11,W,2671
641224,112,2015-03-12,W,2820
641225,112,2015-03-13,W,2624
641226,112,2015-03-14,A,1279
641227,112,2015-03-15,U,754
641228,112,2015-03-16,W,2701
641229,112,2015-03-17,W,2715
641230,112,2015-03-18,W,2602
641231,112,2015-03-19,W,2788
641232,112,2015-03-20,W,2506
641233,112,2015-03-21,A,1194
641234,112,2015-03-22,U,719
641235,112,2015-03-23,W,2297
641236,112,2015-03-24,W,2572
641237,112,2015-03-25,W,2665
641238,112,2015-03-26,W,2798
641239,112,2015-03-27,W,2539
641240,112,2015-03-28,A,1099
641241,112,2015-03-29,U,682
641242,112,2015-03-30,W,2588
641243,112,2015-03-31,W,2484
641244,115,2015-03-01,U,1835
641245,115,2015-03-02,W,4347
641246,115,2015-03-03,W,4254
641247,115,2015-03-04,W,4506
641248,115,2015-03-05,W,4341
641249,115,2015-03-06,W,4235
641250,115,2015-03-07,A,2453
641251,115,2015-03-08,U,1748
641252,115,2015-03-09,W,4449
641253,115,2015-03-10,W,4569
641254,115,2015-03-11,W,4467
641255,115,2015-03-12,W,4796
641256,115,2015-03-13,W,4571
641257,115,2015-03-14,A,2543
641258,115,2015-03-15,U,2032
641259,115,2015-03-16,W,4530
641260,115,2015-03-17,W,4196
641261,115,2015-03-18,W,3958
641262,115,2015-03-19,W,4444
641263,115,2015-03-20,W,4278
641264,115,2015-03-21,A,2399
641265,115,2015-03-22,U,1860
641266,115,2015-03-23,W,4209
641267,115,2015-03-24,W,4619
641268,115,2015-03-25,W,4566
641269,115,2015-03-26,W,4341
641270,115,2015-03-27,W,4254
641271,115,2015-03-28,A,2251
641272,115,2015-03-29,U,1673
641273,115,2015-03-30,W,4319
641274,115,2015-03-31,W,4362
641275,119,2015-03-01,U,2413
641276,119,2015-03-02,W,4875
641277,119,2015-03-03,W,4232
641278,119,2015-03-04,W,4723
641279,119,2015-03-05,W,4745
641280,119,2015-03-06,W,4668
641281,119,2015-03-07,A,3683
641282,119,2015-03-08,U,2654
641283,119,2015-03-09,W,5216
641284,119,2015-03-10,W,5091
641285,119,2015-03-11,W,4881
641286,119,2015-03-12,W,5113
641287,119,2015-03-13,W,5078
641288,119,2015-03-14,A,3832
641289,119,2015-03-15,U,2908
641290,119,2015-03-16,W,5109
641291,119,2015-03-17,W,5050
641292,119,2015-03-18,W,4481
641293,119,2015-03-19,W,4791
641294,119,2015-03-20,W,4962
641295,119,2015-03-21,A,3631
641296,119,2015-03-22,U,2511
641297,119,2015-03-23,W,4305
641298,119,2015-03-24,W,5156
641299,119,2015-03-25,W,4679
641300,119,2015-03-26,W,5144
641301,119,2015-03-27,W,4826
641302,119,2015-03-28,A,3063
641303,119,2015-03-29,U,2260
641304,119,2015-03-30,W,4867
641305,119,2015-03-31,W,4764
641306,12,2015-03-01,U,6896
641307,12,2015-03-02,W,14295
641308,12,2015-03-03,W,14615
641309,12,2015-03-04,W,14688
641310,12,2015-03-05,W,14056
641311,12,2015-03-06,W,14809
641312,12,2015-03-07,A,8918
641313,12,2015-03-08,U,6661
641314,12,2015-03-09,W,14835
641315,12,2015-03-10,W,15265
641316,12,2015-03-11,W,15256
641317,12,2015-03-12,W,15308
641318,12,2015-03-13,W,15459
641319,12,2015-03-14,A,8859
641320,12,2015-03-15,U,7841
641321,12,2015-03-16,W,15526
641322,12,2015-03-17,W,14763
641323,12,2015-03-18,W,14905
641324,12,2015-03-19,W,15023
641325,12,2015-03-20,W,15489
641326,12,2015-03-21,A,8372
641327,12,2015-03-22,U,6505
641328,12,2015-03-23,W,12531
641329,12,2015-03-24,W,14211
641330,12,2015-03-25,W,14586
641331,12,2015-03-26,W,14812
641332,12,2015-03-27,W,14185
641333,12,2015-03-28,A,7422
641334,12,2015-03-29,U,6125
641335,12,2015-03-30,W,14711
641336,12,2015-03-31,W,15381
641337,120,2015-03-02,W,1199
641338,120,2015-03-03,W,1304
641339,120,2015-03-04,W,1296
641340,120,2015-03-05,W,1228
641341,120,2015-03-06,W,1096
641342,120,2015-03-09,W,1131
641343,120,2015-03-10,W,1067
641344,120,2015-03-11,W,974
641345,120,2015-03-12,W,1051
641346,120,2015-03-13,W,851
641347,120,2015-03-16,W,949
641348,120,2015-03-17,W,1188
641349,120,2015-03-18,W,1148
641350,120,2015-03-19,W,1080
641351,120,2015-03-20,W,910
641352,120,2015-03-23,W,1202
641353,120,2015-03-24,W,1108
641354,120,2015-03-25,W,1112
641355,120,2015-03-26,W,1026
641356,120,2015-03-27,W,974
641357,120,2015-03-30,W,1009
641358,120,2015-03-31,W,1073
641359,121,2015-03-02,W,1807
641360,121,2015-03-03,W,1763
641361,121,2015-03-04,W,1640
641362,121,2015-03-05,W,1657
641363,121,2015-03-06,W,1362
641364,121,2015-03-09,W,1633
641365,121,2015-03-10,W,1636
641366,121,2015-03-11,W,1590
641367,121,2015-03-12,W,1520
641368,121,2015-03-13,W,1311
641369,121,2015-03-16,W,1400
641370,121,2015-03-17,W,1689
