SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,10-01056787,07/12/2010,,,,,,,,724,E,91ST,PL,60619.0,1182662.06601992,1844462.96508173,6.0,6.0,44.0,41.72841370477156,-87.60645950948914,"(41.728413704771555, -87.60645950948914)",2010-07-12
Vacant/Abandoned Building,10-01056835,07/12/2010,,,,,,,,6814,S,OGLESBY,AVE,60649.0,1192942.34949506,1860238.14411666,5.0,3.0,43.0,41.77145771858944,-87.5682874747975,"(41.77145771858944, -87.5682874747975)",2010-07-12
Vacant/Abandoned Building,10-01056836,07/12/2010,,,,,,,,6516,S,INGLESIDE,AVE,60637.0,1183677.60001205,1862003.68811074,20.0,3.0,42.0,41.776523667782094,-87.60219339724155,"(41.776523667782094, -87.60219339724156)",2010-07-12
Vacant/Abandoned Building,10-00990533,07/01/2010,Front,,Open,,Vacant,False,False,7133,S,CAMPBELL,AVE,60629.0,1160942.01497944,1857275.78239043,18.0,8.0,66.0,41.764049821,-87.68567147860674,"(41.764049821, -87.68567147860674)",2010-07-01
Vacant/Abandoned Building,10-00990673,07/01/2010,Rear,,Open,REAR DOOR HAS HOLE,Vacant,False,True,2156,N,STAVE,ST,60647.0,1157710.07309311,1914223.71372474,1.0,14.0,22.0,41.92038761790093,-87.69596841938274,"(41.92038761790093, -87.69596841938275)",2010-07-01
Vacant/Abandoned Building,10-00990708,07/01/2010,Front,,Open,ALL SIDES,Vacant,False,False,337,W,111TH,PL,60628.0,1176062.91521394,1830986.73712271,34.0,5.0,49.0,41.69158341747936,-87.63103605539547,"(41.69158341747936, -87.63103605539547)",2010-07-01
Vacant/Abandoned Building,10-00990869,07/01/2010,Rear,,Open,REAR DOOR,Vacant,False,True,2799,W,JULIA,CT,60647.0,1157696.17001372,1913942.05997008,1.0,14.0,22.0,41.919615021966344,-87.69602719262865,"(41.91961502196634, -87.69602719262866)",2010-07-01
Vacant/Abandoned Building,10-00991131,07/01/2010,Front,,Boarded,,Vacant,,False,3900,W,ARTHINGTON,ST,60624.0,1150525.35237751,1895750.92341638,24.0,11.0,26.0,41.86983988678442,-87.72284955013771,"(41.869839886784426, -87.72284955013771)",2010-07-01
Vacant/Abandoned Building,10-00991261,07/01/2010,,,,,,,,10941,S,WOOD,ST,60643.0,1166515.16999916,1832011.53998987,19.0,22.0,75.0,41.69460394799643,-87.66596243213135,"(41.69460394799643, -87.66596243213135)",2010-07-01
Vacant/Abandoned Building,10-00991267,07/01/2010,Front,,Open,,Vacant,False,True,9106,S,BLACKSTONE,AVE,60619.0,1187704.84701197,1844887.42890318,8.0,4.0,48.0,41.72946013897399,-87.58797352755396,"(41.72946013897399, -87.58797352755396)",2010-07-01
Vacant/Abandoned Building,10-00991682,07/01/2010,Front,,Open,UNSECURED WINDOWS AND DOORS,Vacant,False,True,5316,S,RICHMOND,ST,60632.0,1157611.27447431,1869250.82769262,14.0,9.0,63.0,41.796979244397846,-87.69755500648878,"(41.79697924439784, -87.69755500648878)",2010-07-01
Vacant/Abandoned Building,10-00991734,07/01/2010,,,,,,,,5361,N,WESTERN,AVE,60625.0,1159374.0210923,1935532.85998239,40.0,20.0,4.0,41.978827072323476,-87.68926639161221,"(41.97882707232348, -87.68926639161221)",2010-07-01
Vacant/Abandoned Building,10-00992063,07/01/2010,Rear,,Boarded,,Vacant,False,False,4727,W,CORNELIA,AVE,60641.0,1144310.9305146001,1922984.90892763,30.0,17.0,15.0,41.94469189580715,-87.74497896253632,"(41.94469189580716, -87.74497896253631)",2010-07-01
Vacant/Abandoned Building,10-00992640,07/01/2010,Front,,Boarded,,Vacant,False,True,5501,W,WRIGHTWOOD,AVE,60639.0,1139258.69117877,1916743.61442604,30.0,25.0,19.0,41.92765880026256,-87.76370158729628,"(41.92765880026256, -87.76370158729628)",2010-07-01
Vacant/Abandoned Building,10-00993968,07/01/2010,Garage,,Open,THE GARAGE IS BEING USED BY THE HOMELESS AS SHELTER,Vacant,False,True,1042,W,WRIGHTWOOD,AVE,60614.0,1168899.32437943,1917444.46430567,32.0,19.0,7.0,41.92898996246922,-87.65476348134514,"(41.92898996246922, -87.65476348134514)",2010-07-01
Vacant/Abandoned Building,10-00994045,07/01/2010,,,,,,,,5814,N,WHIPPLE,ST,60659.0,1154977.1599827,1938470.50946702,40.0,20.0,2.0,41.986977712723906,-87.70535690452795,"(41.986977712723906, -87.70535690452795)",2010-07-01
Vacant/Abandoned Building,10-00994517,07/01/2010,Garage,,Open,GARAGE,Vacant,True,False,3517,W,80TH,ST,60652.0,1154338.25391268,1851325.99890458,18.0,8.0,70.0,41.747856544064994,-87.71003405165945,"(41.74785654406499, -87.71003405165945)",2010-07-01
Vacant/Abandoned Building,10-00995214,07/01/2010,Front,,Open,FRONT AND REAR,Vacant,False,True,7234,S,EXCHANGE,AVE,60649.0,1193976.89471786,1857468.57999548,7.0,3.0,43.0,41.763832518974596,-87.5645859987742,"(41.76383251897459, -87.5645859987742)",2010-07-01
Vacant/Abandoned Building,10-00996918,07/02/2010,Front,,Open,FRONT AND REAR,Vacant,False,True,6949,S,ELIZABETH,ST,60636.0,1169189.30728057,1858696.83066886,17.0,7.0,67.0,41.767774979623425,-87.65540209868216,"(41.76777497962343, -87.65540209868215)",2010-07-02
Vacant/Abandoned Building,10-00997897,07/02/2010,Front,,Boarded,,Vacant,False,False,4501,N,MILWAUKEE,AVE,60630.0,1141244.52182817,1929450.59342348,45.0,16.0,15.0,41.96249152668129,-87.75608988281004,"(41.96249152668129, -87.75608988281003)",2010-07-02
Vacant/Abandoned Building,10-00998207,07/02/2010,Front,,Open,,Vacant,False,True,7834,S,BISHOP,ST,60620.0,1167917.53108463,1852791.49027587,17.0,6.0,71.0,41.751597348404154,-87.66023309918556,"(41.75159734840416, -87.66023309918556)",2010-07-02
Vacant/Abandoned Building,10-00998286,07/02/2010,,,,,,,,6314,S,FRANCISCO,AVE,60629.0,1158132.51639938,1862638.11912222,15.0,8.0,66.0,41.7788224530002,-87.69582334593157,"(41.778822453000195, -87.69582334593157)",2010-07-02
Vacant/Abandoned Building,10-00998991,07/02/2010,Front,,Open,"FRONT DOOR ON STREET, THERE IS A GATE, MAY BE LOCKED",Vacant,False,False,2652,S,KARLOV,AVE,60623.0,1149475.86371467,1886055.00240313,22.0,10.0,30.0,41.84325350320151,-87.72695395423229,"(41.84325350320151, -87.72695395423229)",2010-07-02
Vacant/Abandoned Building,10-00999853,07/02/2010,Garage,,Open,,Vacant,False,False,1740,W,57TH,ST,60636.0,1165612.05863342,1866893.35408067,15.0,7.0,67.0,41.790343921815406,-87.66828198822722,"(41.790343921815406, -87.66828198822722)",2010-07-02
Vacant/Abandoned Building,10-01001147,07/02/2010,Front,,Open,,Vacant,False,False,11054,S,AVENUE C,,60617.0,1204461.24003441,1832278.8336918,10.0,4.0,52.0,41.69444665404789,-87.52702438996462,"(41.69444665404788, -87.52702438996462)",2010-07-02
Vacant/Abandoned Building,10-01001420,07/02/2010,Rear,,Open,"REAR, BACK DOOR",Vacant,False,True,1651,N,KEELER,AVE,60639.0,1148135.42556587,1910645.68110639,30.0,25.0,23.0,41.91075903416749,-87.7312400438809,"(41.91075903416749, -87.7312400438809)",2010-07-02
Vacant/Abandoned Building,10-01001479,07/02/2010,Front,,Open,,Vacant,False,False,8443,S,MORGAN,ST,60620.0,1171119.96209717,1848835.36917635,21.0,6.0,71.0,41.740671873916114,-87.64861307177961,"(41.74067187391612, -87.64861307177961)",2010-07-02
Vacant/Abandoned Building,10-01003155,07/02/2010,Front,,Open,,Vacant,True,False,407,W,77TH,ST,60620.0,1174889.56068274,1853878.00701596,17.0,6.0,69.0,41.754426366695654,-87.63465164084516,"(41.75442636669566, -87.63465164084515)",2010-07-02
Vacant/Abandoned Building,10-01003283,07/02/2010,Front,,Open,,Vacant,True,False,2414,W,46TH,PL,60632.0,1161045.99091959,1873783.49002675,12.0,9.0,58.0,41.80934704365672,-87.68483402219152,"(41.809347043656715, -87.68483402219152)",2010-07-02
Vacant/Abandoned Building,10-01003709,07/02/2010,Rear,,Open,,Vacant,False,False,7238,S,PEORIA,ST,60621.0,1171558.08778148,1856846.80699916,17.0,7.0,68.0,41.76264672391884,-87.6467735931933,"(41.76264672391884, -87.6467735931933)",2010-07-02
Vacant/Abandoned Building,10-01003856,07/02/2010,Front,,Open,FRONT DOOR/WINDOWS ARE EITHER MISSING OR OPEN,Vacant,False,False,5399,S,EMERALD,AVE,60609.0,1172220.42997968,1869061.37941038,3.0,9.0,61.0,41.79615038529417,-87.64398712828978,"(41.79615038529417, -87.64398712828978)",2010-07-02
Vacant/Abandoned Building,10-01003910,07/03/2010,Front,,Open,REAR,Vacant,False,True,8147,S,WOODLAWN,AVE,60619.0,1185630.71997168,1851116.50997253,8.0,4.0,45.0,41.74660243223972,-87.59537584596985,"(41.74660243223972, -87.59537584596985)",2010-07-03
Vacant/Abandoned Building,10-01003922,07/03/2010,Front,,Open,PER DAMATO OF CFD FIRE IN AN ABAND. BLDG. ON 7/3/10 AT 12:39AM REAR COACH HOUSE 40X20,Vacant,True,False,5948,S,MORGAN,ST,60621.0,1170662.06168025,1865376.57441354,16.0,7.0,68.0,41.78607301492816,-87.64980918841862,"(41.78607301492816, -87.64980918841862)",2010-07-03
Vacant/Abandoned Building,10-01003987,07/03/2010,Front,,Open,PEOPLE HAVE MOVED IN FURNITURE INTO THE ABAND BUILDING  ..   ACROSS FROM  718 W 66 ST    CALLER THINKS THE BUILDING ADDRESS IS  717 W 66 PL,Occupied,False,True,717,W,66TH,PL,60621.0,1172561.47032422,1860778.15000151,6.0,7.0,68.0,41.773412765837385,-87.64298039606132,"(41.77341276583738, -87.64298039606133)",2010-07-03
Vacant/Abandoned Building,10-01004226,07/03/2010,Front,,Open,FRONT WINDOW,Vacant,False,True,8100,S,OGLESBY,AVE,60617.0,1193262.10731391,1851720.54658478,8.0,4.0,46.0,41.74807695778032,-87.56739337076988,"(41.74807695778032, -87.56739337076989)",2010-07-03
Vacant/Abandoned Building,10-01004714,07/03/2010,Front,,Open,ALL THROUGHOUT THE HOME,Vacant,False,True,2220,W,50TH,PL,60609.0,1162306.1599777,1871144.39002394,16.0,9.0,63.0,41.8020788421456,-87.68028547681863,"(41.8020788421456, -87.68028547681863)",2010-07-03
Vacant/Abandoned Building,10-01004800,07/03/2010,Front,,Open,WINDOWS ARE OPEN AND BROKEN,Vacant,False,True,6158,S,ROCKWELL,ST,60629.0,1160096.20902833,1863725.73278936,15.0,8.0,66.0,41.78176684231778,-87.68859434956885,"(41.781766842317786, -87.68859434956885)",2010-07-03
Vacant/Abandoned Building,10-01005443,07/03/2010,Front,,Open,?,Vacant,False,False,8801,S,CARPENTER,ST,60620.0,1170853.94711626,1846454.39350264,21.0,22.0,71.0,41.73414395109157,-87.64965702533556,"(41.73414395109157, -87.64965702533556)",2010-07-03
Vacant/Abandoned Building,10-01007385,07/05/2010,Front,,Open,REAR DOOR,Vacant,False,False,8615,S,MARQUETTE,AVE,60617.0,1195652.40351125,1848372.43423151,7.0,4.0,46.0,41.73883074720546,-87.55874515839703,"(41.73883074720546, -87.55874515839703)",2010-07-05
Vacant/Abandoned Building,10-01007582,07/05/2010,Front,,Open,,Vacant,False,False,411,E,62ND,ST,60637.0,1180101.86047658,1863997.69999583,20.0,3.0,42.0,41.78207810791613,-87.61524070146042,"(41.78207810791613, -87.61524070146042)",2010-07-05
Vacant/Abandoned Building,10-01007586,07/05/2010,Rear,,Open,REAR,Vacant,False,False,9727,S,DAMEN,AVE,60643.0,1164737.97556882,1840139.92302503,19.0,22.0,72.0,41.71694718587321,-87.67224081325732,"(41.71694718587321, -87.67224081325732)",2010-07-05
Vacant/Abandoned Building,10-01007682,07/05/2010,Garage,,Boarded,GARAGE -BROKEN WINDOWS,Vacant,False,False,8955,S,JEFFERY,BLVD,60617.0,1191071.43852053,1845986.53153022,8.0,4.0,48.0,41.73239552288005,-87.57560555632328,"(41.732395522880054, -87.57560555632328)",2010-07-05
Vacant/Abandoned Building,10-01009402,07/05/2010,Front,,Boarded,FRONT ENTRANCE,Vacant,False,True,12432,S,LOWE,AVE,60628.0,1174236.24809815,1822439.33459349,34.0,5.0,53.0,41.668168658031675,-87.63797622938446,"(41.668168658031675, -87.63797622938446)",2010-07-05
