,route,date,daytype,rides
598771,1,2014-03-03,W,2101
598772,1,2014-03-04,W,2358
598773,1,2014-03-05,W,2181
598774,1,2014-03-06,W,2241
598775,1,2014-03-07,W,2166
598776,1,2014-03-10,W,2033
598777,1,2014-03-11,W,2229
598778,1,2014-03-12,W,1962
598779,1,2014-03-13,W,2297
598780,1,2014-03-14,W,1951
598781,1,2014-03-17,W,1929
598782,1,2014-03-18,W,1920
598783,1,2014-03-19,W,2452
598784,1,2014-03-20,W,2154
598785,1,2014-03-21,W,1837
598786,1,2014-03-24,W,2202
598787,1,2014-03-25,W,2194
598788,1,2014-03-26,W,2140
598789,1,2014-03-27,W,2932
598790,1,2014-03-28,W,2091
598791,1,2014-03-31,W,1883
598792,10,2014-03-01,A,565
598793,10,2014-03-02,U,411
598794,10,2014-03-08,A,646
598795,10,2014-03-09,U,485
598796,10,2014-03-15,A,522
598797,10,2014-03-16,U,608
598798,10,2014-03-22,A,777
598799,10,2014-03-23,U,453
598800,10,2014-03-24,W,569
598801,10,2014-03-25,W,537
598802,10,2014-03-26,W,552
598803,10,2014-03-27,W,513
598804,10,2014-03-28,W,711
598805,10,2014-03-29,A,587
598806,10,2014-03-30,U,420
598807,10,2014-03-31,W,538
598808,100,2014-03-03,W,785
598809,100,2014-03-04,W,875
598810,100,2014-03-05,W,808
598811,100,2014-03-06,W,868
598812,100,2014-03-07,W,862
598813,100,2014-03-10,W,766
598814,100,2014-03-11,W,744
598815,100,2014-03-12,W,643
598816,100,2014-03-13,W,712
598817,100,2014-03-14,W,806
598818,100,2014-03-17,W,830
598819,100,2014-03-18,W,831
598820,100,2014-03-19,W,781
598821,100,2014-03-20,W,818
598822,100,2014-03-21,W,873
598823,100,2014-03-24,W,778
598824,100,2014-03-25,W,841
598825,100,2014-03-26,W,737
598826,100,2014-03-27,W,787
598827,100,2014-03-28,W,811
598828,100,2014-03-31,W,668
598829,1001,2014-03-01,A,27
598830,1001,2014-03-02,U,37
598831,1001,2014-03-03,W,22
598832,1001,2014-03-05,W,132
598833,1001,2014-03-06,W,20
598834,1001,2014-03-07,W,56
598835,1001,2014-03-08,A,89
598836,1001,2014-03-09,U,62
598837,1001,2014-03-10,W,25
598838,1001,2014-03-11,W,69
598839,1001,2014-03-12,W,4
598840,1001,2014-03-13,W,79
598841,1001,2014-03-14,W,11
598842,1001,2014-03-15,A,11
598843,1001,2014-03-16,U,44
598844,1001,2014-03-17,W,5
598845,1001,2014-03-18,W,11
598846,1001,2014-03-19,W,2
598847,1001,2014-03-20,W,13
598848,1001,2014-03-21,W,1711
598849,1001,2014-03-22,A,21028
598850,1001,2014-03-23,U,19486
598851,1001,2014-03-24,W,4456
598852,1001,2014-03-25,W,10502
598853,1001,2014-03-26,W,9652
598854,1001,2014-03-27,W,11603
598855,1001,2014-03-28,W,11748
598856,1001,2014-03-29,A,7709
598857,1001,2014-03-30,U,5151
598858,1001,2014-03-31,W,24
598859,103,2014-03-01,A,1382
598860,103,2014-03-02,U,1087
598861,103,2014-03-03,W,3142
598862,103,2014-03-04,W,3345
598863,103,2014-03-05,W,2924
598864,103,2014-03-06,W,3157
598865,103,2014-03-07,W,3155
598866,103,2014-03-08,A,1473
598867,103,2014-03-09,U,1203
598868,103,2014-03-10,W,3182
598869,103,2014-03-11,W,2828
598870,103,2014-03-12,W,2728
598871,103,2014-03-13,W,3100
598872,103,2014-03-14,W,3110
598873,103,2014-03-15,A,1433
598874,103,2014-03-16,U,1177
598875,103,2014-03-17,W,3124
598876,103,2014-03-18,W,3153
598877,103,2014-03-19,W,3081
598878,103,2014-03-20,W,3216
598879,103,2014-03-21,W,3282
598880,103,2014-03-22,A,1562
598881,103,2014-03-23,U,1121
598882,103,2014-03-24,W,3227
598883,103,2014-03-25,W,2934
598884,103,2014-03-26,W,3224
598885,103,2014-03-27,W,2968
598886,103,2014-03-28,W,2962
598887,103,2014-03-29,A,1533
598888,103,2014-03-30,U,1277
598889,103,2014-03-31,W,3335
598890,106,2014-03-01,A,805
598891,106,2014-03-02,U,245
598892,106,2014-03-03,W,2353
598893,106,2014-03-04,W,2561
598894,106,2014-03-05,W,2539
598895,106,2014-03-06,W,2593
598896,106,2014-03-07,W,1786
598897,106,2014-03-08,A,788
598898,106,2014-03-09,U,307
598899,106,2014-03-10,W,2656
598900,106,2014-03-11,W,2542
598901,106,2014-03-12,W,2218
598902,106,2014-03-13,W,2382
598903,106,2014-03-14,W,1762
598904,106,2014-03-15,A,743
598905,106,2014-03-16,U,293
598906,106,2014-03-17,W,2415
598907,106,2014-03-18,W,2519
598908,106,2014-03-19,W,2489
598909,106,2014-03-20,W,2575
598910,106,2014-03-21,W,1919
598911,106,2014-03-22,A,710
598912,106,2014-03-23,U,249
598913,106,2014-03-24,W,2542
598914,106,2014-03-25,W,2472
598915,106,2014-03-26,W,2461
598916,106,2014-03-27,W,2291
598917,106,2014-03-28,W,1571
598918,106,2014-03-29,A,635
598919,106,2014-03-30,U,310
598920,106,2014-03-31,W,2456
598921,108,2014-03-03,W,1428
598922,108,2014-03-04,W,1530
598923,108,2014-03-05,W,1579
598924,108,2014-03-06,W,1541
598925,108,2014-03-07,W,1532
598926,108,2014-03-10,W,1480
598927,108,2014-03-11,W,1612
598928,108,2014-03-12,W,1424
598929,108,2014-03-13,W,1325
598930,108,2014-03-14,W,1449
598931,108,2014-03-17,W,1435
598932,108,2014-03-18,W,1559
598933,108,2014-03-19,W,1512
598934,108,2014-03-20,W,1655
598935,108,2014-03-21,W,1578
598936,108,2014-03-24,W,1531
598937,108,2014-03-25,W,1464
598938,108,2014-03-26,W,1463
598939,108,2014-03-27,W,1544
598940,108,2014-03-28,W,1542
598941,108,2014-03-31,W,1348
598942,11,2014-03-01,A,944
598943,11,2014-03-02,U,771
598944,11,2014-03-03,W,1685
598945,11,2014-03-04,W,1694
598946,11,2014-03-05,W,1710
598947,11,2014-03-06,W,1580
598948,11,2014-03-07,W,1561
598949,11,2014-03-08,A,948
598950,11,2014-03-09,U,803
598951,11,2014-03-10,W,895
598952,11,2014-03-11,W,1636
598953,11,2014-03-12,W,1580
598954,11,2014-03-13,W,1619
598955,11,2014-03-14,W,1542
598956,11,2014-03-15,A,964
598957,11,2014-03-16,U,635
598958,11,2014-03-17,W,1544
598959,11,2014-03-18,W,1602
598960,11,2014-03-19,W,1606
598961,11,2014-03-20,W,1382
598962,11,2014-03-21,W,1711
598963,11,2014-03-22,A,904
598964,11,2014-03-23,U,692
598965,11,2014-03-24,W,1645
598966,11,2014-03-25,W,1537
598967,11,2014-03-26,W,1668
598968,11,2014-03-27,W,1550
598969,11,2014-03-28,W,1233
598970,11,2014-03-29,A,931
598971,11,2014-03-30,U,612
598972,11,2014-03-31,W,1715
598973,111,2014-03-01,A,2486
598974,111,2014-03-02,U,1619
598975,111,2014-03-03,W,4248
598976,111,2014-03-04,W,4242
598977,111,2014-03-05,W,4121
598978,111,2014-03-06,W,4177
598979,111,2014-03-07,W,4165
598980,111,2014-03-08,A,2480
598981,111,2014-03-09,U,1864
598982,111,2014-03-10,W,4334
598983,111,2014-03-11,W,4245
598984,111,2014-03-12,W,3392
598985,111,2014-03-13,W,3878
598986,111,2014-03-14,W,4232
598987,111,2014-03-15,A,2496
598988,111,2014-03-16,U,1873
598989,111,2014-03-17,W,4081
598990,111,2014-03-18,W,4233
598991,111,2014-03-19,W,4037
598992,111,2014-03-20,W,4231
598993,111,2014-03-21,W,4090
598994,111,2014-03-22,A,2350
598995,111,2014-03-23,U,1665
598996,111,2014-03-24,W,4102
598997,111,2014-03-25,W,4103
598998,111,2014-03-26,W,4472
598999,111,2014-03-27,W,3964
599000,111,2014-03-28,W,4039
599001,111,2014-03-29,A,2279
599002,111,2014-03-30,U,2009
599003,111,2014-03-31,W,4159
599004,111A,2014-03-01,A,206
599005,111A,2014-03-02,U,159
599006,111A,2014-03-03,W,246
599007,111A,2014-03-04,W,225
599008,111A,2014-03-05,W,165
599009,111A,2014-03-06,W,200
599010,111A,2014-03-07,W,235
599011,111A,2014-03-08,A,205
599012,111A,2014-03-09,U,108
599013,111A,2014-03-10,W,242
599014,111A,2014-03-11,W,159
599015,111A,2014-03-12,W,171
599016,111A,2014-03-13,W,178
599017,111A,2014-03-14,W,210
599018,111A,2014-03-15,A,167
599019,111A,2014-03-16,U,131
599020,111A,2014-03-17,W,150
599021,111A,2014-03-18,W,171
599022,111A,2014-03-19,W,158
599023,111A,2014-03-20,W,193
599024,111A,2014-03-21,W,187
599025,111A,2014-03-22,A,139
599026,111A,2014-03-23,U,85
599027,111A,2014-03-24,W,213
599028,111A,2014-03-25,W,157
