,route,date,daytype,rides
474174,3,2011-05-01,U,10557
474175,4,2011-05-01,U,12029
474176,5,2011-05-01,U,720
474177,6,2011-05-01,U,7695
474178,8,2011-05-01,U,11158
474179,9,2011-05-01,U,18870
474180,10,2011-05-01,U,619
474181,11,2011-05-01,U,1766
474182,12,2011-05-01,U,8853
474183,14,2011-05-01,U,3732
474184,15,2011-05-01,U,4856
474185,18,2011-05-01,U,2438
474186,20,2011-05-01,U,8738
474187,21,2011-05-01,U,5056
474188,22,2011-05-01,U,14862
474189,28,2011-05-01,U,3293
474190,29,2011-05-01,U,7583
474191,30,2011-05-01,U,771
474192,34,2011-05-01,U,3793
474193,35,2011-05-01,U,3163
474194,36,2011-05-01,U,14298
474195,43,2011-05-01,U,724
474196,44,2011-05-01,U,1653
474197,47,2011-05-01,U,6334
474198,49,2011-05-01,U,15300
474199,50,2011-05-01,U,3997
474200,51,2011-05-01,U,1014
474201,52,2011-05-01,U,6729
474202,53,2011-05-01,U,11362
474203,54,2011-05-01,U,7415
474204,55,2011-05-01,U,8481
474205,56,2011-05-01,U,5236
474206,57,2011-05-01,U,874
474207,60,2011-05-01,U,6069
474208,62,2011-05-01,U,6506
474209,63,2011-05-01,U,11707
474210,65,2011-05-01,U,3084
474211,66,2011-05-01,U,12765
474212,67,2011-05-01,U,8206
474213,68,2011-05-01,U,400
474214,70,2011-05-01,U,5056
474215,71,2011-05-01,U,6631
474216,72,2011-05-01,U,10388
474217,73,2011-05-01,U,2195
474218,74,2011-05-01,U,7963
474219,75,2011-05-01,U,4559
474220,76,2011-05-01,U,5562
474221,77,2011-05-01,U,12139
474222,78,2011-05-01,U,4183
474223,79,2011-05-01,U,17746
474224,80,2011-05-01,U,8569
474225,81,2011-05-01,U,8801
474226,82,2011-05-01,U,9182
474227,84,2011-05-01,U,1458
474228,85,2011-05-01,U,5777
474229,87,2011-05-01,U,7975
474230,88,2011-05-01,U,477
474231,90,2011-05-01,U,3061
474232,91,2011-05-01,U,3306
474233,92,2011-05-01,U,3589
474234,94,2011-05-01,U,3745
474235,97,2011-05-01,U,2031
474236,103,2011-05-01,U,1757
474237,106,2011-05-01,U,417
474238,111,2011-05-01,U,2927
474239,112,2011-05-01,U,1129
474240,119,2011-05-01,U,3643
474241,124,2011-05-01,U,716
474242,126,2011-05-01,U,2648
474243,145,2011-05-01,U,3260
474244,146,2011-05-01,U,6678
474245,147,2011-05-01,U,8346
474246,151,2011-05-01,U,14553
474247,152,2011-05-01,U,3795
474248,155,2011-05-01,U,5883
474249,171,2011-05-01,U,382
474250,172,2011-05-01,U,403
474251,49B,2011-05-01,U,3140
474252,52A,2011-05-01,U,1425
474253,53A,2011-05-01,U,2716
474254,54B,2011-05-01,U,2272
474255,63W,2011-05-01,U,608
474256,81W,2011-05-01,U,960
474257,8A,2011-05-01,U,2405
474258,95E,2011-05-01,U,2567
474259,95W,2011-05-01,U,2779
474260,N201,2011-05-01,U,70
474261,1,2011-05-02,W,2969
474262,2,2011-05-02,W,3047
474263,3,2011-05-02,W,23435
474264,4,2011-05-02,W,25787
474265,5,2011-05-02,W,502
474266,6,2011-05-02,W,11464
474267,7,2011-05-02,W,7449
474268,8,2011-05-02,W,24516
474269,9,2011-05-02,W,34401
474270,11,2011-05-02,W,6009
474271,12,2011-05-02,W,15714
474272,14,2011-05-02,W,11726
474273,15,2011-05-02,W,9888
474274,17,2011-05-02,W,551
474275,18,2011-05-02,W,3741
474276,19,2011-05-02,W,428
474277,20,2011-05-02,W,22496
474278,21,2011-05-02,W,9722
474279,22,2011-05-02,W,22704
474280,24,2011-05-02,W,3975
474281,26,2011-05-02,W,2969
474282,28,2011-05-02,W,5823
474283,29,2011-05-02,W,15602
474284,30,2011-05-02,W,3933
474285,33,2011-05-02,W,679
474286,34,2011-05-02,W,6674
474287,35,2011-05-02,W,5561
474288,36,2011-05-02,W,16490
474289,39,2011-05-02,W,2414
474290,43,2011-05-02,W,2212
474291,44,2011-05-02,W,5443
474292,47,2011-05-02,W,12243
474293,48,2011-05-02,W,1370
474294,49,2011-05-02,W,30599
