SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-01295727,05/01/2011,Front,,Open,FRONT AND REAR,Vacant,False,True,2948,W,FILLMORE,ST,60612.0,1156769.46009908,1895231.32566942,28.0,11.0,29.0,41.8682899114994,-87.69993956780094,"(41.8682899114994, -87.69993956780093)",2011-05-01
Vacant/Abandoned Building,11-01297102,05/01/2011,Front,,Open,REAR AND FRONT,Vacant,False,False,5713,S,CAMPBELL,AVE,60629.0,1160679.71390461,1866707.30296892,16.0,8.0,63.0,41.789936649721,-87.68637281239025,"(41.789936649721, -87.68637281239025)",2011-05-01
Vacant/Abandoned Building,11-01297773,05/01/2011,Front,,Open,,Vacant,False,True,6457,S,CAMPBELL,AVE,60629.0,1160817.35478831,1861759.20742419,15.0,8.0,66.0,41.7763555554215,-87.68600470922908,"(41.7763555554215, -87.6860047092291)",2011-05-01
Vacant/Abandoned Building,11-01301328,05/01/2011,Front,,Open,REAR AND FRONT DOOR OPEN,Vacant,False,True,2055,S,HOYNE,AVE,60608.0,1162689.06538014,1890152.74657083,25.0,12.0,31.0,41.85423189460128,-87.6783497156744,"(41.85423189460127, -87.6783497156744)",2011-05-01
Vacant/Abandoned Building,11-01305473,05/01/2011,Rear,,Open,REAR,Vacant,False,False,703,S,SACRAMENTO,BLVD,60612.0,1156473.55970933,1896848.46252795,2.0,11.0,27.0,41.87273348762035,-87.70098214761127,"(41.87273348762035, -87.70098214761126)",2011-05-01
Vacant/Abandoned Building,11-01306157,05/01/2011,Rear,,Open,,Vacant,False,True,4559,S,MICHIGAN,AVE,60653.0,1177921.34778833,1874851.47249747,3.0,2.0,38.0,41.811911575720075,-87.62290611131313,"(41.811911575720075, -87.62290611131313)",2011-05-01
Vacant/Abandoned Building,11-01306163,05/01/2011,Front,,Open,DOORS/WINDOWS BROKEN,Vacant,False,False,2100,E,79TH,ST,60649.0,1191572.46281585,1853003.1510321999,8.0,4.0,43.0,41.75163764204436,-87.57354316606249,"(41.75163764204436, -87.57354316606249)",2011-05-01
Vacant/Abandoned Building,11-01306979,05/01/2011,Front,,Open,FRONT,Vacant,False,True,7507,S,ABERDEEN,ST,60620.0,1170285.06831264,1854965.18667744,17.0,6.0,71.0,41.75751110273863,-87.65149406596106,"(41.757511102738626, -87.65149406596105)",2011-05-01
Vacant/Abandoned Building,11-01307004,05/01/2011,Front,,Open,FRONT,Vacant,False,True,848,N,MASSASOIT,AVE,60651.0,1137873.27986846,1905081.9215883,29.0,15.0,25.0,41.89568289080693,-87.76907442238281,"(41.89568289080693, -87.76907442238281)",2011-05-01
Vacant/Abandoned Building,11-01308491,05/01/2011,Front,,Boarded,FRONT,Vacant,False,False,4336,S,INDIANA,AVE,60653.0,1178322.66466634,1876310.07119109,3.0,2.0,38.0,41.81590498162411,-87.62138978176674,"(41.81590498162411, -87.62138978176674)",2011-05-01
