SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,14-02065749,12/02/2014,Front,,Open,,Vacant,False,False,7745,S,ESSEX,AVE,60649.0,1194204.96770487,1854094.03200882,7.0,4.0,43.0,41.75456690722963,-87.56386070868109,"(41.75456690722963, -87.56386070868108)",2014-12-02
Vacant/Abandoned Building,14-02068219,12/02/2014,Front,,Open,,Vacant,False,False,518,N,LEAMINGTON,AVE,60644.0,1141941.47131671,1902921.90912926,28.0,15.0,25.0,41.88968116824899,-87.75418621459345,"(41.88968116824899, -87.75418621459345)",2014-12-02
Vacant/Abandoned Building,14-02069499,12/02/2014,Rear,,Open,,Vacant,False,True,7921,S,ESSEX,AVE,60617.0,1194231.81139211,1852934.92011668,7.0,4.0,46.0,41.751385554065976,-87.56380033006859,"(41.75138555406598, -87.5638003300686)",2014-12-02
Vacant/Abandoned Building,14-02079809,12/04/2014,Front,,Open,,Vacant,True,False,406,E,75TH,ST,60619.0,1180272.11096882,1855374.81611123,6.0,3.0,69.0,41.75841212979011,-87.61488060637565,"(41.75841212979011, -87.61488060637565)",2014-12-04
Vacant/Abandoned Building,14-02079820,12/04/2014,Front,,Open,,Vacant,True,False,410,E,75TH,ST,60619.0,1180315.71096882,1855376.31611123,6.0,3.0,69.0,41.75841524663573,-87.61472077151745,"(41.75841524663573, -87.61472077151745)",2014-12-04
Vacant/Abandoned Building,14-02079828,12/04/2014,Front,,Open,,Vacant,True,False,416,E,75TH,ST,60619.0,1180206.71096882,1855372.61611123,6.0,3.0,69.0,41.758407591309904,-87.61512035710994,"(41.75840759130991, -87.61512035710996)",2014-12-04
Vacant/Abandoned Building,14-02079837,12/04/2014,Front,,Open,,Vacant,True,False,420,E,75TH,ST,60619.0,1180424.66742682,1855380.0053663002,6.0,3.0,69.0,41.75842287208439,-87.61432134575497,"(41.75842287208439, -87.61432134575497)",2014-12-04
Vacant/Abandoned Building,14-02080096,12/04/2014,Front,,Open,,Vacant,True,False,414,E,75TH,ST,60619.0,1180359.31096882,1855377.81611123,6.0,3.0,69.0,41.758418363258826,-87.61456093664688,"(41.75841836325883, -87.61456093664688)",2014-12-04
Vacant/Abandoned Building,14-02081547,12/04/2014,Front,,Open,FRONT AND REAR BLDG HAD A FIRE,Vacant,True,True,6244,S,CARPENTER,ST,60621.0,1170384.26339136,1863402.50069775,16.0,7.0,68.0,41.780661981126244,-87.65088517840223,"(41.78066198112624, -87.65088517840223)",2014-12-04
Vacant/Abandoned Building,14-02062476,12/01/2014,Front,,Open,,Vacant,False,False,3927,N,PITTSBURGH,AVE,60634.0,1120357.68608226,1925061.92931761,36.0,16.0,17.0,41.950808920781476,-87.83297856265865,"(41.950808920781476, -87.83297856265865)",2014-12-01
