,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
227337,12/01/2014,Completed - Dup,12/01/2014,14-02057021,Street Lights - All/Out,8100 S PRAIRIE AVE,60619.0,1179439.31009948,1851359.19889044,6.0,6.0,44.0,41.74741186968736,-87.61805507807644,"(41.74741186968736, -87.61805507807644)",2014-12-01
227338,12/01/2014,Completed - Dup,12/01/2014,14-02058051,Street Lights - All/Out,2800 W WARREN BLVD,60612.0,1157721.12427288,1900232.09758176,2.0,12.0,27.0,41.88199319931132,-87.69630954774439,"(41.88199319931132, -87.69630954774439)",2014-12-01
227339,12/01/2014,Completed - Dup,12/01/2014,14-02058212,Street Lights - All/Out,8100 S PRAIRIE AVE,60619.0,1179439.31009948,1851359.19889044,6.0,6.0,44.0,41.74741186968736,-87.61805507807644,"(41.74741186968736, -87.61805507807644)",2014-12-01
227340,12/01/2014,Completed,12/01/2014,14-02056729,Street Lights - All/Out,8700 S DORCHESTER AVE,60619.0,1186974.12999189,1847573.38787417,8.0,4.0,48.0,41.736848025469506,-87.59056539054417,"(41.736848025469506, -87.59056539054417)",2014-12-01
227341,12/01/2014,Completed,12/01/2014,14-02056854,Street Lights - All/Out,2700 S WELLS ST,60616.0,1175064.78608231,1886544.08790676,11.0,9.0,34.0,41.844061435582276,-87.63303421645254,"(41.84406143558227, -87.63303421645254)",2014-12-01
227342,12/01/2014,Completed,12/01/2014,14-02058604,Street Lights - All/Out,2315 S WOLCOTT AVE,60608.0,1164064.37001548,1888714.59000755,25.0,10.0,31.0,41.850256555292006,-87.67334237559614,"(41.85025655529201, -87.67334237559614)",2014-12-01
227343,12/01/2014,Completed,12/01/2014,14-02060461,Street Lights - All/Out,300 N STATE ST,60654.0,1176305.95490992,1902374.25198164,42.0,18.0,8.0,41.88747256454026,-87.62800209608477,"(41.88747256454026, -87.62800209608477)",2014-12-01
227344,12/01/2014,Completed,12/01/2014,14-02063046,Street Lights - All/Out,200 N WESTERN AVE,60612.0,1160377.42717704,1901214.6471244,27.0,12.0,28.0,41.884634882895405,-87.68652842708599,"(41.88463488289541, -87.686528427086)",2014-12-01
227345,12/01/2014,Completed,12/01/2014,14-02063056,Street Lights - All/Out,2900 W WARREN BLVD,60612.0,1157051.5018661998,1900218.24529477,2.0,12.0,27.0,41.881968800390695,-87.69876877746691,"(41.881968800390695, -87.69876877746691)",2014-12-01
227427,12/02/2014,Completed - Dup,12/02/2014,14-02064279,Street Lights - All/Out,2300 N HARLEM AVE,,1127718.95077357,1914270.11001437,0.0,0.0,0.0,41.92107372775532,-87.8061623333617,"(41.92107372775532, -87.80616233336171)",2014-12-02
227428,12/02/2014,Completed - Dup,12/02/2014,14-02064485,Street Lights - All/Out,6900 S DAMEN AVE,60636.0,1164216.24773036,1858900.85210107,17.0,7.0,67.0,41.76844095861192,-87.67362490525043,"(41.76844095861192, -87.67362490525043)",2014-12-02
227429,12/02/2014,Completed - Dup,12/02/2014,14-02064499,Street Lights - All/Out,2000 W 107TH ST,60643.0,1165072.16520062,1833681.87928772,19.0,22.0,72.0,41.699218202559365,-87.67119869413486,"(41.69921820255937, -87.67119869413486)",2014-12-02
