,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
173464,08/01/2013,Completed,08/01/2013,13-01065229,Pot Hole in Street,Final Outcome,Pothole Patched,6.0,3300 W JACKSON BLVD,60624.0,1154439.76859746,1898499.53067504,28.0,11.0,27.0,,41.877414015557115,-87.70847635187367,"(41.877414015557115, -87.70847635187367)",2013-08-01
173465,08/01/2013,Completed,08/01/2013,13-01066575,Pot Hole in Street,Final Outcome,Street Resurfaced,0.0,7200 N OLEANDER AVE,60631.0,1125074.1157695,1947202.56930245,41.0,16.0,9.0,,42.01157869184527,-87.81531370787182,"(42.01157869184527, -87.81531370787182)",2013-08-01
173466,08/01/2013,Completed,08/01/2013,13-01067303,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,4000 S ASHLAND AVE,60609.0,1166346.81002682,1877979.93997356,12.0,9.0,61.0,,41.82071161023561,-87.66541679423905,"(41.82071161023561, -87.66541679423904)",2013-08-01
173467,08/01/2013,Completed,08/01/2013,13-01067917,Pot Hole in Street,Final Outcome,Pothole Patched,19.0,6430 N CLARK ST,60626.0,1164307.79136895,1942900.66407138,40.0,24.0,1.0,,41.99896587905035,-87.67107926612019,"(41.99896587905035, -87.67107926612019)",2013-08-01
173468,08/01/2013,Completed,08/01/2013,13-01069535,Pot Hole in Street,Final Outcome,Pothole Patched,18.0,3700 S DAMEN AVE,60609.0,1163629.10852263,1880141.76430822,11.0,9.0,59.0,,41.82667030703281,-87.67536055985829,"(41.826670307032806, -87.67536055985828)",2013-08-01
173469,08/01/2013,Completed,08/01/2013,13-01069797,Pot Hole in Street,Final Outcome,Pothole Patched,15.0,500 N MONTICELLO AVE,60624.0,1151956.23602774,1903085.41003211,27.0,11.0,23.0,,41.890001161906575,-87.71752752499692,"(41.89000116190658, -87.71752752499692)",2013-08-01
173470,08/01/2013,Completed,08/01/2013,13-01069814,Pot Hole in Street,Final Outcome,Pothole Patched,71.0,400 N ST LOUIS AVE,60624.0,1152978.78778878,1902504.52032498,27.0,11.0,23.0,,41.88839333220546,-87.71381212201311,"(41.88839333220546, -87.71381212201311)",2013-08-01
173471,08/01/2013,Completed,08/01/2013,13-01070660,Pot Hole in Street,Final Outcome,Pothole Patched,12.0,5300 W LAKE ST,60644.0,1140972.23097909,1902059.29350483,28.0,15.0,25.0,,41.88744105015123,-87.75783048792293,"(41.88744105015123, -87.75783048792293)",2013-08-01
173635,08/01/2013,Completed - Dup,08/02/2013,13-01072088,Pot Hole in Street,,,,431 W 100TH PL,60628.0,1175105.90438466,1838270.03008152,9.0,22.0,73.0,,41.71147270980485,-87.63495711115715,"(41.71147270980485, -87.63495711115715)",2013-08-01
173636,08/02/2013,Completed,08/02/2013,13-01078043,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,3200 N OZARK AVE,60634.0,1123866.05267266,1920366.1212855,36.0,16.0,17.0,,41.93794659460978,-87.82033541686323,"(41.937946594609784, -87.82033541686324)",2013-08-02
