SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,13-00522568,05/02/2013,Front,,Open,2ND FLOOR,Vacant,False,False,717,N,PARKSIDE,AVE,60644.0,1138551.2435236,1904196.88567802,29.0,15.0,25.0,41.89324197994618,-87.7666058473592,"(41.89324197994618, -87.7666058473592)",2013-05-02
Vacant/Abandoned Building,13-00522648,05/02/2013,Front,,Open,,Vacant,False,False,11247,S,EGGLESTON,AVE,60628.0,1175299.93742545,1830322.55658197,34.0,22.0,49.0,41.68977784165253,-87.63384914090892,"(41.689777841652536, -87.63384914090892)",2013-05-02
Vacant/Abandoned Building,13-00517149,05/01/2013,Front,,Open,,Vacant,True,False,6216,S,ABERDEEN,ST,60621.0,1170047.93769972,1863582.72466683,16.0,7.0,68.0,41.7811638551989,-87.6521129742918,"(41.7811638551989, -87.6521129742918)",2013-05-01
Vacant/Abandoned Building,13-00517205,05/01/2013,Front,,Open,BACK DOOR - WINDOW,Vacant,False,True,3456,W,JACKSON,BLVD,60624.0,1153363.55538864,1898474.13460939,28.0,11.0,27.0,41.87725680902728,-87.71235727844824,"(41.87725680902728, -87.71235727844824)",2013-05-01
Vacant/Abandoned Building,13-00536679,05/06/2013,Front,,Open,,Vacant,False,False,6208,S,WOLCOTT,AVE,60636.0,1164753.79122365,1863497.97437102,15.0,7.0,67.0,41.78104474220397,-87.6715248654689,"(41.78104474220397, -87.67152486546891)",2013-05-06
Vacant/Abandoned Building,13-00540504,05/06/2013,Front,,Open,REAR,Vacant,False,True,808,S,INDEPENDENCE,BLVD,60624.0,1151387.83149041,1896084.98701121,24.0,11.0,26.0,41.87073971949364,-87.71967434527662,"(41.870739719493635, -87.71967434527663)",2013-05-06
Vacant/Abandoned Building,13-00541473,05/07/2013,Front,,Open,REAR TO BASEMENT         STORING  DRUGS  INSIDE,Vacant,False,True,4815,W,POLK,ST,60644.0,1144427.62059843,1895863.33998468,24.0,15.0,25.0,41.87026519145768,-87.74523352537643,"(41.87026519145768, -87.74523352537643)",2013-05-07
Vacant/Abandoned Building,13-00539450,05/06/2013,,,,,,,,1817,S,LAWNDALE,AVE,60623.0,1151984.99671736,1890998.02741073,24.0,10.0,29.0,41.85676878226571,-87.7176158746708,"(41.85676878226571, -87.7176158746708)",2013-05-06
Vacant/Abandoned Building,13-00530340,05/03/2013,Rear,,Open,BACK DOOR BASEMENT,Vacant,False,True,2415,S,KEELER,AVE,60623.0,1148771.42998682,1887491.9499843998,22.0,10.0,30.0,41.847210292908244,-87.72950201276139,"(41.847210292908244, -87.72950201276137)",2013-05-03
Vacant/Abandoned Building,13-00532193,05/04/2013,Front,,Open,OPEN DOORS,Vacant,False,False,735,W,48TH,ST,60609.0,1172206.69213145,1873040.37220587,11.0,9.0,61.0,41.80706945934667,-87.64392047405495,"(41.80706945934667, -87.64392047405495)",2013-05-04
Vacant/Abandoned Building,13-00551925,05/08/2013,Front,,Open,,Vacant,True,False,1709,N,KIMBALL,AVE,60647.0,1153436.9984225,1911186.91229174,26.0,14.0,23.0,41.91214044695937,-87.71174944933578,"(41.91214044695937, -87.71174944933578)",2013-05-08
Vacant/Abandoned Building,13-00551931,05/08/2013,Front,,Open,,Vacant,True,False,1711,N,KIMBALL,AVE,60647.0,1153436.2984225,1911208.31229174,26.0,14.0,23.0,41.912199184376824,-87.71175145120083,"(41.91219918437682, -87.71175145120083)",2013-05-08
Vacant/Abandoned Building,13-00542217,05/07/2013,,,,,,,,4950,S,LAFLIN,ST,60609.0,1167174.43600225,1871816.36989153,20.0,9.0,61.0,41.8038199460157,-87.66241226725376,"(41.8038199460157, -87.66241226725377)",2013-05-07
Vacant/Abandoned Building,13-00542218,05/07/2013,,,,,,,,4952,S,LAFLIN,ST,60609.0,1167174.73600225,1871806.76989153,20.0,9.0,61.0,41.80379359609637,-87.66241144183218,"(41.80379359609637, -87.66241144183218)",2013-05-07
Vacant/Abandoned Building,13-00542929,05/07/2013,Front,,Open,FRONT DOOR,Vacant,False,True,3700,S,MICHIGAN,AVE,60653.0,1177803.74860511,1880492.86629623,3.0,2.0,35.0,41.82739469903762,-87.62316643409996,"(41.82739469903762, -87.62316643409996)",2013-05-07
Vacant/Abandoned Building,13-00548078,05/08/2013,Front,,Open,,Vacant,False,False,2025,W,68TH,PL,60636.0,1164040.26597242,1859230.09990573,17.0,7.0,67.0,41.7693481619961,-87.67426071853193,"(41.7693481619961, -87.67426071853193)",2013-05-08
Vacant/Abandoned Building,13-00544112,05/07/2013,,,,,,,,3916,W,CORTLAND,ST,60647.0,1149894.12820471,1912336.61367014,30.0,25.0,20.0,41.91536505464065,-87.7247350753201,"(41.91536505464066, -87.7247350753201)",2013-05-07
Vacant/Abandoned Building,13-00570005,05/13/2013,,,,,,,,1201,S,WESTERN,AVE,60608.0,1160560.68769486,1894637.44042147,25.0,12.0,28.0,41.866582627346304,-87.68603761492649,"(41.866582627346304, -87.6860376149265)",2013-05-13
Vacant/Abandoned Building,13-00551366,05/08/2013,Front,,Open,ALL AROUND,Vacant,False,True,6517,S,ST LAWRENCE,AVE,60637.0,1181354.65122316,1861931.53091426,20.0,3.0,42.0,41.77637954123542,-87.61071134026035,"(41.77637954123542, -87.61071134026035)",2013-05-08
Vacant/Abandoned Building,13-00545118,05/07/2013,Front,,Open,FROTN,Vacant,True,False,7619,S,DANTE,AVE,60619.0,1187194.6503948,1854760.68448197,5.0,4.0,43.0,41.756565447194696,-87.5895298654553,"(41.756565447194696, -87.5895298654553)",2013-05-07
Vacant/Abandoned Building,13-00545351,05/07/2013,,,,,,,,432,W,60TH,PL,60621.0,1174425.91117135,1864808.32466789,20.0,7.0,68.0,41.784430738866575,-87.63602601191229,"(41.78443073886657, -87.63602601191229)",2013-05-07
Vacant/Abandoned Building,13-00545373,05/07/2013,Rear,,Open,SIDE,Vacant,False,True,6069,S,LAFAYETTE,AVE,60621.0,1177024.11987783,1864634.99177745,20.0,3.0,40.0,41.783896879454325,-87.62650522446529,"(41.78389687945433, -87.6265052244653)",2013-05-07
Vacant/Abandoned Building,13-00545380,05/07/2013,,,,,,,,443,W,62ND,ST,60621.0,1174399.53167992,1863833.49011374,20.0,7.0,68.0,41.78175627385117,-87.63615170874397,"(41.781756273851165, -87.63615170874397)",2013-05-07
Vacant/Abandoned Building,13-00545444,05/07/2013,,,,,,,,5631,N,MASON,AVE,60646.0,1135558.58481694,1937060.13081851,45.0,16.0,11.0,41.98347600155381,-87.77681343515594,"(41.983476001553804, -87.77681343515593)",2013-05-07
