,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
189135,11/01/2013,Completed,11/01/2013,13-01642855,Street Lights - All/Out,1432 W GLENLAKE AVE,60660.0,1165657.73319092,1940620.40896815,48.0,24.0,77.0,41.99265547903556,-87.6660120167976,"(41.992655479035555, -87.6660120167976)",2013-11-01
189136,11/01/2013,Completed,11/01/2013,13-01644369,Street Lights - All/Out,6500 S HARVARD AVE,60621.0,1175180.96661388,1861940.75279821,20.0,7.0,68.0,41.77654497440058,-87.6333432765597,"(41.77654497440058, -87.63334327655971)",2013-11-01
189137,11/01/2013,Completed - Dup,11/01/2013,13-01638837,Street Lights - All/Out,4600 W ALTGELD ST,60639.0,1145192.46002656,1916283.81000428,31.0,25.0,19.0,41.92628680925611,-87.7419087064285,"(41.92628680925612, -87.74190870642852)",2013-11-01
189138,11/01/2013,Completed - Dup,11/01/2013,13-01638838,Street Lights - All/Out,700 W FULLERTON AVE,60614.0,1171202.71091962,1916188.51733025,43.0,19.0,7.0,41.92549325253151,-87.64633630219353,"(41.92549325253151, -87.64633630219353)",2013-11-01
189139,11/01/2013,Completed - Dup,11/01/2013,13-01640184,Street Lights - All/Out,5100 S HARPER AVE,60615.0,1187152.33992208,1871483.52378201,4.0,2.0,41.0,41.8024552977491,-87.58915454929605,"(41.80245529774909, -87.58915454929604)",2013-11-01
189140,11/01/2013,Completed - Dup,11/01/2013,13-01640264,Street Lights - All/Out,1442 S CENTRAL PARK AVE,60623.0,1152606.6440038001,1892807.25578324,24.0,10.0,29.0,41.86172125911396,-87.71528627095255,"(41.86172125911396, -87.71528627095255)",2013-11-01
189141,11/01/2013,Completed - Dup,11/01/2013,13-01640301,Street Lights - All/Out,5100 S HARPER AVE,60615.0,1187152.33992208,1871483.52378201,4.0,2.0,41.0,41.8024552977491,-87.58915454929605,"(41.80245529774909, -87.58915454929604)",2013-11-01
189142,11/01/2013,Completed - Dup,11/01/2013,13-01641531,Street Lights - All/Out,1400 S CENTRAL PARK AVE,60623.0,1152599.8440038,1893053.85578324,24.0,10.0,29.0,41.86239809207872,-87.71530471631789,"(41.86239809207872, -87.71530471631789)",2013-11-01
189143,11/01/2013,Completed - Dup,11/01/2013,13-01643345,Street Lights - All/Out,723 E 88TH PL,60619.0,1182601.68076693,1846456.17297618,6.0,6.0,44.0,41.73388469764002,-87.6066190641387,"(41.73388469764002, -87.6066190641387)",2013-11-01
189144,11/01/2013,Completed - Dup,11/01/2013,13-01644382,Street Lights - All/Out,4800 N PULASKI RD,60630.0,1148861.93592875,1931598.86432521,39.0,17.0,14.0,41.96824230416047,-87.72802755970959,"(41.96824230416047, -87.72802755970959)",2013-11-01
189145,11/01/2013,Completed - Dup,11/01/2013,13-01644468,Street Lights - All/Out,700 E 88TH PL,60619.0,1182447.88076693,1846451.77297618,6.0,6.0,44.0,41.733876185705654,-87.60718264382686,"(41.73387618570566, -87.60718264382686)",2013-11-01
189146,11/01/2013,Completed,11/01/2013,13-01639079,Street Lights - All/Out,2151 W 18TH PL,60608.0,1162318.91557692,1891051.92988934,25.0,12.0,31.0,41.856707082254275,-87.67968318858337,"(41.85670708225427, -87.67968318858337)",2013-11-01
189147,11/01/2013,Completed,11/01/2013,13-01641478,Street Lights - All/Out,3549 W DOUGLAS BLVD,60623.0,1153258.58659901,1893233.73250409,24.0,10.0,29.0,41.86287865587329,-87.71288177287032,"(41.86287865587329, -87.71288177287032)",2013-11-01
