,route,date,daytype,rides
500432,1,2011-12-01,W,3098
500433,2,2011-12-01,W,3054
500434,3,2011-12-01,W,23560
500435,4,2011-12-01,W,27591
500436,5,2011-12-01,W,605
500437,6,2011-12-01,W,12194
500438,7,2011-12-01,W,7951
500439,8,2011-12-01,W,27153
500440,9,2011-12-01,W,35407
500441,10,2011-12-01,W,464
500442,11,2011-12-01,W,5965
500443,12,2011-12-01,W,16907
500444,14,2011-12-01,W,14045
500445,15,2011-12-01,W,9962
500446,17,2011-12-01,W,496
500447,18,2011-12-01,W,4311
500448,20,2011-12-01,W,23016
500449,21,2011-12-01,W,11059
500450,22,2011-12-01,W,23476
500451,24,2011-12-01,W,3944
500452,26,2011-12-01,W,3354
500453,28,2011-12-01,W,5838
500454,29,2011-12-01,W,16259
500455,30,2011-12-01,W,4084
500456,33,2011-12-01,W,673
500457,34,2011-12-01,W,7150
500458,35,2011-12-01,W,6179
500459,36,2011-12-01,W,17271
500460,39,2011-12-01,W,2612
500461,43,2011-12-01,W,2454
500462,44,2011-12-01,W,6003
500463,47,2011-12-01,W,12661
500464,48,2011-12-01,W,1498
500465,49,2011-12-01,W,31540
500466,50,2011-12-01,W,11241
500467,51,2011-12-01,W,2731
500468,52,2011-12-01,W,14992
500469,53,2011-12-01,W,23703
500470,54,2011-12-01,W,14180
500471,55,2011-12-01,W,14445
500472,56,2011-12-01,W,11365
500473,57,2011-12-01,W,3635
500474,59,2011-12-01,W,4666
500475,60,2011-12-01,W,13178
500476,62,2011-12-01,W,13675
500477,63,2011-12-01,W,23844
500478,64,2011-12-01,W,197
500479,65,2011-12-01,W,8697
500480,66,2011-12-01,W,28049
500481,67,2011-12-01,W,16863
500482,68,2011-12-01,W,1603
500483,69,2011-12-01,W,509
500484,70,2011-12-01,W,10988
500485,71,2011-12-01,W,12382
500486,72,2011-12-01,W,18728
500487,73,2011-12-01,W,6690
500488,74,2011-12-01,W,13784
500489,75,2011-12-01,W,9186
500490,76,2011-12-01,W,12597
500491,77,2011-12-01,W,25713
500492,78,2011-12-01,W,10183
500493,79,2011-12-01,W,35623
500494,80,2011-12-01,W,15689
500495,81,2011-12-01,W,14697
500496,82,2011-12-01,W,21904
500497,84,2011-12-01,W,4947
500498,85,2011-12-01,W,12602
500499,86,2011-12-01,W,3696
500500,87,2011-12-01,W,18760
500501,88,2011-12-01,W,1429
500502,90,2011-12-01,W,5432
500503,91,2011-12-01,W,8965
500504,92,2011-12-01,W,8358
500505,93,2011-12-01,W,3481
500506,94,2011-12-01,W,11484
500507,96,2011-12-01,W,991
500508,97,2011-12-01,W,4769
500509,100,2011-12-01,W,1011
500510,103,2011-12-01,W,4040
500511,106,2011-12-01,W,2673
500512,108,2011-12-01,W,2227
500513,111,2011-12-01,W,7536
500514,112,2011-12-01,W,3604
500515,119,2011-12-01,W,6963
500516,120,2011-12-01,W,783
500517,121,2011-12-01,W,1154
500518,122,2011-12-01,W,459
500519,123,2011-12-01,W,421
500520,124,2011-12-01,W,709
500521,125,2011-12-01,W,1757
500522,126,2011-12-01,W,8551
500523,129,2011-12-01,W,1157
500524,132,2011-12-01,W,327
500525,134,2011-12-01,W,2893
500526,135,2011-12-01,W,4371
500527,136,2011-12-01,W,2421
500528,143,2011-12-01,W,1369
500529,144,2011-12-01,W,1058
500530,145,2011-12-01,W,7353
500531,146,2011-12-01,W,9377
500532,147,2011-12-01,W,15625
500533,148,2011-12-01,W,2550
500534,151,2011-12-01,W,20216
500535,152,2011-12-01,W,11755
500536,155,2011-12-01,W,8631
500537,156,2011-12-01,W,9344
500538,157,2011-12-01,W,6432
500539,165,2011-12-01,W,65
500540,169,2011-12-01,W,347
500541,170,2011-12-01,W,267
500542,171,2011-12-01,W,1454
500543,172,2011-12-01,W,2091
500544,192,2011-12-01,W,849
500545,201,2011-12-01,W,2242
500546,205,2011-12-01,W,1295
500547,206,2011-12-01,W,953
500548,49A,2011-12-01,W,591
500549,49B,2011-12-01,W,5895
500550,52A,2011-12-01,W,4986
500551,53A,2011-12-01,W,10188
500552,54A,2011-12-01,W,1208
500553,54B,2011-12-01,W,4271
500554,55A,2011-12-01,W,281
500555,55N,2011-12-01,W,698
500556,56A,2011-12-01,W,1073
500557,62H,2011-12-01,W,1501
500558,63W,2011-12-01,W,1773
500559,81W,2011-12-01,W,1726
500560,85A,2011-12-01,W,1041
500561,8A,2011-12-01,W,4469
500562,90N,2011-12-01,W,459
500563,95E,2011-12-01,W,5772
500564,95W,2011-12-01,W,5747
500565,N201,2011-12-01,W,33
