SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-00390889,03/09/2011,,,,,,,,6535,S,SEELEY,AVE,60636.0,1163819.87118808,1861305.73939559,15.0,7.0,67.0,41.77504863077685,-87.67501034837106,"(41.77504863077685, -87.67501034837107)",2011-03-09
Vacant/Abandoned Building,11-00339279,03/01/2011,Front,,Open,,Vacant,False,False,7526,S,BLACKSTONE,AVE,60619.0,1187512.90741704,1855278.78986768,5.0,4.0,43.0,41.757979619512675,-87.5883470879879,"(41.75797961951267, -87.58834708798791)",2011-03-01
Vacant/Abandoned Building,11-00339283,03/01/2011,Front,,Open,,Vacant,False,False,7604,S,WOOD,ST,60620.0,1165669.27102327,1854262.24559326,17.0,6.0,71.0,41.755681279332144,-87.6684302765448,"(41.75568127933215, -87.6684302765448)",2011-03-01
Vacant/Abandoned Building,11-00339288,03/01/2011,Front,,Open,,Vacant,False,False,2219,W,23RD,PL,60608.0,1161942.68870566,1888375.96737883,25.0,10.0,31.0,41.84937182299216,-87.68113874732894,"(41.84937182299216, -87.68113874732896)",2011-03-01
Vacant/Abandoned Building,11-00339300,03/01/2011,Front,,Open,,Vacant,False,False,2138,W,COULTER,ST,60608.0,1162494.12862539,1887940.74342743,25.0,10.0,31.0,41.84816601400155,-87.67912706475512,"(41.84816601400155, -87.67912706475512)",2011-03-01
Vacant/Abandoned Building,11-00339466,03/01/2011,Rear,,Open,BACK DOOR,Vacant,False,True,6121,S,RACINE,AVE,60636.0,1169368.86857737,1864195.34392275,16.0,7.0,68.0,41.78285969156057,-87.65458485510426,"(41.78285969156057, -87.65458485510425)",2011-03-01
Vacant/Abandoned Building,11-00339480,03/01/2011,Front,,Open,,Vacant,False,False,2858,W,23RD,ST,60623.0,1157474.81611542,1888590.17767122,12.0,10.0,30.0,41.850051583207296,-87.69753060169919,"(41.850051583207296, -87.69753060169917)",2011-03-01
Vacant/Abandoned Building,11-00339676,03/01/2011,Rear,,Open,REAR,Vacant,False,False,9302,S,CALUMET,AVE,60619.0,1180217.96653206,1843376.03811423,6.0,6.0,49.0,41.725487330645535,-87.61544588444563,"(41.72548733064554, -87.61544588444563)",2011-03-01
Vacant/Abandoned Building,11-00339895,03/01/2011,Front,,Open,FRONT/BACK,Vacant,False,True,814,W,MARQUETTE,RD,60621.0,1171973.49241802,1860427.88071419,16.0,7.0,68.0,41.77246451684282,-87.64514605714761,"(41.772464516842824, -87.64514605714761)",2011-03-01
Vacant/Abandoned Building,11-00340212,03/01/2011,Front,,Open,ALL AROUND,Vacant,False,False,11515,S,LOOMIS,ST,60643.0,1169064.34587229,1828389.53552586,34.0,5.0,53.0,41.68460998954071,-87.65673330846855,"(41.68460998954071, -87.65673330846855)",2011-03-01
Vacant/Abandoned Building,11-00340263,03/01/2011,Front,,Open,,Vacant,False,True,523,W,31ST,ST,60616.0,1173216.63341882,1884366.70229036,11.0,9.0,60.0,41.838127661710466,-87.63988105587333,"(41.83812766171047, -87.63988105587335)",2011-03-01
Vacant/Abandoned Building,11-00340309,03/01/2011,Front,,Open,FRONT /SIDE AND REAR,Vacant,False,True,6525,S,CLAREMONT,AVE,60636.0,1161864.7539899999,1861323.7042720001,15.0,8.0,66.0,41.7751387752359,-87.6821770767035,"(41.77513877523591, -87.68217707670348)",2011-03-01
Vacant/Abandoned Building,11-00340385,03/01/2011,,,,,,,,2241,W,95TH,ST,60643.0,1162990.58241802,1841599.64148021,19.0,22.0,72.0,41.720989533112004,-87.67860011329061,"(41.72098953311201, -87.67860011329061)",2011-03-01
Vacant/Abandoned Building,11-00340482,03/01/2011,Front,,Open,,Vacant,False,True,219,W,112TH,ST,60628.0,1176807.44488351,1830673.38079931,34.0,5.0,49.0,41.69070683143397,-87.62831964768151,"(41.690706831433964, -87.6283196476815)",2011-03-01
Vacant/Abandoned Building,11-00340515,03/01/2011,Front,,Open,,Vacant,False,True,218,W,112TH,ST,60628.0,1176814.04488351,1830673.58079931,34.0,5.0,49.0,41.69070723202927,-87.62829547876358,"(41.69070723202927, -87.62829547876358)",2011-03-01
Vacant/Abandoned Building,11-00340560,03/01/2011,Front,,Open,ALL,Vacant,False,True,12400,S,STEWART,AVE,60628.0,1175871.14002052,1822691.09017509,34.0,5.0,53.0,41.66882316034231,-87.6319853922744,"(41.66882316034231, -87.6319853922744)",2011-03-01
Vacant/Abandoned Building,11-00341395,03/01/2011,Rear,,Open,REAR,Vacant,False,True,6521,S,RHODES,AVE,60637.0,1181022.54671262,1861894.30330124,20.0,3.0,42.0,41.77628503643253,-87.61192994836095,"(41.776285036432526, -87.61192994836095)",2011-03-01
Vacant/Abandoned Building,11-00341673,03/01/2011,Front,,Open,FRONT,Vacant,False,False,11816,S,EMERALD,AVE,60628.0,1173441.64009806,1826627.83667819,34.0,5.0,53.0,41.679680151251375,-87.64076111596789,"(41.679680151251375, -87.64076111596788)",2011-03-01
Vacant/Abandoned Building,11-00341693,03/01/2011,Rear,,Open,SIDE DOOR AND GARAGE,Vacant,False,True,7120,S,WINCHESTER,AVE,60636.0,1164586.62397455,1857450.26016883,17.0,7.0,67.0,41.76445253153553,-87.67230815435278,"(41.76445253153553, -87.67230815435278)",2011-03-01
Vacant/Abandoned Building,11-00341708,03/01/2011,Rear,,Open,REAR,Vacant,False,False,11814,S,EMERALD,AVE,60628.0,1173446.44009806,1826469.33667819,34.0,5.0,53.0,41.67924509583661,-87.64074820958841,"(41.67924509583661, -87.64074820958842)",2011-03-01
Vacant/Abandoned Building,11-00341766,03/01/2011,Front,,Open,FRONT,Vacant,False,False,11541,S,STEWART,AVE,60628.0,1175695.49480746,1828384.42657984,34.0,5.0,53.0,41.68445049395433,-87.63245873301372,"(41.68445049395433, -87.63245873301373)",2011-03-01
Vacant/Abandoned Building,11-00341823,03/01/2011,Front,,Open,FRONT/REAR,Vacant,False,False,10549,S,INDIANA,AVE,60628.0,1179448.45760756,1835051.2598913999,9.0,5.0,49.0,41.702660621501096,-87.6185177680558,"(41.702660621501096, -87.6185177680558)",2011-03-01
Vacant/Abandoned Building,11-00341918,03/01/2011,Front,,Open,FRONT AND BACK DOORS - WINDOWS,Vacant,False,False,7120,S,CHAMPLAIN,AVE,60619.0,1181796.09000814,1857950.59002696,6.0,3.0,69.0,41.76544525686624,-87.60921594014232,"(41.76544525686624, -87.60921594014233)",2011-03-01
Vacant/Abandoned Building,11-00341966,03/01/2011,Front,,Open,FRONT & REAR,Vacant,False,False,11805,S,WALLACE,ST,60628.0,1174429.84702418,1826610.20232956,34.0,5.0,53.0,41.67960990469379,-87.63714437336658,"(41.67960990469379, -87.6371443733666)",2011-03-01
Vacant/Abandoned Building,11-00342002,03/01/2011,Rear,,Open,REAR,Vacant,False,False,11840,S,PARNELL,AVE,60628.0,1174766.52397658,1826377.00079614,34.0,5.0,53.0,41.6789624908491,-87.63591890167272,"(41.6789624908491, -87.63591890167274)",2011-03-01
Vacant/Abandoned Building,11-00342096,03/01/2011,Front,,Open,FRONT/REAR,Vacant,False,False,26,W,118TH,ST,60628.0,1178098.75540593,1826723.39659477,34.0,5.0,53.0,41.67983838983769,-87.62371121674113,"(41.67983838983769, -87.62371121674113)",2011-03-01
Vacant/Abandoned Building,11-00342168,03/01/2011,,,,,,,,5201,S,CORNELL,AVE,60615.0,1187997.45779512,1870984.28981246,4.0,21.0,41.0,41.801065244600665,-87.58607110699722,"(41.801065244600665, -87.58607110699722)",2011-03-01
Vacant/Abandoned Building,11-00342169,03/01/2011,,,,,,,,8261,S,BRANDON,AVE,60617.0,1198917.59158062,1850801.99103101,7.0,4.0,46.0,41.74541635949549,-87.54670106824105,"(41.74541635949549, -87.54670106824105)",2011-03-01
Vacant/Abandoned Building,11-00342174,03/01/2011,,,,,,,,5344,S,WALLACE,ST,60609.0,1173175.46500649,1869457.46120303,3.0,9.0,61.0,41.79721620610485,-87.64047325636975,"(41.797216206104856, -87.64047325636973)",2011-03-01
Vacant/Abandoned Building,11-00342178,03/01/2011,,,,,,,,6103,S,STATE,ST,60621.0,1177322.49392599,1864538.05012814,20.0,3.0,40.0,41.783624125772135,-87.62541420896284,"(41.78362412577213, -87.62541420896285)",2011-03-01
Vacant/Abandoned Building,11-00342776,03/01/2011,,,,,,,,5232,S,HYDE PARK,BLVD,60615.0,1188454.94226668,1870786.97227557,4.0,21.0,41.0,41.80051286560154,-87.58439968437685,"(41.80051286560154, -87.58439968437686)",2011-03-01
Vacant/Abandoned Building,11-00342801,03/01/2011,Front,,Open,ALL AROUND,Vacant,False,True,11558,S,LAFAYETTE,AVE,60628.0,1177975.17998227,1828492.92997634,34.0,5.0,53.0,41.684697046950596,-87.62411023535856,"(41.68469704695059, -87.62411023535856)",2011-03-01
Vacant/Abandoned Building,11-00343532,03/01/2011,Front,,Open,FRONT AND BACK,Vacant,False,False,7434,S,LANGLEY,AVE,60619.0,1182180.68032522,1855873.13362839,6.0,3.0,69.0,41.75973561198088,-87.60787052768808,"(41.75973561198088, -87.60787052768808)",2011-03-01
Vacant/Abandoned Building,11-00343709,03/01/2011,Front,,Open,"CALLER STATES THE 1ST FL PICTURE WINDOW IS SHADER, GLASS HAS SHAPE POINTS STICK OUT, SCHOOL IS ACROSS THE STREET",Vacant,True,False,900,N,AVERS,AVE,60651.0,1150557.18528256,1905731.28268157,27.0,11.0,23.0,41.897226448866014,-87.72247186562237,"(41.897226448866014, -87.72247186562238)",2011-03-01
Vacant/Abandoned Building,11-00343894,03/01/2011,Front,,Open,,Vacant,False,False,6047,S,ST LAWRENCE,AVE,60637.0,1181276.58913064,1865044.69879281,20.0,3.0,42.0,41.78492416911831,-87.61090162612342,"(41.784924169118305, -87.61090162612344)",2011-03-01
Vacant/Abandoned Building,11-00343901,03/01/2011,Front,,Open,FRONT AND REAR AND GARAGE,Vacant,False,True,6432,S,HERMITAGE,AVE,60636.0,1165773.87763097,1862037.96887613,15.0,7.0,67.0,41.77701669399495,-87.66782643553076,"(41.77701669399495, -87.66782643553077)",2011-03-01
Vacant/Abandoned Building,11-00344055,03/01/2011,Front,,Open,,Vacant,False,False,6642,S,ST LAWRENCE,AVE,60637.0,1181376.75041067,1861102.19749562,20.0,3.0,42.0,41.774103259992046,-87.6106558753434,"(41.774103259992046, -87.61065587534341)",2011-03-01
Vacant/Abandoned Building,11-00344104,03/01/2011,Front,,Open,,Vacant,False,False,6223,S,ST LAWRENCE,AVE,60637.0,1181304.9701847,1863878.46567985,20.0,3.0,42.0,41.78172326190596,-87.6108334988667,"(41.78172326190596, -87.61083349886668)",2011-03-01
Vacant/Abandoned Building,11-00345183,03/01/2011,Rear,,Open,2 REAR DOORS,Vacant,False,True,7000,S,MORGAN,ST,60621.0,1170853.5704898997,1858409.4638728,17.0,7.0,68.0,41.76695025131162,-87.64931021003662,"(41.76695025131162, -87.64931021003663)",2011-03-01
Vacant/Abandoned Building,11-00345269,03/01/2011,Front,,Open,REAR AND FRONT,Vacant,False,True,4944,W,GLADYS,AVE,60644.0,1143613.97319456,1897889.87418951,24.0,15.0,25.0,41.87584151421204,-87.74816999872334,"(41.87584151421204, -87.74816999872334)",2011-03-01
Vacant/Abandoned Building,11-00345317,03/01/2011,Front,,Open,FRONT,Vacant,False,True,56,W,116TH,ST,60628.0,1177885.42720311,1827700.16598568,34.0,5.0,53.0,41.68252361112879,-87.62446267239508,"(41.68252361112879, -87.62446267239508)",2011-03-01
Vacant/Abandoned Building,11-00345641,03/01/2011,Rear,,Open,REAR AND FRONT,Vacant,True,True,1111,W,16TH,ST,60608.0,1169192.87009595,1892231.25638449,25.0,12.0,31.0,41.85979688288054,-87.65441792698128,"(41.85979688288054, -87.65441792698128)",2011-03-01
Vacant/Abandoned Building,11-00345759,03/01/2011,Garage,,Open,,Vacant,False,False,1157,E,82ND,ST,60619.0,1185382.83937197,1850855.75359006,8.0,4.0,45.0,41.74589272011319,-87.59629231342305,"(41.74589272011319, -87.59629231342305)",2011-03-01
Vacant/Abandoned Building,11-00345847,03/01/2011,Front,,Open,,Vacant,False,False,6530,S,WOLCOTT,AVE,60636.0,1164808.5739153998,1861363.92782272,15.0,7.0,67.0,41.775187481331116,-87.67138424559721,"(41.77518748133112, -87.6713842455972)",2011-03-01
Vacant/Abandoned Building,11-00345938,03/01/2011,Rear,,Open,REAR,Vacant,False,True,3324,N,ALBANY,AVE,60618.0,1155132.48207324,1921885.09903063,33.0,17.0,21.0,41.94146322245647,-87.7052327975767,"(41.94146322245647, -87.70523279757668)",2011-03-01
Vacant/Abandoned Building,11-00346004,03/01/2011,,,,,,,,9555,S,WOODLAWN,AVE,60628.0,1185878.20222547,1841851.1160098999,8.0,5.0,50.0,41.72117136855051,-87.59476036088247,"(41.72117136855051, -87.59476036088247)",2011-03-01
Vacant/Abandoned Building,11-00346061,03/01/2011,Front,,Open,FRONT DOOR,Vacant,False,True,4038,W,MONROE,ST,60624.0,1149484.39601598,1899354.92220854,28.0,11.0,26.0,41.87974992241632,-87.72657770393724,"(41.879749922416316, -87.72657770393725)",2011-03-01
Vacant/Abandoned Building,11-00346339,03/01/2011,Rear,,Open,REAR DOOR,Vacant,False,True,717,E,105TH,PL,60628.0,1182960.58700068,1835155.66887626,9.0,5.0,50.0,41.70286641832535,-87.60565413133097,"(41.70286641832535, -87.60565413133097)",2011-03-01
Vacant/Abandoned Building,11-00346379,03/01/2011,Rear,,Open,"REAR, FRONT WINDOWS SHATTERED",Vacant,False,True,4405,W,WALTON,ST,60651.0,1146833.00733209,1905963.26407246,37.0,11.0,23.0,41.89793497942139,-87.73614445476919,"(41.89793497942139, -87.73614445476919)",2011-03-01
Vacant/Abandoned Building,11-00346429,03/01/2011,Front,,Open,?,Vacant,False,False,8336,S,COLFAX,AVE,60617.0,1194952.22483165,1850200.65820045,7.0,4.0,46.0,41.743864809823584,-87.56125032488899,"(41.743864809823584, -87.561250324889)",2011-03-01
Vacant/Abandoned Building,11-00346432,03/01/2011,Front,,Open,?,Vacant,False,False,8318,S,COLFAX,AVE,60617.0,1194949.72483165,1850321.05820045,7.0,4.0,46.0,41.744195258775946,-87.5612555267473,"(41.744195258775946, -87.5612555267473)",2011-03-01
Vacant/Abandoned Building,11-00346433,03/01/2011,Front,,Open,?,Vacant,False,False,8319,S,COLFAX,AVE,60617.0,1194949.92483165,1850314.35820045,7.0,4.0,46.0,41.74417686850689,-87.56125501420681,"(41.74417686850689, -87.56125501420681)",2011-03-01
Vacant/Abandoned Building,11-00346749,03/01/2011,Rear,,Open,REAR DOOR IS OPEN,Vacant,False,True,31,E,99TH,PL,60628.0,1178196.11071962,1838971.22998757,9.0,5.0,49.0,41.71344598952087,-87.62298510654381,"(41.71344598952087, -87.62298510654382)",2011-03-01
Vacant/Abandoned Building,11-00347725,03/02/2011,Front,,Open,,Vacant,False,True,4851,S,PAULINA,ST,60609.0,1165828.44432534,1872535.60710752,20.0,9.0,61.0,41.80582234190038,-87.66732826521074,"(41.80582234190038, -87.66732826521073)",2011-03-02
Vacant/Abandoned Building,11-00347738,03/02/2011,Front,,Open,FRONT DOOR,Vacant,False,True,5226,S,JUSTINE,ST,60609.0,1166890.46541693,1870070.04957846,16.0,9.0,61.0,41.79903391917193,-87.6635036419151,"(41.799033919171926, -87.6635036419151)",2011-03-02
Vacant/Abandoned Building,11-00347987,03/02/2011,Rear,,Open,,Vacant,False,False,5750,S,WASHTENAW,AVE,60629.0,1159346.51886769,1866753.10317037,16.0,8.0,63.0,41.7900897578762,-87.69126003261096,"(41.790089757876196, -87.69126003261096)",2011-03-02
Vacant/Abandoned Building,11-00348003,03/02/2011,Front,,Open,,Vacant,False,False,6123,S,WASHTENAW,AVE,60629.0,1159425.5088076,1863942.14850504,15.0,8.0,66.0,41.78237449109663,-87.6910473917214,"(41.78237449109663, -87.69104739172141)",2011-03-02
Vacant/Abandoned Building,11-00348226,03/02/2011,Front,,Open,,Vacant,False,False,6729,S,KOMENSKY,AVE,60629.0,1150528.20852015,1859668.45298288,13.0,8.0,65.0,41.77082453008633,-87.72377882824298,"(41.77082453008633, -87.72377882824298)",2011-03-02
Vacant/Abandoned Building,11-00348411,03/02/2011,Front,,Open,FRONT/BACK,Vacant,False,True,5801,S,MORGAN,ST,60621.0,1170634.97447575,1866349.00257886,16.0,7.0,68.0,41.788742060159784,-87.64988016137995,"(41.78874206015978, -87.64988016137995)",2011-03-02
Vacant/Abandoned Building,11-00348455,03/02/2011,,,,,,,,2432,W,55TH,ST,60632.0,1160971.10989953,1868135.57240442,14.0,9.0,63.0,41.793849987683004,-87.68526486273855,"(41.793849987683, -87.68526486273855)",2011-03-02
Vacant/Abandoned Building,11-00348517,03/02/2011,Front,,Open,FRONT,Vacant,False,False,401,N,OGDEN,AVE,60642.0,1167411.09011691,1902820.94471036,27.0,13.0,24.0,41.88889430233662,-87.66065366782833,"(41.88889430233662, -87.66065366782833)",2011-03-02
Vacant/Abandoned Building,11-00349019,03/02/2011,Front,,Open,FRONT,Vacant,False,False,9130,S,AVALON,AVE,60619.0,1186128.91517573,1844690.77939,8.0,4.0,47.0,41.72895781427484,-87.59375270128409,"(41.72895781427484, -87.59375270128409)",2011-03-02
Vacant/Abandoned Building,11-00349023,03/02/2011,Front,,Open,FRONT DOOR,Vacant,False,True,9130,S,AVALON,AVE,60619.0,1186128.91517573,1844690.77939,8.0,4.0,47.0,41.72895781427484,-87.59375270128409,"(41.72895781427484, -87.59375270128409)",2011-03-02
Vacant/Abandoned Building,11-00349168,03/02/2011,,,,,,,,5831,W,ERIE,ST,60644.0,1137436.27178448,1903709.67362499,29.0,15.0,25.0,41.8919251440316,-87.77071252882084,"(41.891925144031596, -87.77071252882084)",2011-03-02
Vacant/Abandoned Building,11-00349202,03/02/2011,,,,,,,,2634,S,ST LOUIS,AVE,60623.0,1153458.28589257,1886277.42683211,22.0,10.0,30.0,41.84378577580414,-87.71233337018705,"(41.84378577580414, -87.71233337018704)",2011-03-02
Vacant/Abandoned Building,11-00349618,03/02/2011,Front,,Open,UNK,Vacant,False,False,11615,S,VINCENNES,AVE,60643.0,1165827.64112174,1827835.24431277,34.0,22.0,75.0,41.683158063326076,-87.6685976732927,"(41.68315806332607, -87.66859767329268)",2011-03-02
Vacant/Abandoned Building,11-00349694,03/02/2011,Front,,Open,,Vacant,False,True,6145,S,WOLCOTT,AVE,60636.0,1164742.22310997,1863913.90917953,15.0,7.0,67.0,41.78218636554437,-87.67155554073801,"(41.78218636554437, -87.67155554073801)",2011-03-02
Vacant/Abandoned Building,11-00349749,03/02/2011,,,,,,,,1829,N,DRAKE,AVE,60647.0,1152531.02809796,1911924.34708797,26.0,14.0,22.0,41.91418200284021,-87.71505821840464,"(41.9141820028402, -87.71505821840464)",2011-03-02
Vacant/Abandoned Building,11-00350114,03/02/2011,Front,,Open,BACK DOOR,Vacant,False,False,827,W,50TH,PL,60609.0,1171644.77432014,1871365.56043363,3.0,9.0,61.0,41.8024859519758,-87.64603052946691,"(41.8024859519758, -87.64603052946691)",2011-03-02
Vacant/Abandoned Building,11-00350121,03/02/2011,Front,,Open,DOORS,Vacant,False,False,826,W,50TH,PL,60609.0,1171651.47432014,1871365.76043363,3.0,9.0,61.0,41.80248635377828,-87.64600595189556,"(41.80248635377828, -87.64600595189557)",2011-03-02
Vacant/Abandoned Building,11-00350126,03/02/2011,Front,,Open,FRONT DOOR AND BACK DOOR,Vacant,False,True,6646,S,HONORE,ST,60636.0,1165158.79369663,1860603.13751942,15.0,7.0,67.0,41.77309236745301,-87.67012188900635,"(41.77309236745301, -87.67012188900635)",2011-03-02
Vacant/Abandoned Building,11-00350129,03/02/2011,Front,,Open,DOOR,Vacant,False,False,832,W,50TH,PL,60609.0,1171611.37432014,1871364.66043363,3.0,9.0,61.0,41.80248421510112,-87.64615304764605,"(41.802484215101124, -87.64615304764605)",2011-03-02
