SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location,Community
Vacant/Abandoned Building,15-00000034,01/01/2015,Front,,Open,FRONT AND REAR,Vacant,true,false,3331,W,66TH,PL,60629,1155327.70141473,1860334.51051279,41.77255760318904,-87.706167702742,"(41.77255760318904, -87.706167702742)",66
Vacant/Abandoned Building,15-00000728,01/01/2015,Front,,Open,JUST FRONT BACK DOOR AREA LOCKED UP,Vacant,false,true,8536,S,YATES,BLVD,60617,1193650.67441029,1848841.48319405,41.740167064307315,-87.56606362815393,"(41.740167064307315, -87.56606362815393)",46
Vacant/Abandoned Building,15-00001777,01/01/2015,Rear,,Open,REAR OF HOUSE SHINGLES FALLING OFF,Vacant,false,false,1433,N,LOCKWOOD,AVE,60651,1140764.66900929,1909024.40601078,41.906448858846424,-87.75835780173256,"(41.906448858846424, -87.75835780173256)",25
Vacant/Abandoned Building,15-00002865,01/01/2015,Garage,,Open,GARAGE DOOR,Vacant,false,false,9932,S,CHARLES,ST,60643,1167751.66417777,1838769.53151597,41.713122586668746,-87.66124215994316,"(41.713122586668746, -87.66124215994316)",72
Vacant/Abandoned Building,15-00001001,01/01/2015,Rear,,Open,REAR BASEMENT DOOR IS NOT SECURED,Vacant,false,false,6411,S,VERNON,AVE,60637,1180352.61798349,1862602.25301953,41.77824311555392,-87.61436414218112,"(41.77824311555392, -87.61436414218112)",42
Vacant/Abandoned Building,15-00007593,01/02/2015,Rear,,Open,REA,Vacant,false,false,714,N,LOCKWOOD,AVE,60644,1140897.39650262,1904216.83059151,41.89325386370887,-87.75798867154046,"(41.89325386370887, -87.75798867154046)",25
Vacant/Abandoned Building,15-00005653,01/02/2015,,,Open,WINDOWS,Vacant,false,false,2751,N,CLYBOURN,AVE,60614,1162878.29020412,1918198.10030966,41.931186612266906,-87.67686761685145,"(41.931186612266906, -87.67686761685145)",7
Vacant/Abandoned Building,15-00005341,01/02/2015,Front,,Open,,Vacant,false,false,2217,W,50TH,PL,60609,1162321.9599777,1871144.79002394,41.802079610367514,-87.68022752041603,"(41.802079610367514, -87.68022752041603)",63
Vacant/Abandoned Building,15-00005211,01/02/2015,Rear,,Open,,Vacant,false,false,9901,S,NORMAL,AVE,60628,1174710.25992347,1839239.1930951,41.714259526397306,-87.63574353440536,"(41.714259526397306, -87.63574353440536)",73
Vacant/Abandoned Building,15-00004790,01/02/2015,Rear,,Boarded,1 WINDOW / REAR,Vacant,false,true,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,41.692182129302154,-87.6339316432056,"(41.692182129302154, -87.6339316432056)",49
Vacant/Abandoned Building,15-00011546,01/03/2015,Front,,Open,BACK DOOR,Vacant,false,true,4853,W,RICE,ST,60651,1143843.96321725,1905215.99376674,41.89594095364359,-87.74714180184003,"(41.89594095364359, -87.74714180184003)",25
Vacant/Abandoned Building,15-00009710,01/03/2015,Front,,Open,REAR,Vacant,false,false,7620,S,ABERDEEN,ST,60620,1170303.95141944,1854278.41129405,41.75562609088375,-87.65144481169796,"(41.75562609088375, -87.65144481169796)",71
Vacant/Abandoned Building,15-00008821,01/03/2015,Front,,Open,FRONT AND REAR ALL THE WINDOWS ARE BROKEN,Vacant,false,true,5219,S,INDIANA,AVE,60615,1178487.62387083,1870347.00009955,41.79953803819829,-87.62096598909855,"(41.79953803819829, -87.62096598909855)",40
Vacant/Abandoned Building,15-00009293,01/03/2015,Front,,Open,FRONT AND REAR,Occupied,true,true,324,N,LOTUS,AVE,60644,1139891.24987735,1901614.43247594,41.88613101393322,-87.76174760025361,"(41.88613101393322, -87.76174760025361)",25
Vacant/Abandoned Building,15-00013288,01/04/2015,Front,,Open,?,Vacant,false,false,3547,N,PARIS,AVE,60634,1121114.17501565,1922520.65929392,41.943823198837876,-87.8302525158855,"(41.943823198837876, -87.8302525158855)",17
Vacant/Abandoned Building,15-00013263,01/04/2015,Front,,Open,OPEN WINDOW LEFT SIDE OF BLDG.,Vacant,false,false,1921,N,RICHMOND,ST,60647,1156510.92638838,1912625.90527016,41.91602747588755,-87.70041765195906,"(41.91602747588755, -87.70041765195906)",22
Vacant/Abandoned Building,15-00012510,01/04/2015,Front,,Open,REAR DOOR,Vacant,false,true,7311,S,WOLCOTT,AVE,60636,1164952.80512185,1856191.76176699,41.76099130783692,-87.6710015181039,"(41.76099130783692, -87.6710015181039)",67
Vacant/Abandoned Building,15-00012939,01/04/2015,Front,,Open,SIDE WINDOWS,Vacant,false,false,8149,S,PRAIRIE,AVE,60619,1179453.47845,1850879.201125,41.746094377194005,-87.61801778307462,"(41.746094377194005, -87.61801778307462)",44
Vacant/Abandoned Building,15-00013034,01/04/2015,Front,,Open,FRONT DOOR OPEN,Vacant,false,true,7925,S,RIDGELAND,AVE,60617,1189357.02992892,1852779.11479645,41.75107626582395,-87.58166872446313,"(41.75107626582395, -87.58166872446313)",46
Vacant/Abandoned Building,15-00014872,01/05/2015,Front,,Open,,Vacant,true,true,1545,W,35TH,ST,60609,1166512.88989975,1881539.55453174,41.83051556698023,-87.66456095545988,"(41.83051556698023, -87.66456095545988)",59
Vacant/Abandoned Building,15-00019426,01/05/2015,,,,,,,,3114,W,FILLMORE,ST,60612,1155717.61919534,1895207.75417089,41.86824646093783,-87.70380174095493,"(41.86824646093783, -87.70380174095493)",29
Vacant/Abandoned Building,15-00020676,01/05/2015,Front,,Open,FRONT WINDOWS,Vacant,false,true,408,E,75TH,ST,60619,1180293.91096882,1855375.61611123,41.75841382544611,-87.61480068741756,"(41.75841382544611, -87.61480068741756)",69
Vacant/Abandoned Building,15-00016375,01/05/2015,Front,,Open,,Vacant,false,false,3054,N,CENTRAL PARK,AVE,60618,1151859.29168121,1920038.06843269,41.93646000752257,-87.71731193447484,"(41.93646000752257, -87.71731193447484)",21
Vacant/Abandoned Building,15-00016005,01/05/2015,Front,,Open,REAR DOOR,Vacant,false,true,135,E,103RD,PL,60628,1179103.73328105,1836380.93892362,41.70631728740579,-87.61973970674656,"(41.70631728740579, -87.61973970674656)",49
Vacant/Abandoned Building,15-00025034,01/06/2015,Front,,Open,FRONT,Vacant,false,false,2026,W,CHASE,AVE,60645,1161433.80470783,1948370.32998,42.01401075396827,-87.68133196940192,"(42.01401075396827, -87.68133196940192)",1
Vacant/Abandoned Building,15-00025040,01/06/2015,,,,,,,,3812,N,ELSTON,AVE,60618,1152611.05487875,1925144.71422577,41.95045817036112,-87.71441359302386,"(41.95045817036112, -87.71441359302386)",16
Vacant/Abandoned Building,15-00022321,01/06/2015,Front,,Open,,Vacant,false,false,4834,S,HALSTED,ST,60609,1171790.45928023,1872635.89999771,41.805968697947115,-87.64545895582434,"(41.805968697947115, -87.64545895582434)",61
Vacant/Abandoned Building,15-00022887,01/06/2015,Rear,,Open,REAR,Vacant,false,true,7305,S,WABASH,AVE,60619,1177986.96147101,1856595.53143052,41.76181397436271,-87.6232184945046,"(41.76181397436271, -87.6232184945046)",69
Vacant/Abandoned Building,15-00023280,01/06/2015,Front,,Open,SIDE DOOR WIDE OPEN,Vacant,false,false,8633,S,CALUMET,AVE,60619,1179982.3337084,1847823.53709792,41.73769719807328,-87.61617326949776,"(41.73769719807328, -87.61617326949776)",44
Vacant/Abandoned Building,15-00023311,01/06/2015,Front,,Open,THE FRONT DOOR,Vacant,false,true,8526,S,ST LAWRENCE,AVE,60619,1181726.65668484,1848587.90890269,41.7397546563363,-87.60975904196557,"(41.7397546563363, -87.60975904196557)",44
Vacant/Abandoned Building,15-00026391,01/06/2015,Rear,,Open,,Vacant,false,true,6827,S,DANTE,AVE,60637,1187137.73008076,1860014.8607132,41.7709847296926,-87.58957197029115,"(41.7709847296926, -87.58957197029115)",43
Vacant/Abandoned Building,15-00024314,01/06/2015,Rear,,Open,WINDOWS ARE OPEN,Vacant,false,false,10642,S,EBERHART,AVE,60628,1181463.85558214,1834498.33262481,41.701097174204335,-87.61115493263759,"(41.701097174204335, -87.61115493263759)",49
Vacant/Abandoned Building,15-00025695,01/06/2015,Front,,Open,,Vacant,false,true,914,W,76TH,ST,60620,1171473.15477262,1854445.1446221,41.75605811834706,-87.64715509808448,"(41.75605811834706, -87.64715509808448)",71
Vacant/Abandoned Building,15-00026889,01/06/2015,Front,,Open,FRONT AND REAR,Vacant,false,false,4853,W,RICE,ST,60651,1143843.96321725,1905215.99376674,41.89594095364359,-87.74714180184003,"(41.89594095364359, -87.74714180184003)",25
Vacant/Abandoned Building,15-00028364,01/07/2015,Front,,Open,,Vacant,false,false,817,E,79TH,ST,60619,1183118.11357401,1852804.99597898,41.75129458084745,-87.60453013742372,"(41.75129458084745, -87.60453013742372)",44
Vacant/Abandoned Building,15-00027886,01/07/2015,,,,,,,,3657,N,LUNA,AVE,60641,1138705.40000798,1923767.94128623,41.94694434820394,-87.76556379608864,"(41.94694434820394, -87.76556379608864)",15
Vacant/Abandoned Building,15-00028143,01/07/2015,Rear,,Open,,Vacant,false,false,4218,S,WELLS,ST,60609,1175316.78931242,1876977.74759202,41.8178049560913,-87.63239586901544,"(41.8178049560913, -87.63239586901544)",37
Vacant/Abandoned Building,15-00028130,01/07/2015,Front,,Open,,Vacant,false,false,4241,S,PRINCETON,AVE,60609,1174997.21337989,1876737.96010006,41.81715410504103,-87.63357532707151,"(41.81715410504103, -87.63357532707151)",37
Vacant/Abandoned Building,15-00030267,01/07/2015,Front,,Open,,Vacant,false,true,2916,W,POLK,ST,60612,1157053.52019798,1896232.66899967,41.871031943776345,-87.69886955058668,"(41.871031943776345, -87.69886955058668)",27
Vacant/Abandoned Building,15-00028059,01/07/2015,Front,,Open,,Vacant,false,false,5354,S,WELLS,ST,60609,1175514.76502771,1869449.73491501,41.79714294389301,-87.6318950188189,"(41.79714294389301, -87.6318950188189)",37
Vacant/Abandoned Building,15-00029308,01/07/2015,Front,,Boarded,,Vacant,false,false,2051,W,GRACE,ST,,1161905.16989471,1925225.31511962,41.950490088015044,-87.68024690381276,"(41.950490088015044, -87.68024690381276)",5
Vacant/Abandoned Building,15-00030054,01/07/2015,Front,,Open,WAS SECURED WITH A PAD LOCK  BUT THE FRONT DOOR IS OPEN,Vacant,false,false,8811,S,WOOD,ST,60620,1165884.57547991,1846253.81262763,41.73370040744883,-87.66786820531313,"(41.73370040744883, -87.66786820531313)",71
Vacant/Abandoned Building,15-00031180,01/07/2015,Front,,Open,FRONT,Vacant,false,false,5427,S,BISHOP,ST,60609,1167589.10033174,1868754.35707505,41.795408538249994,-87.66097932290415,"(41.795408538249994, -87.66097932290415)",61
Vacant/Abandoned Building,15-00035498,01/08/2015,Front,,Open,THE FRONT,Vacant,true,true,416,E,75TH,ST,60619,1180206.71096882,1855372.61611123,41.75840759130991,-87.61512035710996,"(41.75840759130991, -87.61512035710996)",69
Vacant/Abandoned Building,15-00037372,01/08/2015,Front,,Open,FRONT,Vacant,false,false,7542,S,SOUTH CHICAGO,AVE,60619,1185992.77578518,1855091.77559862,41.757502423375776,-87.59392401955817,"(41.757502423375776, -87.59392401955817)",69
Vacant/Abandoned Building,15-00037306,01/08/2015,Front,,Open,FRONT,Vacant,true,false,5535,S,JUSTINE,ST,60636,1166954.88011891,1867930.78759696,41.793162154056255,-87.66332856378553,"(41.793162154056255, -87.66332856378553)",67
Vacant/Abandoned Building,15-00037495,01/08/2015,Front,,Boarded,,Vacant,false,false,3424,W,OHIO,ST,60624,1153364.06507217,1903786.79219158,41.891835274049974,-87.71221422155311,"(41.891835274049974, -87.71221422155311)",23
Vacant/Abandoned Building,15-00037294,01/08/2015,Front,,Boarded,,Vacant,false,false,5114,W,MADISON,ST,60644,1142236.27000791,1899540.42401887,41.88039649386174,-87.75318752604433,"(41.88039649386174, -87.75318752604433)",25
Vacant/Abandoned Building,15-00040723,01/09/2015,Front,,Boarded,,Vacant,false,false,2431,N,LINCOLN,AVE,60614,1170283.26057773,1916412.0005826,41.926126665806954,-87.64970823595323,"(41.926126665806954, -87.64970823595323)",7
Vacant/Abandoned Building,15-00040647,01/09/2015,Front,,Open,FRONT,Vacant,false,false,6408,S,MORGAN,ST,60621,1170745.73673349,1862330.82938455,41.777713308170554,-87.64959119271684,"(41.777713308170554, -87.64959119271684)",68
Vacant/Abandoned Building,15-00041027,01/09/2015,Front,,Open,,Vacant,false,false,5134,S,MAY,ST,60609,1169522.49139202,1870760.02327798,41.80087059631149,-87.6538313949873,"(41.80087059631149, -87.6538313949873)",61
Vacant/Abandoned Building,15-00044524,01/09/2015,Front,,Open,FRONT AND REAR AND WINDOWS ALL OPEN,Vacant,false,true,1801,W,19TH,ST,60608,1164667.0059256,1890776.68070926,41.855902397289235,-87.6710722319968,"(41.855902397289235, -87.6710722319968)",31
Vacant/Abandoned Building,15-00041749,01/09/2015,Front,,Boarded,,Vacant,false,false,5418,S,KIMBARK,AVE,60615,1185579.77797974,1869655.3575675,41.79747588768042,-87.59497931512398,"(41.79747588768042, -87.59497931512398)",41
Vacant/Abandoned Building,15-00041884,01/09/2015,Front,,Open,GARAGE,Vacant,false,true,1617,N,HONORE,ST,60622,1163767.93516982,1910795.43908521,41.910854497971386,-87.6738075629365,"(41.910854497971386, -87.6738075629365)",24
Vacant/Abandoned Building,15-00044627,01/09/2015,Front,,Open,FRONT DOOR KICKED OPEN,Vacant,true,false,10515,S,PERRY,AVE,60628,1177461.61002986,1835230.27128346,41.70319687796736,-87.62578766936095,"(41.70319687796736, -87.62578766936095)",49
Vacant/Abandoned Building,15-00047665,01/10/2015,Front,,Open,,Vacant,false,false,7931,S,DANTE,AVE,60619,1187229.9700887,1852688.42999924,41.75087814673552,-87.5894660893678,"(41.75087814673552, -87.5894660893678)",45
Vacant/Abandoned Building,15-00045547,01/10/2015,Front,,Open,,Vacant,false,false,5420,S,KIMBARK,AVE,60615,1185580.27797974,1869633.8575675,41.79741687823716,-87.59497815879323,"(41.79741687823716, -87.59497815879323)",41
Vacant/Abandoned Building,15-00045287,01/10/2015,,,Open,REAR DOOR,Vacant,false,true,6753,S,BISHOP,ST,60636,1167829.4248725,1859959.94357273,41.7712704292916,-87.66035045406572,"(41.7712704292916, -87.66035045406572)",67
Vacant/Abandoned Building,15-00047492,01/10/2015,Rear,,Open,REAR,Vacant,false,false,4906,N,WHIPPLE,ST,60625,1155154.43987481,1932434.73347113,41.97041165423842,-87.70486773919725,"(41.97041165423842, -87.70486773919725)",14
Vacant/Abandoned Building,15-00046059,01/10/2015,Front,,Open,,Vacant,false,false,118,W,113TH,PL,60628,1177430.92227733,1829694.78798406,41.68800740259598,-87.62606648223085,"(41.68800740259598, -87.62606648223085)",49
Vacant/Abandoned Building,15-00045714,01/10/2015,Front,,Boarded,SIDE AND FRONT,Vacant,false,true,3026,W,LEXINGTON,ST,60612,1156308.21042954,1896547.17106709,41.87191005405927,-87.7015973642111,"(41.87191005405927, -87.7015973642111)",27
Vacant/Abandoned Building,15-00048330,01/11/2015,Front,,Open,,Vacant,false,false,5337,W,MELROSE,ST,60641,1140212.41553206,1921090.35950488,41.93956927467596,-87.76009017607382,"(41.93956927467596, -87.76009017607382)",15
Vacant/Abandoned Building,15-00048903,01/11/2015,Rear,,Open,GANGWAY,Vacant,false,true,6512,S,PEORIA,ST,60621,1171426.32851967,1861658.75397385,41.77585417723717,-87.64711579801288,"(41.77585417723717, -87.64711579801288)",68
Vacant/Abandoned Building,15-00047939,01/11/2015,Front,,Open,,Vacant,false,true,3002,N,HAMLIN,AVE,60618,1150551.30992057,1919689.27459462,41.93552857856042,-87.72212808794008,"(41.93552857856042, -87.72212808794008)",21
Vacant/Abandoned Building,15-00048306,01/11/2015,Rear,,Open,BASEMENT DOOR OPEN,Vacant,false,true,2123,N,LECLAIRE,AVE,60639,1142043.64309183,1913638.56009212,41.91908698149848,-87.75354498908942,"(41.91908698149848, -87.75354498908942)",19
Vacant/Abandoned Building,15-00052636,01/12/2015,Front,,Open,,Vacant,true,false,5624,S,HOYNE,AVE,60636,1163321.18191986,1867342.44072139,41.7916245951276,-87.67666947828106,"(41.7916245951276, -87.67666947828106)",67
Vacant/Abandoned Building,15-00056508,01/12/2015,Rear,,Boarded,BACK DOOR,Vacant,false,false,4339,W,VAN BUREN,ST,60624,1147529.28940614,1897669.49288715,41.87516261300141,-87.73379988036268,"(41.87516261300141, -87.73379988036268)",26
Vacant/Abandoned Building,15-00056710,01/12/2015,Front,,Open,FRONT DOOR,Vacant,false,false,7001,S,EAST END,AVE,60649,1188987.21020213,1858900.4668052,41.76788265109461,-87.58282820769954,"(41.76788265109461, -87.58282820769954)",43
Vacant/Abandoned Building,15-00050790,01/12/2015,Front,,Open,ALL SIDES AND WINDOWS OPEN,Vacant,false,true,10038,S,WENTWORTH,AVE,60628,1176713.26359819,1838384.68632117,41.711869875077404,-87.62843338009495,"(41.711869875077404, -87.62843338009495)",49
Vacant/Abandoned Building,15-00053444,01/12/2015,Front,,Open,FRONT-SIDE AND REAR,Vacant,false,true,9223,S,HALSTED,ST,60620,1172597.46589276,1843687.59252011,41.72651328398734,-87.64335084949836,"(41.72651328398734, -87.64335084949836)",73
Vacant/Abandoned Building,15-00055363,01/12/2015,Front,,Open,FRONT DOOR,Vacant,false,false,11324,S,TALMAN,AVE,60655,1160743.35989589,1829433.56521434,41.687650294031066,-87.68716562368074,"(41.687650294031066, -87.68716562368074)",75
Vacant/Abandoned Building,15-00055026,01/12/2015,Front,,Open,,Vacant,false,false,4826,W,JACKSON,BLVD,60644,1144217.139475,1898233.182725,41.87677228947882,-87.74594673791657,"(41.87677228947882, -87.74594673791657)",25
Vacant/Abandoned Building,15-00052442,01/12/2015,Front,,Open,FRONT AND BACK DOORS,Vacant,false,true,114,N,WALLER,AVE,60644,1138142.43678425,1900270.1628995,41.882473948583105,-87.76820224575518,"(41.882473948583105, -87.76820224575518)",25
Vacant/Abandoned Building,15-00052546,01/12/2015,Front,,Open,PARTIALLY  BOARDED UP,Vacant,false,false,115,N,WALLER,AVE,60644,1138142.23678425,1900277.4628995,41.882493984352934,-87.76820280365003,"(41.882493984352934, -87.76820280365003)",25
Vacant/Abandoned Building,15-00053966,01/12/2015,Front,,Open,,Vacant,false,true,5410,W,CRYSTAL,ST,60651,1139975.81336626,1907797.1296682,41.90309554235046,-87.76128568243657,"(41.90309554235046, -87.76128568243657)",25
Vacant/Abandoned Building,15-00051231,01/12/2015,Garage,,Open,VACANT HOUSE HERE TOO AND GARAGE FALLNG APART,Vacant,false,false,8148,S,WINCHESTER,AVE,60620,1164774.5507887,1850625.59803291,41.74572072152373,-87.67181169098322,"(41.74572072152373, -87.67181169098322)",71
Vacant/Abandoned Building,15-00056502,01/12/2015,Front,,Open,,Vacant,false,false,4317,W,GLADYS,AVE,60624,1147666.42256636,1898005.20448699,41.87608121535735,-87.73328776046169,"(41.87608121535735, -87.73328776046169)",26
Vacant/Abandoned Building,15-00057632,01/12/2015,Front,,Open,FRONT AND REAR OPEN,Vacant,false,true,3925,W,67TH,PL,60629,1151363.60278882,1859552.59323144,41.77049030413958,-87.72071957381169,"(41.77049030413958, -87.72071957381169)",65
Vacant/Abandoned Building,15-00056409,01/12/2015,Front,,Boarded,,Vacant,false,false,2942,W,POLK,ST,60612,1156878.22019798,1896228.66899967,41.87102452111646,-87.69951325083275,"(41.87102452111646, -87.69951325083275)",27
Vacant/Abandoned Building,15-00055928,01/12/2015,Front,,Open,,Vacant,false,true,1917,W,LARCHMONT,AVE,60613,1162779.88059733,1926236.5725252,41.953246694733686,-87.67700307479237,"(41.953246694733686, -87.67700307479237)",5
Vacant/Abandoned Building,15-00055694,01/12/2015,Rear,,Open,,Vacant,false,false,4718,W,MAYPOLE,AVE,60644,1144887.94858028,1901045.30906881,41.88447647710614,-87.7434127325655,"(41.88447647710614, -87.7434127325655)",25
Vacant/Abandoned Building,15-00051258,01/12/2015,Front,,Open,REAR AND GARAGE,Vacant,false,true,4903,W,DEMING,PL,60639,1143272.85072133,1916520.16670416,41.92697151155624,-87.74895653098079,"(41.92697151155624, -87.74895653098079)",19
Vacant/Abandoned Building,15-00060417,01/13/2015,Front,,Open,,Vacant,false,false,254,W,107TH,ST,60628,1176468.68556677,1833983.36448707,41.69979751472471,-87.62946083477739,"(41.69979751472471, -87.62946083477739)",49
Vacant/Abandoned Building,15-00064653,01/13/2015,Front,,Open,,Vacant,true,false,7637,S,UNION,AVE,60620,1172957.04202199,1854231.0730131,41.75543807240973,-87.64172329590637,"(41.75543807240973, -87.64172329590637)",71
Vacant/Abandoned Building,15-00059914,01/13/2015,Front,,Open,,Vacant,false,false,4418,S,SHIELDS,AVE,60609,1174714.52906598,1875568.5192768,41.81395136383426,-87.63464716237318,"(41.81395136383426, -87.63464716237318)",37
Vacant/Abandoned Building,15-00059921,01/13/2015,Front,,Open,,Vacant,false,false,5147,S,WOOD,ST,60609,1165218.302986,1870559.60028369,41.80041289790117,-87.66962199827016,"(41.80041289790117, -87.66962199827016)",61
Vacant/Abandoned Building,15-00060178,01/13/2015,Front,,Open,FRONT AND SIDE BOARD WERE REMOVED,Vacant,true,true,3638,S,DR MARTIN LUTHER KING JR,DR,60653,1179455.10937292,1880924.36587488,41.82854114823882,-87.61709469245302,"(41.82854114823882, -87.61709469245302)",35
Vacant/Abandoned Building,15-00062455,01/13/2015,Front,,Open,FRONT AND BACK,Vacant,false,true,1844,N,DAMEN,AVE,60647,1162734.22021698,1912322.84997415,41.91506756893779,-87.67756215560728,"(41.91506756893779, -87.67756215560728)",22
Vacant/Abandoned Building,15-00063520,01/13/2015,Front,,Open,1ST FLOOR REAR,Vacant,false,false,6940,S,MARSHFIELD,AVE,60636,1166540.80509344,1858685.24798938,41.76780006945346,-87.66511039072716,"(41.76780006945346, -87.66511039072716)",67
Vacant/Abandoned Building,15-00066411,01/13/2015,Front,,Open,REAR AND BASEMENT DOOR,Vacant,false,true,1516,N,LEAMINGTON,AVE,60651,1141760.76002915,1909594.61581288,41.90799519879749,-87.75468459067474,"(41.90799519879749, -87.75468459067474)",25
Vacant/Abandoned Building,15-00065769,01/13/2015,Front,,Open,FRONT,Vacant,false,true,24,W,110TH,PL,60628,1178060.92997064,1831697.72000226,41.69348952268501,-87.62369968537578,"(41.69348952268501, -87.62369968537578)",49
Vacant/Abandoned Building,15-00068355,01/14/2015,Front,,Open,,Vacant,false,true,13119,S,BUFFALO,AVE,60633,1200083.12927878,1818581.63931144,41.65697149795304,-87.54351314626571,"(41.65697149795304, -87.54351314626571)",55
Vacant/Abandoned Building,15-00069230,01/14/2015,Front,,Boarded,,Vacant,false,false,13117,S,BUFFALO,AVE,60633,1200083.02927878,1818595.03931144,41.657008271561416,-87.54351306289522,"(41.657008271561416, -87.54351306289522)",55
Vacant/Abandoned Building,15-00067046,01/14/2015,Front,,Open,FRONT AND BACK,Vacant,false,true,7941,S,EAST END,AVE,60617,1188978.09996931,1852686.21002721,41.75083040247633,-87.58306025938688,"(41.75083040247633, -87.58306025938688)",46
Vacant/Abandoned Building,15-00067298,01/14/2015,Front,,Open,FRONT DOOR,Vacant,false,true,7831,S,DAMEN,AVE,60620,1164388.6533881,1852722.4609278,41.751482952538275,-87.67316674863518,"(41.751482952538275, -87.67316674863518)",71
Vacant/Abandoned Building,15-00070767,01/14/2015,Front,,Open,,Vacant,false,false,7953,S,MANISTEE,AVE,60617,1195890.53737486,1852762.8479262,41.75087250325872,-87.5577277157913,"(41.75087250325872, -87.5577277157913)",46
Vacant/Abandoned Building,15-00073706,01/14/2015,Front,,Open,,Vacant,false,false,7322,S,LAFLIN,ST,60636,1167385.88832079,1856085.94537902,41.76064917999616,-87.66208712586193,"(41.76064917999616, -87.66208712586193)",67
Vacant/Abandoned Building,15-00073839,01/14/2015,Rear,,Open,REAR DOOR AND WINDOWS ARE OPEN,Vacant,false,true,8213,S,MARQUETTE,AVE,60617,1195597.25221047,1851034.75699521,41.7461377374613,-87.55885943108773,"(41.7461377374613, -87.55885943108773)",46
Vacant/Abandoned Building,15-00070742,01/14/2015,Front,,Open,ALL AROUND,Vacant,false,true,2043,W,53RD,ST,60609,1163521.95012099,1869498.64657652,41.797537284775366,-87.67587282952015,"(41.797537284775366, -87.67587282952015)",61
Vacant/Abandoned Building,15-00066867,01/14/2015,Front,,Open,FRONT 2ND FLOOR WINDOWS,Vacant,true,false,1724,W,ROSCOE,ST,60657,1164130.6923848,1922620.61757769,41.94329583890148,-87.67213994036828,"(41.94329583890148, -87.67213994036828)",6
Vacant/Abandoned Building,15-00067638,01/14/2015,,,,,,,,1449,S,AVERS,AVE,60623,1150945.86050096,1892773.26789553,41.861660638203915,-87.72138365615436,"(41.861660638203915, -87.72138365615436)",29
Vacant/Abandoned Building,15-00079138,01/15/2015,Front,,Open,,Vacant,false,false,416,E,75TH,ST,60619,1180206.71096882,1855372.61611123,41.75840759130991,-87.61512035710996,"(41.75840759130991, -87.61512035710996)",69
Vacant/Abandoned Building,15-00078084,01/15/2015,Front,,Open,FRONT,Vacant,false,false,6419,S,MAY,ST,60621,1169753.81522643,1862230.5551779,41.77745972832669,-87.65323049600725,"(41.77745972832669, -87.65323049600725)",68
Vacant/Abandoned Building,15-00075074,01/15/2015,Front,,Open,2ND FLOOR REAR,Vacant,false,false,7336,S,ABERDEEN,ST,60621,1170252.52916804,1856160.25957969,41.76079124477406,-87.65157860755629,"(41.76079124477406, -87.65157860755629)",68
Vacant/Abandoned Building,15-00075087,01/15/2015,Front,,Open,1ST FLOOR REAR,Vacant,false,false,7206,S,MAY,ST,60621,1169897.98981958,1857015.60058991,41.76314611361428,-87.65285321273515,"(41.76314611361428, -87.65285321273515)",68
Vacant/Abandoned Building,15-00079156,01/15/2015,Front,,Boarded,,Vacant,false,false,905,E,92ND,PL,60619,1183867.66997128,1843832.35998304,41.726655229939944,-87.60206280283684,"(41.726655229939944, -87.60206280283684)",47
Vacant/Abandoned Building,15-00079501,01/15/2015,Front,,Boarded,,Vacant,false,false,1424,E,70TH,ST,60637,1186993.33500612,1858867.42082562,41.767839479549195,-87.5901376064304,"(41.767839479549195, -87.5901376064304)",43
Vacant/Abandoned Building,15-00079120,01/15/2015,Front,,Boarded,,Vacant,false,false,625,E,67TH,ST,60637,1181655.41969828,1860729.32941308,41.77307364314137,-87.609645838882,"(41.77307364314137, -87.609645838882)",42
Vacant/Abandoned Building,15-00075409,01/15/2015,,,,,,,,138,W,111TH,PL,60628,1177274.87780417,1831016.10449496,41.69163680471483,-87.62659805875352,"(41.69163680471483, -87.62659805875352)",49
Vacant/Abandoned Building,15-00076115,01/15/2015,Front,,Boarded,,Vacant,false,false,4954,W,ERIE,ST,60644,1143211.97368732,1903861.38757906,41.89223558208335,-87.74949684876259,"(41.89223558208335, -87.74949684876259)",25
Vacant/Abandoned Building,15-00078823,01/15/2015,Front,,Boarded,,Vacant,false,false,131,E,104TH,PL,60628,1179050.2621821,1835635.9800722,41.704274234397424,-87.61995811243497,"(41.704274234397424, -87.61995811243497)",49
