SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location,Community
Vacant/Abandoned Building,15-01414027,04/18/2015,Front,,Open,BACK DOOR,Vacant,false,true,7800,S,MUSKEGON,AVE,60649,1196478.00377419,1853794.09149657,41.75368775939038,-87.55554083795593,"(41.75368775939038, -87.55554083795593)",43
Vacant/Abandoned Building,15-01424781,04/18/2015,Front,,Boarded,,Vacant,false,false,7673,S,EXCHANGE,AVE,60649,1196178.45208201,1854611.07171261,41.7559370389607,-87.55661153523813,"(41.7559370389607, -87.55661153523813)",43
Vacant/Abandoned Building,15-01413157,04/18/2015,Rear,,Boarded,NONE,Vacant,false,false,7241,S,HERMITAGE,AVE,60636,1165934.61216638,1856675.23460375,41.762297223012055,-87.66738940664763,"(41.762297223012055, -87.66738940664763)",67
Vacant/Abandoned Building,15-01419580,04/18/2015,Front,,Open,"FRONT AND REAR DOORS, NO BOARDS ON WINDOWS",Vacant,false,true,1526,E,76TH,PL,60619,1187819.80861137,1854564.74002331,41.756012902655904,-87.58724504023415,"(41.756012902655904, -87.58724504023415)",43
Vacant/Abandoned Building,15-01412115,04/18/2015,Front,,Open,NONE,Vacant,false,false,2217,W,WINONA,ST,60625,1160632.96530909,1934141.31988704,41.97498255777712,-87.6846753132921,"(41.97498255777712, -87.6846753132921)",4
Vacant/Abandoned Building,15-01420468,04/18/2015,Front,,Open,BACK DOOR,Vacant,false,true,248,W,109TH,ST,60628,1176561.51532128,1832657.46921302,41.69615698286829,-87.629160625138,"(41.69615698286829, -87.629160625138)",49
Vacant/Abandoned Building,15-01411733,04/18/2015,Front,,Open,,Vacant,false,false,7403,S,BLACKSTONE,AVE,60619,1187486.94820956,1856189.88883106,41.76048037516356,-87.58841331032333,"(41.76048037516356, -87.58841331032333)",43
Vacant/Abandoned Building,15-01413156,04/18/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,2840,W,FULTON,ST,60612,1157404.23526808,1901881.45457407,41.886525639495105,-87.69742828539997,"(41.886525639495105, -87.69742828539997)",27
Vacant/Abandoned Building,15-01431769,04/19/2015,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,438,W,71ST,ST,60621,1174484.21807836,1857850.13822745,41.76533539429823,-87.63601909319117,"(41.76533539429823, -87.63601909319117)",68
Vacant/Abandoned Building,15-01427004,04/19/2015,Front,,Open,FRONT/REAR,Vacant,false,true,1031,N,SPAULDING,AVE,60651,1154119.4994784,1906799.49999391,41.900087391529034,-87.70935936628592,"(41.900087391529034, -87.70935936628592)",23
Vacant/Abandoned Building,15-01431479,04/19/2015,Front,,Open,FRONT PORCH,Vacant,false,true,2623,W,MONROE,ST,60612,1158881.49741961,1899587.84372418,41.88020159227773,-87.69206633803954,"(41.88020159227773, -87.69206633803954)",27
Vacant/Abandoned Building,15-01440230,04/19/2015,Front,,Open,FRONT AND REAR DOOR,Vacant,false,true,427,W,79TH,PL,60620,1174786.70111553,1852189.73528109,41.74979583308082,-87.63507879928784,"(41.74979583308082, -87.63507879928784)",44
Vacant/Abandoned Building,15-01438511,04/19/2015,Front,,Open,DOORS AND WINDOWS,Vacant,false,true,649,W,115TH,ST,60628,1173944.36780108,1828614.1395072,41.6851197772077,-87.63886230747457,"(41.6851197772077, -87.63886230747457)",49
Vacant/Abandoned Building,15-01434897,04/19/2015,Front,,Open,REAR,Vacant,false,true,18,E,113TH,ST,60628,1178360.73243297,1830049.7879173,41.6889605753024,-87.62265182551486,"(41.6889605753024, -87.62265182551486)",49
Vacant/Abandoned Building,15-01429817,04/19/2015,Front,,Open,SOUTHSIDE OF BUILDING,Vacant,false,false,10800,S,CALHOUN,AVE,60617,1194902.85131762,1833902.61869493,41.699142697808384,-87.56196630187802,"(41.699142697808384, -87.56196630187802)",51
Vacant/Abandoned Building,15-01432078,04/19/2015,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,4939,W,CONGRESS,PKWY,60644,1143663.21280143,1897230.98883033,41.874032529212954,-87.74800570419168,"(41.874032529212954, -87.74800570419168)",25
Vacant/Abandoned Building,15-01451559,04/20/2015,Front,,Open,,Vacant,true,false,1618,N,LINDER,AVE,60639,1139491.07021451,1910215.71540407,41.90974128093906,-87.76300719889915,"(41.90974128093906, -87.76300719889915)",25
Vacant/Abandoned Building,15-01453701,04/20/2015,Front,,Open,FRONT,Vacant,false,false,5536,W,ADAMS,ST,60644,1139516.5342,1898782.353775,41.87836626645057,-87.76319275422847,"(41.87836626645057, -87.76319275422847)",25
Vacant/Abandoned Building,15-01451246,04/20/2015,Rear,,Open,BACK PORCH,Vacant,true,false,6519,S,PEORIA,ST,60621,1171427.62851967,1861611.95397385,41.775725724020305,-87.64711240134481,"(41.775725724020305, -87.64711240134481)",68
Vacant/Abandoned Building,15-01455734,04/20/2015,Front,,Open,FRONT & REAR,Vacant,false,false,1907,S,CANALPORT,AVE,60616,1172556.0943,1891110.861825,41.85664879300876,-87.64210567913035,"(41.85664879300876, -87.64210567913035)",31
Vacant/Abandoned Building,15-01448981,04/20/2015,Front,,Boarded,,Vacant,false,false,8533,S,BISHOP,ST,60620,1168154.48001818,1848158.69999795,41.738879231901095,-87.65949773654114,"(41.738879231901095, -87.65949773654114)",71
Vacant/Abandoned Building,15-01450172,04/20/2015,Front,,Open,,Vacant,false,true,2008,S,PULASKI,RD,60623,1150030.59208705,1889931.85632906,41.85388131281677,-87.72481739618509,"(41.85388131281677, -87.72481739618509)",29
Vacant/Abandoned Building,15-01448983,04/20/2015,Front,,Open,,Vacant,false,false,4436,S,SHIELDS,AVE,60609,1174718.52906598,1875426.8192768,41.813562436586245,-87.63463671614501,"(41.813562436586245, -87.63463671614501)",37
Vacant/Abandoned Building,15-01451235,04/20/2015,Front,,Open,ALL ENTRIES OPEN TOP AND BOTTOM,Vacant,false,false,5548,S,EMERALD,AVE,60621,1172248.54013265,1867996.44539684,41.793227473048915,-87.64391536504137,"(41.793227473048915, -87.64391536504137)",68
Vacant/Abandoned Building,15-01447739,04/20/2015,Rear,,Open,,Vacant,false,false,6953,S,WOLCOTT,AVE,60636,1164887.9854912,1858561.35138153,41.76749515745217,-87.67117223178114,"(41.76749515745217, -87.67117223178114)",67
Vacant/Abandoned Building,15-01447740,04/20/2015,Rear,,Open,,Vacant,false,false,6955,S,WOLCOTT,AVE,60636,1164888.3854912,1858547.95138153,41.76745837757701,-87.67117114373075,"(41.76745837757701, -87.67117114373075)",67
Vacant/Abandoned Building,15-01448365,04/20/2015,,,,,,,,9642,S,BENSLEY,AVE,60617,1194432.33413341,1841407.47771263,41.719748328352985,-87.56344340063904,"(41.719748328352985, -87.56344340063904)",51
Vacant/Abandoned Building,15-01455728,04/20/2015,Front,,Open,FRONT,Vacant,false,false,2540,E,97TH,PL,60617,1194875.79999168,1840817.67000238,41.71811894662771,-87.561838502337,"(41.71811894662771, -87.561838502337)",51
Vacant/Abandoned Building,15-01447645,04/20/2015,Rear,,Open,BACK DOOR,Vacant,false,true,6933,S,JUSTINE,ST,60636,1167201.18652028,1858749.22109268,41.7679615157149,-87.66268796337918,"(41.7679615157149, -87.66268796337918)",67
Vacant/Abandoned Building,15-01449331,04/20/2015,Garage,,Open,IN  REAR,Vacant,false,true,4320,W,THOMAS,ST,60651,1147374.6972807,1906980.83719123,41.90071694411463,-87.73412875669068,"(41.90071694411463, -87.73412875669068)",23
Vacant/Abandoned Building,15-01453708,04/20/2015,Front,,Open,FRONT & REAR,Vacant,false,false,8046,S,PRAIRIE,AVE,60619,1179429.21372117,1851714.85309231,41.74838805600308,-87.6180812407401,"(41.74838805600308, -87.6180812407401)",44
Vacant/Abandoned Building,15-01459069,04/20/2015,,,,,,,,538,W,60TH,PL,60621,1173785.68728686,1864788.94150924,41.784391773106094,-87.63837389247465,"(41.784391773106094, -87.63837389247465)",68
Vacant/Abandoned Building,15-01461071,04/20/2015,Front,,Open,SIDE DOOR,Vacant,false,true,7140,S,ARTESIAN,AVE,60629,1161276.70057608,1857238.91193229,41.76394172136156,-87.68444578891847,"(41.76394172136156, -87.68444578891847)",66
Vacant/Abandoned Building,15-01461072,04/20/2015,Front,,Open,SIDE DOOR,Vacant,false,true,7140,S,ARTESIAN,AVE,60629,1161276.70057608,1857238.91193229,41.76394172136156,-87.68444578891847,"(41.76394172136156, -87.68444578891847)",66
Vacant/Abandoned Building,15-01466797,04/20/2015,Front,,Open,"REAR DOOR,",Vacant,false,true,400,E,88TH,ST,60619,1180453.25869663,1846726.75072734,41.73467670477818,-87.61448150184754,"(41.73467670477818, -87.61448150184754)",44
Vacant/Abandoned Building,15-01457347,04/20/2015,Front,,Open,FRONT,Vacant,true,false,11300,S,NORMAL,AVE,60628,1174983.26041312,1829966.93980308,41.68880902539784,-87.63501904985326,"(41.68880902539784, -87.63501904985326)",49
Vacant/Abandoned Building,15-01447689,04/20/2015,Front,,Open,DOOR,Vacant,false,true,6458,S,WOOD,ST,60636,1165450.09612553,1861855.56142371,41.776523013953714,-87.66901857923122,"(41.776523013953714, -87.66901857923122)",67
Vacant/Abandoned Building,15-01448079,04/20/2015,Front,,Open,FRONT ENTRY DOOR LOCK IS BROKEN OFF AND BOARD IS OFF THE FRONT DOOR..,Vacant,false,true,6453,S,DAMEN,AVE,60636,1164137.28541169,1861855.63270864,41.77655093792543,-87.67383128787195,"(41.77655093792543, -87.67383128787195)",67
Vacant/Abandoned Building,15-01448097,04/20/2015,Front,,Open,THE FRONT AND SIDE WIDOWS ARE BUSTED OUT. AND DOOR ARE OPEN.. FRONT AND REAR..,Vacant,false,false,1922,W,65TH,ST,60636,1164569.40980603,1861558.68881966,41.775726979708445,-87.67225550484794,"(41.775726979708445, -87.67225550484794)",67
Vacant/Abandoned Building,15-01448429,04/20/2015,Front,,Open,BSMT DR,Vacant,false,true,7336,S,MORGAN,ST,60621,1170913.89601784,1856178.41351449,41.7608266525056,-87.64915413795538,"(41.7608266525056, -87.64915413795538)",68
Vacant/Abandoned Building,15-01452652,04/20/2015,Front,,Open,,Vacant,false,false,2215,W,WINONA,ST,60625,1160646.36530909,1934141.61988704,41.974983102554965,-87.68462602875553,"(41.974983102554965, -87.68462602875553)",4
Vacant/Abandoned Building,15-01455407,04/20/2015,,,,,,,,2706,W,THOMAS,ST,60622,1158156.66741118,1907208.32689839,41.90112771412257,-87.69451951729651,"(41.90112771412257, -87.69451951729651)",24
Vacant/Abandoned Building,15-01457307,04/20/2015,Front,,Open,,Vacant,false,true,5213,S,MARSHFIELD,AVE,60609,1166225.64409236,1870140.56341666,41.79924160776278,-87.66593969126049,"(41.79924160776278, -87.66593969126049)",61
Vacant/Abandoned Building,15-01454784,04/20/2015,Front,,Boarded,REAR UPSTAIRS DOOR OPEN,Vacant,false,false,11448,S,HOMEWOOD,AVE,60643,1165289.69219877,1828558.59426818,41.68515443597585,-87.67054654661058,"(41.68515443597585, -87.67054654661058)",75
Vacant/Abandoned Building,15-01451581,04/20/2015,Front,,Open,REAR BASEMENT WINDOW,Vacant,false,true,9334,S,ST LAWRENCE,AVE,60619,1181875.88000048,1843080.55998338,41.72463840135385,-87.60938203453507,"(41.72463840135385, -87.60938203453507)",49
Vacant/Abandoned Building,15-01454170,04/20/2015,Front,,Open,"FRONT DOOR IS OPEN, AND BACK DOOR OPEN",Vacant,false,false,6521,S,ELLIS,AVE,60637,1184010.54001732,1861977.71220416,41.776444613424175,-87.60097368214973,"(41.776444613424175, -87.60097368214973)",42
Vacant/Abandoned Building,15-01458827,04/20/2015,Front,,Open,SIDE WINDOWS,Vacant,true,false,9032,S,MARSHFIELD,AVE,60620,1166924.63871982,1844792.49401431,41.72966820043451,-87.66409954056122,"(41.72966820043451, -87.66409954056122)",73
Vacant/Abandoned Building,15-01454167,04/20/2015,Rear,,Open,REAR,Vacant,false,false,8404,S,ABERDEEN,ST,60620,1170449.6626098,1849079.68059441,41.74135690717792,-87.65106188721504,"(41.74135690717792, -87.65106188721504)",71
Vacant/Abandoned Building,15-01455340,04/20/2015,,,,,,,,4210,W,CULLERTON,ST,60623,1148629.02231319,1890087.52199983,41.85433561978119,-87.7299577212767,"(41.85433561978119, -87.7299577212767)",29
Vacant/Abandoned Building,15-01455410,04/20/2015,,,,,,,,2254,S,KILDARE,AVE,60623,1148296.51553398,1888654.71757133,41.85041022720214,-87.7312150437757,"(41.85041022720214, -87.7312150437757)",29
Vacant/Abandoned Building,15-01447460,04/20/2015,Front,,Boarded,BACKYARD IS OPEN AND FILLED WITH TREE DEBRIS,Vacant,false,false,5341,W,OHIO,ST,60644,1140529.67998234,1903451.90082056,41.891161561360455,-87.75935797183939,"(41.891161561360455, -87.75935797183939)",25
Vacant/Abandoned Building,15-01476278,04/21/2015,Front,,Open,,Vacant,false,true,7913,S,AVALON,AVE,60619,1185919.22120899,1852780.01000336,41.751160448100336,-87.59426636401359,"(41.751160448100336, -87.59426636401359)",45
Vacant/Abandoned Building,15-01478166,04/21/2015,Front,,Open,FRONT AND REAR OPEN DOORS..,Vacant,false,true,7941,S,EAST END,AVE,60617,1188978.09996931,1852686.21002721,41.75083040247633,-87.58306025938688,"(41.75083040247633, -87.58306025938688)",46
Vacant/Abandoned Building,15-01481913,04/21/2015,Rear,,Boarded,,Vacant,false,true,4402,S,BERKELEY,AVE,60653,1183994.27598371,1876037.55849796,41.815026358151734,-87.6005939683367,"(41.815026358151734, -87.6005939683367)",39
Vacant/Abandoned Building,15-01483415,04/21/2015,Front,,Open,,Vacant,false,true,8425,S,LUELLA,AVE,60617,1192641.5847273,1849550.60923253,41.742137597631235,-87.56973768520767,"(41.742137597631235, -87.56973768520767)",46
Vacant/Abandoned Building,15-01483801,04/21/2015,Front,,Open,,Vacant,false,true,4804,S,COTTAGE GROVE,AVE,60615,1182400.33180614,1873332.90541269,41.80764172813947,-87.60652462304301,"(41.80764172813947, -87.60652462304301)",39
Vacant/Abandoned Building,15-01473966,04/21/2015,Front,,Open,REAR WINDOW,Vacant,false,true,2024,W,71ST,ST,60636,1163995.45000238,1857572.57002704,41.764800613226505,-87.67447153460051,"(41.764800613226505, -87.67447153460051)",67
Vacant/Abandoned Building,15-01484178,04/21/2015,Front,,Open,FRONT BACK AND BASEMENT DOORS,Vacant,true,false,2047,W,71ST,ST,60636,1163839.15000238,1857569.37002704,41.764795115880155,-87.67504450976986,"(41.764795115880155, -87.67504450976986)",67
Vacant/Abandoned Building,15-01487805,04/21/2015,Front,,Open,BACK,Vacant,false,false,2538,E,97TH,PL,60617,1194869.09999168,1840817.47000238,41.71811856256056,-87.56186304798395,"(41.71811856256056, -87.56186304798395)",51
Vacant/Abandoned Building,15-01477621,04/21/2015,Front,,Open,REAR,Vacant,false,true,3838,W,HURON,ST,60624,1150567.67788378,1904397.75046933,41.89356689517524,-87.72246819965606,"(41.89356689517524, -87.72246819965606)",23
Vacant/Abandoned Building,15-01477861,04/21/2015,Front,,Open,BACK DOOR,Vacant,false,true,8047,S,ST LOUIS,AVE,60652,1154453.41727503,1850913.78988938,41.746723083833785,-87.70962300104433,"(41.746723083833785, -87.70962300104433)",70
Vacant/Abandoned Building,15-01483007,04/21/2015,Front,,Open,ALL ENTRIES OPEN,Vacant,false,true,7946,S,EVANS,AVE,60619,1182603.84827381,1852479.74202296,41.75041398774241,-87.60642471788468,"(41.75041398774241, -87.60642471788468)",44
Vacant/Abandoned Building,15-01484680,04/21/2015,Front,,Open,REAR DOORS,Vacant,false,false,5644,S,CARPENTER,ST,60621,1170276.96136819,1867384.21418304,41.79159060105755,-87.6511627482108,"(41.79159060105755, -87.6511627482108)",68
Vacant/Abandoned Building,15-01481775,04/21/2015,Front,,Open,NOT BOARDED UP,Vacant,false,true,4839,W,QUINCY,ST,60644,1144185.70002211,1898564.27001244,41.87768142400946,-87.74605385708772,"(41.87768142400946, -87.74605385708772)",25
Vacant/Abandoned Building,15-01488348,04/21/2015,Front,,Open,VARIOUS,Vacant,false,false,2614,W,CORTEZ,ST,60622,1158781.41709829,1906888.9074681,41.900238411633424,-87.69223352163658,"(41.900238411633424, -87.69223352163658)",24
Vacant/Abandoned Building,15-01484492,04/21/2015,Rear,,Open,REAR,Vacant,false,true,12019,S,NORMAL,AVE,60628,1175131.28368211,1825200.73209371,41.675726513175626,-87.63461865432373,"(41.675726513175626, -87.63461865432373)",53
Vacant/Abandoned Building,15-01482156,04/21/2015,Front,,Open,FRONT & REAR DOORS,Vacant,false,true,7701,S,CHRISTIANA,AVE,60652,1155384.87006719,1853330.36650791,41.75333598682929,-87.70614534170896,"(41.75333598682929, -87.70614534170896)",70
Vacant/Abandoned Building,15-01484594,04/21/2015,Front,,Open,1ST FL AND REAR OF THE BUILDING-WINDOWS ARE OPEN,Vacant,false,false,1955,W,65TH,ST,60636,1164361.20980603,1861553.48881966,41.77571709956242,-87.6730188945535,"(41.77571709956242, -87.6730188945535)",67
Vacant/Abandoned Building,15-01487880,04/21/2015,Front,,Boarded,,Vacant,false,false,4043,W,CARROLL,AVE,60624,1149376.0560222,1901929.31992998,41.88681645484486,-87.72690871883971,"(41.88681645484486, -87.72690871883971)",26
Vacant/Abandoned Building,15-01482266,04/21/2015,Front,,Open,FRONT DOOR KICKED IN,Vacant,false,false,4931,S,LEAMINGTON,AVE,60638,1142859.44198627,1871445.3344181,41.80328798848392,-87.75159801980801,"(41.80328798848392, -87.75159801980801)",56
Vacant/Abandoned Building,15-01474672,04/21/2015,,,,,,,,1521,N,LAWLER,AVE,60651,1142428.30508753,1909643.50850681,41.90811698225996,-87.75223112894002,"(41.90811698225996, -87.75223112894002)",25
Vacant/Abandoned Building,15-01476529,04/21/2015,Front,,Boarded,BACKYARD FILLED WITH GARBAGE AND CONSTRUCTION MATERIAL,Vacant,false,false,2149,W,BOWLER,ST,60612,1162128.56000778,1896172.82996652,41.87076329337473,-87.6802389050918,"(41.87076329337473, -87.6802389050918)",28
Vacant/Abandoned Building,15-01476585,04/21/2015,Front,,Open,,Vacant,false,false,3451,N,OTTAWA,AVE,60634,1124477.70510237,1921987.93258082,41.942306494295316,-87.81790121450756,"(41.942306494295316, -87.81790121450756)",17
Vacant/Abandoned Building,15-01505805,04/22/2015,Front,,Open,,Vacant,false,false,7008,S,RHODES,AVE,60637,1181118.39987279,1858672.54202156,41.76744199565191,-87.6116776634221,"(41.76744199565191, -87.6116776634221)",69
Vacant/Abandoned Building,15-01502762,04/22/2015,Front,,Open,,Vacant,false,false,377,E,69TH,ST,60637,1179933.77760927,1859349.73059068,41.76932746381676,-87.61599907352294,"(41.76932746381676, -87.61599907352294)",69
Vacant/Abandoned Building,15-01500423,04/22/2015,Front,,Open,,Vacant,false,false,4048,S,INDIANA,AVE,60653,1178267.95210072,1878210.36222525,41.821120781999966,-87.62153273268201,"(41.821120781999966, -87.62153273268201)",38
Vacant/Abandoned Building,15-01498478,04/22/2015,,,,,,,,1913,S,TRUMBULL,AVE,60623,1153714.77089579,1890511.26438039,41.85539883444287,-87.71127956585836,"(41.85539883444287, -87.71127956585836)",29
Vacant/Abandoned Building,15-01509794,04/22/2015,,,,,,,,1626,S,NEWBERRY,AVE,60608,1171032.20001072,1892198.77003266,41.859667627849596,-87.6476672615823,"(41.859667627849596, -87.6476672615823)",31
Vacant/Abandoned Building,15-01514756,04/22/2015,Front,,Open,FRONT,Vacant,false,true,5119,W,HENDERSON,ST,60641,1141647.70339664,1921790.43909128,41.94146390227268,-87.75479763863677,"(41.94146390227268, -87.75479763863677)",15
Vacant/Abandoned Building,15-01499798,04/22/2015,Rear,,Open,REAR AND WINDOWS,Vacant,false,true,7329,S,SANGAMON,ST,60621,1171243.52028076,1856234.39771654,41.760973079707625,-87.6479444145318,"(41.760973079707625, -87.6479444145318)",68
Vacant/Abandoned Building,15-01506909,04/22/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,4132,W,NELSON,ST,60641,1148230.09351186,1919957.39550416,41.9363094198057,-87.73065184113239,"(41.9363094198057, -87.73065184113239)",21
Vacant/Abandoned Building,15-01505822,04/22/2015,Rear,,Open,REAR,Vacant,true,false,6728,S,PEORIA,ST,60621,1171466.56189264,1860226.95558024,41.77192427033936,-87.64701019439595,"(41.77192427033936, -87.64701019439595)",68
Vacant/Abandoned Building,15-01507718,04/22/2015,Front,,Open,SIDE DOOR,Vacant,false,true,1723,E,92ND,ST,60617,1189303.44399914,1844314.68322541,41.7278503305745,-87.58213583750194,"(41.7278503305745, -87.58213583750194)",48
Vacant/Abandoned Building,15-01498479,04/22/2015,,,,,,,,1724,W,ROSCOE,ST,60657,1164130.6923848,1922620.61757769,41.94329583890148,-87.67213994036828,"(41.94329583890148, -87.67213994036828)",6
Vacant/Abandoned Building,15-01512055,04/22/2015,Front,,Open,REAR DOORS,Vacant,false,true,6335,S,PARNELL,AVE,60621,1173717.95687539,1862811.0292088,41.77896566436008,-87.63868080175756,"(41.77896566436008, -87.63868080175756)",68
Vacant/Abandoned Building,15-01514743,04/22/2015,Front,,Open,,Vacant,false,false,10427,S,CORLISS,AVE,60628,1183423.97259652,1835868.52011527,41.70481181603524,-87.60393523490164,"(41.70481181603524, -87.60393523490164)",50
Vacant/Abandoned Building,15-01502338,04/22/2015,Rear,,Open,,Vacant,false,false,7817,S,KINGSTON,AVE,60649,1194546.05023308,1853628.90989488,41.75328219807232,-87.56262603946958,"(41.75328219807232, -87.56262603946958)",43
Vacant/Abandoned Building,15-01506116,04/22/2015,Front,,Open,,Vacant,false,false,8027,S,MORGAN,ST,60620,1171040.0396004,1851596.81921686,41.74825140926818,-87.64882541630126,"(41.74825140926818, -87.64882541630126)",71
Vacant/Abandoned Building,15-01509829,04/22/2015,,,,,,,,8435,S,BURLEY,AVE,60617,1199276.58892865,1849660.25682269,41.74227434631378,-87.5454239759647,"(41.74227434631378, -87.5454239759647)",46
Vacant/Abandoned Building,15-01508040,04/22/2015,Front,,Open,WINDOWS AND DOORS - REAR,Vacant,true,true,1754,N,WHIPPLE,ST,60647,1155690.88012319,1911495.82622908,41.91294301203352,-87.70346095553869,"(41.91294301203352, -87.70346095553869)",23
Vacant/Abandoned Building,15-01527462,04/23/2015,,,,,,,,4119,W,ARTHINGTON,ST,60624,1148977.15990057,1895793.50359093,41.869986805124974,-87.72853236599579,"(41.869986805124974, -87.72853236599579)",26
Vacant/Abandoned Building,15-01524480,04/23/2015,Front,,Open,,Vacant,false,false,3341,W,WALTON,ST,60651,1153631.97012474,1906127.43009589,41.89825288458167,-87.711167985794,"(41.89825288458167, -87.711167985794)",23
Vacant/Abandoned Building,15-01535321,04/23/2015,Front,,Open,WINDOWS HAVE BEEN OPENED,Vacant,false,true,5106,S,CARPENTER,ST,60609,1170180.54627064,1870954.24963399,41.801389274085196,-87.65141243875743,"(41.801389274085196, -87.65141243875743)",61
Vacant/Abandoned Building,15-01540396,04/23/2015,Front,,Open,ALL,Vacant,false,false,8626,S,MANISTEE,AVE,60617,1195985.16286771,1848307.64502093,41.73864473513895,-87.55752816019702,"(41.73864473513895, -87.55752816019702)",46
Vacant/Abandoned Building,15-01524818,04/23/2015,Rear,,Open,,Vacant,false,true,1313,N,LOREL,AVE,60651,1140398.57002299,1908222.24039706,41.904254349409946,-87.75972234964223,"(41.904254349409946, -87.75972234964223)",25
Vacant/Abandoned Building,15-01523923,04/23/2015,Front,,Open,FRONT DOOR,Vacant,false,true,7503,S,SANGAMON,ST,60620,1171276.33009739,1855015.02762653,41.757626255983965,-87.64785977547403,"(41.757626255983965, -87.64785977547403)",71
Vacant/Abandoned Building,15-01526570,04/23/2015,Front,,Open,NO,Vacant,false,true,7505,S,SANGAMON,ST,60620,1171276.63009739,1855003.02762653,41.75759331989133,-87.64785902643564,"(41.75759331989133, -87.64785902643564)",71
Vacant/Abandoned Building,15-01525980,04/23/2015,Rear,,Open,,Vacant,false,false,1720,N,HARDING,AVE,60647,1149781.78576945,1911132.19190289,41.912062193970996,-87.7251791899175,"(41.912062193970996, -87.7251791899175)",23
Vacant/Abandoned Building,15-01525384,04/23/2015,Front,,Boarded,,Vacant,false,false,809,E,40TH,ST,60653,1182378.26529632,1878380.12979009,41.82149220749816,-87.60644896917667,"(41.82149220749816, -87.60644896917667)",36
Vacant/Abandoned Building,15-01527488,04/23/2015,,,,,,,,2243,S,KOLIN,AVE,60623,1147999.04427119,1888723.99022873,41.85060603875142,-87.7323050483686,"(41.85060603875142, -87.7323050483686)",29
Vacant/Abandoned Building,15-01523541,04/23/2015,Front,,Open,,Vacant,false,false,5139,S,UNION,AVE,60609,1172506.60001607,1870798.02631337,41.80090962522582,-87.64288657444527,"(41.80090962522582, -87.64288657444527)",61
Vacant/Abandoned Building,15-01544968,04/24/2015,Front,,Open,,Vacant,false,false,3341,W,WALNUT,ST,60624,1154041.37741554,1901427.29143139,41.885347089495,-87.70978971128615,"(41.885347089495, -87.70978971128615)",27
Vacant/Abandoned Building,15-01547725,04/24/2015,Front,,Open,,Vacant,false,false,8922,S,BALTIMORE,AVE,60617,1198444.97000006,1846402.909984,41.73335679295402,-87.54857978055433,"(41.73335679295402, -87.54857978055433)",46
Vacant/Abandoned Building,15-01551954,04/24/2015,Front,,Open,,Vacant,false,false,6942,S,RACINE,AVE,60636,1169519.27239956,1858752.43211361,41.76792041385234,-87.65419101953333,"(41.76792041385234, -87.65419101953333)",67
Vacant/Abandoned Building,15-01551965,04/24/2015,Front,,Open,,Vacant,false,false,5340,W,DIVERSEY,AVE,60639,1140293.12806737,1918097.82767384,41.93135598205332,-87.75986710025484,"(41.93135598205332, -87.75986710025484)",19
Vacant/Abandoned Building,15-01554276,04/24/2015,Front,,Open,,Vacant,false,true,4425,N,SAWYER,AVE,60625,1153921.68756666,1929227.48871205,41.96163550216705,-87.70948653754469,"(41.96163550216705, -87.70948653754469)",14
Vacant/Abandoned Building,15-01544700,04/24/2015,Front,,Open,1ST FLOOR REAR,Vacant,false,true,7151,S,HERMITAGE,AVE,60636,1165917.71216638,1857270.73460375,41.763931715130916,-87.66743445149936,"(41.763931715130916, -87.66743445149936)",67
Vacant/Abandoned Building,15-01546573,04/24/2015,Front,,Boarded,,Vacant,false,false,4211,W,GLADYS,AVE,60624,1148373.87142235,1898021.7503168,41.87611301775401,-87.73068980463768,"(41.87611301775401, -87.73068980463768)",26
Vacant/Abandoned Building,15-01551548,04/24/2015,Front,,Open,FRONT DOOR,Vacant,false,false,5432,N,OCTAVIA,AVE,60656,1126563.02257605,1935446.57000426,41.97920384540728,-87.80993441122588,"(41.97920384540728, -87.80993441122588)",10
Vacant/Abandoned Building,15-01543347,04/24/2015,Front,,Open,FRONT,Vacant,false,false,107,W,113TH,ST,60628,1177484.07400124,1830027.2062089,41.68891840975083,-87.62586190504106,"(41.68891840975083, -87.62586190504106)",49
Vacant/Abandoned Building,15-01548948,04/24/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,4317,W,LEXINGTON,ST,60624,1147721.05076602,1896365.65002761,41.8715810363598,-87.73312927781951,"(41.8715810363598, -87.73312927781951)",26
