,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
307855,11/01/2014,Completed,11/01/2014,14-01885111,Pothole in Street,Final Outcome,Pothole Patched,2.0,3301 S ASHLAND AVE,60608.0,1166205.2340116,1882863.18887947,11.0,9.0,59.0,,41.834141091250615,-87.66550478069608,"(41.83414109125062, -87.66550478069608)",2014-11-01
307856,11/01/2014,Completed,11/01/2014,14-01885134,Pothole in Street,Final Outcome,Pothole Patched,2.0,3100 S ASHLAND AVE,60608.0,1166170.81846579,1884149.14847147,11.0,9.0,59.0,,41.83762234415814,-87.66588718054552,"(41.83762234415814, -87.66588718054551)",2014-11-01
307857,11/01/2014,Completed,11/01/2014,14-01885138,Pothole in Street,Final Outcome,Pothole Patched,1.0,3200 S ASHLAND AVE,60608.0,1166191.56228055,1883351.97001063,11.0,9.0,59.0,,41.835456866299246,-87.66583401733004,"(41.835456866299246, -87.66583401733003)",2014-11-01
307858,11/01/2014,Completed,11/01/2014,14-01885143,Pothole in Street,Final Outcome,Pothole Patched,2.0,3300 S ASHLAND AVE,60608.0,1166204.9340116002,1882874.38887947,11.0,9.0,59.0,,41.83413659649227,-87.66579826723586,"(41.83413659649227, -87.66579826723586)",2014-11-01
307859,11/01/2014,Completed,11/01/2014,14-01885910,Pothole in Street,Final Outcome,Pothole Patched,19.0,6500 W ARCHER AVE,60638.0,1133982.35822608,1867381.3055945998,23.0,8.0,56.0,,41.792404758597456,-87.78431404050438,"(41.79240475859746, -87.78431404050437)",2014-11-01
307860,11/01/2014,Completed,11/01/2014,14-01885919,Pothole in Street,Final Outcome,Pothole Patched,56.0,6700 W ARCHER AVE,60638.0,1132651.27707733,1867338.99448948,23.0,8.0,56.0,,41.79231149896301,-87.78919718900991,"(41.79231149896301, -87.7891971890099)",2014-11-01
307861,11/01/2014,Completed,11/01/2014,14-01885921,Pothole in Street,Final Outcome,Pothole Patched,67.0,6800 W ARCHER AVE,60638.0,1131985.03502629,1867317.7460772,23.0,8.0,56.0,,41.79226470026409,-87.79164083300509,"(41.79226470026409, -87.7916408330051)",2014-11-01
307862,11/01/2014,Completed,11/01/2014,14-01885943,Pothole in Street,Final Outcome,Pothole Patched,20.0,1600 W RASCHER AVE,60640.0,1164678.27327372,1936270.22009174,40.0,20.0,77.0,,41.98084694614888,-87.66986471450602,"(41.98084694614888, -87.66986471450602)",2014-11-01
307863,11/01/2014,Completed,11/01/2014,14-01886146,Pothole in Street,Final Outcome,Pothole Patched,3.0,6252 N DRAKE AVE,60659.0,1151581.782598,1941256.30401232,50.0,17.0,13.0,,41.995273048550814,-87.7179362616901,"(41.99527304855081, -87.7179362616901)",2014-11-01
307864,11/01/2014,Completed,11/01/2014,14-01886352,Pothole in Street,Final Outcome,Pothole Patched,28.0,12200 S PERRY AVE,60628.0,1177795.63660577,1824058.02537172,9.0,5.0,53.0,,41.67243780175826,-87.62504508932051,"(41.672437801758264, -87.6250450893205)",2014-11-01
