,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
15176,HARLAN HS,609710.0,Network 12,LEP,Is Not LEP,11th Grade,2014.0,15.3,15.6,15.8,15.0,15.4,173,173,173,173,173,49
15194,HARPER HS,609711.0,Network 11,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,67
15195,HARPER HS,609711.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,13.9,15.0,14.6,12.5,14.0,110,110,109,110,109,67
15211,HIRSCH HS,609712.0,Network 12,LEP,Is Not LEP,11th Grade,2014.0,14.9,15.3,15.0,12.7,14.5,63,63,63,63,63,69
15231,HOPE HS,609768.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,14.7,15.1,15.5,13.5,14.7,93,93,93,93,93,68
15261,HUBBARD HS,609741.0,Network 10,LEP,Is Not LEP,11th Grade,2014.0,17.1,18.8,18.0,17.1,17.7,386,386,386,386,386,65
15262,HUBBARD HS,609741.0,Network 10,LEP,LEP,11th Grade,2014.0,12.8,17.1,14.5,11.6,14.0,54,54,54,54,54,65
15284,HYDE PARK HS,609713.0,Network 9,LEP,Is Not LEP,11th Grade,2014.0,15.2,15.6,16.0,14.9,15.4,202,202,202,202,202,42
15285,HYDE PARK HS,609713.0,Network 9,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,42
15302,INFINITY HS,610384.0,Network 7,LEP,Is Not LEP,11th Grade,2014.0,17.5,19.8,18.2,17.5,18.3,97,98,98,97,97,30
15303,INFINITY HS,610384.0,Network 7,LEP,LEP,11th Grade,2014.0,,,,,,4,4,4,4,4,30
15310,INSTITUTO - HEALTH,400104.0,Charter,LEP,LEP,11th Grade,2014.0,13.2,14.8,16.7,10.7,13.9,20,20,20,18,18,31
15311,INSTITUTO - HEALTH,400104.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,18.0,18.0,18.6,17.3,18.0,130,130,130,130,130,31
15318,INSTITUTO - LOZANO HS,400148.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.5,14.8,14.5,13.0,14.5,23,23,23,23,23,31
15319,INSTITUTO - LOZANO HS,400148.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,4,4,4,4,4,31
15324,INSTITUTO - LOZANO MASTERY HS,400164.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.5,15.8,15.5,14.6,15.1,24,24,24,24,24,31
15335,JEFFERSON HS,609783.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,,,,,,2,2,2,2,2,28
15356,JONES HS,609678.0,ISP,LEP,Is Not LEP,11th Grade,2014.0,27.4,26.4,25.4,27.1,26.6,206,206,206,206,206,32
15386,JUAREZ HS,609764.0,ISP,LEP,LEP,11th Grade,2014.0,12.3,14.2,13.8,9.0,12.3,35,35,35,27,27,31
15387,JUAREZ HS,609764.0,ISP,LEP,Is Not LEP,11th Grade,2014.0,16.5,17.1,17.1,16.3,16.7,356,356,356,356,356,31
15407,JULIAN HS,609762.0,Network 13,LEP,Is Not LEP,11th Grade,2014.0,15.0,15.4,15.3,14.2,15.0,235,235,235,235,235,73
15437,KELLY HS,609715.0,Network 8,LEP,LEP,11th Grade,2014.0,13.1,17.1,14.8,12.0,14.2,104,104,104,104,104,58
15438,KELLY HS,609715.0,Network 8,LEP,Is Not LEP,11th Grade,2014.0,16.9,17.8,17.0,17.5,17.3,441,441,441,441,441,58
15468,KELVYN PARK HS,609716.0,Network 4,LEP,LEP,11th Grade,2014.0,12.6,14.1,13.3,10.9,12.7,32,32,32,32,32,20
15469,KELVYN PARK HS,609716.0,Network 4,LEP,Is Not LEP,11th Grade,2014.0,16.3,16.3,16.6,15.8,16.2,211,211,211,211,211,20
15499,KENNEDY HS,609718.0,Network 10,LEP,LEP,11th Grade,2014.0,12.8,16.8,16.9,12.1,14.9,12,14,14,14,12,56
15500,KENNEDY HS,609718.0,Network 10,LEP,Is Not LEP,11th Grade,2014.0,18.7,18.6,18.1,19.1,18.6,290,290,290,290,290,56
15530,KENWOOD HS,609746.0,Network 9,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,39
15531,KENWOOD HS,609746.0,Network 9,LEP,Is Not LEP,11th Grade,2014.0,19.3,19.5,19.6,19.3,19.4,360,360,360,360,360,39
15549,KING HS,609751.0,Network 9,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,39
15550,KING HS,609751.0,Network 9,LEP,Is Not LEP,11th Grade,2014.0,20.4,19.5,20.4,20.9,20.3,188,188,188,188,188,39
15578,LAKE VIEW HS,609719.0,Network 2,LEP,Is Not LEP,11th Grade,2014.0,17.9,18.8,18.5,17.6,18.2,336,336,336,336,336,6
15579,LAKE VIEW HS,609719.0,Network 2,LEP,LEP,11th Grade,2014.0,,,,,,8,8,8,8,8,6
15604,LANE TECH HS,609720.0,Network 4,LEP,Is Not LEP,11th Grade,2014.0,24.5,24.1,23.4,24.2,24.0,"1,096","1,096","1,096","1,096","1,096",5
15640,LINCOLN PARK HS,609738.0,ISP,LEP,LEP,11th Grade,2014.0,,,,,,7,7,7,7,7,7
15641,LINCOLN PARK HS,609738.0,ISP,LEP,Is Not LEP,11th Grade,2014.0,22.6,22.0,21.5,22.5,22.1,560,560,560,560,560,7
15652,LINDBLOM HS,610391.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,22.3,22.8,22.1,23.0,22.6,181,181,181,181,181,67
15657,LITTLE BLACK PEARL HS,400137.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.9,14.8,14.9,14.1,14.9,37,37,37,37,37,39
15667,MAGIC JOHNSON - N LAWNDALE HS,610566.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.6,15.2,15.8,13.4,15.0,28,28,28,28,28,29
15670,MAGIC JOHNSON - ROSELAND HS,610567.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.6,14.6,14.7,12.6,14.1,41,41,41,41,41,43
15686,MANLEY HS,609722.0,Network 5,LEP,Is Not LEP,11th Grade,2014.0,14.4,15.0,15.1,13.4,14.5,89,89,89,89,89,27
15699,MARINE MILITARY HS,610502.0,Service Leadership Academies,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,28
15700,MARINE MILITARY HS,610502.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2014.0,17.6,17.6,17.9,16.8,17.5,73,73,73,73,73,28
15715,MARSHALL HS,609723.0,ISP,LEP,Is Not LEP,11th Grade,2014.0,14.2,15.4,14.9,13.9,14.6,156,156,156,156,156,27
15744,MATHER HS,609724.0,Network 2,LEP,Is Not LEP,11th Grade,2014.0,17.7,18.0,17.9,16.5,17.5,312,312,312,312,312,2
15745,MATHER HS,609724.0,Network 2,LEP,LEP,11th Grade,2014.0,13.1,15.4,14.4,11.1,13.5,64,64,64,64,64,2
15769,MORGAN PARK HS,609725.0,Network 10,LEP,Is Not LEP,11th Grade,2014.0,17.7,17.4,17.8,17.5,17.6,256,256,256,256,256,75
15785,MULTICULTURAL HS,610385.0,Network 7,LEP,Is Not LEP,11th Grade,2014.0,15.4,16.1,16.0,15.3,15.7,60,60,60,60,60,30
15786,MULTICULTURAL HS,610385.0,Network 7,LEP,LEP,11th Grade,2014.0,12.6,15.1,13.2,10.2,12.8,13,13,13,13,13,30
15797,NOBLE - BULLS HS,400097.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,7,7,7,7,7,28
15798,NOBLE - BULLS HS,400097.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,19.8,22.0,21.0,21.8,21.2,183,183,183,183,183,28
15808,NOBLE - COMER,400052.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,18.7,19.6,20.0,19.8,19.5,143,144,143,144,143,69
15824,NOBLE - GOLDER HS,400053.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,19.6,21.7,20.0,20.8,20.5,131,131,131,131,131,24
15825,NOBLE - GOLDER HS,400053.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,24
15833,NOBLE - JOHNSON HS,400106.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,18.5,20.0,19.8,20.9,19.8,148,148,148,148,148,68
15842,NOBLE - MUCHIN HS,400098.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,20.4,22.1,20.7,22.3,21.4,187,187,187,187,187,32
15843,NOBLE - MUCHIN HS,400098.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,2,2,2,2,2,32
15871,NOBLE - NOBLE HS,400051.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,8,8,8,8,8,24
15872,NOBLE - NOBLE HS,400051.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,18.7,21.1,20.0,20.1,20.0,144,144,144,144,144,24
15887,NOBLE - PRITZKER HS,400054.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,6,6,6,6,6,20
15888,NOBLE - PRITZKER HS,400054.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,20.2,22.6,21.7,22.2,21.7,193,193,193,193,193,20
15902,NOBLE - RAUNER HS,400055.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,4,4,4,4,4,24
15903,NOBLE - RAUNER HS,400055.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,19.0,21.8,19.4,20.5,20.2,147,147,147,147,147,24
15915,NOBLE - ROWE CLARK HS,400056.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,2,2,2,2,2,23
15916,NOBLE - ROWE CLARK HS,400056.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,18.4,20.0,18.7,19.6,19.2,143,143,143,143,143,23
15927,NOBLE - UIC HS,400057.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,21.6,24.9,22.4,22.4,22.8,188,188,188,188,188,28
15928,NOBLE - UIC HS,400057.0,Charter,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,28
15948,NORTH LAWNDALE - CHRISTIANA HS,400058.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,15.7,16.8,16.0,15.2,15.9,81,81,81,81,81,29
15955,NORTH LAWNDALE - COLLINS HS,400059.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,15.9,16.7,16.7,15.0,16.1,81,81,81,81,81,29
15972,NORTH-GRAND HS,609691.0,Network 5,LEP,LEP,11th Grade,2014.0,13.4,15.0,14.6,11.0,13.5,28,28,28,28,28,23
15973,NORTH-GRAND HS,609691.0,Network 5,LEP,Is Not LEP,11th Grade,2014.0,16.5,17.3,17.5,15.9,16.8,176,176,176,176,176,23
15997,NORTHSIDE PREP HS,609749.0,Network 1,LEP,Is Not LEP,11th Grade,2014.0,29.8,28.3,28.1,30.1,29.1,265,265,265,265,265,13
16003,OGDEN HS,610529.0,Network 6,LEP,Is Not LEP,11th Grade,2014.0,18.8,17.8,19.1,19.1,18.7,120,120,120,120,120,24
16004,OGDEN HS,610529.0,Network 6,LEP,LEP,11th Grade,2014.0,,,,,,6,6,6,6,6,24
16009,OMBUDSMAN - NORTHWEST HS,610569.0,Options,LEP,Is Not LEP,11th Grade,2014.0,20.9,16.5,19.0,18.2,18.7,10,10,10,10,10,66
16015,OMBUDSMAN - WEST HS,610571.0,Options,LEP,Is Not LEP,11th Grade,2014.0,13.8,14.8,14.3,11.9,13.7,43,43,43,43,43,3
16034,ORR HS,610389.0,AUSL,LEP,Is Not LEP,11th Grade,2014.0,14.6,15.9,14.8,13.8,14.8,101,101,101,101,101,23
16035,ORR HS,610389.0,AUSL,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,23
16044,PATHWAYS - ASHBURN HS,610557.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,70
16045,PATHWAYS - ASHBURN HS,610557.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.8,15.3,14.9,13.5,14.9,112,112,112,112,112,70
16050,PATHWAYS - AVONDALE HS,610568.0,Options,LEP,LEP,11th Grade,2014.0,14.3,14.3,14.3,10.4,13.3,12,12,12,12,12,21
16051,PATHWAYS - AVONDALE HS,610568.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.2,15.5,14.9,13.9,14.9,77,77,77,77,77,21
16076,PAYTON HS,609680.0,ISP,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,8
16077,PAYTON HS,609680.0,ISP,LEP,Is Not LEP,11th Grade,2014.0,29.9,28.2,27.9,30.6,29.2,228,228,228,228,228,8
16100,PEACE AND EDUCATION HS,610386.0,Network 6,LEP,Is Not LEP,11th Grade,2014.0,14.6,15.3,14.7,12.3,14.2,47,47,47,47,47,61
16101,PEACE AND EDUCATION HS,610386.0,Network 6,LEP,LEP,11th Grade,2014.0,,,,,,4,4,4,4,4,61
16123,PERSPECTIVES - JOSLIN HS,400064.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,19.7,19.0,19.1,20.5,19.6,48,48,48,48,48,33
16133,PERSPECTIVES - LEADERSHIP HS,400061.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,16.4,16.5,16.8,17.0,16.6,111,111,111,111,111,71
16142,PERSPECTIVES - MATH & SCI HS,400066.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,17.6,17.9,17.5,17.3,17.6,80,80,80,80,80,35
16152,PERSPECTIVES - TECH HS,400062.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,16.8,16.4,17.1,16.1,16.6,112,112,112,112,112,71
16170,PHILLIPS HS,609727.0,AUSL,LEP,Is Not LEP,11th Grade,2014.0,14.7,15.4,15.3,13.2,14.7,118,119,118,119,118,35
16191,PHOENIX MILITARY HS,610304.0,Service Leadership Academies,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,28
16192,PHOENIX MILITARY HS,610304.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2014.0,19.0,19.2,19.0,20.5,19.4,85,85,85,85,85,28
16202,PROLOGUE - EARLY COLLEGE HS,400070.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.0,15.2,14.6,13.5,14.6,20,20,20,20,20,24
16208,PROLOGUE - JOHNSTON HS,400109.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.0,14.5,14.1,12.0,13.6,44,44,44,44,44,73
16211,PROLOGUE - WINNIE MANDELA HS,610574.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.1,14.4,13.7,12.2,13.6,29,29,29,29,29,43
16239,PROSSER HS,609679.0,Network 3,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,19
16240,PROSSER HS,609679.0,Network 3,LEP,Is Not LEP,11th Grade,2014.0,18.6,18.8,18.6,18.5,18.6,307,307,307,307,307,19
16253,RABY HS,610334.0,Network 5,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,27
16254,RABY HS,610334.0,Network 5,LEP,Is Not LEP,11th Grade,2014.0,14.7,15.4,15.4,13.5,14.8,101,101,101,101,101,27
16281,RICHARDS HS,609682.0,Network 8,LEP,Is Not LEP,11th Grade,2014.0,14.5,15.9,15.0,14.2,14.9,77,77,77,77,77,61
16282,RICHARDS HS,609682.0,Network 8,LEP,LEP,11th Grade,2014.0,12.7,14.7,14.6,9.7,13.0,11,11,11,11,11,61
16298,RICKOVER MILITARY HS,610390.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2014.0,19.9,18.2,18.8,19.0,19.0,95,95,95,95,95,77
16317,ROBESON HS,609707.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,14.0,14.8,14.1,13.5,14.1,88,88,88,88,88,68
16345,ROOSEVELT HS,609728.0,Network 1,LEP,LEP,11th Grade,2014.0,12.8,14.8,13.9,10.1,12.9,68,68,68,68,68,14
16346,ROOSEVELT HS,609728.0,Network 1,LEP,Is Not LEP,11th Grade,2014.0,16.4,16.6,16.3,15.8,16.3,255,255,255,255,255,14
16376,SCHURZ HS,609729.0,Network 1,LEP,LEP,11th Grade,2014.0,12.8,14.9,13.6,10.9,13.0,52,52,52,52,52,16
16377,SCHURZ HS,609729.0,Network 1,LEP,Is Not LEP,11th Grade,2014.0,16.5,17.0,16.8,16.1,16.6,437,437,437,437,437,16
16407,SENN HS,609730.0,Network 2,LEP,LEP,11th Grade,2014.0,13.9,16.0,16.9,12.6,14.9,23,24,24,23,23,77
16408,SENN HS,609730.0,Network 2,LEP,Is Not LEP,11th Grade,2014.0,18.9,18.6,18.9,18.6,18.8,214,214,214,214,214,77
16420,SHABAZZ - DUSABLE HS,400073.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,14.5,15.5,15.1,13.2,14.6,78,78,78,78,78,38
16437,SIMEON HS,609692.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,16.6,16.9,17.0,16.6,16.8,307,307,307,307,307,44
16457,SIMPSON HS,609750.0,Network 6,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,28
16458,SIMPSON HS,609750.0,Network 6,LEP,Is Not LEP,11th Grade,2014.0,15.0,17.0,16.6,14.8,15.9,13,13,13,13,13,28
16473,SOCIAL JUSTICE HS,610383.0,Network 7,LEP,Is Not LEP,11th Grade,2014.0,16.9,16.8,17.4,16.4,16.9,77,77,77,77,77,30
16474,SOCIAL JUSTICE HS,610383.0,Network 7,LEP,LEP,11th Grade,2014.0,13.6,14.4,14.7,10.8,13.4,15,15,15,15,15,30
16481,SOLORIO HS,610543.0,AUSL,LEP,LEP,11th Grade,2014.0,14.3,15.9,15.1,11.6,14.1,22,24,24,22,22,63
16482,SOLORIO HS,610543.0,AUSL,LEP,Is Not LEP,11th Grade,2014.0,16.6,18.5,17.3,15.9,17.1,218,218,218,218,218,63
16489,SOUTH SHORE INTL HS,610547.0,Network 12,LEP,Is Not LEP,11th Grade,2014.0,16.0,16.0,16.2,16.1,16.1,237,237,237,237,237,43
16490,SOUTH SHORE INTL HS,610547.0,Network 12,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,43
16506,SPRY HS,610357.0,Network 7,LEP,Is Not LEP,11th Grade,2014.0,16.8,17.4,17.1,16.6,17.0,52,52,52,52,52,30
16507,SPRY HS,610357.0,Network 7,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,30
16537,STEINMETZ HS,609732.0,Network 3,LEP,LEP,11th Grade,2014.0,13.4,15.1,14.5,11.0,13.5,47,47,47,47,47,19
16538,STEINMETZ HS,609732.0,Network 3,LEP,Is Not LEP,11th Grade,2014.0,17.1,17.4,18.0,15.9,17.1,360,360,360,360,360,19
16568,SULLIVAN HS,609733.0,Network 2,LEP,Is Not LEP,11th Grade,2014.0,16.7,17.1,16.4,15.4,16.4,113,113,113,113,113,1
16569,SULLIVAN HS,609733.0,Network 2,LEP,LEP,11th Grade,2014.0,13.3,15.5,14.2,10.8,13.4,42,42,42,42,42,1
16599,TAFT HS,609734.0,Network 1,LEP,LEP,11th Grade,2014.0,14.4,17.0,15.3,13.0,14.9,38,38,38,38,38,10
16600,TAFT HS,609734.0,Network 1,LEP,Is Not LEP,11th Grade,2014.0,19.3,19.0,19.3,19.3,19.2,592,592,592,592,592,10
16610,TEAM HS,610506.0,Network 11,LEP,Is Not LEP,11th Grade,2014.0,14.4,15.3,15.5,13.6,14.7,91,91,91,91,91,68
16637,TILDEN HS,609735.0,Network 8,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,61
16638,TILDEN HS,609735.0,Network 8,LEP,Is Not LEP,11th Grade,2014.0,15.1,15.2,14.8,13.5,14.7,95,96,95,96,95,61
16648,U OF C - WOODLAWN HS,400077.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,17.9,17.3,17.7,18.4,17.8,53,53,53,53,53,42
16659,UNO - GARCIA HS,400085.0,Charter,LEP,LEP,11th Grade,2014.0,14.6,15.4,15.4,12.2,14.4,17,17,17,17,17,57
16660,UNO - GARCIA HS,400085.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,17.3,17.8,18.5,18.2,17.9,134,134,134,134,134,57
16681,UPLIFT HS,610394.0,Network 2,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,3
16682,UPLIFT HS,610394.0,Network 2,LEP,Is Not LEP,11th Grade,2014.0,16.7,17.0,16.6,16.5,16.7,77,77,77,77,77,3
16689,URBAN PREP - BRONZEVILLE HS,400105.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,17.6,16.9,17.6,17.6,17.4,109,109,109,109,109,35
16698,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,16.9,16.8,17.2,16.6,16.9,90,90,90,90,90,68
16703,URBAN PREP - WEST HS,400102.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,16.7,17.1,16.8,16.8,16.8,94,94,94,94,94,28
16709,VOISE HS,610518.0,Network 3,LEP,Is Not LEP,11th Grade,2014.0,15.5,15.8,16.1,14.1,15.4,78,78,78,78,78,25
16737,VON STEUBEN HS,609737.0,Network 1,LEP,Is Not LEP,11th Grade,2014.0,19.4,19.7,19.8,19.6,19.6,408,408,408,408,408,13
16738,VON STEUBEN HS,609737.0,Network 1,LEP,LEP,11th Grade,2014.0,,,,,,5,5,5,5,5,13
16768,WASHINGTON HS,609739.0,Network 13,LEP,Is Not LEP,11th Grade,2014.0,17.4,16.8,17.5,16.5,17.0,326,326,326,326,326,52
16769,WASHINGTON HS,609739.0,Network 13,LEP,LEP,11th Grade,2014.0,13.1,14.4,12.6,10.6,12.7,17,18,18,17,17,52
16800,WELLS HS,609740.0,Network 6,LEP,LEP,11th Grade,2014.0,,,,,,7,7,7,7,7,24
16801,WELLS HS,609740.0,Network 6,LEP,Is Not LEP,11th Grade,2014.0,15.9,16.7,15.6,14.7,15.7,102,102,102,102,102,24
16817,WESTINGHOUSE HS,609693.0,Network 5,LEP,Is Not LEP,11th Grade,2014.0,20.5,20.9,20.4,20.7,20.6,240,240,240,240,240,23
16826,WILLIAMS HS,610380.0,Network 9,LEP,Is Not LEP,11th Grade,2014.0,16.3,17.4,17.7,17.4,17.2,81,81,81,81,81,38
16841,WORLD LANGUAGE HS,610392.0,Network 7,LEP,Is Not LEP,11th Grade,2014.0,16.4,16.6,17.3,18.5,17.2,65,65,65,65,65,30
16842,WORLD LANGUAGE HS,610392.0,Network 7,LEP,LEP,11th Grade,2014.0,12.6,14.6,14.4,13.4,13.8,10,10,10,10,10,30
16849,YCCS - ADDAMS,400134.0,Options,LEP,Is Not LEP,11th Grade,2014.0,16.3,16.1,15.4,13.8,15.4,62,62,62,62,62,31
16854,YCCS - ASPIRA PANTOJA,400125.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,9,9,9,9,9,21
16855,YCCS - ASPIRA PANTOJA,400125.0,Options,LEP,Is Not LEP,11th Grade,2014.0,16.1,15.6,15.0,13.3,15.0,49,49,49,49,49,21
16862,YCCS - ASSOCIATION HOUSE,400126.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,6,6,6,6,6,23
16863,YCCS - ASSOCIATION HOUSE,400126.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.7,15.5,15.3,13.6,15.0,73,74,73,74,73,23
16868,YCCS - AUSTIN CAREER,400127.0,Options,LEP,Is Not LEP,11th Grade,2014.0,13.9,14.7,13.5,12.1,13.5,57,57,57,57,57,25
16873,YCCS - CAMPOS,400131.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.1,15.1,15.2,12.9,14.5,71,71,71,71,71,24
16874,YCCS - CAMPOS,400131.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,6,6,6,6,6,24
16880,YCCS - CCA ACADEMY,400128.0,Options,LEP,Is Not LEP,11th Grade,2014.0,13.9,14.6,14.1,11.3,13.5,40,40,40,40,40,29
16884,YCCS - CHATHAM,400150.0,Options,LEP,Is Not LEP,11th Grade,2014.0,13.7,14.5,15.8,12.1,14.1,46,49,46,49,46,44
16889,YCCS - HOUSTON,400129.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.1,16.1,13.8,13.5,14.4,19,19,19,19,19,38
16893,YCCS - INNOVATIONS,400133.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.9,15.5,14.8,13.7,14.7,59,59,59,59,59,37
16898,YCCS - LATINO YOUTH,400135.0,Options,LEP,LEP,11th Grade,2014.0,13.2,14.7,13.9,11.5,13.3,22,22,22,22,22,30
16899,YCCS - LATINO YOUTH,400135.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.7,15.3,15.8,14.2,15.2,68,68,68,68,68,30
16905,YCCS - MCKINLEY,400124.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.1,14.9,14.1,11.6,13.7,44,44,44,44,44,35
16909,YCCS - OLIVE HARVEY,400136.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.5,15.0,14.5,13.2,14.3,42,42,42,42,42,50
16913,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.6,15.0,13.4,12.4,13.8,40,40,40,40,40,25
16917,YCCS - SULLIVAN,400139.0,Options,LEP,Is Not LEP,11th Grade,2014.0,13.1,14.6,13.7,11.8,13.3,121,121,121,121,121,45
16921,YCCS - TRUMAN,400141.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,3
16922,YCCS - TRUMAN,400141.0,Options,LEP,Is Not LEP,11th Grade,2014.0,16.9,16.5,15.8,14.6,16.0,53,53,53,53,53,3
16929,YCCS - VIRTUAL,400142.0,Options,LEP,Is Not LEP,11th Grade,2014.0,15.3,14.7,14.1,13.4,14.4,35,35,35,35,35,28
16930,YCCS - VIRTUAL,400142.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,2,2,2,2,2,28
16935,YCCS - WEST TOWN,400143.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,8,8,8,8,8,23
16936,YCCS - WEST TOWN,400143.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.4,15.1,14.0,13.0,14.1,65,65,65,65,65,23
16942,YCCS - WESTSIDE HOLISTIC,400144.0,Options,LEP,LEP,11th Grade,2014.0,,,,,,1,1,1,1,1,25
16943,YCCS - WESTSIDE HOLISTIC,400144.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.4,15.3,15.4,12.6,14.4,54,54,54,54,54,25
16949,YCCS - YOUTH CONNECTION,400145.0,Options,LEP,Is Not LEP,11th Grade,2014.0,14.8,15.3,14.8,13.5,14.6,76,76,76,76,76,35
16954,YCCS - YOUTH DEVELOPMENT,400130.0,Options,LEP,Is Not LEP,11th Grade,2014.0,13.2,14.7,14.5,11.1,13.4,41,41,41,41,41,71
16978,YOUNG HS,609755.0,ISP,LEP,Is Not LEP,11th Grade,2014.0,27.5,26.9,26.1,27.7,27.0,469,469,469,469,469,28
16979,YOUNG HS,609755.0,ISP,LEP,LEP,11th Grade,2014.0,,,,,,3,3,3,3,3,28
16997,YOUNG WOMENS HS,400087.0,Charter,LEP,Is Not LEP,11th Grade,2014.0,16.4,16.8,16.2,16.0,16.4,47,47,47,47,47,35
17014,ACE TECH HS,400010.0,Charter,IEP,Has IEP,11th Grade,2014.0,12.5,13.7,13.2,10.6,12.5,21,21,21,21,21,40
17015,ACE TECH HS,400010.0,Charter,IEP,Does not have IEP,11th Grade,2014.0,16.2,16.7,16.6,14.8,16.1,69,69,69,69,69,40
17024,AIR FORCE HS,610513.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2014.0,,,,,,7,7,7,7,7,34
17025,AIR FORCE HS,610513.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2014.0,18.7,17.8,19.0,19.1,18.7,94,94,94,94,94,34
