,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
363636,07/01/2015,Completed - Dup,07/01/2015,15-03109438,Pothole in Street,,,,5323 S WESTERN BLVD,60609.0,1161428.22159115,1869310.60997945,16.0,9.0,63.0,,41.79681972197668,-87.68340200653583,"(41.79681972197669, -87.68340200653583)",2015-07-01
363637,07/01/2015,Completed,07/01/2015,15-03112036,Pothole in Street,Final Outcome,Pothole Patched,8.0,5301 S WESTERN BLVD,60609.0,1161424.12159115,1869468.20997945,16.0,9.0,63.0,,41.79742227412965,-87.68341787204236,"(41.79742227412965, -87.68341787204234)",2015-07-01
363638,07/01/2015,Completed,07/01/2015,15-03119679,Pothole in Street,Final Outcome,Pothole Patched,6.0,6355 N MILWAUKEE AVE,60646.0,1132757.58962103,1941761.33967388,39.0,16.0,10.0,,41.99642278482988,-87.78682489096121,"(41.996422784829875, -87.78682489096121)",2015-07-01
363639,07/01/2015,Completed,07/01/2015,15-03120458,Pothole in Street,Final Outcome,Pothole Patched,78.0,2452 W BELMONT AVE,60618.0,1159507.01987973,1921184.36429248,47.0,19.0,5.0,38.0,41.93955207813313,-87.68995658557003,"(41.93955207813313, -87.68995658557003)",2015-07-01
363640,07/01/2015,Completed,07/01/2015,15-03120702,Pothole in Street,Final Outcome,Pothole Patched,16.0,2841 N KIMBALL AVE,60618.0,1153221.85770399,1918793.16378396,35.0,14.0,21.0,,41.93307397213618,-87.71218256419405,"(41.93307397213618, -87.71218256419404)",2015-07-01
363641,07/01/2015,Completed,07/01/2015,15-03121620,Pothole in Street,Final Outcome,Pothole Patched,7.0,3032 W ARTHUR AVE,60645.0,1154824.25579094,1942951.38531517,50.0,24.0,2.0,,41.99938519125088,-87.70586295545851,"(41.99938519125088, -87.7058629554585)",2015-07-01
363642,07/01/2015,Completed,07/01/2015,15-03121924,Pothole in Street,Final Outcome,Pothole Patched,44.0,901 E 104TH ST,60628.0,1184193.59996672,1836190.61007693,9.0,5.0,50.0,,41.70556659418179,-87.60107403032646,"(41.70556659418179, -87.60107403032647)",2015-07-01
363740,07/02/2015,Completed,07/02/2015,15-03137850,Pothole in Street,Final Outcome,Pothole Patched,39.0,5300 S WABASH AVE,60615.0,1177615.73136568,1869831.80200945,3.0,2.0,40.0,,41.79806034802001,-87.62432390085094,"(41.79806034802001, -87.62432390085094)",2015-07-02
363741,07/02/2015,Completed,07/02/2015,15-03142387,Pothole in Street,Final Outcome,Pothole Patched,5.0,598 E 31ST ST,60616.0,1181379.05020416,1884584.43507834,4.0,1.0,35.0,,41.83865065653153,-87.60991351083733,"(41.83865065653152, -87.60991351083733)",2015-07-02
363742,07/02/2015,Completed,07/02/2015,15-03147321,Pothole in Street,Final Outcome,Pothole Patched,8.0,5714 S STONY ISLAND AVE,60637.0,1187855.29308921,1867416.5814979,5.0,2.0,41.0,,41.79107689385385,-87.58685408062759,"(41.79107689385384, -87.5868540806276)",2015-07-02
363743,07/02/2015,Completed,07/02/2015,15-03147396,Pothole in Street,Final Outcome,Pothole Patched,9.0,5800 S STONY ISLAND AVE,60637.0,1187869.55569165,1866823.14537099,5.0,2.0,41.0,,41.78956045475979,-87.58681726639011,"(41.789560454759794, -87.58681726639011)",2015-07-02
363744,07/02/2015,Completed,07/02/2015,15-03147476,Pothole in Street,Final Outcome,Pothole Patched,16.0,5900 S STONY ISLAND AVE,60637.0,1187888.09498355,1866097.09470155,5.0,2.0,41.0,,41.787591580671595,-87.58677275381477,"(41.78759158067159, -87.58677275381478)",2015-07-02
363745,07/02/2015,Completed,07/02/2015,15-03147507,Pothole in Street,Final Outcome,Pothole Patched,7.0,6100 S STONY ISLAND AVE,60637.0,1187924.42001208,1864705.39000078,5.0,3.0,42.0,,41.783788814982174,-87.58668449750911,"(41.783788814982174, -87.58668449750913)",2015-07-02
363746,07/02/2015,Completed,07/02/2015,15-03147515,Pothole in Street,Final Outcome,Pothole Patched,5.0,1600 E 67TH ST,60649.0,1188077.67657863,1860882.96153052,5.0,3.0,42.0,,41.773454664758866,-87.58608698121418,"(41.77345466475887, -87.58608698121417)",2015-07-02
363747,07/02/2015,Completed,07/02/2015,15-03149044,Pothole in Street,Final Outcome,Pothole Patched,40.0,6200 S STONY ISLAND AVE,60637.0,1187932.35538507,1864367.10988751,5.0,3.0,42.0,,41.78279263143619,-87.5866650019427,"(41.78279263143619, -87.5866650019427)",2015-07-02
363748,07/02/2015,Completed,07/02/2015,15-03149110,Pothole in Street,Final Outcome,Pothole Patched,20.0,6000 S STONY ISLAND AVE,60637.0,1187901.74302049,1865545.29013346,5.0,3.0,42.0,,41.786024735095594,-87.58673846644781,"(41.78602473509559, -87.58673846644781)",2015-07-02
363749,07/02/2015,Completed,07/02/2015,15-03149151,Pothole in Street,Final Outcome,Pothole Patched,7.0,5901 S STONY ISLAND AVE,60637.0,1187888.29498355,1866087.69470155,5.0,3.0,41.0,,41.78759608456652,-87.58647948270685,"(41.787596084566516, -87.58647948270686)",2015-07-02
363750,07/02/2015,Completed,07/02/2015,15-03149172,Pothole in Street,Final Outcome,Pothole Patched,2.0,6101 S STONY ISLAND AVE,60637.0,1187924.52001208,1864701.99000078,5.0,3.0,42.0,,41.783792783496,-87.58639122993105,"(41.78379278349599, -87.58639122993104)",2015-07-02
363751,07/02/2015,Completed,07/02/2015,15-03149186,Pothole in Street,Final Outcome,Pothole Patched,36.0,6201 S STONY ISLAND AVE,60637.0,1187932.55538507,1864358.70988751,5.0,3.0,42.0,,41.78279593293347,-87.58637172414865,"(41.78279593293347, -87.58637172414866)",2015-07-02
363752,07/02/2015,Completed,07/02/2015,15-03149778,Pothole in Street,Final Outcome,No Potholes Found,0.0,2122 S ALBANY AVE,60623.0,1156016.20672004,1889645.91990706,24.0,10.0,30.0,,41.85288197843652,-87.70300017325079,"(41.85288197843652, -87.70300017325079)",2015-07-02
363753,07/02/2015,Completed,07/02/2015,15-03150048,Pothole in Street,Final Outcome,Pothole Patched,31.0,6000 S ROCKWELL ST,60629.0,1160067.99750469,1864780.64812095,16.0,8.0,66.0,,41.78456865657185,-87.68881313787908,"(41.784568656571864, -87.68881313787908)",2015-07-02
363754,07/02/2015,Completed,07/02/2015,15-03150214,Pothole in Street,Final Outcome,Pothole Patched,59.0,6001 S ROCKWELL ST,60629.0,1160068.19750469,1864773.94812095,16.0,8.0,66.0,,41.784573252834775,-87.68851987956577,"(41.784573252834775, -87.68851987956577)",2015-07-02
363755,07/02/2015,Completed,07/02/2015,15-03150246,Pothole in Street,Final Outcome,Pothole Patched,17.0,6301 S STONY ISLAND AVE,60637.0,1187956.87960342,1863526.23208694,5.0,3.0,42.0,,41.78052839116891,-87.58630972223068,"(41.780528391168914, -87.58630972223068)",2015-07-02
363756,07/02/2015,Completed,07/02/2015,15-03150262,Pothole in Street,Final Outcome,Pothole Patched,1.0,6501 S STONY ISLAND AVE,60637.0,1188003.65646923,1862196.75992413,5.0,3.0,42.0,,41.776940239494465,-87.5861805607189,"(41.776940239494465, -87.58618056071889)",2015-07-02
363757,07/02/2015,Completed,07/02/2015,15-03150405,Pothole in Street,Final Outcome,Pothole Patched,7.0,6601 S STONY ISLAND AVE,60637.0,1188019.84412257,1861549.51433097,5.0,3.0,42.0,,41.775119032019674,-87.58611330221805,"(41.77511903201967, -87.58611330221804)",2015-07-02
363758,07/01/2015,Completed,07/02/2015,15-03111965,Pothole in Street,Final Outcome,Pothole Patched,1.0,1532 N GREENVIEW AVE,60642.0,1166095.63116943,1910426.89993106,2.0,14.0,24.0,33.0,41.9098254451468,-87.66537881439855,"(41.9098254451468, -87.66537881439854)",2015-07-01
363759,07/01/2015,Completed,07/02/2015,15-03112146,Pothole in Street,Final Outcome,Pothole Patched,2.0,1546 N BOSWORTH AVE,60642.0,1165772.04442945,1910381.65921968,2.0,14.0,24.0,33.0,41.910218870639774,-87.66660797353617,"(41.91021887063977, -87.66660797353617)",2015-07-01
