SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,13-01461165,10/01/2013,Front,,Open,,Vacant,False,False,5528,S,CARPENTER,ST,60621.0,1170258.45988372,1868058.42242625,16.0,7.0,68.0,41.793441107464155,-87.6512109739736,"(41.793441107464155, -87.6512109739736)",2013-10-01
Vacant/Abandoned Building,13-01474838,10/03/2013,Front,,Open,,Vacant,False,False,7041,S,BISHOP,ST,60636.0,1167888.438125,1857875.6973,17.0,7.0,67.0,41.76554972007361,-87.66019392585177,"(41.76554972007361, -87.66019392585177)",2013-10-03
Vacant/Abandoned Building,13-01483168,10/04/2013,Front,,Open,,Vacant,True,True,3549,W,57TH,ST,60629.0,1153738.33103383,1866585.75132366,14.0,8.0,63.0,41.78974361274067,-87.7118283271407,"(41.78974361274067, -87.7118283271407)",2013-10-04
Vacant/Abandoned Building,13-01490983,10/07/2013,Front,,Open,,Vacant,True,False,7304,S,LAFAYETTE,AVE,60621.0,1177095.89519434,1856573.5298994,6.0,7.0,69.0,41.76177373866224,-87.62648499170524,"(41.761773738662235, -87.62648499170525)",2013-10-07
Vacant/Abandoned Building,13-01490996,10/07/2013,Front,,Open,,Vacant,False,False,1325,W,WILSON,AVE,60640.0,1166449.63063328,1930663.07400391,46.0,19.0,3.0,41.96531527954747,-87.66338561866449,"(41.96531527954747, -87.66338561866449)",2013-10-07
Vacant/Abandoned Building,13-01491044,10/07/2013,Front,,Open,,Vacant,False,False,6722,S,EMERALD,AVE,60621.0,1172492.82989066,1860295.71331408,6.0,7.0,68.0,41.77209041443125,-87.64324620589609,"(41.772090414431254, -87.6432462058961)",2013-10-07
Vacant/Abandoned Building,13-01491054,10/07/2013,Front,,Open,,Vacant,False,False,621,N,HOMAN,AVE,60624.0,1153601.54331278,1903933.08167064,27.0,11.0,23.0,41.8922319861382,-87.71133817067377,"(41.8922319861382, -87.71133817067376)",2013-10-07
Vacant/Abandoned Building,13-01500303,10/08/2013,Front,,Open,,Vacant,False,False,3934,W,ARMITAGE,AVE,60647.0,1149706.78009527,1912997.27627927,30.0,25.0,20.0,41.91718162081165,-87.72540617416487,"(41.91718162081165, -87.72540617416487)",2013-10-08
Vacant/Abandoned Building,13-01500871,10/08/2013,Front,,Open,,Vacant,False,True,7233,S,MARSHFIELD,AVE,60636.0,1166594.29009789,1856743.42526689,17.0,7.0,67.0,41.762470307592615,-87.66496964987292,"(41.76247030759262, -87.6649696498729)",2013-10-08
Vacant/Abandoned Building,13-01502208,10/08/2013,Front,,Open,,Vacant,False,False,315,W,108TH,ST,60628.0,1176115.30678096,1833310.99167992,34.0,5.0,49.0,41.69796034353804,-87.63077483734808,"(41.697960343538035, -87.63077483734808)",2013-10-08
