SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date,Community
Vacant/Abandoned Building,11-00027426,01/06/2011,,,,,,,,10141,S,EBERHART,AVE,60628.0,1181366.76050284,1837830.21057416,9.0,5.0,49.0,41.710242518079646,-87.61140818189308,"(41.710242518079646, -87.61140818189308)",2011-01-06,49
Vacant/Abandoned Building,11-00001710,01/01/2011,Front,,Open,REAR,Vacant,False,False,1427,S,ST LOUIS,AVE,60623.0,1153268.14610007,1892910.36801408,24.0,10.0,29.0,41.861991117568905,-87.71285525975965,"(41.861991117568905, -87.71285525975965)",2011-01-01,29
Vacant/Abandoned Building,11-00001993,01/01/2011,Front,,Open,FRONT AND REAR,Vacant,False,True,952,N,LOCKWOOD,AVE,60651.0,1140849.70919731,1905836.05189713,37.0,15.0,25.0,41.89769807845251,-87.75812394284395,"(41.89769807845251, -87.75812394284395)",2011-01-01,25
Vacant/Abandoned Building,11-00002159,01/01/2011,Front,,Open,,Vacant,False,True,4046,W,PALMER,ST,60639.0,1148946.422618,1914312.93159061,31.0,25.0,20.0,41.92080665863923,-87.72816564560988,"(41.92080665863923, -87.72816564560988)",2011-01-01,20
Vacant/Abandoned Building,11-00002440,01/01/2011,Front,,Open,,Vacant,False,True,7105,S,EBERHART,AVE,60619.0,1180806.00859116,1858020.5280188,6.0,3.0,69.0,41.765659988884934,-87.61284272023426,"(41.76565998888494, -87.61284272023427)",2011-01-01,69
Vacant/Abandoned Building,11-00002535,01/01/2011,Front,,Open,SIDE DR,Vacant,False,True,9136,S,CARPENTER,ST,60620.0,1170922.08966622,1844225.68972654,21.0,22.0,73.0,41.72802658720868,-87.64947225457534,"(41.72802658720868, -87.64947225457534)",2011-01-01,73
Vacant/Abandoned Building,11-00002627,01/01/2011,Front,,Open,REAR DOOR AND GARAGE IS OPEN,Vacant,False,False,8200,S,TALMAN,AVE,60652.0,1160132.32077264,1850161.37970887,18.0,8.0,70.0,41.74454350926752,-87.68883456043969,"(41.744543509267515, -87.68883456043969)",2011-01-01,70
Vacant/Abandoned Building,11-00002926,01/01/2011,Front,,Open,ALL DOORS AND WINDOWS,Vacant,False,True,2642,W,WILCOX,ST,60612.0,1158777.63143002,1899255.44661489,2.0,11.0,27.0,41.87929159238292,-87.69245683699295,"(41.87929159238292, -87.69245683699296)",2011-01-01,27
Vacant/Abandoned Building,11-00003866,01/02/2011,Front,,Open,FRONT,Vacant,False,True,4813,S,WOOD,ST,60609.0,1165159.19071745,1872776.87307521,20.0,9.0,61.0,41.806498608787344,-87.6697760057757,"(41.80649860878734, -87.6697760057757)",2011-01-02,61
Vacant/Abandoned Building,11-00003977,01/02/2011,Front,,Boarded,SIDE,Vacant,False,True,10357,S,AVENUE L,,60617.0,1201831.77168224,1836889.71187722,10.0,4.0,52.0,41.7071664422372,-87.53649515949978,"(41.707166442237195, -87.53649515949978)",2011-01-02,52
Vacant/Abandoned Building,11-00003999,01/02/2011,Front,,Boarded,REAR DR,Vacant,False,True,11826,S,YALE,AVE,60628.0,1176736.83891281,1826516.11648117,34.0,5.0,53.0,41.67930025439897,-87.6287026251003,"(41.67930025439897, -87.62870262510032)",2011-01-02,53
Vacant/Abandoned Building,11-00004013,01/02/2011,Front,,Open,,Vacant,False,True,6154,W,PATTERSON,AVE,60634.0,1134696.44357218,1923631.06871859,38.0,16.0,17.0,41.946640681483544,-87.78030307322024,"(41.94664068148355, -87.78030307322024)",2011-01-02,17
Vacant/Abandoned Building,11-00004026,01/02/2011,Front,,Open,,Vacant,False,False,622,N,LARAMIE,AVE,60644.0,1141584.38322814,1903645.42988354,28.0,15.0,25.0,41.8916732028274,-87.75547971911513,"(41.8916732028274, -87.75547971911512)",2011-01-02,25
Vacant/Abandoned Building,11-00004211,01/02/2011,Front,,Open,FRONT AND THE REAR,Vacant,False,False,1045,W,111TH,ST,60643.0,1171332.2797831001,1831204.19190357,34.0,22.0,75.0,41.69228468273412,-87.64834910499147,"(41.69228468273412, -87.64834910499147)",2011-01-02,75
Vacant/Abandoned Building,11-00004253,01/02/2011,Front,,Open,WINDOWS,Vacant,False,False,1728,N,MOODY,AVE,60639.0,1135148.70029287,1910847.43231954,29.0,25.0,25.0,41.91155291235325,-87.77894450813534,"(41.911552912353244, -87.77894450813535)",2011-01-02,25
Vacant/Abandoned Building,11-00004468,01/02/2011,Front,,Open,DOORS AND WINDOWS,Vacant,False,True,5094,W,GLADYS,AVE,60644.0,1142251.16023319,1897857.00781633,28.0,15.0,25.0,41.875776711776425,-87.75317463387077,"(41.875776711776425, -87.75317463387078)",2011-01-02,25
Vacant/Abandoned Building,11-00004485,01/02/2011,Front,,Open,FRONT DOOR OPEN/UNSECURED,Vacant,False,True,7654,S,NORMAL,AVE,60620.0,1174288.21248011,1854163.18333441,17.0,6.0,69.0,41.75522230553736,-87.63684692549982,"(41.75522230553736, -87.63684692549981)",2011-01-02,69
Vacant/Abandoned Building,11-00004704,01/02/2011,Front,,Open,DOORS AND WINDOWS UNSECURED,Vacant,False,True,5224,S,MAY,ST,60609.0,1169539.15458772,1870148.6629895,16.0,9.0,61.0,41.799192594447064,-87.65378801047098,"(41.79919259444706, -87.65378801047098)",2011-01-02,61
Vacant/Abandoned Building,11-00005151,01/03/2011,Front,,Open,,Vacant,False,False,4315,W,25TH,PL,60623.0,1148196.4146142001,1886707.40578755,22.0,10.0,30.0,41.845068476552775,-87.73163251152094,"(41.845068476552775, -87.73163251152093)",2011-01-03,30
Vacant/Abandoned Building,11-00005154,01/03/2011,Front,,Open,,Vacant,False,False,4322,W,JACKSON,BLVD,60624.0,1147621.5504671999,1898336.3192796002,28.0,11.0,26.0,41.876990693750756,-87.73344401948988,"(41.87699069375076, -87.73344401948987)",2011-01-03,26
Vacant/Abandoned Building,11-00005157,01/03/2011,Front,,Open,,Vacant,False,False,2155,W,PIERCE,AVE,60622.0,1161751.15102788,1910213.71001171,32.0,14.0,24.0,41.90930050590516,-87.6812327494236,"(41.90930050590516, -87.68123274942359)",2011-01-03,24
Vacant/Abandoned Building,11-00005158,01/03/2011,Front,,Open,,Vacant,False,False,5500,W,ARDMORE,AVE,60646.0,1138773.02998643,1937961.68093423,45.0,16.0,11.0,41.985892006615074,-87.76496911176444,"(41.98589200661507, -87.76496911176446)",2011-01-03,11
Vacant/Abandoned Building,11-00005312,01/03/2011,Front,,Open,"WINDOWS BROKEN OUT, FRONT DOOR WIDE OPEN",Vacant,False,True,4709,W,HURON,ST,60644.0,1144795.75458958,1904222.80377499,28.0,11.0,25.0,41.893197629900676,-87.74367110280889,"(41.893197629900676, -87.74367110280889)",2011-01-03,25
Vacant/Abandoned Building,11-00005470,01/03/2011,Front,,Open,DOORS,Vacant,False,True,9340,S,LOOMIS,ST,60620.0,1168636.49271505,1842808.71907114,21.0,22.0,73.0,41.72418773332321,-87.65788555556169,"(41.724187733323205, -87.65788555556168)",2011-01-03,73
Vacant/Abandoned Building,11-00005491,01/03/2011,Front,,Open,,Vacant,False,False,5016,S,KNOX,AVE,60632.0,1146206.99596914,1870961.94648355,23.0,8.0,56.0,41.80189866761272,-87.73933300423778,"(41.80189866761272, -87.73933300423778)",2011-01-03,56
Vacant/Abandoned Building,11-00005531,01/03/2011,Front,,Open,ALL AROUND,Vacant,False,False,109,W,109TH,ST,60628.0,1177474.17200467,1832679.48822786,34.0,5.0,49.0,41.696196882237075,-87.62581840089533,"(41.69619688223708, -87.62581840089533)",2011-01-03,49
Vacant/Abandoned Building,11-00005864,01/03/2011,Rear,,Open,BACK DOOR,Vacant,False,True,8131,S,MANISTEE,AVE,60617.0,1195915.72952348,1851585.32908157,7.0,4.0,46.0,41.747640678193996,-87.55767430039353,"(41.74764067819399, -87.55767430039351)",2011-01-03,46
Vacant/Abandoned Building,11-00006197,01/03/2011,Front,,Boarded,OPEN IN FRONT AND IN GARAGE,Vacant,True,True,522,N,SPRINGFIELD,AVE,60624.0,1150296.13600197,1903203.17849295,27.0,11.0,23.0,41.890294165694925,-87.72349666813109,"(41.89029416569493, -87.7234966681311)",2011-01-03,23
Vacant/Abandoned Building,11-00006919,01/03/2011,Front,,Open,,Vacant,True,True,6426,S,ST LAWRENCE,AVE,60637.0,1181339.11810134,1862533.25939701,20.0,3.0,42.0,41.77803110040556,-87.61074974794407,"(41.778031100405556, -87.61074974794406)",2011-01-03,42
Vacant/Abandoned Building,11-00006970,01/03/2011,Front,,Open,,Vacant,False,True,1244,W,95TH,ST,60643.0,1169597.87609943,1841771.24098968,21.0,22.0,73.0,41.72131998571522,-87.65439400833088,"(41.72131998571522, -87.65439400833088)",2011-01-03,73
Vacant/Abandoned Building,11-00006987,01/03/2011,Front,,Open,,Vacant,False,True,9503,S,TORRENCE,AVE,60617.0,1195397.99002853,1842378.68998096,10.0,4.0,51.0,41.722389672253755,-87.55987458984909,"(41.722389672253755, -87.55987458984909)",2011-01-03,51
Vacant/Abandoned Building,11-00007396,01/03/2011,Front,,Open,FRONT AND REAR DOOR,Vacant,True,True,7042,S,WOLCOTT,AVE,60636.0,1164904.0854912,1857972.35138153,17.0,7.0,67.0,41.765878520893786,-87.67112983957914,"(41.76587852089379, -87.67112983957914)",2011-01-03,67
Vacant/Abandoned Building,11-00007492,01/03/2011,Rear,,Open,REAR HOUSE  VACANT OPEN,Vacant,False,True,5724,S,PRINCETON,AVE,60621.0,1175264.53312672,1866985.18700674,20.0,7.0,68.0,41.790385573195294,-87.63288628340092,"(41.790385573195294, -87.63288628340092)",2011-01-03,68
Vacant/Abandoned Building,11-00007524,01/03/2011,,,,,,,,7027,S,DR MARTIN LUTHER KING JR,DR,60637.0,1180136.28659506,1858400.8498672,6.0,3.0,69.0,41.766718999638414,-87.61528581251059,"(41.766718999638414, -87.61528581251058)",2011-01-03,69
Vacant/Abandoned Building,11-00007640,01/03/2011,Front,,Boarded,REAR WINDOW,Vacant,False,True,7758,S,SANGAMON,ST,60620.0,1171320.12488047,1853388.27740889,17.0,6.0,71.0,41.75316128626483,-87.64774678319678,"(41.75316128626483, -87.64774678319678)",2011-01-03,71
Vacant/Abandoned Building,11-00007856,01/03/2011,Front,,Open,FRONT AND REAR DOORS,Vacant,False,True,1300,N,SEDGWICK,ST,60610.0,1173416.69293427,1908936.44020435,27.0,18.0,8.0,41.90554425270345,-87.63841705036141,"(41.90554425270345, -87.6384170503614)",2011-01-03,8
Vacant/Abandoned Building,11-00008110,01/03/2011,Front,,Open,WINDOW AND DOORS,Vacant,True,False,4936,W,CORTEZ,ST,60651.0,1143260.5417086,1906532.0073785998,37.0,15.0,25.0,41.89956316398221,-87.74925170588533,"(41.8995631639822, -87.74925170588533)",2011-01-03,25
Vacant/Abandoned Building,11-00008536,01/03/2011,Front,,Open,ALL,Vacant,True,False,7817,S,WABASH,AVE,60619.0,1178066.51208279,1853197.30082838,6.0,6.0,69.0,41.752487041698274,-87.623029769198,"(41.752487041698274, -87.623029769198)",2011-01-03,69
Vacant/Abandoned Building,11-00008853,01/03/2011,Front,,Boarded,,Vacant,True,True,3824,W,GLADYS,AVE,60624.0,1150942.02547014,1898083.63151571,28.0,11.0,26.0,41.87623295801059,-87.72125874042379,"(41.87623295801059, -87.72125874042379)",2011-01-03,26
Vacant/Abandoned Building,11-00009021,01/03/2011,Rear,,Open,,Vacant,False,False,3824,W,FLOURNOY,ST,60624.0,1151031.05999254,1896758.29010655,24.0,11.0,26.0,41.87259433064226,-87.72096655121872,"(41.87259433064226, -87.72096655121872)",2011-01-03,26
Vacant/Abandoned Building,11-00009824,01/03/2011,Front,,Open,,Vacant,False,True,7119,S,SPAULDING,AVE,60629.0,1155600.49997289,1857215.57178034,18.0,8.0,66.0,41.76399329098696,-87.70525117935844,"(41.76399329098696, -87.70525117935843)",2011-01-03,66
Vacant/Abandoned Building,11-00010622,01/03/2011,Front,,Open,"FRONT,REAR",Vacant,False,False,2251,S,DRAKE,AVE,60623.0,1153054.96138095,1888772.61790888,22.0,10.0,30.0,41.85064087478168,-87.7137474365558,"(41.85064087478168, -87.71374743655579)",2011-01-03,30
Vacant/Abandoned Building,11-00010725,01/03/2011,Front,,Open,GATES HAVE BEEN REMOVED FROM THE REAR.. ANYONE CAN DRIVE RIGHT UP INTO THE BACK YARD .. PLS SECURE...,Vacant,False,False,8358,S,MORGAN,ST,60620.0,1171103.46209717,1849399.26917635,21.0,6.0,71.0,41.74221965243196,-87.6486570879762,"(41.74221965243196, -87.6486570879762)",2011-01-03,71
Vacant/Abandoned Building,11-00011247,01/03/2011,Front,,Open,FRONT,Vacant,False,True,7218,S,ABERDEEN,ST,60621.0,1170231.5999907,1856944.10752165,17.0,7.0,68.0,41.762942678908,-87.65163254724457,"(41.762942678908004, -87.65163254724456)",2011-01-03,68
Vacant/Abandoned Building,11-00011524,01/03/2011,Rear,,Open,,Vacant,False,False,8000,S,EXCHANGE,AVE,60617.0,1197220.00537413,1852491.3838838001,7.0,4.0,46.0,41.75009459594315,-87.55286503109474,"(41.75009459594315, -87.55286503109475)",2011-01-03,46
Vacant/Abandoned Building,11-00011527,01/03/2011,Front,,Open,,Vacant,False,False,2810,E,78TH,ST,60649.0,1196178.71040557,1853785.72922427,7.0,4.0,43.0,41.75367223233837,-87.55663789497852,"(41.75367223233837, -87.55663789497852)",2011-01-03,43
Vacant/Abandoned Building,11-00011789,01/03/2011,Front,,Open,FRONT AND REAR DOORS ARE OPEN,Vacant,False,True,6542,S,EBERHART,AVE,60637.0,1180700.25352743,1861742.8968753999,20.0,3.0,42.0,41.77587697529118,-87.61311609125929,"(41.77587697529118, -87.61311609125929)",2011-01-03,42
Vacant/Abandoned Building,11-00012014,01/03/2011,Front,,Open,REAR BSMNT OPEN/UNSECURED,Vacant,False,True,2704,E,77TH,ST,60649.0,1195676.26657408,1854432.24317922,7.0,4.0,43.0,41.75545874711664,-87.55845779502319,"(41.75545874711664, -87.55845779502319)",2011-01-03,43
Vacant/Abandoned Building,11-00012789,01/04/2011,Front,,Open,,Vacant,False,False,9104,S,AVALON,AVE,60619.0,1186122.81517573,1844865.27939,8.0,4.0,47.0,41.72943680513407,-87.5937695544758,"(41.72943680513407, -87.59376955447581)",2011-01-04,47
Vacant/Abandoned Building,11-00012794,01/04/2011,Front,,Open,,Vacant,False,False,7450,S,LUELLA,AVE,60649.0,1192496.08962733,1856337.75300941,7.0,3.0,43.0,41.76076562882422,-87.57005015459694,"(41.76076562882422, -87.57005015459693)",2011-01-04,43
Vacant/Abandoned Building,11-00012799,01/04/2011,Front,,Open,,Vacant,False,False,1324,S,KEELER,AVE,60623.0,1148594.9610772,1893547.92463292,24.0,10.0,29.0,41.86383204858967,-87.729993488174,"(41.86383204858967, -87.729993488174)",2011-01-04,29
Vacant/Abandoned Building,11-00012809,01/04/2011,Front,,Open,,Vacant,False,False,4319,W,25TH,PL,60623.0,1148155.3146142,1886706.30578755,22.0,10.0,30.0,41.84506624808547,-87.73178337315744,"(41.845066248085466, -87.73178337315746)",2011-01-04,30
Vacant/Abandoned Building,11-00012932,01/04/2011,Front,,Open,,Vacant,False,False,10940,S,MICHIGAN,AVE,60628.0,1178846.73890304,1832443.09728009,9.0,5.0,49.0,41.69551714251133,-87.62080010523815,"(41.69551714251133, -87.62080010523815)",2011-01-04,49
Vacant/Abandoned Building,11-00013117,01/04/2011,Front,,Open,FRONT DOOR,Vacant,False,False,457,N,UNION,AVE,60654.0,1171424.75342616,1903405.86420669,27.0,13.0,24.0,41.890412071890935,-87.64589684299958,"(41.890412071890935, -87.64589684299958)",2011-01-04,24
Vacant/Abandoned Building,11-00013618,01/04/2011,Front,,Open,FRONT,Vacant,False,False,10505,S,WENTWORTH,AVE,60628.0,1176809.21293404,1835268.3539218998,34.0,5.0,49.0,41.70331606593407,-87.6281754471661,"(41.70331606593407, -87.6281754471661)",2011-01-04,49
Vacant/Abandoned Building,11-00013719,01/04/2011,Front,,Open,,Vacant,False,False,12334,S,LOWE,AVE,60628.0,1174183.61002497,1823087.89000804,34.0,5.0,53.0,41.669949566179135,-87.63814972577124,"(41.66994956617913, -87.63814972577123)",2011-01-04,53
Vacant/Abandoned Building,11-00014149,01/04/2011,Front,,Open,,Vacant,False,False,604,W,60TH,ST,60621.0,1173270.19989645,1864884.33219133,20.0,7.0,68.0,41.784664953301096,-87.64026104740151,"(41.784664953301096, -87.6402610474015)",2011-01-04,68
Vacant/Abandoned Building,11-00014296,01/04/2011,Front,,Open,,Vacant,False,False,5211,S,BISHOP,ST,60609.0,1167549.91537149,1870187.58152919,16.0,9.0,61.0,41.799342313646996,-87.66108191381257,"(41.799342313646996, -87.66108191381257)",2011-01-04,61
Vacant/Abandoned Building,11-00014307,01/04/2011,Front,,Open,,Vacant,False,False,5239,S,BISHOP,ST,60609.0,1167555.21537149,1870000.08152919,16.0,9.0,61.0,41.798827678268026,-87.66106785504658,"(41.79882767826802, -87.66106785504658)",2011-01-04,61
Vacant/Abandoned Building,11-00014315,01/04/2011,Front,,Open,,Vacant,False,False,6428,S,CHAMPLAIN,AVE,60637.0,1181672.35618384,1862530.70731379,20.0,3.0,42.0,41.778016406924635,-87.60952817699021,"(41.77801640692463, -87.6095281769902)",2011-01-04,42
Vacant/Abandoned Building,11-00014322,01/04/2011,Front,,Open,,Vacant,False,False,6016,S,SANGAMON,ST,60621.0,1171005.18928181,1864936.38770118,16.0,7.0,68.0,41.78485759979727,-87.64856396971386,"(41.78485759979727, -87.64856396971386)",2011-01-04,68
Vacant/Abandoned Building,11-00014328,01/04/2011,Front,,Open,,Vacant,False,False,6729,S,GREEN,ST,60621.0,1171796.9201108,1860228.63508888,6.0,7.0,68.0,41.771921638399746,-87.64579915846953,"(41.77192163839974, -87.64579915846953)",2011-01-04,68
Vacant/Abandoned Building,11-00015084,01/04/2011,Front,,Open,ENTRY GARAGE DOOR,Vacant,False,True,9121,S,HARPER,AVE,60619.0,1188039.84800624,1844797.11727428,8.0,4.0,48.0,41.729204347414395,-87.58674921632564,"(41.729204347414395, -87.58674921632564)",2011-01-04,48
Vacant/Abandoned Building,11-00015119,01/04/2011,Front,,Open,FRONT,Vacant,False,False,12411,S,PRINCETON,AVE,60628.0,1176529.80727396,1822631.710175,34.0,5.0,53.0,41.66864547678094,-87.62957656953311,"(41.66864547678094, -87.62957656953313)",2011-01-04,53
Vacant/Abandoned Building,11-00015690,01/04/2011,Front,,Open,FRONT,Vacant,False,True,8438,S,EXCHANGE,AVE,60617.0,1197292.15321497,1849598.16030458,10.0,4.0,46.0,41.74215357787535,-87.55269683831419,"(41.74215357787535, -87.55269683831419)",2011-01-04,46
Vacant/Abandoned Building,11-00016012,01/04/2011,Front,,Open,"TIRE ON SIDE OF BLDG, PEOPLE GETTING ON TIRE TO GET INTO BLDG, ALL WINDOWS BROKEN, NO ADDRESS ON BLDG, NEXT VACANT LOT",Vacant,False,True,2844,W,ARTHINGTON,ST,60612.0,1157540.54333022,1895911.88288399,2.0,11.0,27.0,41.87014178227911,-87.69709023661116,"(41.87014178227911, -87.69709023661116)",2011-01-04,27
Vacant/Abandoned Building,11-00016013,01/04/2011,Front,,Open,FRONT,Vacant,False,True,9730,S,MERRILL,AVE,60617.0,1192378.1403696002,1840862.71680579,7.0,4.0,51.0,41.7183036134315,-87.57098485802842,"(41.7183036134315, -87.57098485802842)",2011-01-04,51
Vacant/Abandoned Building,11-00016246,01/04/2011,Front,,Open,,Vacant,False,True,7354,S,CRANDON,AVE,60649.0,1192818.82150668,1856646.07990929,7.0,3.0,43.0,41.76160383775079,-87.56885730621298,"(41.76160383775079, -87.56885730621299)",2011-01-04,43
Vacant/Abandoned Building,11-00016444,01/04/2011,Front,,Open,FRONT-REAR,Vacant,False,False,9949,S,YATES,AVE,60617.0,1194134.1269269,1839474.09709144,7.0,4.0,51.0,41.7144502582508,-87.56459885558546,"(41.7144502582508, -87.56459885558546)",2011-01-04,51
Vacant/Abandoned Building,11-00016534,01/04/2011,Front,,Open,,Vacant,False,True,6651,S,ST LAWRENCE,AVE,60637.0,1181378.37270842,1861041.92981008,20.0,3.0,42.0,41.773937842150886,-87.61065178488282,"(41.77393784215088, -87.61065178488282)",2011-01-04,42
Vacant/Abandoned Building,11-00016614,01/04/2011,Front,,Open,ALL AROUND,Vacant,False,True,10828,S,GREEN,ST,60643.0,1172573.51238832,1833037.21218512,34.0,22.0,75.0,41.69728759943693,-87.64375103652485,"(41.69728759943694, -87.64375103652485)",2011-01-04,75
Vacant/Abandoned Building,11-00017657,01/04/2011,Front,,Open,FRONT,Vacant,True,True,2031,N,KEELER,AVE,60639.0,1148056.33428273,1913165.59832701,30.0,25.0,20.0,41.91767545653504,-87.73146563587245,"(41.917675456535044, -87.73146563587247)",2011-01-04,20
Vacant/Abandoned Building,11-00018354,01/04/2011,Front,,Open,BACK ENTRANCE TOOK THE BOARD DOWN,Vacant,False,True,5301,S,MARSHFIELD,AVE,60609.0,1166242.46162203,1869557.95368303,16.0,9.0,61.0,41.79764249934674,-87.66589460674923,"(41.79764249934674, -87.66589460674923)",2011-01-04,61
Vacant/Abandoned Building,11-00018612,01/04/2011,Front,,Open,,Vacant,False,True,2502,S,AVERS,AVE,60623.0,1151107.34859005,1887106.32378553,22.0,10.0,30.0,41.846106696054676,-87.72093921775766,"(41.84610669605468, -87.72093921775766)",2011-01-04,30
Vacant/Abandoned Building,11-00018662,01/04/2011,Front,,Open,FRONT,Vacant,False,False,5750,S,MARSHFIELD,AVE,60636.0,1166315.40711464,1866909.71329551,15.0,7.0,67.0,41.790373854347074,-87.66570252490688,"(41.79037385434707, -87.66570252490688)",2011-01-04,67
Vacant/Abandoned Building,11-00019246,01/05/2011,Front,,Open,,Vacant,False,False,4746,W,MAYPOLE,AVE,60644.0,1144698.74858028,1901040.90906881,28.0,11.0,25.0,41.88446796988522,-87.7441076187973,"(41.88446796988522, -87.7441076187973)",2011-01-05,25
Vacant/Abandoned Building,11-00019336,01/05/2011,Front,,Open,,Vacant,False,False,4938,W,NEWPORT,AVE,60641.0,1142817.64976681,1922483.78681576,38.0,16.0,15.0,41.94334476554247,-87.75048023537066,"(41.94334476554247, -87.75048023537065)",2011-01-05,15
Vacant/Abandoned Building,11-00019515,01/05/2011,Front,,Open,BASEMENT DOOR AND BACKYARD WINDOW WAS KICKED IN,Vacant,False,False,3105,N,MONITOR,AVE,60634.0,1136839.36817613,1920044.63611142,30.0,25.0,19.0,41.936760924255935,-87.77251244624149,"(41.936760924255935, -87.77251244624149)",2011-01-05,19
Vacant/Abandoned Building,11-00019596,01/05/2011,Front,,Open,,Vacant,False,False,5612,S,WELLS,ST,60621.0,1175559.82419995,1867714.6893797,3.0,7.0,68.0,41.792380795344904,-87.63178170637853,"(41.79238079534491, -87.63178170637853)",2011-01-05,68
Vacant/Abandoned Building,11-00019819,01/05/2011,Front,,Open,FRONT DOOR,Vacant,False,False,11929,S,WENTWORTH,AVE,60628.0,1177085.57671875,1825840.4599832,9.0,5.0,53.0,41.677438315505796,-87.62744636620667,"(41.677438315505796, -87.62744636620667)",2011-01-05,53
Vacant/Abandoned Building,11-00020586,01/05/2011,,,,,,,,1335,W,110TH,PL,60643.0,1169395.79367371,1831489.19607543,34.0,22.0,75.0,41.693108820018466,-87.65543067500572,"(41.69310882001846, -87.65543067500572)",2011-01-05,75
Vacant/Abandoned Building,11-00020983,01/05/2011,Front,,Open,,Vacant,False,False,11925,S,NORMAL,AVE,60628.0,1175112.77788418,1825822.82800502,34.0,5.0,53.0,41.67743405500696,-87.63466792627675,"(41.677434055006955, -87.63466792627673)",2011-01-05,53
Vacant/Abandoned Building,11-00021160,01/05/2011,,,,,,,,539,E,62ND,ST,60637.0,1181002.01897756,1864023.1667208,20.0,3.0,42.0,41.78212731509062,-87.61193973041142,"(41.78212731509062, -87.61193973041141)",2011-01-05,42
Vacant/Abandoned Building,11-00021238,01/05/2011,Front,,Open,FRONT DOOR IS OPEN UN BOARDED,Vacant,False,False,9622,S,WINSTON,AVE,60643.0,1168116.21510577,1840917.67730116,21.0,22.0,73.0,41.7190096141879,-87.65984550827919,"(41.7190096141879, -87.65984550827918)",2011-01-05,73
Vacant/Abandoned Building,11-00021353,01/05/2011,Front,,Open,,Vacant,False,False,6919,S,ASHLAND,AVE,60636.0,1166873.38111811,1858834.40332473,17.0,7.0,67.0,41.76820227462638,-87.6638870924753,"(41.76820227462638, -87.66388709247529)",2011-01-05,67
Vacant/Abandoned Building,11-00021356,01/05/2011,Rear,,Open,BACK DOOR,Vacant,False,True,4857,W,IOWA,ST,60651.0,1143809.03411602,1905540.61870827,37.0,15.0,25.0,41.896832416342896,-87.74726194610746,"(41.896832416342896, -87.74726194610747)",2011-01-05,25
Vacant/Abandoned Building,11-00021372,01/05/2011,Rear,,Open,,Vacant,False,True,8300,S,SANGAMON,ST,60620.0,1171416.03491317,1849797.04831042,21.0,6.0,71.0,41.743304381731846,-87.64750020884983,"(41.74330438173184, -87.64750020884983)",2011-01-05,71
Vacant/Abandoned Building,11-00021955,01/05/2011,Front,,Open,DOORS AND WINDOWS,Vacant,False,False,1314,W,WEBSTER,AVE,60614.0,1167139.56232475,1914750.90316827,32.0,18.0,7.0,41.92163671704254,-87.66130759158953,"(41.92163671704254, -87.66130759158953)",2011-01-05,7
Vacant/Abandoned Building,11-00021988,01/05/2011,Front,,Open,DOORS AND WINDOWS,Vacant,False,False,1318,W,WEBSTER,AVE,60614.0,1167096.16232475,1914750.00316827,32.0,18.0,7.0,41.921635180570284,-87.66146707974548,"(41.921635180570284, -87.66146707974548)",2011-01-05,7
Vacant/Abandoned Building,11-00022340,01/05/2011,Front,,Open,NOT BOARDED UP AT ALL,Vacant,False,False,2804,S,RIDGEWAY,AVE,60623.0,1151826.42669357,1885101.12838087,22.0,10.0,30.0,41.840590088077136,-87.71835292245531,"(41.84059008807713, -87.71835292245532)",2011-01-05,30
Vacant/Abandoned Building,11-00022429,01/05/2011,Garage,,Open,GARAGE,Vacant,True,True,6320,S,CAMPBELL,AVE,60629.0,1160789.70083271,1862670.24028558,15.0,8.0,66.0,41.778856127871315,-87.68608094997809,"(41.77885612787131, -87.68608094997809)",2011-01-05,66
Vacant/Abandoned Building,11-00023205,01/05/2011,Garage,,Open,GARAGE,Occupied,True,True,6318,S,CAMPBELL,AVE,60629.0,1160789.30083271,1862683.64028558,15.0,8.0,66.0,41.7788929075944,-87.68608204665856,"(41.7788929075944, -87.68608204665856)",2011-01-05,66
Vacant/Abandoned Building,11-00023233,01/05/2011,Front,,Open,FRONT,Vacant,True,True,6324,S,CAMPBELL,AVE,60629.0,1160790.50083271,1862643.44028558,15.0,8.0,66.0,41.77878256842442,-87.68607875662016,"(41.77878256842442, -87.68607875662015)",2011-01-05,66
Vacant/Abandoned Building,11-00023242,01/05/2011,Front,,Open,FRONT AND BACK DOOR OPEN NOT BOARDED UP,Vacant,False,False,7407,S,UNION,AVE,60621.0,1172914.82973149,1855770.83187003,17.0,7.0,68.0,41.759664293237016,-87.64183263544437,"(41.759664293237016, -87.64183263544437)",2011-01-05,68
