SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,14-00018955,01/06/2014,Front,,Open,,Vacant,False,False,3621,W,ROOSEVELT,RD,60624.0,1152347.56007647,1894469.15792898,24.0,10.0,29.0,41.866286822224325,-87.71619347544535,"(41.866286822224325, -87.71619347544535)",2014-01-06
Vacant/Abandoned Building,14-00019191,01/06/2014,Front,,Open,,Vacant,False,False,3625,W,ROOSEVELT,RD,60624.0,1152307.46007647,1894468.65792898,24.0,10.0,29.0,41.86628624112874,-87.7163407003135,"(41.86628624112874, -87.7163407003135)",2014-01-06
Vacant/Abandoned Building,14-00019194,01/06/2014,Front,,Open,REAR,Vacant,False,False,6148,S,MORGAN,ST,60621.0,1170698.4308323,1864049.60607533,16.0,7.0,68.0,41.7824308663547,-87.64971452356545,"(41.7824308663547, -87.64971452356546)",2014-01-06
Vacant/Abandoned Building,14-00019262,01/06/2014,Front,,Open,FRONT,Vacant,False,False,6146,S,MORGAN,ST,60621.0,1170698.1308323,1864063.00607533,16.0,7.0,68.0,41.78246764406632,-87.64971523286509,"(41.782467644066315, -87.64971523286509)",2014-01-06
Vacant/Abandoned Building,14-00019691,01/06/2014,Front,,Open,,Vacant,False,True,16,E,117TH,ST,60628.0,1178438.50770992,1827382.63002497,9.0,5.0,53.0,41.681639739474655,-87.62244766726539,"(41.681639739474655, -87.62244766726539)",2014-01-06
Vacant/Abandoned Building,14-00019731,01/06/2014,Front,,Open,FRONT AND REAR,Vacant,True,False,5426,S,JUSTINE,ST,60609.0,1166927.28147224,1868743.06187692,16.0,9.0,61.0,41.79539172154762,-87.66340655398808,"(41.79539172154762, -87.66340655398808)",2014-01-06
Vacant/Abandoned Building,14-00019989,01/06/2014,Front,,Open,,Vacant,True,False,5424,S,JUSTINE,ST,60609.0,1166926.98147224,1868756.46187692,16.0,9.0,61.0,41.79542849915053,-87.66340727116095,"(41.795428499150525, -87.66340727116095)",2014-01-06
Vacant/Abandoned Building,14-00019993,01/06/2014,Front,,Open,,Vacant,True,True,5420,S,JUSTINE,ST,60609.0,1166926.18147224,1868783.26187692,16.0,9.0,61.0,41.79550205863265,-87.66340943891507,"(41.79550205863265, -87.66340943891507)",2014-01-06
Vacant/Abandoned Building,14-00022651,01/07/2014,Front,,Open,,Vacant,False,False,6448,S,WOLCOTT,AVE,60636.0,1164792.56618864,1861924.73197044,15.0,7.0,67.0,41.77672674018946,-87.67142710461914,"(41.77672674018946, -87.67142710461914)",2014-01-07
Vacant/Abandoned Building,14-00022659,01/07/2014,Front,,Open,,Vacant,False,False,6414,S,WOOD,ST,60636.0,1165441.79139095,1862150.17751589,15.0,7.0,67.0,41.77733165499094,-87.66904068096001,"(41.77733165499094, -87.66904068096)",2014-01-07
Vacant/Abandoned Building,14-00022669,01/07/2014,Front,,Open,,Vacant,True,False,5230,S,LOWE,AVE,60609.0,1172853.08399727,1870206.41142953,3.0,9.0,61.0,41.79927852822098,-87.64163336410631,"(41.799278528220974, -87.64163336410631)",2014-01-07
Vacant/Abandoned Building,14-00006738,01/02/2014,Front,,Open,,Vacant,True,False,4003,S,BRIGHTON,PL,60632.0,1159062.75867131,1877955.48909766,12.0,9.0,58.0,41.82083636536058,-87.69199400074581,"(41.820836365360584, -87.69199400074582)",2014-01-02
Vacant/Abandoned Building,14-00008734,01/03/2014,,,,,,,,4457,W,LEXINGTON,ST,60624.0,1146681.92338954,1896339.08422518,24.0,11.0,26.0,41.8715280116734,-87.73694503925749,"(41.8715280116734, -87.73694503925749)",2014-01-03
Vacant/Abandoned Building,14-00009068,01/03/2014,,,,,,,,20,E,117TH,ST,60628.0,1178462.40770992,1827383.33002497,9.0,5.0,53.0,41.68164111919167,-87.62236015943937,"(41.68164111919167, -87.62236015943937)",2014-01-03
Vacant/Abandoned Building,14-00012802,01/04/2014,Front,,Open,REAR DOOR,Vacant,False,True,738,S,KEDVALE,AVE,60624.0,1148835.00622861,1896407.5393661999,24.0,11.0,26.0,41.8716745385609,-87.7290383895079,"(41.87167453856091, -87.7290383895079)",2014-01-04
Vacant/Abandoned Building,14-00018947,01/06/2014,Front,,Open,REAR,Vacant,False,False,5742,S,PEORIA,ST,60621.0,1171287.95496619,1866761.19470977,16.0,7.0,68.0,41.78985889262892,-87.64747386216112,"(41.78985889262892, -87.64747386216112)",2014-01-06
Vacant/Abandoned Building,14-00019027,01/06/2014,Front,,Open,REAR,Vacant,False,False,5745,S,PEORIA,ST,60621.0,1171288.55496619,1866741.09470977,16.0,7.0,68.0,41.789803722841185,-87.6474722500918,"(41.78980372284118, -87.6474722500918)",2014-01-06
Vacant/Abandoned Building,14-00027679,01/08/2014,Front,,Open,,Vacant,False,False,11823,S,LOWE,AVE,60628.0,1174094.80699074,1826487.02102192,34.0,5.0,53.0,41.67927929797076,-87.63837440013674,"(41.67927929797076, -87.63837440013674)",2014-01-08
Vacant/Abandoned Building,14-00027685,01/08/2014,Front,,Open,,Vacant,False,False,6449,S,HERMITAGE,AVE,60636.0,1165777.07763097,1861924.06887613,15.0,7.0,67.0,41.77670406965136,-87.66781793581006,"(41.77670406965136, -87.66781793581008)",2014-01-08
Vacant/Abandoned Building,14-00033844,01/09/2014,,,,,,,,4959,S,HOYNE,AVE,60609.0,1163199.99080914,1871691.00008006,16.0,9.0,61.0,41.803560124886154,-87.67699211645868,"(41.80356012488616, -87.67699211645869)",2014-01-09
Vacant/Abandoned Building,14-00034947,01/09/2014,Front,,Open,FRONT,Vacant,True,False,2661,W,24TH,PL,60608.0,1159005.90311924,1887740.60009074,12.0,10.0,30.0,41.84768900523575,-87.69193454149574,"(41.84768900523575, -87.69193454149573)",2014-01-09
Vacant/Abandoned Building,14-00038589,01/10/2014,Front,,Open,FRONT AND REAR,Vacant,False,False,7829,S,EMERALD,AVE,60620.0,1172662.0793,1852819.166775,17.0,6.0,71.0,41.75157012445261,-87.64284578351162,"(41.751570124452606, -87.64284578351163)",2014-01-10
Vacant/Abandoned Building,14-00024666,01/07/2014,Front,,Open,BACK WINDOWS AND GARAGE,Vacant,False,False,7311,S,ABERDEEN,ST,60621.0,1170247.82916804,1856327.85957969,17.0,7.0,68.0,41.76125126288429,-87.65159096514735,"(41.76125126288429, -87.65159096514734)",2014-01-07
Vacant/Abandoned Building,14-00029766,01/08/2014,Front,,Open,THE ENTRY IS THE FRONT DOOR IT LOOKS AS IF ITS LOCKED BUT IT IS OPEN.,Vacant,False,True,7301,S,ABERDEEN,ST,60621.0,1170246.02916804,1856394.95957969,17.0,7.0,68.0,41.76143543302597,-87.65159561327137,"(41.76143543302597, -87.65159561327137)",2014-01-08
Vacant/Abandoned Building,14-00030403,01/08/2014,Front,,Open,ALL AROUND,Vacant,False,False,5942,S,CARPENTER,ST,60621.0,1170329.60741233,1865407.72026718,16.0,7.0,68.0,41.78616572882279,-87.65102722141546,"(41.78616572882279, -87.65102722141545)",2014-01-08
