,route,date,daytype,rides
141015,1,2004-04-01,W,3089
141016,2,2004-04-01,W,2745
141017,3,2004-04-01,W,24162
141018,4,2004-04-01,W,26498
141019,6,2004-04-01,W,9103
141020,7,2004-04-01,W,5918
141021,8,2004-04-01,W,20062
141022,9,2004-04-01,W,32108
141023,11,2004-04-01,W,3337
141024,12,2004-04-01,W,10792
141025,14,2004-04-01,W,12092
141026,15,2004-04-01,W,10120
141027,17,2004-04-01,W,662
141028,18,2004-04-01,W,1574
141029,19,2004-04-01,W,528
141030,20,2004-04-01,W,25617
141031,21,2004-04-01,W,7763
141032,22,2004-04-01,W,19742
141033,24,2004-04-01,W,5062
141034,25,2004-04-01,W,374
141035,26,2004-04-01,W,1991
141036,28,2004-04-01,W,11858
141037,29,2004-04-01,W,16682
141038,30,2004-04-01,W,3769
141039,33,2004-04-01,W,758
141040,34,2004-04-01,W,7118
141041,35,2004-04-01,W,6254
141042,36,2004-04-01,W,15969
141043,37,2004-04-01,W,2829
141044,39,2004-04-01,W,1812
141045,43,2004-04-01,W,1392
141046,44,2004-04-01,W,6767
141047,47,2004-04-01,W,11784
141048,48,2004-04-01,W,1625
141049,49,2004-04-01,W,22628
141050,50,2004-04-01,W,8279
141051,51,2004-04-01,W,2869
141052,52,2004-04-01,W,11832
141053,53,2004-04-01,W,23239
141054,54,2004-04-01,W,11756
141055,55,2004-04-01,W,13578
141056,56,2004-04-01,W,14178
141057,57,2004-04-01,W,3642
141058,59,2004-04-01,W,4518
141059,60,2004-04-01,W,14451
141060,62,2004-04-01,W,15634
141061,63,2004-04-01,W,24052
141062,64,2004-04-01,W,210
141063,65,2004-04-01,W,6294
141064,66,2004-04-01,W,21416
141065,67,2004-04-01,W,14719
141066,68,2004-04-01,W,1437
141067,69,2004-04-01,W,381
141068,70,2004-04-01,W,10751
141069,71,2004-04-01,W,12420
141070,72,2004-04-01,W,14898
141071,73,2004-04-01,W,5990
141072,74,2004-04-01,W,12757
141073,75,2004-04-01,W,8291
141074,76,2004-04-01,W,12847
141075,77,2004-04-01,W,21464
141076,78,2004-04-01,W,8493
141077,79,2004-04-01,W,34359
141078,80,2004-04-01,W,11271
141079,81,2004-04-01,W,14604
141080,82,2004-04-01,W,18487
141081,84,2004-04-01,W,5912
141082,85,2004-04-01,W,12703
141083,86,2004-04-01,W,2055
141084,87,2004-04-01,W,17340
141085,88,2004-04-01,W,2143
141086,90,2004-04-01,W,4189
141087,91,2004-04-01,W,8938
141088,92,2004-04-01,W,8092
141089,93,2004-04-01,W,3019
141090,94,2004-04-01,W,11335
141091,96,2004-04-01,W,1059
141092,97,2004-04-01,W,3939
141093,100,2004-04-01,W,903
141094,103,2004-04-01,W,3777
141095,106,2004-04-01,W,2294
141096,108,2004-04-01,W,3094
141097,111,2004-04-01,W,6049
141098,112,2004-04-01,W,3956
141099,119,2004-04-01,W,5736
141100,120,2004-04-01,W,1740
141101,121,2004-04-01,W,2272
141102,122,2004-04-01,W,576
141103,123,2004-04-01,W,1006
141104,124,2004-04-01,W,1544
141105,125,2004-04-01,W,3051
141106,126,2004-04-01,W,9721
141107,127,2004-04-01,W,304
141108,129,2004-04-01,W,902
141109,134,2004-04-01,W,1488
141110,135,2004-04-01,W,1482
141111,136,2004-04-01,W,2226
141112,143,2004-04-01,W,1014
141113,144,2004-04-01,W,1233
141114,145,2004-04-01,W,4590
141115,146,2004-04-01,W,12739
141116,147,2004-04-01,W,10092
141117,151,2004-04-01,W,20439
141118,152,2004-04-01,W,11573
141119,155,2004-04-01,W,7200
141120,156,2004-04-01,W,8590
141121,157,2004-04-01,W,2829
141122,168,2004-04-01,W,81
141123,169,2004-04-01,W,262
141124,170,2004-04-01,W,242
141125,171,2004-04-01,W,1365
141126,172,2004-04-01,W,1245
141127,173,2004-04-01,W,179
141128,200,2004-04-01,W,42
141129,201,2004-04-01,W,1637
141130,205,2004-04-01,W,1064
141131,206,2004-04-01,W,916
141132,49A,2004-04-01,W,850
141133,49B,2004-04-01,W,4652
141134,52A,2004-04-01,W,7438
141135,53A,2004-04-01,W,9786
141136,54A,2004-04-01,W,1179
141137,54B,2004-04-01,W,4705
141138,55N,2004-04-01,W,940
141139,56A,2004-04-01,W,552
141140,62H,2004-04-01,W,762
141141,63W,2004-04-01,W,1978
141142,81W,2004-04-01,W,1576
141143,85A,2004-04-01,W,908
141144,8A,2004-04-01,W,3778
141145,90N,2004-04-01,W,496
141146,95E,2004-04-01,W,6641
141147,95W,2004-04-01,W,4832
141148,X49,2004-04-01,W,8158
141149,X55,2004-04-01,W,2385
141150,X80,2004-04-01,W,1467
141151,X98,2004-04-01,W,232
141152,1,2004-04-02,W,3603
141153,2,2004-04-02,W,1973
141154,3,2004-04-02,W,25321
141155,4,2004-04-02,W,25655
141156,6,2004-04-02,W,9739
141157,7,2004-04-02,W,6116
141158,8,2004-04-02,W,20697
141159,9,2004-04-02,W,33501
141160,11,2004-04-02,W,3452
141161,12,2004-04-02,W,11342
141162,14,2004-04-02,W,12922
141163,15,2004-04-02,W,9250
141164,17,2004-04-02,W,468
141165,18,2004-04-02,W,1569
141166,19,2004-04-02,W,507
141167,20,2004-04-02,W,24575
141168,21,2004-04-02,W,7680
141169,22,2004-04-02,W,21330
141170,24,2004-04-02,W,4493
141171,25,2004-04-02,W,616
141172,26,2004-04-02,W,1492
141173,28,2004-04-02,W,11238
141174,29,2004-04-02,W,15424
141175,30,2004-04-02,W,4031
141176,33,2004-04-02,W,784
141177,34,2004-04-02,W,6864
141178,35,2004-04-02,W,5985
141179,36,2004-04-02,W,16324
141180,37,2004-04-02,W,2875
141181,39,2004-04-02,W,1837
141182,43,2004-04-02,W,1532
141183,44,2004-04-02,W,7831
141184,47,2004-04-02,W,11938
141185,48,2004-04-02,W,1471
141186,49,2004-04-02,W,24050
141187,50,2004-04-02,W,7987
141188,51,2004-04-02,W,2750
141189,52,2004-04-02,W,12259
141190,53,2004-04-02,W,24146
141191,54,2004-04-02,W,13136
141192,55,2004-04-02,W,15903
141193,56,2004-04-02,W,14825
141194,57,2004-04-02,W,3545
141195,59,2004-04-02,W,4527
141196,60,2004-04-02,W,14340
141197,62,2004-04-02,W,15633
141198,63,2004-04-02,W,25875
141199,64,2004-04-02,W,177
141200,65,2004-04-02,W,5772
141201,66,2004-04-02,W,22090
141202,67,2004-04-02,W,14819
141203,68,2004-04-02,W,1471
141204,69,2004-04-02,W,401
141205,70,2004-04-02,W,10714
141206,71,2004-04-02,W,11094
141207,72,2004-04-02,W,15791
141208,73,2004-04-02,W,5439
141209,74,2004-04-02,W,13658
141210,75,2004-04-02,W,8845
141211,76,2004-04-02,W,12904
141212,77,2004-04-02,W,21373
141213,78,2004-04-02,W,8557
141214,79,2004-04-02,W,35740
141215,80,2004-04-02,W,10749
141216,81,2004-04-02,W,14530
141217,82,2004-04-02,W,20072
141218,84,2004-04-02,W,4240
141219,85,2004-04-02,W,14088
141220,86,2004-04-02,W,1642
141221,87,2004-04-02,W,18484
141222,88,2004-04-02,W,2138
141223,90,2004-04-02,W,4158
141224,91,2004-04-02,W,9498
141225,92,2004-04-02,W,7397
141226,93,2004-04-02,W,3160
141227,94,2004-04-02,W,10868
141228,96,2004-04-02,W,794
141229,97,2004-04-02,W,3821
141230,100,2004-04-02,W,1019
141231,103,2004-04-02,W,4162
141232,106,2004-04-02,W,1809
141233,108,2004-04-02,W,3326
141234,111,2004-04-02,W,6553
141235,112,2004-04-02,W,4444
141236,119,2004-04-02,W,6480
141237,120,2004-04-02,W,2595
141238,121,2004-04-02,W,2215
141239,122,2004-04-02,W,95
141240,123,2004-04-02,W,715
141241,124,2004-04-02,W,1299
141242,125,2004-04-02,W,2153
141243,126,2004-04-02,W,9900
141244,127,2004-04-02,W,303
141245,129,2004-04-02,W,609
141246,134,2004-04-02,W,1277
141247,135,2004-04-02,W,1660
141248,136,2004-04-02,W,1940
141249,143,2004-04-02,W,1006
141250,144,2004-04-02,W,1145
141251,145,2004-04-02,W,4085
141252,146,2004-04-02,W,12523
141253,147,2004-04-02,W,10330
141254,151,2004-04-02,W,19636
141255,152,2004-04-02,W,11021
141256,155,2004-04-02,W,6240
141257,156,2004-04-02,W,8497
141258,157,2004-04-02,W,2692
141259,168,2004-04-02,W,211
141260,169,2004-04-02,W,288
141261,170,2004-04-02,W,238
141262,171,2004-04-02,W,895
141263,172,2004-04-02,W,935
141264,173,2004-04-02,W,248
141265,200,2004-04-02,W,92
141266,201,2004-04-02,W,1592
141267,205,2004-04-02,W,1261
141268,206,2004-04-02,W,785
141269,49A,2004-04-02,W,654
141270,49B,2004-04-02,W,5329
141271,52A,2004-04-02,W,7450
141272,53A,2004-04-02,W,8728
141273,54A,2004-04-02,W,1267
141274,54B,2004-04-02,W,5025
141275,55N,2004-04-02,W,853
141276,56A,2004-04-02,W,819
141277,62H,2004-04-02,W,1440
