,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
75035,04/01/2012,Completed - Dup,04/02/2012,12-00700185,Pot Hole in Street,,,,1 W CONGRESS PKWY,60605.0,1176445.90443035,1898062.6449725,2.0,1.0,32.0,,41.87552795786593,-87.6276711442487,"(41.87552795786593, -87.6276711442487)",2012-04-01
75036,04/01/2012,Completed - Dup,04/02/2012,12-00700299,Pot Hole in Street,,,,4945 W MADISON ST,60644.0,1143264.43001868,1899565.15997834,28.0,15.0,25.0,,41.88033645944176,-87.74933239487297,"(41.880336459441764, -87.74933239487297)",2012-04-01
75037,04/01/2012,Completed - Dup,04/02/2012,12-00700337,Pot Hole in Street,,,,5401 W WALTON ST,60651.0,1140131.15378666,1905805.35006842,37.0,15.0,25.0,,41.89751654501558,-87.7608791031601,"(41.89751654501558, -87.7608791031601)",2012-04-01
75038,04/01/2012,Completed - Dup,04/02/2012,12-00700534,Pot Hole in Street,,,,2106 W 83RD ST,60620.0,1163738.57529588,1849592.559187,18.0,6.0,71.0,,41.74301647807873,-87.67571594526346,"(41.74301647807873, -87.67571594526346)",2012-04-01
75039,04/01/2012,Completed - Dup,04/02/2012,12-00701033,Pot Hole in Street,,,,3900 N ST LOUIS AVE,60618.0,1152363.09490547,1925705.68989223,35.0,17.0,16.0,,41.952091033265795,-87.71545984341438,"(41.952091033265795, -87.71545984341438)",2012-04-01
75040,04/01/2012,Completed - Dup,04/02/2012,12-00701041,Pot Hole in Street,,,,7444 S WENTWORTH AVE,60621.0,1176250.76059966,1855613.16011923,17.0,7.0,69.0,,41.75863725959163,-87.62976712359179,"(41.75863725959163, -87.62976712359178)",2012-04-01
75041,04/01/2012,Completed,04/02/2012,12-00700454,Pot Hole in Street,Dispatch Crew,Pothole Patched,1.0,3550 W LAKE ST,60624.0,1153016.06008291,1901212.26790402,28.0,11.0,27.0,,41.88500020675298,-87.71551603248041,"(41.885000206752984, -87.7155160324804)",2012-04-01
75042,04/01/2012,Completed,04/02/2012,12-00700700,Pot Hole in Street,Dispatch Crew,Pothole Patched,21.0,9300 S EMERALD AVE,60620.0,1172943.15368094,1843185.42771656,21.0,22.0,73.0,,41.72503423621922,-87.64224356462107,"(41.725034236219216, -87.64224356462107)",2012-04-01
75043,04/01/2012,Completed,04/02/2012,12-00700779,Pot Hole in Street,Dispatch Crew,Pothole Patched,30.0,10 N DAMEN AVE,60612.0,1163076.54709299,1900116.11720945,2.0,13.0,28.0,,41.88161179480892,-87.67679302434374,"(41.88161179480892, -87.67679302434374)",2012-04-01
75044,04/01/2012,Completed,04/02/2012,12-00701051,Pot Hole in Street,Dispatch Crew,Pothole Patched,2.0,2000 W FULLERTON AVE,60647.0,1162614.70988649,1915951.04987793,32.0,14.0,22.0,,41.92513494374925,-87.67796354553816,"(41.92513494374925, -87.67796354553815)",2012-04-01
