,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
6994,08/13/2012,Completed - Dup,08/14/2012,12-01447793,Street Light - 1/Out,8800 S HAMILTON AVE,60620.0,,,,,,,,,2012-08-13
7093,08/13/2012,Completed - Dup,08/14/2012,12-01447794,Street Light - 1/Out,8800 S HAMILTON AVE,60620.0,,,,,,,,,2012-08-13
35442,08/01/2012,Completed - Dup,08/01/2012,12-01373559,Street Light - 1/Out,1533 N LECLAIRE AVE,60651.0,1142092.25379056,1909715.53092701,37.0,25.0,25.0,41.90832086041872,-87.75346383633871,"(41.90832086041872,-87.75346383633872)",2012-08-01
35443,08/01/2012,Completed - Dup,08/01/2012,12-01373653,Street Light - 1/Out,10130 S RHODES AVE,60628.0,1181696.43800056,1837913.71340272,9.0,5.0,49.0,41.7104640693765,-87.61019828754011,"(41.7104640693765,-87.61019828754011)",2012-08-01
35444,08/01/2012,Completed - Dup,08/01/2012,12-01378354,Street Light - 1/Out,4816 S LAMON AVE,60638.0,1144504.59933399,1872251.98760675,23.0,8.0,56.0,41.805470858273466,-87.74554411310753,"(41.805470858273466,-87.74554411310753)",2012-08-01
35445,08/01/2012,Completed - Dup,08/02/2012,12-01373493,Street Light - 1/Out,6900 S ARTESIAN AVE,60629.0,1161232.75779867,1858832.32527742,15.0,8.0,66.0,41.768315186881814,-87.68456279950358,"(41.768315186881814,-87.68456279950358)",2012-08-01
35446,08/01/2012,Completed - Dup,08/02/2012,12-01373647,Street Light - 1/Out,2165 E 97TH ST,60617.0,1192087.4403696002,1841063.21680579,7.0,4.0,51.0,41.718860864306116,-87.57204307316906,"(41.71886086430612,-87.57204307316906)",2012-08-01
35447,08/01/2012,Completed - Dup,08/02/2012,12-01374993,Street Light - 1/Out,1300 S WABASH AVE,60605.0,1176971.60039925,1894467.4697296002,2.0,1.0,33.0,41.86576085749853,-87.6257970326672,"(41.865760857498536,-87.62579703266721)",2012-08-01
35448,08/01/2012,Completed - Dup,08/02/2012,12-01375203,Street Light - 1/Out,11013 S LAWNDALE AVE,60655.0,1153641.04677332,1831317.75471098,19.0,22.0,74.0,41.6929641288624,-87.71311705696972,"(41.6929641288624,-87.71311705696972)",2012-08-01
35449,08/01/2012,Completed - Dup,08/02/2012,12-01375670,Street Light - 1/Out,1028 N WINCHESTER AVE,60622.0,1163215.8060303002,1906867.05883423,1.0,13.0,24.0,41.90008636924414,-87.6759464816114,"(41.90008636924414,-87.6759464816114)",2012-08-01
