SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,12-01552028,09/01/2012,Rear,,Open,,Vacant,False,True,10700,S,MORGAN,ST,60643.0,1171548.05980699,1833869.09468208,34.0,22.0,75.0,41.699592883182525,-87.64748141108318,"(41.69959288318252, -87.64748141108318)",2012-09-01
Vacant/Abandoned Building,12-01552198,09/01/2012,Front,,Open,FRONT AND REAR,Vacant,False,True,6747,S,ABERDEEN,ST,60621.0,1170145.25632871,1860063.68662575,17.0,7.0,68.0,41.77150507265205,-87.65185842127514,"(41.77150507265205, -87.65185842127514)",2012-09-01
Vacant/Abandoned Building,12-01552488,09/01/2012,Front,,Open,FRONT AND BACK,Vacant,False,False,1457,S,KEDVALE,AVE,60623.0,1148953.75441809,1892670.80081147,24.0,10.0,29.0,41.86141818771323,-87.7286990408984,"(41.861418187713234, -87.72869904089839)",2012-09-01
Vacant/Abandoned Building,12-01552495,09/01/2012,Front,,Open,FRONT AND BACK,Vacant,False,False,1459,S,KEDVALE,AVE,60623.0,1148954.15441809,1892657.40081147,24.0,10.0,29.0,41.86138140875247,-87.72869791897774,"(41.861381408752464, -87.72869791897774)",2012-09-01
Vacant/Abandoned Building,12-01552501,09/01/2012,Front,,Open,FRONT AND BACK,Vacant,False,False,1459,S,KEDVALE,AVE,60623.0,1148954.15441809,1892657.40081147,24.0,10.0,29.0,41.86138140875247,-87.72869791897774,"(41.861381408752464, -87.72869791897774)",2012-09-01
Vacant/Abandoned Building,12-01552613,09/01/2012,Front,,Open,WINDOWS AND DOORS,Vacant,False,False,7824,S,STEWART,AVE,60620.0,1174996.30152872,1853178.60090795,17.0,6.0,69.0,41.752504731699055,-87.63428129628439,"(41.752504731699055, -87.63428129628439)",2012-09-01
Vacant/Abandoned Building,12-01552751,09/01/2012,Front,,Open,,Vacant,True,True,1932,N,MONTICELLO,AVE,60647.0,1151733.75536846,1912714.03607259,26.0,25.0,22.0,41.9163647147637,-87.7179664689158,"(41.9163647147637, -87.71796646891579)",2012-09-01
Vacant/Abandoned Building,12-01553068,09/01/2012,Front,,Open,2ND FLOOR,Vacant,False,False,325,S,MOZART,ST,60612.0,1157435.99852667,1898430.11481818,2.0,11.0,27.0,41.877054187220274,-87.69740555810478,"(41.87705418722027, -87.69740555810478)",2012-09-01
Vacant/Abandoned Building,12-01553115,09/01/2012,Rear,,Open,BASEMENT DOOR,Vacant,False,True,1624,N,TRIPP,AVE,60639.0,1147807.66787411,1910456.28829383,30.0,25.0,23.0,41.91024562850698,-87.73244899232769,"(41.91024562850698, -87.73244899232768)",2012-09-01
Vacant/Abandoned Building,12-01553135,09/01/2012,Front,,Open,DOORS/WINDOWS,Vacant,False,False,2100,W,69TH,ST,60636.0,1163551.96172665,1858885.95176674,17.0,7.0,67.0,41.76841402603676,-87.67606026382037,"(41.76841402603676, -87.67606026382037)",2012-09-01
Vacant/Abandoned Building,12-01553162,09/01/2012,Front,,Open,SIDE AND REAR,Vacant,False,True,1440,N,LARAMIE,AVE,60651.0,1141439.51147481,1909086.40981647,37.0,25.0,25.0,41.90660656481719,-87.75587727447163,"(41.90660656481719, -87.75587727447163)",2012-09-01
Vacant/Abandoned Building,12-01553807,09/02/2012,Front,,Open,REAR WINDOW OPEN,Vacant,False,True,4301,S,SPAULDING,AVE,60632.0,1155065.53009947,1875942.57737818,14.0,8.0,58.0,41.81539360946978,-87.70671171396972,"(41.81539360946978, -87.70671171396974)",2012-09-02
Vacant/Abandoned Building,12-01554027,09/02/2012,Front,,Open,REAR DOOR,Vacant,False,False,4530,S,LAVERGNE,AVE,60638.0,1143786.24908451,1874136.7743211002,23.0,8.0,56.0,41.81065645977442,-87.74813170904842,"(41.81065645977442, -87.74813170904842)",2012-09-02
Vacant/Abandoned Building,12-01554029,09/02/2012,Front,,Open,REAR DOOR OPNED,Vacant,False,False,5410,S,MAY,ST,60609.0,1169571.59948547,1868920.91340733,16.0,9.0,61.0,41.7958228082208,-87.65370462476395,"(41.7958228082208, -87.65370462476393)",2012-09-02
Vacant/Abandoned Building,12-01554415,09/02/2012,Front,,Open,"REAR, FRONT IS BOARDED",Vacant,False,True,6515,S,DREXEL,AVE,60637.0,1183345.79996733,1862002.68158048,20.0,3.0,42.0,41.776528640363615,-87.60340977610338,"(41.77652864036362, -87.60340977610338)",2012-09-02
Vacant/Abandoned Building,12-01554588,09/02/2012,Front,,Open,FRONT SIDE AND REAR,Vacant,False,True,4853,N,WESTERN,AVE,60625.0,1159485.22571123,1932282.38990284,47.0,20.0,4.0,41.9699053355061,-87.68894734790705,"(41.969905335506105, -87.68894734790705)",2012-09-02
Vacant/Abandoned Building,12-01554982,09/03/2012,Rear,,Open,REAR,Vacant,True,False,2518,W,59TH,ST,60629.0,1160521.53177211,1865458.39350644,16.0,8.0,63.0,41.786512738640255,-87.68698725067745,"(41.786512738640255, -87.68698725067746)",2012-09-03
Vacant/Abandoned Building,12-01555480,09/03/2012,Front,,Boarded,,Vacant,False,False,2335,W,MAYPOLE,AVE,60612.0,1160688.02003152,1900943.0699847,2.0,13.0,28.0,41.88388322179375,-87.68539541552799,"(41.88388322179375, -87.68539541552798)",2012-09-03
Vacant/Abandoned Building,12-01555626,09/03/2012,Front,,Open,ALL REAR DOORS..,Vacant,False,False,1016,W,59TH,ST,60621.0,1170654.46168025,1865698.37441354,16.0,7.0,68.0,41.786956236936895,-87.6498276741365,"(41.7869562369369, -87.6498276741365)",2012-09-03
Vacant/Abandoned Building,12-01555723,09/03/2012,Front,,Open,FRONT AND REAR,Vacant,False,True,5207,S,GREEN,ST,60609.0,1171520.82002869,1870333.56757996,3.0,9.0,61.0,41.79965677303761,-87.6465153635973,"(41.79965677303761, -87.64651536359729)",2012-09-03
Vacant/Abandoned Building,12-01556028,09/03/2012,Front,,Open,FRONT,Vacant,False,False,6836,S,RIDGELAND,AVE,60649.0,1189044.65747107,1859991.03481269,5.0,3.0,43.0,41.770873884341185,-87.58258274808604,"(41.77087388434119, -87.58258274808603)",2012-09-03
Vacant/Abandoned Building,12-01557118,09/04/2012,Front,,Open,,Vacant,False,False,6218,S,DR MARTIN LUTHER KING JR,DR,60637.0,1179987.76047658,1863873.59999583,20.0,3.0,40.0,41.78174017947389,-87.61566281589154,"(41.781740179473886, -87.61566281589153)",2012-09-04
Vacant/Abandoned Building,12-01557144,09/04/2012,Front,,Open,FRONT AND REAR DOOR,Vacant,False,True,9119,S,WOODLAWN,AVE,60619.0,1185804.53997973,1844762.93998662,8.0,4.0,47.0,41.7291634728538,-87.5949386825943,"(41.7291634728538, -87.59493868259429)",2012-09-04
Vacant/Abandoned Building,12-01557158,09/04/2012,Rear,,Open,REAR,Vacant,False,True,45,E,50TH,ST,60615.0,1177560.99868837,1871890.90998999,3.0,2.0,38.0,41.80379569299409,-87.62431743582826,"(41.803795692994086, -87.62431743582827)",2012-09-04
Vacant/Abandoned Building,12-01557237,09/04/2012,Front,,Open,,Vacant,False,False,8118,S,ESCANABA,AVE,60617.0,1196907.46478094,1851699.35061968,7.0,4.0,46.0,41.74792897175156,-87.55403657899576,"(41.74792897175156, -87.55403657899576)",2012-09-04
