,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
127471,09/01/2012,Completed - Dup,09/04/2012,12-01552275,Pot Hole in Street,,,,5440 N MILWAUKEE AVE,60630.0,1136876.41869093,1935921.72907519,45.0,16.0,11.0,,41.980293702084175,-87.77213909976561,"(41.98029370208417, -87.77213909976561)",2012-09-01
127472,09/01/2012,Completed - Dup,09/04/2012,12-01552312,Pot Hole in Street,,,,6628 W IMLAY ST,60631.0,1131003.74506815,1942739.22722255,41.0,16.0,10.0,,41.99925117318578,-87.79348477870046,"(41.99925117318578, -87.79348477870047)",2012-09-01
127473,09/01/2012,Completed - Dup,09/04/2012,12-01552320,Pot Hole in Street,,,,6617 W IMLAY ST,60631.0,1131124.23282084,1942740.21336773,41.0,16.0,10.0,,41.99903441790754,-87.79301295019945,"(41.99903441790754, -87.79301295019945)",2012-09-01
127474,09/01/2012,Completed - Dup,09/04/2012,12-01552331,Pot Hole in Street,,,,6615 W IMLAY ST,60631.0,1131146.13282084,1942740.41336773,41.0,16.0,10.0,,41.99903491582649,-87.79293470929251,"(41.99903491582649, -87.79293470929252)",2012-09-01
127475,09/01/2012,Completed - Dup,09/04/2012,12-01552336,Pot Hole in Street,,,,6624 W IMLAY ST,60631.0,1131047.54506815,1942739.52722255,41.0,16.0,10.0,,41.99925206497026,-87.79332829522095,"(41.999252064970264, -87.79332829522095)",2012-09-01
127476,09/01/2012,Completed - Dup,09/04/2012,12-01552340,Pot Hole in Street,,,,6624 W IMLAY ST,60631.0,1131047.54506815,1942739.52722255,41.0,16.0,10.0,,41.99925206497026,-87.79332829522095,"(41.999252064970264, -87.79332829522095)",2012-09-01
127477,09/01/2012,Completed - Dup,09/04/2012,12-01553017,Pot Hole in Street,,,,400 N HOYNE AVE,60612.0,1162337.27142159,1902706.46741821,27.0,13.0,24.0,,41.88873537927415,-87.67943805968343,"(41.88873537927415, -87.67943805968343)",2012-09-01
127478,09/01/2012,Completed - Dup,09/12/2012,12-01552727,Pot Hole in Street,,,,4138 S COTTAGE GROVE AVE,60653.0,1182298.29833221,1877625.94412155,4.0,2.0,38.0,47.0,41.819303408013674,-87.6069059646785,"(41.819303408013674, -87.6069059646785)",2012-09-01
127479,09/01/2012,Completed - Dup,09/18/2012,12-01552406,Pot Hole in Street,,,,2400 W ARMITAGE AVE,60647.0,1160047.01609855,1913213.57448841,1.0,14.0,22.0,33.0,41.91767732854093,-87.68746987720499,"(41.91767732854093, -87.68746987720498)",2012-09-01
127480,09/01/2012,Completed - Dup,10/19/2012,12-01552944,Pot Hole in Street,,,,2400 N AVERS AVE,60647.0,1150314.35166807,1915678.94650715,30.0,25.0,22.0,,41.92461607635021,-87.72325553509,"(41.92461607635021, -87.72325553509)",2012-09-01
