,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
10464,04/01/2013,Completed,04/01/2013,13-00362280,Sanitation Code Violation,Overflowing carts,1340 W GRANVILLE AVE,60660.0,1166127.02001164,1941299.83912383,48.0,24.0,77.0,41.99450980388771,-87.66426629901565,"(41.99450980388771, -87.66426629901565)",2013-04-01
10465,04/01/2013,Completed,04/01/2013,13-00362298,Sanitation Code Violation,Garbage in alley,3011 E 80TH ST,60617.0,1197693.98010338,1852503.85723174,7.0,4.0,46.0,41.75011701258171,-87.5511278025852,"(41.75011701258171, -87.55112780258521)",2013-04-01
10466,04/01/2013,Completed,04/01/2013,13-00362317,Sanitation Code Violation,Garbage in alley,9909 S BENSLEY AVE,60617.0,1194456.24490565,1839750.67750745,7.0,4.0,51.0,41.71520132358242,-87.56341009109846,"(41.71520132358242, -87.56341009109845)",2013-04-01
10467,04/01/2013,Completed,04/02/2013,13-00359630,Sanitation Code Violation,Garbage in yard,5624 N RICHMOND ST,60659.0,1155677.51991896,1937224.48251345,40.0,20.0,2.0,41.98354443359696,-87.7028146973377,"(41.98354443359696, -87.7028146973377)",2013-04-01
10468,04/01/2013,Completed,04/02/2013,13-00359829,Sanitation Code Violation,Garbage in alley,1329 W TOUHY AVE,60626.0,1166099.16728349,1947971.44499004,49.0,24.0,1.0,42.0128174148427,-87.66417694838646,"(42.0128174148427, -87.66417694838646)",2013-04-01
10469,04/01/2013,Completed,04/02/2013,13-00359868,Sanitation Code Violation,Dumpster not being emptied,750 W CORNELIA AVE,60657.0,1170562.63002197,1923457.55092764,46.0,19.0,6.0,41.94545384064981,-87.64847488022957,"(41.94545384064981, -87.64847488022957)",2013-04-01
10470,04/01/2013,Completed,04/02/2013,13-00360316,Sanitation Code Violation,Garbage in yard,5844 N SACRAMENTO AVE,60659.0,1155344.02023166,1938635.01571537,40.0,20.0,2.0,41.987421736648095,-87.70400313495048,"(41.987421736648095, -87.70400313495048)",2013-04-01
10471,04/01/2013,Completed,04/02/2013,13-00361292,Sanitation Code Violation,Garbage in alley,3634 N CHRISTIANA AVE,60618.0,1153404.58000626,1924120.85992699,35.0,17.0,16.0,41.9476328800432,-87.71152394955412,"(41.9476328800432, -87.71152394955412)",2013-04-01
10472,04/01/2013,Completed,04/02/2013,13-00362004,Sanitation Code Violation,Dog feces in yard,1901 W CULLERTON ST,60608.0,1164009.53422728,1890427.62259955,25.0,12.0,31.0,41.85495843865621,-87.67349532038267,"(41.854958438656205, -87.67349532038267)",2013-04-01
10473,04/01/2013,Completed,04/02/2013,13-00362253,Sanitation Code Violation,Garbage in alley,748 W CORNELIA AVE,60657.0,1170573.23002197,1923457.55092764,46.0,19.0,6.0,41.945453608237784,-87.64843591884168,"(41.94545360823778, -87.64843591884168)",2013-04-01
10474,04/01/2013,Completed,04/02/2013,13-00362315,Sanitation Code Violation,Overflowing carts,2127 W BOWLER ST,60612.0,1162217.9906818,1896282.47412321,25.0,12.0,28.0,41.87106229935026,-87.67990751003364,"(41.87106229935026, -87.67990751003364)",2013-04-01
10475,04/01/2013,Completed,04/02/2013,13-00363126,Sanitation Code Violation,Garbage in alley,6129 N FRANCISCO AVE,60659.0,1155901.23390439,1940559.42231194,50.0,24.0,2.0,41.992691143333246,-87.70190148487724,"(41.99269114333324, -87.70190148487724)",2013-04-01
10476,04/01/2013,Completed,04/02/2013,13-00363843,Sanitation Code Violation,Garbage in yard,6451 N WAYNE AVE,60626.0,1166101.99022021,1943048.04787587,40.0,24.0,1.0,41.9993074643925,-87.66430812586218,"(41.9993074643925, -87.66430812586218)",2013-04-01
10477,04/01/2013,Completed,04/02/2013,13-00363846,Sanitation Code Violation,Garbage in alley,2615 N SPAULDING AVE,60647.0,1153633.23392697,1917189.85797907,35.0,14.0,22.0,41.928609131135346,-87.7108684575006,"(41.928609131135346, -87.7108684575006)",2013-04-01
10478,04/01/2013,Completed,04/02/2013,13-00363857,Sanitation Code Violation,Garbage in alley,2625 N SPAULDING AVE,60647.0,1153631.43392697,1917257.45797907,35.0,14.0,22.0,41.928794666818206,-87.71087326856724,"(41.928794666818206, -87.71087326856723)",2013-04-01
10479,04/01/2013,Completed,04/02/2013,13-00363872,Sanitation Code Violation,Garbage in alley,2633 N SPAULDING AVE,60647.0,1153630.03392697,1917311.45797907,35.0,14.0,22.0,41.92894287503693,-87.71087697258206,"(41.92894287503693, -87.71087697258206)",2013-04-01
10480,04/01/2013,Completed,04/02/2013,13-00363969,Sanitation Code Violation,Other,2752 W LAWRENCE AVE,60625.0,1157066.16003101,1931766.19937706,40.0,20.0,4.0,41.968538463683814,-87.69785643440004,"(41.96853846368381, -87.69785643440005)",2013-04-01
10481,04/01/2013,Completed,04/02/2013,13-00364116,Sanitation Code Violation,Construction Site Cleanliness/Fence,1022 W MADISON ST,60607.0,1169547.38609897,1900210.60179282,27.0,12.0,28.0,41.88168511684422,-87.65288442360445,"(41.88168511684422, -87.65288442360446)",2013-04-01
10482,04/01/2013,Completed,04/02/2013,13-00364756,Sanitation Code Violation,Other,1388 W FULTON ST,60607.0,1167036.39741146,1901979.55882964,27.0,12.0,28.0,41.88659352973746,-87.66205384924417,"(41.88659352973746, -87.66205384924417)",2013-04-01
10483,04/01/2013,Completed,04/03/2013,13-00360744,Sanitation Code Violation,Overflowing carts,5435 W BARRY AVE,60641.0,1139469.11859992,1920075.49357738,31.0,25.0,19.0,41.93679798628283,-87.76284687039356,"(41.936797986282826, -87.76284687039356)",2013-04-01
10484,04/01/2013,Completed,04/03/2013,13-00360922,Sanitation Code Violation,Garbage in alley,1641 W NORTH AVE,60622.0,1165052.38002997,1910716.58498651,1.0,14.0,24.0,41.910610918350564,-87.66909122642912,"(41.910610918350564, -87.66909122642912)",2013-04-01
10485,04/01/2013,Completed,04/03/2013,13-00360961,Sanitation Code Violation,Other,2123 N CENTRAL AVE,60639.0,1138816.55977207,1913472.92900471,37.0,25.0,19.0,41.91869172806015,-87.76540586952522,"(41.91869172806016, -87.76540586952522)",2013-04-01
10486,04/01/2013,Completed,04/03/2013,13-00361233,Sanitation Code Violation,Other,2836 N KOLMAR AVE,60641.0,1145506.38002036,1918470.60047881,31.0,25.0,20.0,41.93228162307216,-87.740699645657,"(41.93228162307216, -87.740699645657)",2013-04-01
10487,04/01/2013,Completed,04/03/2013,13-00361541,Sanitation Code Violation,Construction Site Cleanliness/Fence,6541 S ELLIS AVE,60637.0,1184014.04001732,1861843.81220416,20.0,3.0,42.0,41.776077097850646,-87.6009650318445,"(41.776077097850646, -87.6009650318445)",2013-04-01
10488,04/01/2013,Completed,04/03/2013,13-00361582,Sanitation Code Violation,Other,432 E 61ST ST,60637.0,1180309.7745136002,1864665.96691567,20.0,3.0,42.0,41.783907129260186,-87.61445795722071,"(41.78390712926019, -87.6144579572207)",2013-04-01
10489,04/01/2013,Completed,04/03/2013,13-00362035,Sanitation Code Violation,Other,4501 W DEMING PL,60639.0,1145947.96982059,1916662.82010653,31.0,25.0,20.0,41.92731251611885,-87.7391228831861,"(41.92731251611885, -87.7391228831861)",2013-04-01
