SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-00152275,02/01/2011,Front,,Open,,Vacant,False,False,8940,S,EGGLESTON,AVE,60620.0,1174861.1231982,1845670.01706647,21.0,22.0,71.0,41.73190323230215,-87.63499995779146,"(41.73190323230215, -87.63499995779146)",2011-02-01
Vacant/Abandoned Building,11-00152495,02/01/2011,Front,,Open,REAR--WINDOWS ALSO,Vacant,False,True,5400,S,MARSHFIELD,AVE,60609.0,1166260.1039838002,1868900.82922244,16.0,9.0,61.0,41.795838895589775,-87.6658486209589,"(41.795838895589775, -87.6658486209589)",2011-02-01
Vacant/Abandoned Building,11-00152529,02/01/2011,Rear,,Open,REAR,Vacant,False,False,7740,S,SOUTH CHICAGO,AVE,60619.0,1187363.62099324,1853797.58079841,5.0,4.0,45.0,41.75391858999832,-87.58894116875406,"(41.75391858999832, -87.58894116875406)",2011-02-01
Vacant/Abandoned Building,11-00152661,02/01/2011,Rear,,Open,REAR,Vacant,False,False,7751,S,MAY,ST,60620.0,1169996.1654232,1853399.13738696,17.0,6.0,71.0,41.753219936068774,-87.65259826834235,"(41.753219936068774, -87.65259826834235)",2011-02-01
Vacant/Abandoned Building,11-00153487,02/01/2011,Front,,Open,REAR,Occupied,False,True,1522,S,WABASH,AVE,60605.0,1177015.30693169,1892834.04996787,3.0,1.0,33.0,41.861277660487964,-87.62568601174999,"(41.861277660487964, -87.62568601174998)",2011-02-01
Vacant/Abandoned Building,11-00153694,02/01/2011,Front,,Open,,Vacant,False,False,1024,N,AVERS,AVE,60651.0,1150531.59373212,1906557.64201112,27.0,11.0,23.0,41.89949456216127,-87.72254425250735,"(41.899494562161266, -87.72254425250735)",2011-02-01
Vacant/Abandoned Building,11-00153701,02/01/2011,Front,,Open,,Vacant,True,False,4235,W,WILCOX,ST,60624.0,1148179.42052565,1898999.6815713001,28.0,11.0,26.0,41.87880031825053,-87.73137858433194,"(41.87880031825053, -87.73137858433194)",2011-02-01
Vacant/Abandoned Building,11-00155126,02/01/2011,Rear,,Open,REAR DOOR,Vacant,False,True,1511,S,KILBOURN,AVE,60623.0,1146631.45459459,1892253.41238881,24.0,10.0,29.0,41.86031738449728,-87.73723448905379,"(41.86031738449728, -87.73723448905378)",2011-02-01
Vacant/Abandoned Building,11-00155470,02/01/2011,Front,,Open,,Vacant,False,False,1826,N,WOOD,ST,60622.0,1164064.16816824,1912205.60689371,32.0,14.0,22.0,41.91471783776353,-87.67267940714977,"(41.914717837763526, -87.67267940714976)",2011-02-01
Vacant/Abandoned Building,11-00155739,02/01/2011,Front,,Open,FRONT DOOR,Vacant,False,False,7702,S,AVALON,AVE,60619.0,1185882.34763026,1854181.72990215,8.0,4.0,45.0,41.75500777398905,-87.59435736656252,"(41.75500777398905, -87.59435736656252)",2011-02-01
