3.100000000000000000e+01 4.897666807351917839e+01
2.600000000000000000e+01 4.467035346179080335e+01
4.200000000000000000e+01 4.614315770472180134e+01
1.900000000000000000e+01 2.750462205055685061e+01
1.800000000000000000e+01 2.023653212913187716e+01
6.700000000000000000e+01 8.586105072924588910e+01
6.400000000000000000e+01 5.823482433006500969e+01
8.300000000000000000e+01 1.044198617096714656e+02
0.000000000000000000e+00 4.986631385356568913e+00
1.700000000000000000e+01 2.020902423946933624e+01
8.000000000000000000e+00 1.444695744859878950e+01
8.000000000000000000e+00 6.451708056783887812e+00
1.200000000000000000e+01 7.728497807961407950e+00
3.300000000000000000e+01 2.340134363819350938e+01
3.200000000000000000e+01 3.295278890924109305e+01
2.800000000000000000e+01 4.253136270672123942e+01
2.000000000000000000e+01 1.358024616383337602e+01
9.000000000000000000e+00 6.172123592925976787e+00
4.700000000000000000e+01 5.427481691142712350e+01
1.900000000000000000e+01 1.572616402110221046e+01
2.700000000000000000e+01 3.502498864483933261e+01
4.800000000000000000e+01 9.484446564797836743e+01
6.200000000000000000e+01 9.096537877584479759e+01
9.500000000000000000e+01 1.115023556482897220e+02
1.360000000000000000e+02 1.756117918300727752e+02
4.900000000000000000e+01 4.904181138875567569e+01
5.200000000000000000e+01 5.715202073149363571e+01
9.400000000000000000e+01 1.015086703609581491e+02
5.900000000000000000e+01 9.563276096340052845e+01
4.400000000000000000e+01 5.233683166066913373e+01
2.200000000000000000e+01 2.679044482296915675e+01
6.800000000000000000e+01 6.414554982242546544e+01
2.300000000000000000e+01 1.887551879138004551e+01
8.000000000000000000e+00 2.327216057507726177e+01
2.000000000000000000e+01 2.792095793739541065e+01
5.000000000000000000e+00 7.912622188152693248e+00
6.000000000000000000e+00 1.168731581563580235e+01
2.800000000000000000e+01 4.015828249128250604e+01
1.500000000000000000e+01 1.541560939465894187e+01
1.500000000000000000e+01 3.548113759168320769e+01
1.300000000000000000e+01 2.002442797679721309e+01
3.700000000000000000e+01 4.514474948444915015e+01
8.400000000000000000e+01 1.024144240493851186e+02
6.300000000000000000e+01 7.100785365167679686e+01
1.800000000000000000e+01 1.972589911001287533e+01
5.100000000000000000e+01 7.136845108517213987e+01
3.000000000000000000e+00 1.182303816937013075e+01
1.700000000000000000e+01 2.254724440129184870e+01
7.600000000000000000e+01 8.014904649317526264e+01
1.100000000000000000e+01 1.329343323769109730e+01
1.900000000000000000e+01 2.299418538100778164e+01
1.700000000000000000e+01 1.297382351132424461e+01
3.700000000000000000e+01 4.105927794394906272e+01
1.600000000000000000e+01 1.474538442016238804e+01
5.000000000000000000e+00 1.376981491775829269e+01
1.800000000000000000e+01 2.078445545737770672e+01
1.500000000000000000e+01 1.304036809931858620e+01
2.200000000000000000e+01 3.088768512767287788e+01
7.000000000000000000e+00 1.032260085179473208e+01
2.300000000000000000e+01 3.839113390972504192e+01
6.000000000000000000e+01 5.868297172653376492e+01
9.000000000000000000e+00 1.331161022206315891e+01
2.800000000000000000e+01 1.786757559805949569e+01
1.100000000000000000e+01 1.333078745661554976e+01
1.600000000000000000e+01 1.574111744193987050e+01
6.300000000000000000e+01 5.666809774854390724e+01
6.500000000000000000e+01 9.505416010296100637e+01
8.100000000000000000e+01 9.285520806580953490e+01
6.500000000000000000e+01 7.826022521677317911e+01
2.600000000000000000e+01 2.932904129984637365e+01
7.300000000000000000e+01 8.214266627669806553e+01
1.300000000000000000e+01 2.134850565587432669e+01
3.000000000000000000e+01 3.623498773169361442e+01
6.000000000000000000e+00 1.259944493843628699e+01
2.100000000000000000e+01 2.695347146266485083e+01
1.900000000000000000e+01 2.618188360400164783e+01
1.600000000000000000e+01 4.204214796351865857e+01
