2.770000000000000000e+02 2.161224806201550450e+02
2.760000000000000000e+02 2.295008413967184993e+02
2.830000000000000000e+02 2.748848252470138505e+02
1.550000000000000000e+02 1.581561181434597074e+02
1.180000000000000000e+02 1.428338108882519180e+02
4.650000000000000000e+02 4.391093629546567172e+02
3.350000000000000000e+02 1.957669902912624593e+02
8.470000000000000000e+02 5.935064822401091078e+02
1.600000000000000000e+01 1.927251184834123166e+01
1.140000000000000000e+02 6.352702702702697479e+01
1.210000000000000000e+02 8.976712328767122528e+01
3.500000000000000000e+01 3.384403669724770225e+01
9.500000000000000000e+01 6.276405867970656516e+01
2.080000000000000000e+02 1.806266934269941657e+02
2.800000000000000000e+02 2.972609308885755013e+02
2.740000000000000000e+02 2.394408235816918307e+02
1.630000000000000000e+02 1.196153846153846700e+02
4.500000000000000000e+01 4.801851851851854036e+01
3.990000000000000000e+02 3.574381263108831490e+02
1.520000000000000000e+02 1.684166666666663446e+02
1.680000000000000000e+02 1.950574859478792860e+02
3.760000000000000000e+02 4.060183486238533987e+02
6.410000000000000000e+02 6.426726629534846325e+02
6.580000000000000000e+02 5.941395348837223764e+02
1.255000000000000000e+03 1.461708119251175049e+03
4.620000000000000000e+02 4.468609774870110414e+02
3.930000000000000000e+02 4.358428874734608485e+02
6.850000000000000000e+02 5.856234842360556740e+02
6.240000000000000000e+02 6.690649687575898952e+02
3.680000000000000000e+02 3.718528543307090217e+02
2.000000000000000000e+02 1.583887389124566880e+02
7.330000000000000000e+02 6.308846973921597510e+02
1.540000000000000000e+02 1.400714285714282710e+02
1.000000000000000000e+02 7.579930624380580184e+01
2.040000000000000000e+02 4.954807692307662137e+01
5.600000000000000000e+01 5.000000000000002842e+01
5.900000000000000000e+01 8.484693877551021046e+01
2.580000000000000000e+02 2.661669139465874423e+02
9.300000000000000000e+01 5.733879781420807831e+01
2.310000000000000000e+02 1.971315603671451697e+02
1.180000000000000000e+02 8.428571428571424917e+01
2.840000000000000000e+02 3.241470223325061397e+02
6.920000000000000000e+02 7.782624637825949776e+02
4.880000000000000000e+02 5.305000000000004547e+02
1.140000000000000000e+02 1.209813907933397985e+02
3.910000000000000000e+02 3.850746268656720304e+02
2.100000000000000000e+01 3.877777777777772883e+01
1.250000000000000000e+02 1.057061855670102517e+02
4.820000000000000000e+02 5.636142696793709774e+02
7.400000000000000000e+01 9.043347193347187840e+01
1.430000000000000000e+02 1.550000000000001137e+02
9.600000000000000000e+01 1.146414964425063090e+02
2.830000000000000000e+02 3.493296600478223013e+02
8.900000000000000000e+01 1.270742358078601910e+02
4.200000000000000000e+01 4.587039563437925693e+01
1.550000000000000000e+02 1.428717948717949753e+02
7.700000000000000000e+01 8.128776978417258192e+01
2.110000000000000000e+02 1.793316582914572450e+02
8.200000000000000000e+01 7.568139534883722774e+01
1.240000000000000000e+02 1.200694980694980387e+02
3.730000000000000000e+02 3.474965530825288624e+02
9.200000000000000000e+01 9.430255941499083860e+01
1.930000000000000000e+02 2.083950953678473752e+02
8.200000000000000000e+01 8.934476413516225080e+01
1.840000000000000000e+02 7.414285714285676931e+01
4.520000000000000000e+02 4.132139657157080705e+02
5.280000000000000000e+02 5.348456548484507493e+02
5.190000000000000000e+02 5.146084501080495102e+02
5.820000000000000000e+02 5.462545358330808085e+02
1.900000000000000000e+02 1.951407824540606839e+02
6.050000000000000000e+02 5.407416056731124172e+02
6.200000000000000000e+01 1.252989690721649083e+02
2.340000000000000000e+02 2.535695443645087153e+02
5.400000000000000000e+01 5.166666666666665009e+01
1.270000000000000000e+02 1.542261866322248522e+02
1.290000000000000000e+02 1.667297297297300531e+02
1.740000000000000000e+02 1.494191106906336870e+02
