3.610000000000000000e+02 3.833593731307571488e+02
2.600000000000000000e+02 2.955621131179512417e+02
3.380000000000000000e+02 4.825254478827362163e+02
1.490000000000000000e+02 2.162338200829276786e+02
1.260000000000000000e+02 1.388763796909491361e+02
5.050000000000000000e+02 6.243822491174985316e+02
3.590000000000000000e+02 4.725239063422312711e+02
8.930000000000000000e+02 7.025591060214280787e+02
1.800000000000000000e+01 4.047619047619046739e+01
1.390000000000000000e+02 1.129441260744987403e+02
1.120000000000000000e+02 1.258698060941827634e+02
4.100000000000000000e+01 3.705954323001629547e+01
6.000000000000000000e+01 8.927315914489314252e+01
1.970000000000000000e+02 1.869735138316657981e+02
2.970000000000000000e+02 2.320617252504669636e+02
2.560000000000000000e+02 2.155612244897957339e+02
1.370000000000000000e+02 1.112221801665407384e+02
5.600000000000000000e+01 4.846551724137928829e+01
4.330000000000000000e+02 4.206533066132266754e+02
1.340000000000000000e+02 1.565185185185183911e+02
2.000000000000000000e+02 2.335108065366369487e+02
4.360000000000000000e+02 4.935824854762856262e+02
7.600000000000000000e+02 8.763519029233303854e+02
6.380000000000000000e+02 7.623070000116885012e+02
1.651000000000000000e+03 1.807497756163506892e+03
5.070000000000000000e+02 6.191308068459650258e+02
5.310000000000000000e+02 1.914374999999972715e+02
7.070000000000000000e+02 6.539284127375947264e+02
7.920000000000000000e+02 8.376159105034171262e+02
3.890000000000000000e+02 4.925833333333328028e+02
2.350000000000000000e+02 1.742566735112933429e+02
7.710000000000000000e+02 7.045641464249069941e+02
1.960000000000000000e+02 1.897786885245902795e+02
1.100000000000000000e+02 1.438159057437408421e+02
2.350000000000000000e+02 2.458720106288750458e+02
7.100000000000000000e+01 5.798334214701214506e+01
9.800000000000000000e+01 8.893644996347693166e+01
2.660000000000000000e+02 3.483872648991616074e+02
1.530000000000000000e+02 1.348379226211223454e+02
2.320000000000000000e+02 2.717588548357494460e+02
1.600000000000000000e+02 1.452774018944519412e+02
3.710000000000000000e+02 1.009417865506861745e+01
8.400000000000000000e+02 8.468206069978743926e+02
5.790000000000000000e+02 6.771344805608673596e+02
1.150000000000000000e+02 1.985161290322582204e+02
5.250000000000000000e+02 4.748056155507548510e+02
2.800000000000000000e+01 5.039534883720924086e+01
1.390000000000000000e+02 1.581111327364732517e+02
6.110000000000000000e+02 6.906403041105402281e+02
8.900000000000000000e+01 9.005479452054781575e+01
1.830000000000000000e+02 2.333946102021170930e+02
1.010000000000000000e+02 1.353817204301079187e+02
3.740000000000000000e+02 4.304648155998299899e+02
1.150000000000000000e+02 1.336606217616582626e+02
4.800000000000000000e+01 6.978566256335987816e+01
1.590000000000000000e+02 1.065834384195038069e+02
7.500000000000000000e+01 8.759223300970886328e+01
2.540000000000000000e+02 2.674408602150535899e+02
8.100000000000000000e+01 2.556769596199529815e+01
1.620000000000000000e+02 1.653026081802016449e+02
4.680000000000000000e+02 5.314019031626085052e+02
8.500000000000000000e+01 -6.042358803986729754e+01
1.980000000000000000e+02 2.327467532467533147e+02
9.100000000000000000e+01 1.010033829499322877e+02
2.020000000000000000e+02 1.662081526452731168e+02
5.270000000000000000e+02 6.255147696800368067e+02
7.200000000000000000e+02 7.185573770491796495e+02
6.330000000000000000e+02 -5.654461538461455348e+02
5.890000000000000000e+02 7.307092407532747984e+02
1.810000000000000000e+02 2.271007887817705750e+02
6.610000000000000000e+02 7.906801024471749315e+02
6.800000000000000000e+01 1.046538461538461320e+02
2.660000000000000000e+02 2.522135862913094115e+02
4.900000000000000000e+01 6.151612903225794327e+01
2.000000000000000000e+02 2.495705939629989984e+02
1.370000000000000000e+02 1.931627906976742395e+02
2.090000000000000000e+02 2.574658932065976273e+02
