,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
89381,02/01/2014,Completed - Dup,02/01/2014,14-00153002,Street Light - 1/Out,9151 S FOREST AVE,60619.0,1179863.68992394,1844234.16271338,6.0,6.0,49.0,41.72785023146965,-87.6167174362147,"(41.72785023146965,-87.61671743621469)",2014-02-01
89382,02/01/2014,Completed,02/01/2014,14-00152051,Street Light - 1/Out,5046 N WOLCOTT AVE,60640.0,1162905.12119402,1933671.78630624,47.0,20.0,4.0,41.97364662409368,-87.67633310499443,"(41.973646624093675,-87.67633310499444)",2014-02-01
89383,02/01/2014,Completed,02/01/2014,14-00152215,Street Light - 1/Out,11600 S CAMPBELL AVE,60655.0,1161806.53760613,1827635.33889558,19.0,22.0,75.0,41.68269368328488,-87.6833230871195,"(41.682693683284874,-87.6833230871195)",2014-02-01
89384,02/01/2014,Completed,02/01/2014,14-00153129,Street Light - 1/Out,6851 S PAULINA ST,60636.0,1166192.53342714,1859267.51072366,17.0,7.0,67.0,41.76940529362022,-87.6663704157263,"(41.76940529362022,-87.6663704157263)",2014-02-01
89385,02/01/2014,Completed,02/01/2014,14-00153649,Street Light - 1/Out,2312 W MEDILL AVE,60647.0,1160554.44968758,1915622.40120561,32.0,14.0,22.0,41.924167227997934,-87.68547880410358,"(41.92416722799794,-87.68547880410358)",2014-02-01
89386,02/01/2014,Completed,02/01/2014,14-00153655,Street Light - 1/Out,5146 W IRVING PARK RD,60641.0,1141236.86002063,1926104.95151274,45.0,16.0,15.0,41.95331092915252,-87.75620089579539,"(41.95331092915252,-87.75620089579539)",2014-02-01
89455,02/01/2014,Completed,02/03/2014,14-00153324,Street Light - 1/Out,3137 S PRAIRIE AVE,60616.0,1178463.51007507,1884253.10002839,2.0,2.0,35.0,41.8376980746956,-87.6206314295587,"(41.837698074695595,-87.62063142955871)",2014-02-01
89456,02/01/2014,Completed,02/03/2014,14-00153406,Street Light - 1/Out,4544 N LONG AVE,60630.0,1139512.53733099,1929841.57419153,45.0,16.0,15.0,41.96359625387299,-87.76244822499108,"(41.96359625387299,-87.76244822499108)",2014-02-01
89457,02/02/2014,Completed,02/03/2014,14-00155023,Street Light - 1/Out,7900 S KEDZIE AVE,60652.0,1156418.2445803,1852027.44073207,18.0,8.0,70.0,41.74973981454153,-87.70239338780813,"(41.749739814541535,-87.70239338780814)",2014-02-02
89458,02/03/2014,Completed - Dup,02/03/2014,14-00157523,Street Light - 1/Out,1137 N FRANCISCO AVE,60622.0,1156846.3399236999,1907430.63418813,26.0,12.0,24.0,41.9017644185465,-87.69932644149971,"(41.9017644185465,-87.69932644149971)",2014-02-03
89459,02/03/2014,Completed,02/03/2014,14-00155653,Street Light - 1/Out,7833 W BERWYN AVE,60656.0,1123096.87699757,1934241.82967048,41.0,16.0,10.0,41.975955315207955,-87.8227081188694,"(41.97595531520795,-87.8227081188694)",2014-02-03
89460,02/03/2014,Completed,02/03/2014,14-00156200,Street Light - 1/Out,6323 S EBERHART AVE,60637.0,1180666.22188935,1863194.08431293,20.0,3.0,42.0,41.77985995736308,-87.61319629676052,"(41.77985995736308,-87.61319629676052)",2014-02-03
89461,02/03/2014,Completed,02/03/2014,14-00157236,Street Light - 1/Out,2744 S QUINN ST,60608.0,1169684.05991543,1886297.88007932,11.0,9.0,60.0,41.843504518849656,-87.65278752736064,"(41.84350451884966,-87.65278752736064)",2014-02-03
