,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
82772,02/01/2014,Completed - Dup,02/03/2014,14-00153251,Alley Light Out,8021 S DAMEN AVE,60620.0,1164425.22419459,1851366.68007082,18.0,6.0,71.0,41.74776172212061,-87.67307085914263,"(41.74776172212061, -87.67307085914263)",2014-02-01
82773,02/01/2014,Completed - Dup,02/03/2014,14-00153252,Alley Light Out,8027 S DAMEN AVE,60620.0,1164426.92419459,1851298.68007082,18.0,6.0,71.0,41.747575084345975,-87.67306654182957,"(41.74757508434598, -87.67306654182956)",2014-02-01
82774,02/01/2014,Completed - Dup,02/03/2014,14-00153326,Alley Light Out,3507 W 59TH PL,60629.0,1154040.43396855,1864940.53941654,16.0,8.0,66.0,41.78522290973353,-87.71076427585838,"(41.78522290973352, -87.71076427585837)",2014-02-01
82775,02/02/2014,Completed - Dup,02/03/2014,14-00155133,Alley Light Out,3714 N NOTTINGHAM AVE,60634.0,1128078.51921808,1923860.36007165,36.0,16.0,17.0,41.94738447888061,-87.80462386284744,"(41.94738447888061, -87.80462386284744)",2014-02-02
82776,02/02/2014,Completed,02/03/2014,14-00153784,Alley Light Out,7815 W BERWYN AVE,60656.0,1123225.67699757,1934247.02967048,41.0,16.0,10.0,41.97596747683551,-87.82223434629951,"(41.97596747683551, -87.82223434629952)",2014-02-02
82777,02/03/2014,Completed - Dup,02/03/2014,14-00155604,Alley Light Out,8928 S MORGAN ST,60620.0,1171210.40743064,1845590.59728053,21.0,22.0,73.0,41.731765795893814,-87.64837630605253,"(41.73176579589381, -87.64837630605253)",2014-02-03
82778,02/03/2014,Completed - Dup,02/03/2014,14-00160785,Alley Light Out,13006 S BALTIMORE AVE,60633.0,1199087.22817413,1819328.65282447,10.0,4.0,55.0,41.659046371284326,-87.54713228602947,"(41.659046371284326, -87.54713228602947)",2014-02-03
82779,02/03/2014,Completed - Dup,02/03/2014,14-00161905,Alley Light Out,7352 S LOWE AVE,60621.0,1173236.84720767,1856137.88599242,17.0,7.0,68.0,41.760664425414575,-87.64064161682398,"(41.760664425414575, -87.64064161682398)",2014-02-03
82780,02/03/2014,Completed,02/03/2014,14-00161561,Alley Light Out,1039 N SPRINGFIELD AVE,60651.0,1150195.24369909,1906652.92802041,27.0,11.0,23.0,41.89976260106379,-87.72377718631874,"(41.8997626010638, -87.72377718631874)",2014-02-03
82876,02/01/2014,Completed,02/04/2014,14-00152749,Alley Light Out,2854 N TROY ST,60618.0,1154884.14030986,1918811.18488736,35.0,14.0,21.0,41.93303316517086,-87.70622820159599,"(41.93303316517087, -87.706228201596)",2014-02-01
