,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
203073,02/01/2014,Completed - Dup,02/01/2014,14-00151613,Street Lights - All/Out,2400 W IRVING PARK RD,60618.0,1159659.64501828,1926492.05129768,47.0,19.0,5.0,41.95401274151831,-87.68846623692853,"(41.95401274151831, -87.68846623692855)",2014-02-01
203074,02/01/2014,Completed - Dup,02/01/2014,14-00152035,Street Lights - All/Out,7100 S FRANCISCO AVE,60629.0,1158266.3698998,1857419.0532173999,18.0,8.0,66.0,41.76449784286894,-87.69547453004131,"(41.76449784286894, -87.69547453004132)",2014-02-01
203075,02/02/2014,Completed,02/02/2014,14-00154643,Street Lights - All/Out,1845 N HALSTED ST,60614.0,1170674.41777019,1912295.06748943,43.0,18.0,7.0,41.91482102925677,-87.6483917583119,"(41.914821029256764, -87.6483917583119)",2014-02-02
203076,02/01/2014,Completed - Dup,02/02/2014,14-00151932,Street Lights - All/Out,2027 N LARRABEE ST,60614.0,1171944.31399983,1913736.74617104,43.0,18.0,7.0,41.91874914203686,-87.64368376866815,"(41.91874914203686, -87.64368376866815)",2014-02-01
203077,02/01/2014,Completed - Dup,02/02/2014,14-00152057,Street Lights - All/Out,5046 N WOLCOTT AVE,60640.0,1162905.12119402,1933671.78630624,47.0,20.0,4.0,41.97364662409368,-87.67633310499443,"(41.973646624093675, -87.67633310499444)",2014-02-01
203084,02/03/2014,Completed - Dup,02/03/2014,14-00156222,Street Lights - All/Out,5644 W 64TH PL,60638.0,1139898.81946995,1861229.66308788,13.0,8.0,64.0,41.77530889373017,-87.76270490242796,"(41.775308893730184, -87.76270490242797)",2014-02-03
203085,02/03/2014,Completed - Dup,02/03/2014,14-00161397,Street Lights - All/Out,7900 S MARSHFIELD AVE,60620.0,1166715.62273349,1852323.45369014,21.0,6.0,71.0,41.750338708562964,-87.66465086293249,"(41.750338708562964, -87.66465086293249)",2014-02-03
203086,02/03/2014,Completed - Dup,02/03/2014,14-00161427,Street Lights - All/Out,11200 S ST LOUIS AVE,60655.0,1155029.27131932,1830069.63831547,19.0,22.0,74.0,41.689511514779866,-87.70806760674543,"(41.689511514779866, -87.70806760674544)",2014-02-03
203087,02/03/2014,Completed - Dup,02/03/2014,14-00161495,Street Lights - All/Out,7938 S MARSHFIELD AVE,60620.0,1166723.39195,1852025.98545,21.0,6.0,71.0,41.74952224809025,-87.6646308647604,"(41.74952224809025, -87.66463086476041)",2014-02-03
203088,02/03/2014,Completed - Dup,02/03/2014,14-00161542,Street Lights - All/Out,7929 S MARSHFIELD AVE,60620.0,1166721.89195,1852079.98545,21.0,6.0,71.0,41.74967046370053,-87.66463482351503,"(41.74967046370053, -87.66463482351503)",2014-02-03
203089,02/03/2014,Completed - Dup,02/03/2014,14-00161590,Street Lights - All/Out,7900 S MARSHFIELD AVE,60620.0,1166715.62273349,1852323.45369014,21.0,6.0,71.0,41.750338708562964,-87.66465086293249,"(41.750338708562964, -87.66465086293249)",2014-02-03
203090,02/03/2014,Completed - Dup,02/03/2014,14-00161591,Street Lights - All/Out,1200 E 63RD ST,60637.0,1185298.81881898,1863474.69778884,20.0,3.0,42.0,41.78052226887152,-87.59620394415577,"(41.780522268871515, -87.59620394415576)",2014-02-03
203091,02/03/2014,Completed - Dup,02/03/2014,14-00161592,Street Lights - All/Out,1300 E 63RD ST,60637.0,1185723.46460444,1863483.70449298,20.0,3.0,42.0,41.78053698439793,-87.59464685534903,"(41.780536984397926, -87.59464685534903)",2014-02-03
203092,02/03/2014,Completed - Dup,02/03/2014,14-00161737,Street Lights - All/Out,7900 S MARSHFIELD AVE,60620.0,1166715.62273349,1852323.45369014,21.0,6.0,71.0,41.750338708562964,-87.66465086293249,"(41.750338708562964, -87.66465086293249)",2014-02-03
203093,02/03/2014,Completed,02/03/2014,14-00157256,Street Lights - All/Out,7900 S BURNHAM AVE,60617.0,1196212.85000295,1853126.37002759,7.0,4.0,46.0,41.751862056012406,-87.55653460431873,"(41.751862056012406, -87.55653460431874)",2014-02-03
203094,02/03/2014,Completed,02/03/2014,14-00157705,Street Lights - All/Out,3330 N LAKE SHORE DR,60657.0,1172845.77060894,1922441.61022531,44.0,19.0,6.0,41.94261570031152,-87.64011317317056,"(41.94261570031152, -87.64011317317056)",2014-02-03
203095,02/03/2014,Completed,02/03/2014,14-00158492,Street Lights - All/Out,3310 S SHIELDS AVE,60616.0,1174495.93129023,1883003.74668846,11.0,9.0,34.0,41.834359160965455,-87.63522738909381,"(41.83435916096545, -87.63522738909383)",2014-02-03
203096,02/03/2014,Completed,02/03/2014,14-00158962,Street Lights - All/Out,7234 S DR MARTIN LUTHER KING JR DR,60619.0,1180160.78681588,1857139.6496018998,6.0,3.0,69.0,41.76325757235672,-87.61523460350088,"(41.76325757235672, -87.61523460350088)",2014-02-03
