SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,15-00000034,01/01/2015,Front,,Open,FRONT AND REAR,Vacant,True,False,3331,W,66TH,PL,60629.0,1155327.70141473,1860334.51051279,15.0,8.0,66.0,41.77255760318904,-87.70616770274201,"(41.77255760318904, -87.706167702742)",2015-01-01
Vacant/Abandoned Building,15-00014872,01/05/2015,Front,,Open,,Vacant,True,True,1545,W,35TH,ST,60609.0,1166512.88989975,1881539.55453174,11.0,9.0,59.0,41.83051556698023,-87.66456095545988,"(41.83051556698023, -87.66456095545988)",2015-01-05
Vacant/Abandoned Building,15-00019426,01/05/2015,,,,,,,,3114,W,FILLMORE,ST,60612.0,1155717.61919534,1895207.75417089,24.0,11.0,29.0,41.868246460937826,-87.70380174095493,"(41.86824646093783, -87.70380174095493)",2015-01-05
Vacant/Abandoned Building,15-00000728,01/01/2015,Front,,Open,JUST FRONT BACK DOOR AREA LOCKED UP,Vacant,False,True,8536,S,YATES,BLVD,60617.0,1193650.67441029,1848841.48319405,8.0,4.0,46.0,41.74016706430732,-87.56606362815394,"(41.740167064307315, -87.56606362815393)",2015-01-01
Vacant/Abandoned Building,15-00001777,01/01/2015,Rear,,Open,REAR OF HOUSE SHINGLES FALLING OFF,Vacant,False,False,1433,N,LOCKWOOD,AVE,60651.0,1140764.66900929,1909024.40601078,37.0,25.0,25.0,41.90644885884641,-87.75835780173256,"(41.906448858846424, -87.75835780173256)",2015-01-01
Vacant/Abandoned Building,15-00011546,01/03/2015,Front,,Open,BACK DOOR,Vacant,False,True,4853,W,RICE,ST,60651.0,1143843.96321725,1905215.99376674,37.0,15.0,25.0,41.895940953643596,-87.74714180184004,"(41.89594095364359, -87.74714180184003)",2015-01-03
Vacant/Abandoned Building,15-00007593,01/02/2015,Rear,,Open,REA,Vacant,False,False,714,N,LOCKWOOD,AVE,60644.0,1140897.39650262,1904216.83059151,37.0,15.0,25.0,41.89325386370887,-87.75798867154045,"(41.89325386370887, -87.75798867154046)",2015-01-02
Vacant/Abandoned Building,15-00028364,01/07/2015,Front,,Open,,Vacant,False,False,817,E,79TH,ST,60619.0,1183118.11357401,1852804.99597898,8.0,6.0,44.0,41.75129458084746,-87.60453013742372,"(41.75129458084745, -87.60453013742372)",2015-01-07
Vacant/Abandoned Building,15-00025034,01/06/2015,Front,,Open,FRONT,Vacant,False,False,2026,W,CHASE,AVE,60645.0,1161433.80470783,1948370.32998,49.0,24.0,1.0,42.01401075396827,-87.68133196940191,"(42.01401075396827, -87.68133196940192)",2015-01-06
Vacant/Abandoned Building,15-00027886,01/07/2015,,,,,,,,3657,N,LUNA,AVE,60641.0,1138705.40000798,1923767.94128623,38.0,16.0,15.0,41.946944348203935,-87.76556379608864,"(41.94694434820394, -87.76556379608864)",2015-01-07
