,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
315158,01/02/2015,Completed,01/02/2015,15-00007436,Pothole in Street,Final Outcome,Pothole Patched,56.0,5600 S CENTRAL PARK AVE,60629.0,1153271.22268542,1867238.08008238,14.0,8.0,62.0,,41.791495466393954,-87.71366937020319,"(41.79149546639395, -87.71366937020319)",2015-01-02
315159,01/02/2015,Completed,01/02/2015,15-00007445,Pothole in Street,Final Outcome,Pothole Patched,56.0,5700 S CENTRAL PARK AVE,60629.0,1153289.92041749,1866574.75002404,14.0,8.0,62.0,,41.78967426068723,-87.7136179657176,"(41.78967426068723, -87.7136179657176)",2015-01-02
315160,01/02/2015,Completed,01/02/2015,15-00007450,Pothole in Street,Final Outcome,Pothole Patched,57.0,5800 S CENTRAL PARK AVE,60629.0,1153308.54878033,1865913.99771851,14.0,8.0,62.0,,41.787860913166725,-87.71356735724865,"(41.787860913166725, -87.71356735724865)",2015-01-02
315161,01/02/2015,Completed,01/02/2015,15-00007497,Pothole in Street,Final Outcome,Pothole Patched,12.0,726 E 51ST ST,60615.0,1182056.5899981002,1871355.58069349,4.0,2.0,38.0,47.0,41.80233511022382,-87.60773176728789,"(41.80233511022382, -87.60773176728789)",2015-01-02
315162,01/01/2015,Completed,01/02/2015,15-00002779,Pothole in Street,Final Outcome,Pothole Patched,5.0,3001 W 47TH ST,60632.0,1157150.7801118,1873336.39659226,14.0,9.0,58.0,39.0,41.80808974768087,-87.69915012687693,"(41.80808974768087, -87.69915012687692)",2015-01-01
315163,01/02/2015,Completed,01/02/2015,15-00003767,Pothole in Street,Final Outcome,Completed Upon Arrival,0.0,825 W 95TH ST,60643.0,1172382.77212096,1841839.57237446,21.0,22.0,73.0,,41.721336441137694,-87.64427860769638,"(41.721336441137694, -87.64427860769638)",2015-01-02
315164,01/02/2015,Completed,01/02/2015,15-00005702,Pothole in Street,Final Outcome,Pothole Patched,3.0,1800 N WASHTENAW AVE,60647.0,1158086.38337301,1911872.66136886,1.0,14.0,22.0,,41.914014223184225,-87.69479905944254,"(41.91401422318423, -87.69479905944254)",2015-01-02
315165,01/02/2015,Completed,01/02/2015,15-00006102,Pothole in Street,Final Outcome,Pothole Patched,15.0,6932 N CAMPBELL AVE,60645.0,1158402.35442034,1946047.52180471,50.0,24.0,2.0,,42.0077437170585,-87.6926983237217,"(42.00774371705851, -87.69269832372169)",2015-01-02
315166,01/02/2015,Completed,01/02/2015,15-00006311,Pothole in Street,Final Outcome,Pothole Patched,12.0,2700 N LINDER AVE,60639.0,1139248.06333064,1917409.04643142,30.0,25.0,19.0,,41.92952763173086,-87.76387302612297,"(41.92952763173087, -87.76387302612297)",2015-01-02
315167,01/02/2015,Completed,01/02/2015,15-00006385,Pothole in Street,Final Outcome,Pothole Patched,12.0,11400 S INDIANA AVE,60628.0,1179607.0689021999,1829380.09543185,9.0,5.0,49.0,,41.68705128402009,-87.61825446968244,"(41.687051284020086, -87.61825446968243)",2015-01-02
315168,01/02/2015,Completed,01/02/2015,15-00006395,Pothole in Street,Final Outcome,Pothole Patched,121.0,11600 S INDIANA AVE,60628.0,1179666.47088044,1827734.24352347,9.0,5.0,53.0,40.0,41.682523263718345,-87.61810588143682,"(41.682523263718345, -87.61810588143683)",2015-01-02
315169,01/02/2015,Completed,01/02/2015,15-00006424,Pothole in Street,Final Outcome,Pothole Patched,38.0,11700 S INDIANA AVE,60628.0,1179677.11062061,1827275.52001119,9.0,5.0,53.0,,41.68128751520757,-87.6180627898799,"(41.68128751520757, -87.61806278987989)",2015-01-02
315170,01/02/2015,Completed,01/02/2015,15-00007414,Pothole in Street,Final Outcome,Pothole Patched,56.0,5500 S CENTRAL PARK AVE,60629.0,1153250.02008301,1867899.11716691,23.0,8.0,62.0,,41.79330611598124,-87.71372793416954,"(41.79330611598124, -87.71372793416953)",2015-01-02
315341,01/05/2015,Completed,01/05/2015,15-00018820,Pothole in Street,Final Outcome,Pothole Patched,12.0,624 W 79TH ST,60620.0,1173405.66387504,1852507.97193226,17.0,6.0,71.0,32.0,41.75080786322629,-87.64026017500383,"(41.75080786322629, -87.64026017500383)",2015-01-05
315342,01/05/2015,Completed,01/05/2015,15-00018837,Pothole in Street,Final Outcome,Pothole Patched,2.0,900 W 79TH ST,60620.0,1171676.80471357,1852459.94191267,17.0,6.0,71.0,32.0,41.75071498181705,-87.64653011980656,"(41.75071498181705, -87.64653011980657)",2015-01-05
315343,01/05/2015,Completed,01/05/2015,15-00018843,Pothole in Street,Final Outcome,Pothole Patched,6.0,1040 W 79TH ST,60620.0,1170645.35842841,1852430.80130772,17.0,6.0,71.0,32.0,41.75065458886011,-87.65050216875521,"(41.75065458886011, -87.6505021687552)",2015-01-05
315344,01/05/2015,Completed,01/05/2015,15-00018852,Pothole in Street,Final Outcome,Pothole Patched,2.0,1100 W 79TH ST,60620.0,1170353.73533354,1852422.57173006,17.0,6.0,71.0,32.0,41.75064097627227,-87.65138036098391,"(41.75064097627227, -87.65138036098391)",2015-01-05
315345,01/05/2015,Completed,01/05/2015,15-00018858,Pothole in Street,Final Outcome,Pothole Patched,2.0,1200 W 79TH ST,60620.0,1169693.20952857,1852404.57051478,17.0,6.0,71.0,32.0,41.750606519706494,-87.65379975030831,"(41.750606519706494, -87.65379975030832)",2015-01-05
315346,01/05/2015,Completed,01/05/2015,15-00018865,Pothole in Street,Final Outcome,Pothole Patched,2.0,7808 S LOOMIS BLVD,60620.0,1168353.29018218,1852978.41070398,17.0,6.0,71.0,32.0,41.751928511499656,-87.65877364459503,"(41.75192851149966, -87.65877364459503)",2015-01-05
315347,01/05/2015,Completed,01/05/2015,15-00018873,Pothole in Street,Final Outcome,Pothole Patched,5.0,2200 W 13TH ST,60608.0,1161912.43109915,1894024.3746876,2.0,12.0,28.0,,41.8649812514666,-87.6811554427174,"(41.8649812514666, -87.6811554427174)",2015-01-05
315348,01/05/2015,Completed,01/05/2015,15-00018891,Pothole in Street,Final Outcome,Pothole Patched,9.0,800 S ASHLAND AVE,60607.0,1165859.74673321,1896516.67933223,2.0,12.0,28.0,,41.871565990608566,-87.66667541445743,"(41.87156599060856, -87.66667541445743)",2015-01-05
315349,01/05/2015,Completed,01/05/2015,15-00018919,Pothole in Street,Final Outcome,Pothole Patched,58.0,1400 E 76TH ST,60619.0,1186859.4600152,1854880.66962244,5.0,4.0,43.0,,41.75701295031158,-87.59069543233777,"(41.75701295031158, -87.59069543233777)",2015-01-05
315350,01/05/2015,Completed,01/05/2015,15-00018927,Pothole in Street,Final Outcome,Pothole Patched,4.0,1500 E 76TH ST,60619.0,1187523.25719652,1854894.38578866,5.0,4.0,43.0,42.0,41.7570351092066,-87.58821114147474,"(41.75703510920659, -87.58821114147473)",2015-01-05
315351,01/05/2015,Completed,01/05/2015,15-00018928,Pothole in Street,Final Outcome,Pothole Patched,11.0,900 S ASHLAND AVE,60607.0,1165874.30752335,1896084.65312773,2.0,12.0,28.0,,41.87038047077159,-87.66663427909779,"(41.87038047077159, -87.66663427909778)",2015-01-05
315352,01/05/2015,Completed,01/05/2015,15-00018933,Pothole in Street,Final Outcome,Pothole Patched,1.0,7600 S BLACKSTONE AVE,60619.0,1187523.25719652,1854894.38578866,5.0,4.0,43.0,42.0,41.756876038275415,-87.58846660818466,"(41.756876038275415, -87.58846660818466)",2015-01-05
315353,01/05/2015,Completed,01/05/2015,15-00018948,Pothole in Street,Final Outcome,Pothole Patched,7.0,1900 W TAYLOR ST,60612.0,1163913.95992125,1895600.88428763,2.0,12.0,28.0,,41.869264459976634,-87.67381637462078,"(41.86926445997663, -87.67381637462078)",2015-01-05
315354,01/05/2015,Completed,01/05/2015,15-00018972,Pothole in Street,Final Outcome,Pothole Patched,1.0,1500 E 74TH ST,60619.0,1187486.04820956,1856221.98883106,5.0,3.0,43.0,42.0,41.76067911008332,-87.58830594201757,"(41.760679110083316, -87.58830594201758)",2015-01-05
315355,01/05/2015,Completed,01/05/2015,15-00018975,Pothole in Street,Final Outcome,Pothole Patched,4.0,1624 W POLK ST,60612.0,1165589.22000898,1896508.58000781,2.0,12.0,28.0,,41.87171894815528,-87.66766360933184,"(41.87171894815527, -87.66766360933184)",2015-01-05
315356,01/05/2015,Completed,01/05/2015,15-00018988,Pothole in Street,Final Outcome,Pothole Patched,4.0,900 S WOLCOTT AVE,60612.0,1163902.7292681,1895990.30716821,2.0,12.0,28.0,,41.87016936566493,-87.6738757304104,"(41.87016936566493, -87.6738757304104)",2015-01-05
315357,01/05/2015,Completed,01/05/2015,15-00018999,Pothole in Street,Final Outcome,Pothole Patched,55.0,1700 E 75TH ST,60649.0,1188836.81479268,1855586.55113277,8.0,3.0,43.0,,41.7589030601649,-87.58342652994324,"(41.7589030601649, -87.58342652994324)",2015-01-05
315358,01/05/2015,Completed,01/05/2015,15-00019000,Pothole in Street,Final Outcome,Pothole Patched,5.0,1700 W TAYLOR ST,60612.0,1165202.86643009,1895635.5642938,2.0,12.0,28.0,,41.86933358414976,-87.66899694990919,"(41.869333584149764, -87.66899694990919)",2015-01-05
315359,01/05/2015,Completed,01/05/2015,15-00019024,Pothole in Street,Final Outcome,Pothole Patched,6.0,2000 W TAYLOR ST,60612.0,1163297.02059596,1895581.10613132,2.0,12.0,28.0,,41.869224387356574,-87.6759877461499,"(41.86922438735657, -87.67598774614991)",2015-01-05
315360,01/05/2015,Completed,01/05/2015,15-00019060,Pothole in Street,Final Outcome,Pothole Patched,33.0,2000 W 47TH ST,60609.0,1163814.7198824,1873499.54368056,12.0,9.0,61.0,10.0,41.80861852232926,-87.67481801359514,"(41.80861852232926, -87.67481801359514)",2015-01-05
315361,01/05/2015,Completed,01/05/2015,15-00019089,Pothole in Street,Final Outcome,Pothole Patched,3.0,1900 W 47TH ST,60609.0,1164477.51709953,1873512.04991492,20.0,9.0,61.0,10.0,41.808638989575094,-87.67232001148918,"(41.80863898957509, -87.67232001148919)",2015-01-05
315362,01/05/2015,Completed,01/05/2015,15-00019105,Pothole in Street,Final Outcome,Pothole Patched,5.0,1800 W 47TH ST,60609.0,1165139.35058706,1873526.95169587,20.0,9.0,61.0,10.0,41.80866640522359,-87.66989051557707,"(41.80866640522359, -87.66989051557707)",2015-01-05
315363,01/05/2015,Completed,01/05/2015,15-00019124,Pothole in Street,Final Outcome,Completed Upon Arrival,0.0,1700 W 47TH ST,60609.0,1165802.34247895,1873540.89456932,20.0,9.0,61.0,10.0,41.80869075955351,-87.6674578852602,"(41.80869075955351, -87.6674578852602)",2015-01-05
315364,01/04/2015,Completed,01/05/2015,15-00012858,Pothole in Street,Final Outcome,Pothole Patched,1.0,6337 W 53RD ST,60638.0,1134916.99899319,1868761.39337775,23.0,8.0,56.0,,41.79595335500426,-87.78092519652027,"(41.79595335500426, -87.78092519652027)",2015-01-04
315365,01/04/2015,Completed,01/05/2015,15-00012903,Pothole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,0.0,7111 S WOODLAWN AVE,60619.0,1185445.5099687001,1858040.18223264,5.0,3.0,69.0,,41.765572363866035,-87.59569338944895,"(41.76557236386603, -87.59569338944895)",2015-01-04
315366,01/04/2015,Completed,01/05/2015,15-00012923,Pothole in Street,Final Outcome,Pothole Patched,16.0,400 S MICHIGAN AVE,60605.0,1177347.93260788,1898568.04117246,2.0,1.0,32.0,,41.87693801152278,-87.6244366179451,"(41.87693801152278, -87.6244366179451)",2015-01-04
315367,01/04/2015,Completed,01/05/2015,15-00013188,Pothole in Street,Final Outcome,,39.0,1600 E 75TH ST,60649.0,1188222.16299912,1855572.07280041,8.0,3.0,43.0,42.0,41.758877741252476,-87.58568244093195,"(41.758877741252476, -87.58568244093195)",2015-01-04
