SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,09-00949785,06/04/2009,,,Building is Open / Unsecure,,Vacant,,,2706,W,WARREN,BLVD,60612.0,1158366.380105,1900245.2136,2.0,13.0,27.0,41.88201602336336,-87.69393981097643,"(41.88201602336337, -87.69393981097642)",2009-06-04
Vacant/Abandoned Building,09-00953304,06/05/2009,,,Building is Open / Unsecure,,Vacant,,,4841,S,CHAMPLAIN,AVE,60615.0,1181408.4550049999,1873331.5465,4.0,2.0,38.0,41.807660959248146,-87.61016255535999,"(41.807660959248146, -87.61016255535999)",2009-06-05
Vacant/Abandoned Building,09-00957187,06/05/2009,,,Building is Open / Unsecure,,Vacant,,,5022,S,JUSTINE,ST,60609.0,1166850.129805,1871571.3919,16.0,9.0,61.0,41.803154638871696,-87.66360866354077,"(41.803154638871696, -87.66360866354077)",2009-06-05
Vacant/Abandoned Building,09-00964485,06/08/2009,,,Building is Open / Unsecure,,Vacant,,,2543,E,79TH,ST,60649.0,1194558.7996049998,1853081.2031,7.0,4.0,46.0,41.75177893439546,-87.56259729906084,"(41.75177893439546, -87.56259729906085)",2009-06-08
Vacant/Abandoned Building,09-00974813,06/09/2009,,,Building is Boarded Up,,Vacant,,,3007,W,DIVERSEY,AVE,60647.0,1155895.290305,1918463.6619999998,35.0,14.0,22.0,41.93205918131951,-87.70252169264204,"(41.93205918131951, -87.70252169264204)",2009-06-09
Vacant/Abandoned Building,09-00975007,06/09/2009,,,Building is Open / Unsecure,,Vacant,,,2021,N,ST LOUIS,AVE,60647.0,1152935.01120585,1913404.54707461,26.0,14.0,22.0,41.91823580029635,-87.71353474277943,"(41.91823580029635, -87.71353474277942)",2009-06-09
Vacant/Abandoned Building,09-00975026,06/09/2009,,,Building is Open / Unsecure,,Vacant,,,1858,N,LEAVITT,ST,60647.0,1161398.6325049999,1912425.6501,32.0,14.0,22.0,41.915377577780795,-87.68246608261845,"(41.915377577780795, -87.68246608261843)",2009-06-09
Vacant/Abandoned Building,09-00976561,06/09/2009,,,Building is Boarded Up,,Vacant,,False,2214,N,KEDVALE,AVE,60639.0,1148356.474005,1914298.9458,31.0,25.0,20.0,41.92077968405283,-87.73033362361687,"(41.92077968405283, -87.73033362361686)",2009-06-09
Vacant/Abandoned Building,09-01017776,06/16/2009,,,Building is Open / Unsecure,,Vacant,,,5434,S,PAULINA,ST,60609.0,1165928.697405,1868893.3590000002,16.0,9.0,61.0,41.79582545133814,-87.66706411960445,"(41.79582545133814, -87.66706411960445)",2009-06-16
Vacant/Abandoned Building,09-01017892,06/16/2009,,,Building is Open / Unsecure,,Vacant,,,6326,S,ABERDEEN,ST,60621.0,1170063.4509049999,1863029.0608,16.0,7.0,68.0,41.77964419826757,-87.65207218127874,"(41.77964419826757, -87.65207218127873)",2009-06-16
Vacant/Abandoned Building,09-01058489,06/22/2009,,,Building is Open / Unsecure,REAR DOOR,Vacant,,True,8144,S,CORNELL,AVE,60617.0,1188671.770205,1851707.8036,8.0,4.0,45.0,41.748152888547786,-87.58421399810629,"(41.74815288854778, -87.5842139981063)",2009-06-22
Vacant/Abandoned Building,09-01065355,06/22/2009,,,Building is Open / Unsecure,,Unknown,,True,2821,W,MCLEAN,AVE,60647.0,1156990.056405,1913540.5684,35.0,14.0,22.0,41.91852766781374,-87.69863248185519,"(41.91852766781374, -87.69863248185519)",2009-06-22
Vacant/Abandoned Building,09-01123251,06/30/2009,,,Building is Open / Unsecure,FRONT,Vacant,,True,3342,W,LEXINGTON,ST,60624.0,1154485.971405,1896510.9044,24.0,11.0,27.0,41.871847141214225,-87.70828855491845,"(41.871847141214225, -87.70828855491847)",2009-06-30
Vacant/Abandoned Building,09-01123940,06/30/2009,,,,,,,,2452,N,CALIFORNIA,AVE,60647.0,1157286.115705,1916495.3526,35.0,14.0,22.0,41.926629802872036,-87.69746423200758,"(41.92662980287204, -87.69746423200758)",2009-06-30
