SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,15-01297940,04/13/2015,,,,,,,,1919,N,LEAVITT,ST,60647.0,1161386.25152812,1912912.29158475,32.0,14.0,22.0,41.916713214481966,-87.68249800138716,"(41.91671321448197, -87.68249800138716)",2015-04-13
Vacant/Abandoned Building,15-01074871,04/01/2015,Front,,Open,,Vacant,False,False,4356,W,MAYPOLE,AVE,60624.0,1147222.75006978,1901097.09567831,28.0,11.0,26.0,41.88457422256497,-87.73483761971212,"(41.88457422256497, -87.73483761971212)",2015-04-01
Vacant/Abandoned Building,15-01088093,04/02/2015,Front,,Open,,Vacant,False,False,3505,W,LE MOYNE,ST,60651.0,1152719.72610651,1909745.21470123,26.0,14.0,23.0,41.90819853156192,-87.71442273742309,"(41.908198531561915, -87.71442273742309)",2015-04-02
Vacant/Abandoned Building,15-01088114,04/02/2015,Front,,Open,,Vacant,False,False,3501,W,LE MOYNE,ST,60651.0,1152746.62610651,1909745.71470123,26.0,14.0,23.0,41.908199370954435,-87.71432390666887,"(41.908199370954435, -87.71432390666888)",2015-04-02
Vacant/Abandoned Building,15-01114067,04/03/2015,Front,,Open,,Vacant,False,False,8451,S,MUSKEGON,AVE,60617.0,1196624.15361683,1849482.6995902,10.0,4.0,46.0,41.7418533471776,-87.55514815344526,"(41.7418533471776, -87.55514815344526)",2015-04-03
Vacant/Abandoned Building,15-01114310,04/03/2015,Front,,Open,,Vacant,True,True,4309,W,HARRISON,ST,60624.0,1147801.98013023,1897007.49748173,24.0,11.0,26.0,41.87334078857722,-87.73281566524669,"(41.87334078857722, -87.7328156652467)",2015-04-03
Vacant/Abandoned Building,15-01116734,04/03/2015,Front,,Open,,Vacant,False,False,8700,S,BALTIMORE,AVE,60617.0,1198403.0600666,1847881.83569962,10.0,4.0,46.0,41.73741612800644,-87.54868391839874,"(41.73741612800644, -87.54868391839875)",2015-04-03
Vacant/Abandoned Building,15-01116752,04/03/2015,Front,,Open,,Vacant,False,False,322,W,60TH,ST,60621.0,1175076.45789415,1865160.34477406,20.0,7.0,68.0,41.78538221729116,-87.63363035705444,"(41.78538221729116, -87.63363035705444)",2015-04-03
Vacant/Abandoned Building,15-01139955,04/04/2015,Front,,Open,FRONT & REAR,Vacant,False,False,6041,S,GREEN,ST,60621.0,1171672.87261987,1864787.08889248,16.0,7.0,68.0,41.78443328901741,-87.64612034074256,"(41.784433289017414, -87.64612034074254)",2015-04-04
Vacant/Abandoned Building,15-01098186,04/02/2015,Front,,Open,,Vacant,True,False,1223,W,110TH,PL,60643.0,1170140.75308702,1831507.4257708,34.0,22.0,75.0,41.69314272418095,-87.65270269856138,"(41.69314272418095, -87.65270269856138)",2015-04-02
Vacant/Abandoned Building,15-01116744,04/03/2015,Front,,Open,,Vacant,False,False,312,W,60TH,ST,60621.0,1175185.15789415,1865166.64477406,20.0,7.0,68.0,41.785397077071465,-87.63323162758766,"(41.785397077071465, -87.63323162758766)",2015-04-03
Vacant/Abandoned Building,15-01117741,04/03/2015,Front,,Open,FRONT DOOR,Vacant,False,True,6508,S,MARSHFIELD,AVE,60636.0,1166443.68851012,1861552.28727744,15.0,7.0,67.0,41.775669670575006,-87.66538474986234,"(41.77566967057501, -87.66538474986234)",2015-04-03
Vacant/Abandoned Building,15-01119535,04/03/2015,Front,,Open,,Vacant,False,False,1229,W,110TH,PL,60643.0,1170100.45308702,1831506.4257708,34.0,22.0,75.0,41.69314085377664,-87.65285027410026,"(41.69314085377664, -87.65285027410027)",2015-04-03
Vacant/Abandoned Building,15-01203045,04/08/2015,Front,,Open,,Vacant,False,False,10959,S,PEORIA,ST,60643.0,1172268.61590089,1832158.4799128002,34.0,22.0,75.0,41.694882914760754,-87.64489311169335,"(41.69488291476075, -87.64489311169334)",2015-04-08
Vacant/Abandoned Building,15-01186013,04/07/2015,Front,,Open,FRONT AND REAR DOOR,Vacant,False,False,10800,S,CALHOUN,AVE,60617.0,1194902.85131762,1833902.61869493,10.0,4.0,51.0,41.699142697808384,-87.56196630187802,"(41.699142697808384, -87.56196630187802)",2015-04-07
Vacant/Abandoned Building,15-01221508,04/09/2015,Front,,Open,,Vacant,False,False,10100,S,STATE,ST,60628.0,1178037.6289718,1838007.7942027,9.0,5.0,49.0,41.71080577776481,-87.6235946038731,"(41.71080577776481, -87.62359460387309)",2015-04-09
Vacant/Abandoned Building,15-01133453,04/04/2015,Front,,Open,DOORS,Vacant,False,False,12022,S,PERRY,AVE,60628.0,1177757.70602294,1825150.11128219,9.0,5.0,53.0,41.67552875612003,-87.62500694713155,"(41.67552875612003, -87.62500694713157)",2015-04-04
Vacant/Abandoned Building,15-01114447,04/03/2015,Front,,Open,,Vacant,True,True,4527,W,FULTON,ST,60624.0,1146176.57979445,1901369.03537957,28.0,11.0,26.0,41.8853404137058,-87.73867242042397,"(41.8853404137058, -87.73867242042397)",2015-04-03
Vacant/Abandoned Building,15-01114628,04/03/2015,Front,,Boarded,FRONT DOOR,Occupied,False,True,11821,S,INDIANA,AVE,60628.0,1179699.67170566,1826533.45012872,9.0,5.0,53.0,41.67928081638085,-87.61785695450679,"(41.679280816380846, -87.6178569545068)",2015-04-03
Vacant/Abandoned Building,15-01236536,04/10/2015,Front,,Open,FRONT/REAR,Vacant,False,False,543,W,61ST,ST,60621.0,1173541.7024283998,1864454.4476720002,20.0,7.0,68.0,41.78347929310515,-87.6392783334747,"(41.78347929310515, -87.63927833347472)",2015-04-10
Vacant/Abandoned Building,15-01206167,04/08/2015,Front,,Open,,Vacant,False,False,1948,S,CHRISTIANA,AVE,60623.0,1154342.05490537,1890188.80877278,24.0,10.0,29.0,41.85450148583936,-87.70898573420513,"(41.854501485839364, -87.70898573420514)",2015-04-08
Vacant/Abandoned Building,15-01206172,04/08/2015,Front,,Open,,Vacant,False,False,5250,S,ABERDEEN,ST,60609.0,1169865.35126883,1870316.65671587,16.0,9.0,61.0,41.799646505161036,-87.65258689114788,"(41.799646505161036, -87.65258689114788)",2015-04-08
Vacant/Abandoned Building,15-01083982,04/02/2015,Front,,Open,FRONT AND REAR,Vacant,True,False,7334,S,RHODES,AVE,60619.0,1181175.04161589,1856506.70150195,6.0,3.0,69.0,41.76149740181231,-87.61153666566317,"(41.76149740181231, -87.61153666566317)",2015-04-02
