,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
46,01/01/2013,Completed - Dup,01/02/2013,13-00001670,Alley Light Out,1823 W 51ST ST,60609.0,1164963.80992284,1870869.33280357,16.0,9.0,61.0,41.801268229638346,-87.67054654690357,"(41.801268229638346, -87.67054654690358)",2013-01-01
47,01/01/2013,Completed - Dup,01/08/2013,13-00001712,Alley Light Out,1823 W 51ST ST,60609.0,1164963.80992284,1870869.33280357,16.0,9.0,61.0,41.801268229638346,-87.67054654690357,"(41.801268229638346, -87.67054654690358)",2013-01-01
48,01/01/2013,Completed,01/02/2013,13-00001476,Alley Light Out,1532 N KEELER AVE,60651.0,1148101.48010418,1909882.86468807,30.0,25.0,23.0,41.90866644354464,-87.73138441467108,"(41.90866644354464, -87.73138441467108)",2013-01-01
49,01/01/2013,Completed,01/02/2013,13-00001545,Alley Light Out,3029 N ALLEN AVE,60618.0,1152943.78939769,1919788.8512757,35.0,14.0,21.0,41.93575468294771,-87.7133328834251,"(41.93575468294771, -87.71333288342511)",2013-01-01
50,01/01/2013,Completed,01/03/2013,13-00000807,Alley Light Out,1720 N ORCHARD ST,60614.0,1171351.98012528,1911648.04892823,43.0,18.0,7.0,41.91303070127184,-87.64592155239951,"(41.913030701271836, -87.64592155239951)",2013-01-01
51,01/01/2013,Completed,01/03/2013,13-00001506,Alley Light Out,1708 W 82ND ST,60620.0,1166351.12533104,1850323.77358967,18.0,6.0,71.0,41.74485906649929,-87.66604337818916,"(41.74485906649929, -87.66604337818916)",2013-01-01
52,01/01/2013,Completed,01/03/2013,13-00001847,Alley Light Out,3317 W CRYSTAL ST,60651.0,1154022.20821723,1908124.96040924,26.0,14.0,23.0,41.903726518728526,-87.70968132874731,"(41.90372651872852, -87.70968132874732)",2013-01-01
53,01/01/2013,Completed,01/04/2013,13-00000287,Alley Light Out,4426 S CALUMET AVE,60653.0,1179172.43139329,1875740.5615896,3.0,2.0,38.0,41.81432283818276,-87.61829008203003,"(41.81432283818276, -87.61829008203003)",2013-01-01
54,01/01/2013,Completed,01/04/2013,13-00001533,Alley Light Out,3234 S GREEN ST,60608.0,1171228.37000333,1883534.18998857,11.0,9.0,60.0,41.835886990411545,-87.6472012961396,"(41.835886990411545, -87.6472012961396)",2013-01-01
55,01/01/2013,Completed,01/07/2013,13-00001376,Alley Light Out,738 W 107TH ST,60628.0,1173180.71470655,1833903.17351717,34.0,22.0,49.0,41.69965056723017,-87.64150233706512,"(41.69965056723017, -87.64150233706513)",2013-01-01
56,01/01/2013,Completed,01/07/2013,13-00001450,Alley Light Out,6926 S MAY ST,60621.0,1169846.94960961,1858869.42837696,17.0,7.0,68.0,41.768234360027506,-87.65298654124304,"(41.76823436002751, -87.65298654124304)",2013-01-01
57,01/01/2013,Completed,01/08/2013,13-00001363,Alley Light Out,1544 W 119TH ST,60643.0,1168082.32002609,1825811.27989654,34.0,5.0,53.0,41.67755592193719,-87.66040195541035,"(41.677555921937184, -87.66040195541035)",2013-01-01
58,01/01/2013,Completed,01/08/2013,13-00001669,Alley Light Out,1823 W 51ST ST,60609.0,1164963.80992284,1870869.33280357,16.0,9.0,61.0,41.801268229638346,-87.67054654690357,"(41.801268229638346, -87.67054654690358)",2013-01-01
59,01/01/2013,Completed,01/09/2013,13-00001692,Alley Light Out,10010 S PERRY AVE,60628.0,1177367.07310667,1838587.84836644,9.0,5.0,49.0,41.7124126667691,-87.62603285537672,"(41.71241266676909, -87.62603285537672)",2013-01-01
136,01/02/2013,Completed - Dup,01/02/2013,13-00005678,Alley Light Out,4802 S ASHLAND AVE,60609.0,1166482.43127902,1872877.15192126,20.0,9.0,61.0,41.8067456483376,-87.66491994499249,"(41.806745648337596, -87.66491994499248)",2013-01-02
137,01/02/2013,Completed - Dup,01/03/2013,13-00002525,Alley Light Out,3157 S WELLS ST,60616.0,1175133.20526643,1884023.02202046,11.0,9.0,34.0,41.83714189981949,-87.63285858681152,"(41.83714189981949, -87.63285858681151)",2013-01-02
138,01/02/2013,Completed - Dup,01/03/2013,13-00007484,Alley Light Out,266 W 24TH PL,60616.0,1174853.24978014,1888059.80251502,25.0,9.0,34.0,41.848225404026635,-87.63376519811806,"(41.84822540402663, -87.63376519811806)",2013-01-02
