,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
188,01/02/2013,Completed,01/02/2013,13-00002157,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,29.0,4000 N MARINE DR,60613.0,1171411.33723077,1926810.92958449,46.0,19.0,3.0,34.0,41.95466725162307,-87.6454106251512,"(41.95466725162307, -87.6454106251512)",2013-01-02
189,01/02/2013,Completed,01/02/2013,13-00002204,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,,840 W 68TH ST,60621.0,1171770.23462127,1859758.5499898,17.0,7.0,68.0,,41.77073846465115,-87.64616412375854,"(41.77073846465116, -87.64616412375854)",2013-01-02
190,01/02/2013,Completed,01/02/2013,13-00002265,Pot Hole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,,3659 S ARCHER AVE,60609.0,1161574.60911015,1880321.24098654,11.0,9.0,59.0,,41.82729915918342,-87.68245715362747,"(41.82729915918342, -87.68245715362747)",2013-01-02
191,01/02/2013,Completed,01/02/2013,13-00003386,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,3600 N AUSTIN AVE,60634.0,1135732.23913103,1923321.01951597,38.0,16.0,17.0,,41.9458132146695,-87.77665216156436,"(41.9458132146695, -87.77665216156436)",2013-01-02
192,01/02/2013,Completed,01/02/2013,13-00003670,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,,8951 S ST LAWRENCE AVE,60619.0,1181807.73938974,1845672.99942051,6.0,6.0,44.0,,41.73141241301997,-87.60939701879808,"(41.73141241301997, -87.60939701879808)",2013-01-02
193,01/02/2013,Completed,01/02/2013,13-00004573,Pot Hole in Street,Final Outcome,Pothole Patched,6.0,356 N KILBOURN AVE,60624.0,1146319.92067825,1901919.22308765,28.0,11.0,26.0,,41.886883472011924,-87.73828039218765,"(41.88688347201192, -87.73828039218766)",2013-01-02
194,01/02/2013,Completed,01/02/2013,13-00004810,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,208 W 95TH ST,60628.0,1176531.71892167,1841949.20410672,21.0,6.0,49.0,,41.721765362443016,-87.62902235939839,"(41.721765362443016, -87.62902235939838)",2013-01-02
195,01/02/2013,Completed,01/02/2013,13-00004819,Pot Hole in Street,Final Outcome,Pothole Patched,23.0,732 W 87TH ST,60620.0,1172828.52290096,1847198.23749149,21.0,6.0,71.0,,41.736251458513344,-87.64246346930392,"(41.736251458513344, -87.64246346930392)",2013-01-02
196,01/02/2013,Completed,01/02/2013,13-00004832,Pot Hole in Street,Final Outcome,Pothole Patched,16.0,700 W 87TH ST,60620.0,1173160.5376696002,1847203.43708481,21.0,6.0,71.0,,41.73625826695446,-87.64124661076984,"(41.73625826695446, -87.64124661076985)",2013-01-02
197,01/02/2013,Completed,01/02/2013,13-00004851,Pot Hole in Street,Final Outcome,Pothole Patched,9.0,632 W 87TH ST,60620.0,1173491.69541466,1847208.73869983,21.0,6.0,71.0,,41.73626560733366,-87.6400327198814,"(41.73626560733366, -87.6400327198814)",2013-01-02
198,01/02/2013,Completed,01/02/2013,13-00004859,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,600 W 87TH ST,60620.0,1173823.93909491,1847213.9046073998,21.0,6.0,71.0,,41.73627237734594,-87.63881571453558,"(41.736272377345934, -87.63881571453558)",2013-01-02
199,01/02/2013,Completed,01/02/2013,13-00004862,Pot Hole in Street,Final Outcome,Pothole Patched,20.0,4414 S EVANS AVE,60653.0,1181890.87010588,1875904.46567953,3.0,2.0,38.0,47.0,41.81447954914746,-87.6084550513942,"(41.81447954914745, -87.6084550513942)",2013-01-02
200,01/02/2013,Completed,01/02/2013,13-00004876,Pot Hole in Street,Final Outcome,Pothole Patched,21.0,532 W 87TH ST,60620.0,1174155.33243362,1847218.86399163,21.0,6.0,71.0,,41.736278492358686,-87.63760177724869,"(41.736278492358686, -87.63760177724869)",2013-01-02
201,01/02/2013,Completed,01/02/2013,13-00004888,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,500 W 87TH ST,60620.0,1174489.25151543,1847224.38218749,21.0,6.0,71.0,,41.73628634809965,-87.63637831000402,"(41.736286348099654, -87.63637831000403)",2013-01-02
202,01/02/2013,Completed,01/02/2013,13-00004905,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,4541 S EVANS AVE,60653.0,1181912.39066628,1875061.16837257,4.0,2.0,38.0,47.0,41.811930736089536,-87.60810160786184,"(41.81193073608954, -87.60810160786184)",2013-01-02
203,01/02/2013,Completed,01/02/2013,13-00004958,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,4609 S LANGLEY AVE,60653.0,1181708.59998301,1874607.17002262,4.0,2.0,38.0,47.0,41.81100470378756,-87.6088717873498,"(41.81100470378756, -87.6088717873498)",2013-01-02
204,01/02/2013,Completed,01/02/2013,13-00004994,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,700 E 47TH ST,60653.0,1181723.77656951,1874003.87309591,4.0,2.0,38.0,47.0,41.80960925369593,-87.60892910956369,"(41.80960925369593, -87.6089291095637)",2013-01-02
205,01/02/2013,Completed,01/02/2013,13-00005025,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,4700 S EVANS AVE,60615.0,1182046.56646878,1874012.44512287,4.0,2.0,38.0,47.0,41.80942213609463,-87.60794599593694,"(41.80942213609463, -87.60794599593696)",2013-01-02
206,01/02/2013,Completed,01/02/2013,13-00005238,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,8449 S BRANDON AVE,60617.0,1198948.13937234,1849589.28002462,10.0,4.0,46.0,,41.7415961902756,-87.54647227850916,"(41.741596190275594, -87.54647227850916)",2013-01-02
207,01/02/2013,Completed,01/02/2013,13-00005245,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,9138 S COMMERCIAL AVE,60617.0,1197732.01259297,1844945.18841112,10.0,4.0,46.0,5.0,41.72890516933711,-87.55137391709913,"(41.72890516933711, -87.55137391709914)",2013-01-02
208,01/02/2013,Completed,01/02/2013,13-00005253,Pot Hole in Street,Final Outcome,Pothole Patched,8.0,10657 S BUFFALO AVE,60617.0,1199862.6854901002,1834886.74820132,10.0,4.0,52.0,,41.70109821541122,-87.54363106655359,"(41.701098215411214, -87.5436310665536)",2013-01-02
209,01/02/2013,Completed,01/02/2013,13-00005261,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,3600 E 116TH ST,60617.0,1201915.76588795,1828659.33576882,10.0,4.0,52.0,,41.68468902329527,-87.5364054591543,"(41.68468902329527, -87.5364054591543)",2013-01-02
210,01/02/2013,Completed,01/02/2013,13-00005309,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,500 W ROOSEVELT RD,60607.0,1173311.53102154,1894981.33462596,2.0,1.0,28.0,,41.867362692616666,-87.63929319464197,"(41.867362692616666, -87.63929319464197)",2013-01-02
211,01/02/2013,Completed,01/02/2013,13-00005351,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,4600 S COTTAGE GROVE AVE,60653.0,1182366.99278502,1874685.46200704,4.0,2.0,38.0,47.0,41.81126143638679,-87.60674997203422,"(41.811261436386786, -87.60674997203422)",2013-01-02
212,01/02/2013,Completed,01/02/2013,13-00005389,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,4600 S CHAMPLAIN AVE,60653.0,1181371.38997609,1874657.2199764,4.0,2.0,38.0,47.0,41.81120672066032,-87.61040217137251,"(41.81120672066032, -87.61040217137251)",2013-01-02
213,01/02/2013,Completed,01/02/2013,13-00005406,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,400 W 46TH ST,60609.0,,,11.0,9.0,37.0,13.0,41.81102975811823,-87.63576678655339,"(41.81102975811823, -87.63576678655339)",2013-01-02
214,01/02/2013,Completed,01/02/2013,13-00005428,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,700 W 45TH ST,60609.0,1172383.12296769,1875043.81786861,11.0,9.0,61.0,,41.812672088672024,-87.64327617750129,"(41.81267208867202, -87.64327617750129)",2013-01-02
215,01/02/2013,Completed,01/02/2013,13-00005446,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,5729 S MOBILE AVE,60638.0,1135365.59003049,1865893.33002456,23.0,8.0,56.0,,41.78784032842634,-87.77905326090824,"(41.78784032842634, -87.77905326090823)",2013-01-02
216,01/02/2013,Completed,01/02/2013,13-00005485,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,5133 S KILDARE AVE,60632.0,1148564.64349815,1870233.87011378,23.0,8.0,57.0,,41.79950702064785,-87.73054597238911,"(41.799507020647845, -87.73054597238911)",2013-01-02
217,01/02/2013,Completed,01/02/2013,13-00005494,Pot Hole in Street,Final Outcome,Pothole Patched,6.0,1142 E 72ND ST,60619.0,1185176.58006788,1857506.99076577,5.0,3.0,69.0,,41.764262492142045,-87.59654152646868,"(41.764262492142045, -87.59654152646867)",2013-01-02
218,01/02/2013,Completed,01/02/2013,13-00005496,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,3400 W JACKSON BLVD,60624.0,1153764.16231857,1898484.48919117,28.0,11.0,27.0,,41.877385456342665,-87.71101847907306,"(41.877385456342665, -87.71101847907306)",2013-01-02
219,01/02/2013,Completed,01/02/2013,13-00005501,Pot Hole in Street,Final Outcome,Pothole Patched,17.0,1300 E 73RD ST,60619.0,1186141.24738136,1856861.21938056,5.0,3.0,43.0,,41.76246467107395,-87.59326558106895,"(41.76246467107395, -87.59326558106896)",2013-01-02
220,01/02/2013,Completed,01/02/2013,13-00005509,Pot Hole in Street,Final Outcome,Pothole Patched,27.0,1200 E 73RD ST,60619.0,1185476.99471897,1856848.85567348,5.0,3.0,69.0,,41.76244673345415,-87.5957029238738,"(41.76244673345415, -87.5957029238738)",2013-01-02
221,01/02/2013,Completed,01/02/2013,13-00005515,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,7301 S KIMBARK AVE,60619.0,1186141.44738136,1856854.51938056,5.0,3.0,43.0,,41.76226473520772,-87.59317577055259,"(41.76226473520772, -87.5931757705526)",2013-01-02
222,01/02/2013,Completed,01/02/2013,13-00005542,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,5200 S KILDARE AVE,60632.0,1148576.69249402,1869789.30470268,23.0,8.0,57.0,,41.79856971263549,-87.73081793543413,"(41.79856971263549, -87.73081793543412)",2013-01-02
223,01/02/2013,Completed,01/02/2013,13-00005565,Pot Hole in Street,Final Outcome,Pothole Patched,56.0,6000 S FAIRFIELD AVE,60629.0,1159071.36821007,1864751.10467648,15.0,8.0,66.0,,41.78450789247022,-87.69246738499807,"(41.78450789247022, -87.69246738499808)",2013-01-02
224,01/02/2013,Completed,01/02/2013,13-00005589,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,5930 S WASHTENAW AVE,60629.0,1159390.39367483,1865224.57811112,16.0,8.0,66.0,59.0,41.785504623153294,-87.69127726564659,"(41.78550462315329, -87.69127726564659)",2013-01-02
225,01/02/2013,Completed,01/02/2013,13-00005612,Pot Hole in Street,Final Outcome,Pothole Patched,8.0,6102 S WASHTENAW AVE,60629.0,1159421.6088076,1864082.94850504,15.0,8.0,66.0,3.0,41.78264740941295,-87.69120051263674,"(41.782647409412945, -87.69120051263673)",2013-01-02
226,01/02/2013,Completed,01/02/2013,13-00005647,Pot Hole in Street,Final Outcome,Pothole Patched,6.0,2508 W 68TH ST,60629.0,1160794.73190383,1859484.42907073,15.0,8.0,66.0,14.0,41.77022181190742,-87.68626711862875,"(41.77022181190742, -87.68626711862875)",2013-01-02
227,01/02/2013,Completed,01/02/2013,13-00005669,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,6808 S MAPLEWOOD AVE,60629.0,1160547.09447987,1859423.36720295,15.0,8.0,66.0,14.0,41.76977010439155,-87.68720247620462,"(41.769770104391554, -87.68720247620463)",2013-01-02
228,01/02/2013,Completed,01/02/2013,13-00005686,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,1988 W DEVON AVE,60660.0,1161903.31991978,1942503.59156903,50.0,24.0,2.0,,41.99800802989064,-87.67997442991863,"(41.99800802989064, -87.67997442991864)",2013-01-02
229,01/02/2013,Completed,01/02/2013,13-00005695,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,6936 S MAPLEWOOD AVE,60629.0,1160571.0450213002,1858572.08002816,18.0,8.0,66.0,14.0,41.767167378774815,-87.68712747417332,"(41.76716737877481, -87.68712747417331)",2013-01-02
230,01/02/2013,Completed,01/02/2013,13-00005713,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,2500 W 70TH ST,60629.0,1160917.43566721,1858160.53348026,15.0,8.0,66.0,14.0,41.76658706758303,-87.68580122052647,"(41.76658706758303, -87.68580122052647)",2013-01-02
231,01/02/2013,Completed,01/02/2013,13-00005715,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,2306 W DEVON AVE,60659.0,1159752.79590664,1942438.38322617,50.0,24.0,2.0,43.0,41.99787636318572,-87.6877635508729,"(41.99787636318572, -87.6877635508729)",2013-01-02
232,01/02/2013,Completed,01/02/2013,13-00005728,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,6109 N KEDZIE AVE,60659.0,1153917.48667545,1940565.4799192,50.0,24.0,2.0,,41.9932914563834,-87.70907261160887,"(41.993291456383396, -87.70907261160887)",2013-01-02
233,01/02/2013,Completed,01/02/2013,13-00005737,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,6085 N KEDZIE AVE,60659.0,1153922.58187301,1940455.23099994,50.0,24.0,2.0,,41.99283054997264,-87.70905900597903,"(41.99283054997264, -87.70905900597901)",2013-01-02
234,01/02/2013,Completed,01/02/2013,13-00005738,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,2443 W 70TH ST,60629.0,1161195.85159509,1858168.35389595,15.0,8.0,66.0,14.0,41.766379146883885,-87.68499686959449,"(41.76637914688388, -87.68499686959449)",2013-01-02
235,01/02/2013,Completed,01/02/2013,13-00005745,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,3051 W FOSTER AVE,60625.0,1155066.94552948,1934387.53710368,33.0,17.0,13.0,,41.97566001683558,-87.70561467515348,"(41.975660016835576, -87.70561467515348)",2013-01-02
236,01/02/2013,Completed,01/02/2013,13-00005760,Pot Hole in Street,Final Outcome,Pothole Patched,13.0,2421 W 70TH ST,60629.0,1161358.15159509,1858172.95389595,17.0,8.0,66.0,14.0,41.76639257945517,-87.68419785456557,"(41.766392579455164, -87.68419785456557)",2013-01-02
237,01/02/2013,Completed,01/02/2013,13-00005807,Pot Hole in Street,Final Outcome,Pothole Patched,12.0,3800 S HOMAN AVE,60632.0,1154321.92637285,1879193.99989336,12.0,9.0,58.0,,41.82427982086517,-87.70949613628757,"(41.824279820865165, -87.70949613628758)",2013-01-02
238,01/02/2013,Completed,01/02/2013,13-00005836,Pot Hole in Street,Final Outcome,Pothole Patched,23.0,3400 W PERSHING RD,60632.0,1154338.53992771,1878535.24372742,12.0,9.0,58.0,,41.82263069276657,-87.70943468828905,"(41.822630692766566, -87.70943468828904)",2013-01-02
239,01/02/2013,Completed,01/02/2013,13-00005861,Pot Hole in Street,Final Outcome,Pothole Patched,29.0,3100 S HAMLIN AVE,60623.0,1151532.06852496,1883779.16613186,22.0,10.0,30.0,,41.83687564360896,-87.71961298487776,"(41.836875643608955, -87.71961298487777)",2013-01-02
240,01/02/2013,Completed,01/02/2013,13-00005887,Pot Hole in Street,Final Outcome,Pothole Patched,21.0,3200 S HAMLIN AVE,60623.0,1151548.50993113,1883114.80187248,22.0,10.0,30.0,,41.835053037608986,-87.71956894040436,"(41.835053037608986, -87.71956894040436)",2013-01-02
241,01/02/2013,Completed,01/02/2013,13-00005916,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,7400 N OLEANDER AVE,60631.0,1125069.85400426,1948529.81936769,41.0,16.0,9.0,,42.01522270279044,-87.81528050175714,"(42.01522270279044, -87.81528050175714)",2013-01-02
242,01/02/2013,Completed,01/02/2013,13-00005920,Pot Hole in Street,Final Outcome,Pothole Patched,13.0,3200 S HARDING AVE,60623.0,1150551.57023153,1883086.75341441,22.0,10.0,30.0,,41.83499579360559,-87.72322752834916,"(41.83499579360559, -87.72322752834916)",2013-01-02
243,01/02/2013,Completed,01/02/2013,13-00005929,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,7300 N OLEANDER AVE,60631.0,1125069.58079829,1947866.05111893,41.0,16.0,9.0,,42.01340079499984,-87.81529734328842,"(42.01340079499984, -87.81529734328842)",2013-01-02
244,01/02/2013,Completed,01/02/2013,13-00005932,Pot Hole in Street,Final Outcome,Pothole Patched,8.0,2700 S HARDING AVE,60623.0,1150478.75470781,1885760.43493283,22.0,10.0,30.0,,41.84233150178717,-87.723426289096,"(41.84233150178717, -87.723426289096)",2013-01-02
245,01/02/2013,Completed,01/02/2013,13-00005936,Pot Hole in Street,Final Outcome,Pothole Patched,23.0,7200 N OLEANDER AVE,60631.0,1125074.1157695,1947202.56930245,41.0,16.0,9.0,,42.01157869184527,-87.81531370787182,"(42.01157869184527, -87.81531370787182)",2013-01-02
246,01/02/2013,Completed,01/02/2013,13-00005964,Pot Hole in Street,Final Outcome,No Potholes Found,0.0,2020 W FOSTER AVE,60625.0,1161929.45809194,1934531.29917426,40.0,20.0,4.0,,41.976127875412615,-87.68028703485491,"(41.97612787541262, -87.68028703485491)",2013-01-02
247,01/02/2013,Completed,01/02/2013,13-00006008,Pot Hole in Street,Final Outcome,CDOT Street Cut Complaints Transfer Outcome,1.0,3999 N SHERIDAN RD,60613.0,1168885.27022416,1926736.63119848,46.0,19.0,6.0,17.0,41.95444524091915,-87.65439648350025,"(41.95444524091915, -87.65439648350025)",2013-01-02
248,01/02/2013,Completed,01/02/2013,13-00006338,Pot Hole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,,5200 N OLCOTT AVE,60656.0,1125344.65836676,1933671.28217623,41.0,16.0,10.0,,41.97444384569554,-87.81460120514225,"(41.97444384569554, -87.81460120514225)",2013-01-02
249,01/02/2013,Completed,01/02/2013,13-00006353,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,3440 W FULLERTON AVE,60647.0,1152958.58992976,1915741.71323069,26.0,14.0,22.0,,41.924754292896814,-87.7137195347973,"(41.924754292896814, -87.71371953479729)",2013-01-02
250,01/02/2013,Completed,01/02/2013,13-00006360,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,5042 W FULLERTON AVE,60639.0,1142378.43938035,1915489.78799616,31.0,25.0,19.0,,41.924260779066174,-87.75295279574034,"(41.92426077906617, -87.75295279574033)",2013-01-02
251,01/02/2013,Completed,01/02/2013,13-00006376,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,4518 S COTTAGE GROVE AVE,60653.0,1182353.03752649,1875227.76452847,4.0,2.0,38.0,47.0,41.812571946316034,-87.60677988842504,"(41.81257194631603, -87.60677988842504)",2013-01-02
252,01/02/2013,Completed,01/02/2013,13-00006389,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,4800 S EVANS AVE,60615.0,1182066.11688456,1873350.24302082,4.0,2.0,38.0,47.0,41.807602512402696,-87.60789246842123,"(41.807602512402696, -87.60789246842123)",2013-01-02
253,01/02/2013,Completed,01/02/2013,13-00006410,Pot Hole in Street,Final Outcome,Pothole Patched,7.0,4700 S CHAMPLAIN AVE,60615.0,1181389.83902598,1873994.62349609,4.0,2.0,38.0,47.0,41.809385403296645,-87.61035187902606,"(41.809385403296645, -87.61035187902604)",2013-01-02
254,01/02/2013,Completed,01/02/2013,13-00006430,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,4800 S CHAMPLAIN AVE,60615.0,1181408.45498915,1873331.54652871,4.0,2.0,38.0,,41.807568132075374,-87.61030717470716,"(41.807568132075374, -87.61030717470717)",2013-01-02
255,01/02/2013,Completed,01/02/2013,13-00006458,Pot Hole in Street,Final Outcome,Pothole Patched,17.0,600 E 47TH ST,60653.0,1181051.00471652,1873984.77719678,4.0,2.0,38.0,47.0,41.809572516991814,-87.61139462098612,"(41.80957251699181, -87.61139462098613)",2013-01-02
256,01/02/2013,Completed,01/02/2013,13-00006513,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,7100 W 56TH ST,60638.0,1129986.24418825,1866603.71901954,23.0,8.0,56.0,,41.790339790036995,-87.7989883333862,"(41.790339790036995, -87.7989883333862)",2013-01-02
257,01/02/2013,Completed,01/02/2013,13-00006537,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,5500 S MEADE AVE,60638.0,1136640.52176902,1867470.54413165,23.0,8.0,56.0,,41.79239932450949,-87.77464470291952,"(41.792399324509496, -87.77464470291952)",2013-01-02
258,01/02/2013,Completed,01/02/2013,13-00006548,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,5938 W FULLERTON AVE,60639.0,1136290.66031852,1915333.9357055,29.0,25.0,19.0,,41.9239500604769,-87.77487732010576,"(41.9239500604769, -87.77487732010577)",2013-01-02
259,01/02/2013,Completed,01/02/2013,13-00006558,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,6032 W FULLERTON AVE,60639.0,1135657.96026821,1915316.22803275,29.0,25.0,19.0,,41.92391516181014,-87.77707358303114,"(41.92391516181014, -87.77707358303114)",2013-01-02
260,01/02/2013,Completed,01/02/2013,13-00006563,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,2800 W 47TH ST,60632.0,1158494.11870049,1873375.82862965,12.0,9.0,58.0,,41.80838958719761,-87.6942693207136,"(41.80838958719761, -87.69426932071359)",2013-01-02
261,01/02/2013,Completed,01/02/2013,13-00006567,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,7455 W CORNELIA AVE,60634.0,1125688.11908901,1922363.80479784,36.0,16.0,17.0,,41.943199494718925,-87.81395164414245,"(41.94319949471892, -87.81395164414246)",2013-01-02
262,01/02/2013,Completed,01/02/2013,13-00006621,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,7901 W IRVING PARK RD,60634.0,1122673.35030704,1925636.57842736,36.0,16.0,17.0,,41.952236169231576,-87.82455090310657,"(41.952236169231576, -87.82455090310658)",2013-01-02
263,01/02/2013,Completed,01/02/2013,13-00006652,Pot Hole in Street,Final Outcome,Pothole Patched,39.0,5 E 102ND ST,60628.0,1178093.30329384,1837345.51858606,9.0,5.0,49.0,,41.70887922111049,-87.6232294877514,"(41.70887922111049, -87.6232294877514)",2013-01-02
264,01/02/2013,Completed,01/02/2013,13-00006673,Pot Hole in Street,Final Outcome,Pothole Patched,18.0,100 W 102ND ST,60628.0,1177397.57797773,1837329.11721539,9.0,5.0,49.0,,41.709066995166715,-87.62602112156958,"(41.709066995166715, -87.62602112156958)",2013-01-02
265,01/02/2013,Completed,01/02/2013,13-00006683,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,7547 W IRVING PARK RD,60634.0,1124943.18137825,1925726.09109018,36.0,16.0,17.0,,41.952437396813934,-87.81649552747083,"(41.95243739681394, -87.81649552747085)",2013-01-02
266,01/02/2013,Completed,01/02/2013,13-00006703,Pot Hole in Street,Final Outcome,Pothole Patched,17.0,4200 S MARSHFIELD AVE,60609.0,1166050.13010449,1876860.67460564,12.0,9.0,61.0,10.0,41.81759429298256,-87.66653849216274,"(41.81759429298256, -87.66653849216274)",2013-01-02
267,01/02/2013,Completed,01/02/2013,13-00006759,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,7332 W WAVELAND AVE,60634.0,1126425.79937682,1923584.73347933,36.0,16.0,17.0,,41.946763670731,-87.81077207602762,"(41.946763670730995, -87.81077207602762)",2013-01-02
