,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
33,01/01/2013,Completed,01/02/2013,13-00000138,Sanitation Code Violation,Garbage in alley,706 E 50TH PL,60615.0,1181868.50758849,1871686.59778003,4.0,2.0,38.0,41.80313645070464,-87.6085261060884,"(41.80313645070464, -87.6085261060884)",2013-01-01
34,01/01/2013,Completed,01/02/2013,13-00001322,Sanitation Code Violation,Dumpster not being emptied,7101 N RIDGE BLVD,60645.0,1161063.65448612,1947374.10733045,49.0,24.0,1.0,42.0112848224754,-87.68272182455166,"(42.0112848224754, -87.68272182455165)",2013-01-01
35,01/01/2013,Completed,01/02/2013,13-00001367,Sanitation Code Violation,Other,1770 W BEACH AVE,60622.0,1164271.44263442,1909595.0100663998,1.0,14.0,24.0,41.90754979937874,-87.67199186185547,"(41.90754979937874, -87.67199186185547)",2013-01-01
36,01/01/2013,Completed,01/02/2013,13-00001628,Sanitation Code Violation,Garbage in alley,6000 S CENTRAL AVE,60638.0,1140085.38598606,1864236.23988482,13.0,8.0,64.0,41.78355607464943,-87.76194772212177,"(41.78355607464943, -87.76194772212177)",2013-01-01
37,01/01/2013,Completed,01/07/2013,13-00001333,Sanitation Code Violation,Other,7653 S KINGSTON AVE,60649.0,1194521.24966812,1854709.65172655,7.0,4.0,43.0,41.75624844667704,-87.56268144574993,"(41.756248446677034, -87.56268144574994)",2013-01-01
38,01/01/2013,Completed,01/09/2013,13-00000439,Sanitation Code Violation,Garbage in alley,7003 S CALUMET AVE,60637.0,1179690.33457987,1858648.5335996998,6.0,3.0,69.0,41.76740887420048,-87.61691282449188,"(41.767408874200484, -87.61691282449189)",2013-01-01
39,01/01/2013,Completed,01/09/2013,13-00000708,Sanitation Code Violation,Other,1400 E 72ND PL,60619.0,1186795.86502097,1857206.0259891998,5.0,3.0,43.0,41.76328514276215,-87.59091397538191,"(41.76328514276215, -87.5909139753819)",2013-01-01
40,01/01/2013,Completed,01/09/2013,13-00001288,Sanitation Code Violation,Garbage in alley,648 E 89TH ST,60619.0,1182116.67376625,1846109.46168235,6.0,6.0,44.0,41.73294450551752,-87.60840657766451,"(41.73294450551752, -87.60840657766452)",2013-01-01
41,01/01/2013,Completed,01/24/2013,13-00000834,Sanitation Code Violation,Other,6131 S ROCKWELL ST,60629.0,1160090.96047857,1863907.15113113,15.0,8.0,66.0,41.782264787411926,-87.68860860510848,"(41.782264787411926, -87.68860860510848)",2013-01-01
91,01/02/2013,Completed,01/03/2013,13-00002458,Sanitation Code Violation,Other,13700 S JEFFERY AVE,60633.0,1191724.20862086,1814356.48031438,10.0,4.0,55.0,41.645583206049054,-87.57423529737227,"(41.645583206049054, -87.57423529737227)",2013-01-02
92,01/02/2013,Completed,01/03/2013,13-00006163,Sanitation Code Violation,Garbage in alley,1051 W 31ST PL,60608.0,1169814.62687779,1883948.74817564,11.0,9.0,60.0,41.837055447779825,-87.65237672523828,"(41.83705544777982, -87.65237672523828)",2013-01-02
93,01/02/2013,Completed,01/03/2013,13-00007646,Sanitation Code Violation,Garbage in alley,10648 S AVENUE B,60617.0,1204784.23999393,1834964.17507469,10.0,4.0,52.0,41.701807142140176,-87.52574964355905,"(41.70180714214017, -87.52574964355905)",2013-01-02
