SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,14-01660102,09/30/2014,,,,,,,,6729,S,CHAPPEL,AVE,60649.0,1191036.18999097,1860757.49000746,5.0,3.0,43.0,41.772929160314504,-87.5752578975292,"(41.77292916031451, -87.5752578975292)",2014-09-30
Vacant/Abandoned Building,14-01473495,09/03/2014,,,,,,,,10555,S,WABASH,AVE,60628.0,1178443.62958411,1834966.29183225,9.0,5.0,49.0,41.70245028529253,-87.62219973762348,"(41.70245028529252, -87.62219973762349)",2014-09-03
Vacant/Abandoned Building,14-01462593,09/02/2014,Front,,Open,,Vacant,False,True,10844,S,STATE,ST,60628.0,1178178.78996633,1832965.82001666,34.0,5.0,49.0,41.6969667054345,-87.62322989967606,"(41.6969667054345, -87.62322989967606)",2014-09-02
Vacant/Abandoned Building,14-01465630,09/02/2014,Rear,,Open,"REAR OPEN WOOD HAS BEEN REMOVED,",Vacant,False,True,5923,S,INDIANA,AVE,60637.0,1178612.20362429,1865786.17932308,20.0,2.0,40.0,41.78701988011437,-87.62064778389934,"(41.78701988011437, -87.62064778389934)",2014-09-02
Vacant/Abandoned Building,14-01477879,09/04/2014,Front,,Open,,Vacant,False,False,230,W,105TH,PL,60628.0,1176598.52039594,1834983.03001526,34.0,5.0,49.0,41.70253782790609,-87.62895549903818,"(41.702537827906085, -87.62895549903817)",2014-09-04
Vacant/Abandoned Building,14-01482908,09/04/2014,Front,,Open,,Vacant,False,False,7,W,111TH,PL,60628.0,1178191.03759574,1831037.97920664,34.0,5.0,49.0,41.69167615616698,-87.62324324713455,"(41.69167615616698, -87.62324324713454)",2014-09-04
Vacant/Abandoned Building,14-01473500,09/03/2014,Front,,Open,,Vacant,False,False,1104,W,111TH,PL,60643.0,1170953.34621268,1830864.45997425,34.0,22.0,75.0,41.691360664556576,-87.64974631026648,"(41.69136066455658, -87.64974631026648)",2014-09-03
Vacant/Abandoned Building,14-01454208,09/01/2014,Rear,,Open,,Vacant,False,True,1219,E,72ND,ST,60619.0,1185676.88550977,1857518.29157538,5.0,3.0,69.0,41.764168457655614,-87.59500537273371,"(41.764168457655614, -87.59500537273371)",2014-09-01
Vacant/Abandoned Building,14-01455412,09/01/2014,Front,,Boarded,,Vacant,True,True,4147,W,SCHOOL,ST,60641.0,1148170.47409783,1921614.19640423,31.0,17.0,16.0,41.94085697346647,-87.73082815580341,"(41.94085697346647, -87.73082815580341)",2014-09-01
Vacant/Abandoned Building,14-01455418,09/01/2014,Front,,Open,,Vacant,False,True,4151,W,SCHOOL,ST,60641.0,1148144.20670749,1921613.81732075,31.0,17.0,16.0,41.940856439807376,-87.73092470871299,"(41.940856439807376, -87.730924708713)",2014-09-01
Vacant/Abandoned Building,14-01459225,09/02/2014,Rear,,Open,,Vacant,False,False,3125,W,FLOURNOY,ST,60612.0,1155636.33771322,1896865.20920461,24.0,11.0,27.0,41.872796326210256,-87.70405553548684,"(41.87279632621026, -87.70405553548686)",2014-09-02
Vacant/Abandoned Building,14-01468535,09/03/2014,Front,,Open,,Vacant,True,False,2517,S,SPAULDING,AVE,60623.0,1154764.13969634,1887087.84497402,22.0,10.0,30.0,41.845983648890844,-87.70751944677026,"(41.84598364889084, -87.70751944677026)",2014-09-03
Vacant/Abandoned Building,14-01487737,09/05/2014,Front,,Open,,Vacant,False,False,11527,S,YALE,AVE,60628.0,1176673.60052278,1828501.82103293,34.0,5.0,53.0,41.68475075035244,-87.62887467148212,"(41.68475075035244, -87.62887467148212)",2014-09-05
Vacant/Abandoned Building,14-01487784,09/05/2014,Front,,Open,,Vacant,False,False,1517,E,69TH,ST,60637.0,1187711.95048199,1859546.16167035,5.0,3.0,43.0,41.76968493359777,-87.58748202000112,"(41.76968493359777, -87.58748202000113)",2014-09-05
Vacant/Abandoned Building,14-01481079,09/04/2014,Front,,Open,,Vacant,False,False,2937,W,WARREN,BLVD,60612.0,1156800.9018662,1900212.64529477,2.0,12.0,27.0,41.881958514478036,-87.69968913243515,"(41.881958514478036, -87.69968913243514)",2014-09-04
Vacant/Abandoned Building,14-01483215,09/04/2014,Front,,Open,,Vacant,False,False,6446,S,WOLCOTT,AVE,60636.0,1164792.16618864,1861937.33197044,15.0,7.0,67.0,41.77676132469973,-87.67142821547732,"(41.776761324699734, -87.67142821547732)",2014-09-04
Vacant/Abandoned Building,14-01483220,09/04/2014,Front,,Open,,Vacant,True,False,6444,S,WOLCOTT,AVE,60636.0,1164791.76618864,1861949.93197044,15.0,7.0,67.0,41.77679590920982,-87.67142932633647,"(41.77679590920981, -87.67142932633645)",2014-09-04
Vacant/Abandoned Building,14-01483227,09/04/2014,Front,,Open,,Vacant,False,False,6440,S,HERMITAGE,AVE,60636.0,1165775.37763097,1861984.36887613,15.0,7.0,67.0,41.77686957678383,-87.66782245721893,"(41.77686957678383, -87.66782245721893)",2014-09-04
Vacant/Abandoned Building,14-01465075,09/02/2014,Front,,Open,NONE,Vacant,False,False,5948,W,CORTLAND,ST,60639.0,1136361.73998822,1911838.98040767,29.0,25.0,25.0,41.91425223674934,-87.77446437305042,"(41.91425223674934, -87.77446437305042)",2014-09-02
Vacant/Abandoned Building,14-01465961,09/02/2014,Front,,Open,NO,Vacant,False,False,411,N,LECLAIRE,AVE,60644.0,1142295.55992273,1902314.5746723,28.0,15.0,25.0,41.88800800385217,-87.75290091901708,"(41.88800800385217, -87.75290091901708)",2014-09-02
Vacant/Abandoned Building,14-01505709,09/08/2014,Front,,Open,,Vacant,False,False,910,W,VERMONT,ST,60643.0,1172565.25561965,1819928.51097397,34.0,5.0,53.0,41.66131536747732,-87.644165179102,"(41.66131536747732, -87.644165179102)",2014-09-08
Vacant/Abandoned Building,14-01473460,09/03/2014,,,,,,,,341,E,136TH,PL,60827.0,1180790.48823275,1814793.1685266003,9.0,5.0,54.0,41.64703875955608,-87.61422269809047,"(41.64703875955608, -87.61422269809047)",2014-09-03
Vacant/Abandoned Building,14-01474000,09/03/2014,Rear,,Open,,Vacant,False,True,39,S,ALBANY,AVE,60612.0,1155915.67408099,1899673.09680107,28.0,11.0,27.0,41.88049582944286,-87.70295424232764,"(41.88049582944285, -87.70295424232764)",2014-09-03
Vacant/Abandoned Building,14-01461962,09/02/2014,Front,,Open,FRONT,Vacant,False,True,918,W,VERMONT,ST,60643.0,1172485.71682489,1819901.09382785,34.0,5.0,53.0,41.6612418749915,-87.64445704497987,"(41.66124187499149, -87.64445704497987)",2014-09-02
Vacant/Abandoned Building,14-01464987,09/02/2014,Front,,Open,DESCRIPTION ABOVE,Vacant,False,True,926,S,KARLOV,AVE,60624.0,1149191.57787109,1895708.72081659,24.0,11.0,26.0,41.8697500029967,-87.72774736196287,"(41.8697500029967, -87.72774736196288)",2014-09-02
Vacant/Abandoned Building,14-01511970,09/09/2014,Front,,Open,,Vacant,False,False,5847,S,SHIELDS,AVE,60621.0,1174959.24987268,1866043.93203229,20.0,7.0,68.0,41.787809490841525,-87.63403374364044,"(41.78780949084152, -87.63403374364043)",2014-09-09
Vacant/Abandoned Building,14-01511981,09/09/2014,Front,,Open,,Vacant,False,False,7517,S,STEWART,AVE,60620.0,1174927.2441783,1855094.72616609,17.0,6.0,69.0,41.75776435107292,-87.63447732210822,"(41.75776435107292, -87.63447732210824)",2014-09-09
Vacant/Abandoned Building,14-01514535,09/09/2014,Front,,Open,,Vacant,False,False,3638,W,SHAKESPEARE,AVE,60647.0,1151787.00739155,1914045.69508329,26.0,25.0,22.0,41.92001785675063,-87.71773570281903,"(41.92001785675063, -87.71773570281903)",2014-09-09
Vacant/Abandoned Building,14-01514742,09/09/2014,Rear,,Open,,Vacant,False,True,3556,W,OGDEN,SD,60623.0,1152928.16391763,1890235.07691369,24.0,10.0,29.0,41.85465654506414,-87.71417410832382,"(41.85465654506413, -87.71417410832382)",2014-09-09
Vacant/Abandoned Building,14-01516120,09/09/2014,Front,,Boarded,,Vacant,False,False,3638,W,SHAKESPEARE,AVE,60647.0,1151787.00739155,1914045.69508329,26.0,25.0,22.0,41.92001785675063,-87.71773570281903,"(41.92001785675063, -87.71773570281903)",2014-09-09
Vacant/Abandoned Building,14-01509487,09/09/2014,Front,,Open,,Vacant,False,False,7140,W,GRAND,AVE,60707.0,1128266.79960524,1915228.09519961,36.0,25.0,18.0,41.92369330263349,-87.80412764491811,"(41.92369330263349, -87.80412764491813)",2014-09-09
Vacant/Abandoned Building,14-01473917,09/03/2014,Front,,Open,,Vacant,False,False,6203,S,LOOMIS,BLVD,60636.0,1168059.74683338,1863590.26989757,16.0,7.0,67.0,41.78122755135481,-87.65940188730364,"(41.78122755135481, -87.65940188730364)",2014-09-03
Vacant/Abandoned Building,14-01453852,09/01/2014,Front,,Open,REAR DOOR AND WINDOWS,Vacant,False,False,11939,S,PERRY,AVE,60628.0,1177731.68379596,1825787.63431708,9.0,5.0,53.0,41.677278804084345,-87.62508301297478,"(41.677278804084345, -87.62508301297478)",2014-09-01
Vacant/Abandoned Building,14-01515342,09/09/2014,Front,,Open,,Vacant,False,False,12600,S,UNION,AVE,60628.0,1173945.17669254,1821319.86131852,34.0,5.0,53.0,41.66510307722875,-87.63907449156083,"(41.66510307722875, -87.63907449156085)",2014-09-09
Vacant/Abandoned Building,14-01505916,09/08/2014,Front,,Open,,Vacant,False,False,161,E,119TH,PL,60628.0,1179440.97083367,1825762.62002243,9.0,5.0,53.0,41.677171435171644,-87.61882729961211,"(41.67717143517164, -87.61882729961211)",2014-09-08
Vacant/Abandoned Building,14-01473680,09/03/2014,,,,,,,,1309,W,112TH,ST,60643.0,1169602.30097675,1830499.93911249,34.0,22.0,75.0,41.690389675075025,-87.65470314345427,"(41.69038967507502, -87.65470314345427)",2014-09-03
Vacant/Abandoned Building,14-01480195,09/04/2014,Rear,,Open,,Vacant,False,True,10622,S,WALLACE,ST,60628.0,1174187.0902751999,1834443.9229926998,34.0,22.0,49.0,41.70111222169171,-87.63780143761738,"(41.70111222169171, -87.63780143761738)",2014-09-04
Vacant/Abandoned Building,14-01467762,09/03/2014,Front,,Open,,Vacant,False,False,1710,W,MONTVALE,AVE,60643.0,1166915.92987717,1829621.21439246,34.0,22.0,75.0,41.68803596037943,-87.66456307674751,"(41.68803596037943, -87.66456307674751)",2014-09-03
Vacant/Abandoned Building,14-01471095,09/03/2014,Front,,Open,,Vacant,True,True,6423,S,SEELEY,AVE,60636.0,1163799.56097257,1862047.19600216,15.0,7.0,67.0,41.777083713847105,-87.67506399743387,"(41.77708371384711, -87.67506399743387)",2014-09-03
Vacant/Abandoned Building,14-01460718,09/02/2014,Garage,,Open,FRONT,Vacant,False,True,9910,S,LOWE,AVE,60628.0,1173717.8000703,1839160.50641744,34.0,22.0,73.0,41.7140656067743,-87.6393806354133,"(41.7140656067743, -87.63938063541332)",2014-09-02
Vacant/Abandoned Building,14-01525115,09/10/2014,Front,,Open,,Vacant,False,False,6733,S,MARSHFIELD,AVE,60636.0,1166497.79751037,1860058.39200743,15.0,7.0,67.0,41.771569074435185,-87.66522893559942,"(41.771569074435185, -87.66522893559942)",2014-09-10
Vacant/Abandoned Building,14-01528006,09/11/2014,Front,,Open,,Vacant,False,False,3433,S,BELL,AVE,60608.0,1161916.17726805,1881874.77716945,11.0,9.0,59.0,41.831532415252646,-87.68141715042619,"(41.83153241525264, -87.68141715042619)",2014-09-11
Vacant/Abandoned Building,14-01528420,09/11/2014,Front,,Open,,Vacant,False,False,6405,S,SEELEY,AVE,60636.0,1163796.26097257,1862167.49600216,15.0,7.0,67.0,41.77741390244367,-87.67507271938484,"(41.77741390244367, -87.67507271938484)",2014-09-11
Vacant/Abandoned Building,14-01528426,09/11/2014,Front,,Open,,Vacant,False,False,6518,S,SANGAMON,ST,60621.0,1171096.28859239,1861609.81852288,17.0,7.0,68.0,41.77572711294998,-87.6483271212295,"(41.77572711294998, -87.6483271212295)",2014-09-11
Vacant/Abandoned Building,14-01528923,09/11/2014,Front,,Open,,Vacant,False,False,6516,S,SANGAMON,ST,60621.0,1171095.98859239,1861623.11852288,17.0,7.0,68.0,41.77576361629449,-87.64832783263367,"(41.77576361629449, -87.64832783263367)",2014-09-11
