SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,12-01691266,10/01/2012,,,,,,,,5311,S,HERMITAGE,AVE,60609.0,1165580.96432994,1869477.16302898,16.0,9.0,61.0,41.79743486868556,-87.6683227145339,"(41.79743486868556, -87.66832271453391)",2012-10-01
Vacant/Abandoned Building,12-01691302,10/01/2012,Front,,Open,FRONT,Vacant,False,False,6501,S,WOLCOTT,AVE,60636.0,1164803.2739154,1861557.72782272,15.0,7.0,67.0,41.775719406152845,-87.67139820640689,"(41.77571940615284, -87.67139820640689)",2012-10-01
Vacant/Abandoned Building,12-01691423,10/01/2012,Front,,Open,,Vacant,False,False,6808,S,ABERDEEN,ST,60621.0,1170156.49706724,1859661.81486982,17.0,7.0,68.0,41.77040204244972,-87.65182888953257,"(41.77040204244972, -87.65182888953257)",2012-10-01
Vacant/Abandoned Building,12-01691687,10/01/2012,Front,,Open,FRONT DOOR IS OPEN,Vacant,False,True,521,W,66TH,ST,60621.0,1174017.08437187,1861144.07547322,6.0,7.0,68.0,41.77438471940593,-87.63763361765331,"(41.77438471940593, -87.63763361765332)",2012-10-01
Vacant/Abandoned Building,12-01692039,10/01/2012,Front,,Open,,Vacant,False,True,2714,N,LEHMANN,CT,60614.0,1172003.72647678,1918506.25839265,43.0,19.0,7.0,41.931835585954396,-87.64332447158506,"(41.9318355859544, -87.64332447158506)",2012-10-01
Vacant/Abandoned Building,12-01692466,10/01/2012,Front,,Open,"FRONT, SIDE",Vacant,False,True,4848,S,PAULINA,ST,60609.0,1165827.97327955,1872555.72762638,20.0,9.0,61.0,41.80587756494752,-87.6673294209976,"(41.805877564947515, -87.6673294209976)",2012-10-01
Vacant/Abandoned Building,12-01692752,10/01/2012,Front,,Open,FRONT DOOR,Vacant,False,False,6044,W,MONTROSE,AVE,60634.0,1135157.4880788,1928623.0225018002,38.0,16.0,15.0,41.96033093510078,-87.77848958843158,"(41.960330935100764, -87.77848958843158)",2012-10-01
Vacant/Abandoned Building,12-01692856,10/01/2012,,,,,,,,10564,S,HOMAN,AVE,60655.0,1155549.49030688,1834271.8258722,19.0,22.0,74.0,41.70103273663312,-87.70605102527756,"(41.70103273663312, -87.70605102527757)",2012-10-01
Vacant/Abandoned Building,12-01692857,10/01/2012,,,,,,,,7511,S,MORGAN,ST,60620.0,1170946.38438359,1854960.89937013,17.0,6.0,71.0,41.75748492908776,-87.6490705600893,"(41.75748492908776, -87.6490705600893)",2012-10-01
Vacant/Abandoned Building,12-01693245,10/01/2012,,,,,,,,7134,S,ELLIS,AVE,60619.0,1184126.33997475,1857898.31998171,5.0,3.0,69.0,41.76524767342156,-87.60067656601836,"(41.765247673421555, -87.60067656601838)",2012-10-01
