,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
187175,12/02/2013,Completed,12/02/2013,13-01794417,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,10 E 41ST ST,60653.0,1177049.03012335,1877832.92996915,3.0,2.0,38.0,,41.82022231693741,-87.6259193294364,"(41.820222316937404, -87.62591932943639)",2013-12-02
187176,12/02/2013,Completed,12/02/2013,13-01794423,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,70 E 41ST ST,60653.0,1177604.10146792,1877846.24040532,3.0,2.0,38.0,,41.82025134733744,-87.62355159624245,"(41.82025134733744, -87.62355159624246)",2013-12-02
187177,12/02/2013,Completed,12/02/2013,13-01794432,Pot Hole in Street,Final Outcome,Pothole Patched,6.0,5700 S ELLIS AVE,60637.0,1183874.94917767,1867424.12012617,5.0,2.0,41.0,,41.7913038742245,-87.60144593934002,"(41.7913038742245, -87.60144593934001)",2013-12-02
187178,12/02/2013,Completed,12/02/2013,13-01794434,Pot Hole in Street,Final Outcome,Pothole Patched,30.0,100 E 41ST ST,60653.0,1177837.00168525,1877852.21438841,3.0,2.0,38.0,,41.820258704996576,-87.62304647678228,"(41.82025870499658, -87.62304647678228)",2013-12-02
187179,12/02/2013,Completed,12/02/2013,13-01794439,Pot Hole in Street,Final Outcome,Pothole Patched,30.0,200 E 41ST ST,60653.0,1178277.96901344,1877863.84899512,3.0,2.0,38.0,,41.820280361757845,-87.62142794592968,"(41.82028036175784, -87.62142794592967)",2013-12-02
187180,12/02/2013,Completed,12/02/2013,13-01794441,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,5800 S ELLIS AVE,60637.0,1183890.45509791,1866783.33941175,5.0,2.0,41.0,,41.7895382697732,-87.601408365769,"(41.7895382697732, -87.601408365769)",2013-12-02
187181,12/02/2013,Completed,12/02/2013,13-01794453,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,5900 S ELLIS AVE,60637.0,1183905.74099297,1866096.13593181,5.0,2.0,41.0,,41.78771980705695,-87.60137593067604,"(41.78771980705695, -87.60137593067604)",2013-12-02
187182,12/02/2013,Completed,12/02/2013,13-01794454,Pot Hole in Street,Final Outcome,Pothole Patched,30.0,300 E 41ST ST,60653.0,1178718.3089873998,1877875.52720733,3.0,2.0,38.0,,41.82030246217083,-87.6198216171967,"(41.82030246217083, -87.6198216171967)",2013-12-02
187183,12/02/2013,Completed,12/02/2013,13-01794459,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,1000 E MIDWAY PLAISANCE,60637.0,1183910.00392929,1865889.12109504,5.0,2.0,41.0,,41.78729101346951,-87.60114297487037,"(41.78729101346951, -87.60114297487037)",2013-12-02
187184,12/02/2013,Completed,12/02/2013,13-01794469,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,1100 E MIDWAY PLAISANCE,60637.0,1184344.97856773,1865899.18259744,5.0,2.0,41.0,,41.787308990637854,-87.59946382945334,"(41.78730899063785, -87.59946382945334)",2013-12-02
187185,12/02/2013,Completed,12/02/2013,13-01794480,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,5900 S WOODLAWN AVE,60637.0,1185230.1274931002,1866127.94658634,5.0,2.0,41.0,,41.787773704574754,-87.59651819712983,"(41.78777370457475, -87.59651819712981)",2013-12-02
187186,12/02/2013,Completed,12/02/2013,13-01794490,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,1157 W 47TH PL,60609.0,1169404.28782928,1873296.69986604,3.0,9.0,61.0,13.0,41.807715278198096,-87.6550234768268,"(41.807715278198096, -87.6550234768268)",2013-12-02
187187,12/02/2013,Completed,12/02/2013,13-01794501,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,3900 S FEDERAL ST,60609.0,1176329.04012608,1879128.8479143998,3.0,2.0,38.0,,41.82359750365795,-87.6287600304809,"(41.82359750365795, -87.62876003048089)",2013-12-02
187188,12/02/2013,Completed,12/02/2013,13-01794509,Pot Hole in Street,Final Outcome,Pothole Patched,18.0,100 W 37TH ST,60609.0,1176111.45030295,1880452.67760063,3.0,2.0,34.0,,41.82743235059997,-87.62938187799925,"(41.82743235059997, -87.62938187799925)",2013-12-02
187189,12/02/2013,Completed,12/02/2013,13-01794653,Pot Hole in Street,Final Outcome,Pothole Patched,9.0,256 W 89TH ST,60620.0,1175973.44342131,1845913.00461741,21.0,6.0,49.0,,41.732644912551656,-87.63124086276872,"(41.73264491255166, -87.63124086276873)",2013-12-02
187190,12/02/2013,Completed,12/02/2013,13-01794662,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,1827 W 87TH ST,60620.0,1165554.67838895,1846983.76273398,21.0,22.0,71.0,,41.735600358882884,-87.66907677991777,"(41.73560035888288, -87.66907677991776)",2013-12-02
187191,12/02/2013,Completed,12/02/2013,13-01794673,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,9206 S NORMAL AVE,60620.0,1174582.44252678,1843855.45092506,21.0,22.0,73.0,,41.72677702216989,-87.63621703996843,"(41.726777022169884, -87.63621703996843)",2013-12-02
187192,12/02/2013,Completed,12/02/2013,13-01794889,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,146 E RANDOLPH ST,60601.0,1177627.4575768,1901287.90296653,42.0,1.0,32.0,,41.884626951717415,-87.62274083675707,"(41.884626951717415, -87.62274083675706)",2013-12-02
187193,12/02/2013,Completed,12/02/2013,13-01791465,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,3701 S WESTERN AVE,60609.0,1160975.56281897,1880012.74841608,12.0,9.0,59.0,,41.82644112048934,-87.68477338969427,"(41.82644112048934, -87.68477338969426)",2013-12-02
187194,12/02/2013,Completed,12/02/2013,13-01791472,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,3200 S WESTERN AVE,60608.0,1160869.21591452,1883203.16637084,12.0,9.0,59.0,,41.835189744358175,-87.68536903536516,"(41.835189744358175, -87.68536903536516)",2013-12-02
187195,12/02/2013,Completed,12/02/2013,13-01791477,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,3100 S WESTERN AVE,60608.0,1160917.21688199,1884178.14901723,12.0,9.0,31.0,,41.83779489972262,-87.68514875102693,"(41.83779489972262, -87.68514875102693)",2013-12-02
187196,12/02/2013,Completed,12/02/2013,13-01791492,Pot Hole in Street,Final Outcome,Pothole Patched,15.0,3100 W 31ST ST,60623.0,1156188.24999343,1883925.31872304,12.0,10.0,30.0,,41.8373854590302,-87.70244253198338,"(41.837385459030195, -87.70244253198337)",2013-12-02
187197,12/02/2013,Completed,12/02/2013,13-01791709,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,524 N STREETER DR,60611.0,1180765.12691294,1904011.10759636,42.0,18.0,8.0,,41.89183074436167,-87.61172298158333,"(41.89183074436167, -87.61172298158333)",2013-12-02
187198,12/02/2013,Completed,12/02/2013,13-01791719,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,160 N COLUMBUS DR,60601.0,1178315.71319011,1901420.99969159,42.0,1.0,32.0,,41.88485773595906,-87.62079899867662,"(41.884857735959066, -87.62079899867662)",2013-12-02
187199,12/02/2013,Completed,12/02/2013,13-01791726,Pot Hole in Street,Final Outcome,No Potholes Found,0.0,200 N CLARK ST,60601.0,1175501.3595888,1901736.84170313,42.0,1.0,32.0,,41.88576680430301,-87.63112354015102,"(41.88576680430301, -87.63112354015102)",2013-12-02
187200,12/02/2013,Completed,12/02/2013,13-01791729,Pot Hole in Street,Final Outcome,No Potholes Found,0.0,200 S CLARK ST,60604.0,1175562.70500805,1899431.45479199,42.0,1.0,32.0,,41.87938042411857,-87.63096595695058,"(41.87938042411858, -87.63096595695056)",2013-12-02
187201,12/02/2013,Completed,12/02/2013,13-01791744,Pot Hole in Street,Final Outcome,No Such Address Found,0.0,800 S CLARK ST,60605.0,1175641.13303397,1896814.66059952,2.0,1.0,32.0,,41.87216439605228,-87.6307557769167,"(41.87216439605228, -87.63075577691671)",2013-12-02
187202,12/02/2013,Completed,12/02/2013,13-01791749,Pot Hole in Street,Final Outcome,Pothole Patched,23.0,200 N STATE ST,60601.0,1176328.02369789,1901746.25869844,42.0,1.0,32.0,1.0,41.885774641251565,-87.6280874811182,"(41.88577464125156, -87.62808748111821)",2013-12-02
187203,12/02/2013,Completed,12/02/2013,13-01791759,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,10500 S MARTIN ST,60643.0,1169211.88066722,1835141.25613071,21.0,22.0,73.0,,41.70306764782175,-87.65614499947826,"(41.70306764782175, -87.65614499947826)",2013-12-02
187204,12/02/2013,Completed,12/02/2013,13-01791769,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,400 E 29TH ST,60616.0,1179384.39948696,1885854.61838784,4.0,1.0,35.0,,41.84218227817277,-87.61712899732063,"(41.84218227817277, -87.61712899732062)",2013-12-02
187205,12/02/2013,Completed,12/02/2013,13-01791782,Pot Hole in Street,Final Outcome,No Potholes Found,0.0,10500 S MARTIN ST,60643.0,1169211.88066722,1835141.25613071,21.0,22.0,73.0,,41.70306764782175,-87.65614499947826,"(41.70306764782175, -87.65614499947826)",2013-12-02
187206,12/02/2013,Completed,12/02/2013,13-01792363,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,1601 E 74TH PL,60649.0,1188220.2237894,1855905.07207856,8.0,3.0,43.0,42.0,41.75957256510599,-87.5856433774584,"(41.75957256510599, -87.5856433774584)",2013-12-02
187207,12/02/2013,Completed,12/02/2013,13-01792402,Pot Hole in Street,Final Outcome,Pothole Patched,14.0,1118 W 95TH ST,60643.0,1170417.11681433,1841791.86572821,21.0,22.0,73.0,,41.72146726280617,-87.65149777216125,"(41.721467262806165, -87.65149777216125)",2013-12-02
187208,12/02/2013,Completed,12/02/2013,13-01792413,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,1010 W 95TH ST,60643.0,1171215.62526924,1841811.95858809,21.0,22.0,73.0,,41.72150489072325,-87.64859453180811,"(41.721504890723246, -87.64859453180811)",2013-12-02
187209,12/02/2013,Completed,12/02/2013,13-01792417,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,1009 W 95TH ST,60643.0,1171226.42526924,1841812.15858809,21.0,22.0,73.0,,41.72128656272991,-87.6484981178932,"(41.72128656272991, -87.64849811789321)",2013-12-02
187210,12/02/2013,Completed,12/02/2013,13-01792430,Pot Hole in Street,Final Outcome,Pothole Patched,38.0,1200 W 93RD ST,60620.0,1169957.9585885,1843111.36726636,21.0,22.0,73.0,,41.725098612076614,-87.65309980235183,"(41.725098612076614, -87.65309980235185)",2013-12-02
187211,12/02/2013,Completed,12/02/2013,13-01792437,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,1632 W 89TH ST,60620.0,1166890.1042051,1845679.35630716,21.0,22.0,71.0,,41.73221094704014,-87.66430776031315,"(41.73221094704014, -87.66430776031316)",2013-12-02
187212,12/02/2013,Completed,12/02/2013,13-01792442,Pot Hole in Street,Final Outcome,Pothole Patched,17.0,1356 W 85TH ST,60620.0,1168691.92379688,1848394.44470188,21.0,6.0,71.0,,41.73961553183607,-87.65815818709524,"(41.73961553183607, -87.65815818709524)",2013-12-02
187213,12/02/2013,Completed,12/02/2013,13-01793221,Pot Hole in Street,Final Outcome,Pothole Patched,3.0,3200 W 63RD ST,60629.0,1156137.35322172,1862678.37607604,15.0,8.0,66.0,3.0,41.77908150488341,-87.70326036544745,"(41.77908150488341, -87.70326036544745)",2013-12-02
187214,12/02/2013,Completed,12/02/2013,13-01793675,Pot Hole in Street,Final Outcome,Pothole Patched,18.0,832 E 54TH ST,60615.0,1182838.27203326,1869390.11001062,5.0,2.0,41.0,,41.796923335711114,-87.60493415058326,"(41.79692333571112, -87.60493415058326)",2013-12-02
187215,12/02/2013,Completed,12/02/2013,13-01793763,Pot Hole in Street,Final Outcome,Pothole Patched,18.0,5300 S DREXEL AVE,60615.0,1183142.83582925,1870061.07989563,5.0,2.0,41.0,,41.798607153096206,-87.60404891689942,"(41.79860715309621, -87.60404891689942)",2013-12-02
187216,12/02/2013,Completed,12/02/2013,13-01793765,Pot Hole in Street,Final Outcome,Pothole Patched,8.0,5200 S DREXEL AVE,60615.0,1183124.29998806,1870846.43003317,5.0,2.0,41.0,,41.800414045621984,-87.6040857876117,"(41.800414045621984, -87.60408578761171)",2013-12-02
187217,12/02/2013,Completed,12/02/2013,13-01793785,Pot Hole in Street,Final Outcome,Pothole Patched,9.0,900 E 53RD ST,60615.0,1183136.1003995,1870328.18000113,4.0,2.0,41.0,,41.7994895401769,-87.60386616945497,"(41.7994895401769, -87.60386616945497)",2013-12-02
187218,12/02/2013,Completed,12/02/2013,13-01793794,Pot Hole in Street,Final Outcome,Pothole Patched,8.0,5300 S INGLESIDE AVE,60615.0,1183434.38249647,1870334.93010382,4.0,2.0,41.0,,41.799315885962415,-87.60297095602024,"(41.799315885962415, -87.60297095602024)",2013-12-02
187219,12/02/2013,Completed,12/02/2013,13-01793811,Pot Hole in Street,Final Outcome,Pothole Patched,2.0,8443 S CARPENTER ST,60620.0,1170788.74043102,1848827.4129755,21.0,6.0,71.0,,41.74017191552749,-87.64966856210502,"(41.74017191552749, -87.64966856210503)",2013-12-02
187220,12/02/2013,Completed,12/02/2013,13-01793822,Pot Hole in Street,Final Outcome,Pothole Patched,27.0,153 W 82ND ST,60620.0,1176613.03562673,1850606.37318495,21.0,6.0,44.0,,41.745293265682456,-87.62902131519411,"(41.74529326568245, -87.62902131519411)",2013-12-02
187493,12/01/2013,Completed,12/03/2013,13-01789757,Pot Hole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,0.0,2826 N KEDZIE AVE,60618.0,1154555.76490475,1918619.73791775,35.0,14.0,21.0,,41.932864827831615,-87.70759709379202,"(41.932864827831615, -87.70759709379202)",2013-12-01
187494,12/01/2013,Completed,12/03/2013,13-01789958,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,6900 S RACINE AVE,60636.0,1169511.57239956,1859033.83211361,17.0,7.0,67.0,,41.768598809777984,-87.65435440460845,"(41.768598809777984, -87.65435440460845)",2013-12-01
187495,12/01/2013,Completed,12/03/2013,13-01789988,Pot Hole in Street,Final Outcome,Pothole Patched,4.0,1900 W LAKE ST,60612.0,1163707.83992705,1901398.35141552,27.0,12.0,28.0,,41.8851747233321,-87.67442280604159,"(41.8851747233321, -87.67442280604158)",2013-12-01
187496,12/01/2013,Completed,12/03/2013,13-01790451,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,6719 N JEAN AVE,60646.0,1135249.91060581,1944271.79041605,41.0,16.0,12.0,,42.00322261787594,-87.77764212545428,"(42.00322261787594, -87.77764212545428)",2013-12-01
187497,12/02/2013,Completed - Dup,12/03/2013,13-01791961,Pot Hole in Street,,,,6249 N KEDZIE AVE,60659.0,1153893.25539048,1941286.88986647,50.0,24.0,2.0,,41.995262504271935,-87.70913968855128,"(41.995262504271935, -87.70913968855128)",2013-12-02
187498,12/02/2013,Completed - Dup,12/03/2013,13-01793366,Pot Hole in Street,,,,3301 W 65TH PL,60629.0,1155511.74482944,1860999.74686931,15.0,8.0,66.0,,41.774267715259995,-87.70556813899807,"(41.77426771526, -87.70556813899806)",2013-12-02
187499,12/02/2013,Completed - Dup,12/03/2013,13-01793373,Pot Hole in Street,,,,3337 W 65TH PL,60629.0,1155271.04482944,1860992.64686931,15.0,8.0,66.0,,41.77424588298521,-87.70692449645121,"(41.77424588298521, -87.7069244964512)",2013-12-02
187500,12/02/2013,Completed - Dup,12/03/2013,13-01793381,Pot Hole in Street,,,,3346 W 65TH PL,60629.0,1155210.94482944,1860990.84686931,15.0,8.0,66.0,,41.77445857491768,-87.70730780040864,"(41.774458574917674, -87.70730780040864)",2013-12-02
187501,12/02/2013,Completed - Dup,12/03/2013,13-01793392,Pot Hole in Street,,,,3321 W 65TH PL,60629.0,1155378.04482944,1860995.74686931,15.0,8.0,66.0,,41.77425469314035,-87.70632239289324,"(41.77425469314035, -87.70632239289323)",2013-12-02
187502,12/02/2013,Completed - Dup,12/03/2013,13-01793747,Pot Hole in Street,,,,3611 W 65TH PL,60629.0,1153377.47420488,1860936.93008613,13.0,8.0,65.0,,41.77413596752285,-87.7135205679866,"(41.774135967522845, -87.71352056798659)",2013-12-02
187503,12/02/2013,Completed - Dup,12/03/2013,13-01794951,Pot Hole in Street,,,,1616 W NORTH SHORE AVE,60626.0,1164310.08868975,1944577.62511229,49.0,24.0,1.0,24.0,42.00364716373167,-87.67127696433171,"(42.00364716373167, -87.67127696433171)",2013-12-02
187504,12/02/2013,Completed,12/03/2013,13-01791003,Pot Hole in Street,Final Outcome,Pothole Patched,10.0,4647 S PRAIRIE AVE,60653.0,1178822.36131457,1874267.74669805,3.0,2.0,38.0,56.0,41.80976658189481,-87.61945854450045,"(41.809766581894806, -87.61945854450046)",2013-12-02
