,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
66637,08/01/2014,Completed - Dup,08/01/2014,14-01247827,Sanitation Code Violation,Garbage in alley,4833 W CORNELIA AVE,60641.0,1143524.31677966,1922833.2198776002,38.0,16.0,15.0,41.944290426974796,-87.74787407113621,"(41.9442904269748, -87.7478740711362)",2014-08-01
66638,08/01/2014,Completed,08/01/2014,14-01248440,Sanitation Code Violation,Garbage in alley,5120 N KENMORE AVE,60640.0,1168322.46552321,1934384.18726944,48.0,20.0,3.0,41.97548573851088,-87.65639156464474,"(41.975485738510876, -87.65639156464474)",2014-08-01
66639,08/01/2014,Completed,08/01/2014,14-01251418,Sanitation Code Violation,Other,2683 N BURLING ST,60614.0,1170805.84991303,1918254.68311428,43.0,19.0,7.0,41.93117162192985,-87.64773384415199,"(41.93117162192984, -87.647733844152)",2014-08-01
66640,08/01/2014,Completed,08/01/2014,14-01251457,Sanitation Code Violation,Garbage in alley,2060 N RACINE AVE,60614.0,1167977.39797511,1913844.99583283,43.0,18.0,7.0,41.91913279852053,-87.65825538183809,"(41.919132798520536, -87.65825538183809)",2014-08-01
66724,08/03/2014,Completed,08/04/2014,14-01257556,Sanitation Code Violation,Garbage in alley,3549 W 59TH PL,60629.0,1153771.73396855,1864933.13941654,16.0,8.0,66.0,41.78520793772391,-87.71174965593569,"(41.785207937723904, -87.71174965593569)",2014-08-03
66725,08/03/2014,Completed,08/04/2014,14-01257699,Sanitation Code Violation,Dumpster not being emptied,2525 N CLARK ST,60614.0,1172310.6781251002,1917305.09920376,43.0,19.0,7.0,41.92853277067207,-87.64223206013277,"(41.92853277067207, -87.64223206013277)",2014-08-03
66726,08/03/2014,Completed,08/04/2014,14-01257778,Sanitation Code Violation,Garbage in alley,6023 N SAUGANASH AVE,60646.0,1147260.91252918,1939686.76418727,39.0,17.0,12.0,41.99046693669572,-87.73370629960138,"(41.99046693669572, -87.73370629960137)",2014-08-03
66727,08/03/2014,Completed,08/04/2014,14-01257906,Sanitation Code Violation,Dumpster not being emptied,901 W DAKIN ST,60613.0,1169542.85400313,1926424.42269509,46.0,19.0,6.0,41.95361734758736,-87.65213650071777,"(41.953617347587354, -87.65213650071776)",2014-08-03
66728,08/03/2014,Completed,08/04/2014,14-01257982,Sanitation Code Violation,Other,4640 S ROCKWELL ST,60632.0,1159816.23992516,1873691.64998055,12.0,9.0,58.0,41.80912039846144,-87.68934707806038,"(41.80912039846144, -87.68934707806038)",2014-08-03
66729,08/03/2014,Completed,08/04/2014,14-01258067,Sanitation Code Violation,Garbage in alley,1343 W WEBSTER AVE,60614.0,1166901.00288225,1914746.10822345,32.0,18.0,7.0,41.92162868616457,-87.6621842554867,"(41.92162868616457, -87.6621842554867)",2014-08-03
66730,08/03/2014,Completed,08/04/2014,14-01258479,Sanitation Code Violation,Garbage in yard,3900 W ARGYLE ST,60625.0,1149483.1800048,1932940.16162775,39.0,17.0,14.0,41.97191084856455,-87.72570828597132,"(41.97191084856455, -87.72570828597131)",2014-08-03
66731,08/03/2014,Completed,08/04/2014,14-01258480,Sanitation Code Violation,Garbage in yard,3902 W ARGYLE ST,60625.0,1149460.4800048,1932939.66162775,39.0,17.0,14.0,41.971909918299204,-87.72579177098144,"(41.9719099182992, -87.72579177098144)",2014-08-03
66732,08/03/2014,Completed,08/04/2014,14-01258678,Sanitation Code Violation,Other,754 W LAWRENCE AVE,60640.0,1170046.67999058,1932090.98998917,48.0,20.0,3.0,41.96915558216486,-87.65011830876018,"(41.96915558216486, -87.65011830876018)",2014-08-03
66733,08/03/2014,Completed,08/04/2014,14-01258730,Sanitation Code Violation,Overflowing carts,1830 W ADDISON ST,60613.0,1163436.80000836,1923934.2599735002,47.0,19.0,5.0,41.94691520220621,-87.6746532370274,"(41.946915202206206, -87.6746532370274)",2014-08-03
66734,08/04/2014,Completed - Dup,08/04/2014,14-01264567,Sanitation Code Violation,Dumpster not being emptied,2105 W SCHILLER ST,60622.0,1162109.7196091001,1909412.53267487,32.0,14.0,24.0,41.907094528411314,-87.67993794854189,"(41.90709452841131, -87.67993794854189)",2014-08-04
66735,08/04/2014,Completed,08/04/2014,14-01259302,Sanitation Code Violation,Other,3793 S ARCHER AVE,60632.0,1160366.26941575,1879321.97750424,12.0,9.0,58.0,41.824559372680696,-87.68717437487585,"(41.824559372680696, -87.68717437487585)",2014-08-04
66736,08/04/2014,Completed,08/04/2014,14-01259407,Sanitation Code Violation,Other,5829 S MASSASOIT AVE,60638.0,1139043.99979954,1865347.76887409,23.0,8.0,56.0,41.78662523296135,-87.76573898249607,"(41.78662523296135, -87.76573898249606)",2014-08-04
66737,08/04/2014,Completed,08/04/2014,14-01259725,Sanitation Code Violation,Dumpster not being emptied,747 W BELMONT AVE,60657.0,1170710.45997768,1921470.80121776,44.0,19.0,6.0,41.93999887937214,-87.64798990177965,"(41.93999887937214, -87.64798990177965)",2014-08-04
66738,08/04/2014,Completed,08/04/2014,14-01261880,Sanitation Code Violation,Dumpster not being emptied,2105 W SCHILLER ST,60622.0,1162109.7196091001,1909412.53267487,32.0,14.0,24.0,41.907094528411314,-87.67993794854189,"(41.90709452841131, -87.67993794854189)",2014-08-04
