SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,14-01363290,08/18/2014,,,,,,,,5865,N,CICERO,AVE,60646.0,1143295.07470283,1938708.82709507,39.0,17.0,12.0,41.987858678290785,-87.74831825212424,"(41.98785867829078, -87.74831825212424)",2014-08-18
Vacant/Abandoned Building,14-01280685,08/06/2014,,,,,,,,5926,S,FAIRFIELD,AVE,60629.0,1159057.23040365,1865241.57512082,16.0,8.0,66.0,41.78594784021454,-87.69236209915785,"(41.78594784021454, -87.69236209915785)",2014-08-06
Vacant/Abandoned Building,14-01249034,08/01/2014,Front,,Open,,Vacant,False,False,4343,W,MONROE,ST,60624.0,1147447.81253036,1899308.1250689998,28.0,11.0,26.0,41.879660772291004,-87.73405702505615,"(41.87966077229101, -87.73405702505616)",2014-08-01
Vacant/Abandoned Building,14-01261180,08/04/2014,Rear,,Boarded,,Vacant,False,False,5203,S,SAWYER,AVE,60632.0,1155592.95806805,1869943.03130598,14.0,8.0,63.0,41.79891947248107,-87.7049379126017,"(41.798919472481074, -87.70493791260171)",2014-08-04
Vacant/Abandoned Building,14-01263447,08/04/2014,Front,,Open,,Vacant,False,False,2249,N,NAGLE,AVE,60707.0,1133046.99938487,1914251.72890274,36.0,25.0,19.0,41.92093173974317,-87.78658590483637,"(41.92093173974317, -87.78658590483637)",2014-08-04
Vacant/Abandoned Building,14-01248169,08/01/2014,Front,,Boarded,,Vacant,False,False,5001,W,ERIE,ST,60644.0,1142902.87368732,1903855.68757906,28.0,15.0,25.0,41.89222570648377,-87.75063219852234,"(41.89222570648377, -87.75063219852234)",2014-08-01
Vacant/Abandoned Building,14-01255260,08/02/2014,Front,,Open,WINDOWS AND DOORS,Vacant,False,False,1427,S,KEDZIE,AVE,60623.0,1155258.32992565,1892994.06566558,24.0,10.0,29.0,41.86218109117361,-87.70554732230835,"(41.86218109117361, -87.70554732230835)",2014-08-02
Vacant/Abandoned Building,14-01274942,08/05/2014,Front,,Open,,Vacant,False,False,735,S,PULASKI,RD,60624.0,1149835.14031008,1896350.14002153,24.0,11.0,26.0,41.871497648369825,-87.72536796054541,"(41.87149764836983, -87.7253679605454)",2014-08-05
Vacant/Abandoned Building,14-01276112,08/05/2014,Front,,Open,,Vacant,False,False,8217,S,EXCHANGE,AVE,60617.0,1197255.67458654,1850983.55008519,7.0,4.0,46.0,41.74595610055433,-87.55278444921049,"(41.74595610055433, -87.5527844492105)",2014-08-05
Vacant/Abandoned Building,14-01263844,08/04/2014,Front,,Open,,Vacant,False,False,6418,S,GREENWOOD,AVE,60637.0,1184499.00829925,1862666.57649994,20.0,3.0,42.0,41.778323489475376,-87.59916144755532,"(41.778323489475376, -87.59916144755532)",2014-08-04
Vacant/Abandoned Building,14-01266001,08/04/2014,Front,,Open,ALL,Vacant,True,False,7541,S,JEFFERY,BLVD,60649.0,1190846.9078806,1855360.44613103,8.0,4.0,43.0,41.758123813437976,-87.57612590817463,"(41.758123813437976, -87.57612590817463)",2014-08-04
Vacant/Abandoned Building,14-01268136,08/05/2014,Front,,Open,,Vacant,True,False,8819,S,EXCHANGE,AVE,60617.0,1197296.39871622,1847060.68118262,10.0,4.0,46.0,41.735190430516006,-87.55276560943996,"(41.735190430516006, -87.55276560943997)",2014-08-05
Vacant/Abandoned Building,14-01254778,08/02/2014,Front,,Open,,Vacant,False,False,5925,S,INDIANA,AVE,60637.0,1178612.50362429,1865772.67932308,20.0,2.0,40.0,41.78698282797114,-87.62064709423977,"(41.78698282797113, -87.62064709423977)",2014-08-02
Vacant/Abandoned Building,14-01254780,08/02/2014,Front,,Open,,Vacant,False,False,5921,S,INDIANA,AVE,60637.0,1178611.80362429,1865799.57932308,20.0,2.0,40.0,41.787056660122225,-87.62064884325062,"(41.787056660122225, -87.62064884325062)",2014-08-02
Vacant/Abandoned Building,14-01255369,08/02/2014,Front,,Open,,Vacant,False,False,146,W,111TH,ST,60628.0,1177217.70320384,1831344.77572671,34.0,5.0,49.0,41.69254001392156,-87.62679751084595,"(41.69254001392156, -87.62679751084595)",2014-08-02
Vacant/Abandoned Building,14-01248128,08/01/2014,Front,,Open,,Vacant,False,False,1446,W,73RD,ST,60636.0,1167804.42457976,1856333.54130713,17.0,7.0,67.0,41.761319643998654,-87.66054607353097,"(41.761319643998654, -87.66054607353095)",2014-08-01
Vacant/Abandoned Building,14-01248143,08/01/2014,Front,,Open,,Vacant,False,False,7143,S,MAY,ST,60621.0,1169887.57739088,1857429.89379643,17.0,7.0,68.0,41.76428321310982,-87.65287936423874,"(41.76428321310982, -87.65287936423873)",2014-08-01
Vacant/Abandoned Building,14-01248519,08/01/2014,Front,,Open,,Vacant,False,True,3738,S,WASHTENAW,AVE,60632.0,1158983.85450239,1879651.95756828,12.0,9.0,58.0,41.825493295916544,-87.69223702297661,"(41.82549329591655, -87.69223702297661)",2014-08-01
Vacant/Abandoned Building,14-01249840,08/01/2014,Front,,Open,,Vacant,False,False,6343,S,MARSHFIELD,AVE,60636.0,1166417.59748868,1862639.50997243,16.0,7.0,67.0,41.77865370526648,-87.66544944245706,"(41.77865370526648, -87.66544944245707)",2014-08-01
Vacant/Abandoned Building,14-01250424,08/01/2014,Front,,Boarded,,Vacant,True,False,2050,W,18TH,PL,60608.0,1163330.40132377,1891074.29000751,25.0,12.0,31.0,41.856747250410216,-87.67596986318064,"(41.85674725041022, -87.67596986318064)",2014-08-01
Vacant/Abandoned Building,14-01282221,08/06/2014,Front,,Open,FRONT DOOR,Vacant,False,False,1427,S,KEDZIE,AVE,60623.0,1155258.32992565,1892994.06566558,24.0,10.0,29.0,41.86218109117361,-87.70554732230835,"(41.86218109117361, -87.70554732230835)",2014-08-06
Vacant/Abandoned Building,14-01284978,08/06/2014,Front,,Open,BASEMENT DOOR IN BACK,Vacant,False,False,1745,N,MCVICKER,AVE,60639.0,1135806.37628066,1910976.76661821,29.0,25.0,25.0,41.91189613084306,-87.77652528862751,"(41.91189613084306, -87.77652528862752)",2014-08-06
