,route,date,daytype,rides
10542,3,2001-04-01,U,10864
10543,4,2001-04-01,U,11876
10544,6,2001-04-01,U,7598
10545,8,2001-04-01,U,9622
10546,9,2001-04-01,U,16971
10547,10,2001-04-01,U,453
10548,11,2001-04-01,U,1088
10549,12,2001-04-01,U,5464
10550,18,2001-04-01,U,794
10551,19,2001-04-01,U,346
10552,20,2001-04-01,U,9385
10553,21,2001-04-01,U,6272
10554,22,2001-04-01,U,12014
10555,27,2001-04-01,U,2573
10556,28,2001-04-01,U,6265
10557,29,2001-04-01,U,9432
10558,30,2001-04-01,U,721
10559,34,2001-04-01,U,4821
10560,35,2001-04-01,U,2248
10561,36,2001-04-01,U,10191
10562,43,2001-04-01,U,377
10563,44,2001-04-01,U,1633
10564,47,2001-04-01,U,3996
10565,49,2001-04-01,U,13022
10566,50,2001-04-01,U,3175
10567,51,2001-04-01,U,2674
10568,52,2001-04-01,U,6037
10569,53,2001-04-01,U,9851
10570,54,2001-04-01,U,7508
10571,55,2001-04-01,U,7705
10572,56,2001-04-01,U,7449
10573,57,2001-04-01,U,620
10574,60,2001-04-01,U,7552
10575,62,2001-04-01,U,6070
10576,63,2001-04-01,U,13208
10577,65,2001-04-01,U,2111
10578,66,2001-04-01,U,9369
10579,67,2001-04-01,U,7271
10580,68,2001-04-01,U,286
10581,70,2001-04-01,U,5449
10582,71,2001-04-01,U,3790
10583,72,2001-04-01,U,8722
10584,73,2001-04-01,U,2032
10585,74,2001-04-01,U,7034
10586,75,2001-04-01,U,4130
10587,76,2001-04-01,U,6068
10588,77,2001-04-01,U,9555
10589,78,2001-04-01,U,4130
10590,79,2001-04-01,U,18350
10591,80,2001-04-01,U,5882
10592,81,2001-04-01,U,8833
10593,82,2001-04-01,U,8389
10594,84,2001-04-01,U,1367
10595,85,2001-04-01,U,6066
10596,87,2001-04-01,U,6343
10597,88,2001-04-01,U,484
10598,90,2001-04-01,U,1620
10599,91,2001-04-01,U,2444
10600,92,2001-04-01,U,2745
10601,94,2001-04-01,U,2958
10602,97,2001-04-01,U,1430
10603,103,2001-04-01,U,1294
