,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
48205,09/01/2010,Completed,01/25/2011,10-01410446,Alley Light Out,11515 S MAY ST,60643.0,1170725.13039905,1828432.46452371,34.0,5.0,53.0,41.68469184025224,-87.65065239232736,"(41.68469184025224, -87.65065239232736)",2010-09-01
48413,09/02/2010,Completed,01/20/2011,10-01422150,Alley Light Out,10840 S ARTESIAN AVE,60655.0,1161971.01580957,1832674.75602174,19.0,22.0,75.0,41.696519343096924,-87.68258163422699,"(41.69651934309692, -87.68258163422699)",2010-09-02
48569,09/03/2010,Completed,01/07/2011,10-01422302,Alley Light Out,728 E 106TH ST,60628.0,1182977.7225195,1834823.77952967,9.0,5.0,50.0,41.70195527374601,-87.60560165520353,"(41.70195527374601, -87.60560165520353)",2010-09-03
48747,09/05/2010,Completed,01/06/2011,10-01432058,Alley Light Out,10732 S STATE LINE RD,60617.0,1205116.1299966,1834407.11001625,10.0,4.0,52.0,41.70026996564336,-87.52455355350126,"(41.70026996564336, -87.52455355350126)",2010-09-05
48748,09/05/2010,Completed,01/19/2011,10-01432293,Alley Light Out,1420 W 95TH ST,60643.0,1168450.28693004,1841742.48859537,21.0,22.0,73.0,41.721265843617026,-87.65859823345535,"(41.72126584361702, -87.65859823345534)",2010-09-05
48749,09/05/2010,Completed,01/25/2011,10-01431743,Alley Light Out,8630 S SANGAMON ST,60620.0,1171491.7591918998,1847475.0999919,21.0,6.0,71.0,41.73693098376967,-87.64729057421266,"(41.73693098376967, -87.64729057421265)",2010-09-05
48884,09/06/2010,Completed,01/19/2011,10-01433741,Alley Light Out,9345 S THROOP ST,60620.0,1169301.7738726998,1842792.1245034,21.0,22.0,73.0,41.72412784501263,-87.65544912884819,"(41.72412784501263, -87.65544912884818)",2010-09-06
49099,09/07/2010,Completed,01/04/2011,10-01435935,Alley Light Out,3000 W 109TH ST,60655.0,1158225.68638863,1832207.58137541,19.0,22.0,74.0,41.69531416434813,-87.69630753579409,"(41.695314164348126, -87.69630753579408)",2010-09-07
49100,09/07/2010,Completed,01/19/2011,10-01438421,Alley Light Out,10747 S WOOD ST,60643.0,1166265.24389091,1833254.91020835,19.0,22.0,75.0,41.69802127487128,-87.66684226011921,"(41.69802127487128, -87.66684226011922)",2010-09-07
49101,09/07/2010,Completed,01/19/2011,10-01441111,Alley Light Out,10753 S HALE AVE,60643.0,1165693.16372111,1833205.05009437,19.0,22.0,75.0,41.697896579501794,-87.66893833691117,"(41.6978965795018, -87.66893833691115)",2010-09-07
