,route,date,daytype,rides
345930,1,2008-08-01,W,2832
345931,2,2008-08-01,W,2217
345932,3,2008-08-01,W,22853
345933,4,2008-08-01,W,25389
345934,5,2008-08-01,W,598
345935,6,2008-08-01,W,12479
345936,7,2008-08-01,W,5836
345937,8,2008-08-01,W,22354
345938,9,2008-08-01,W,24941
345939,10,2008-08-01,W,1537
345940,11,2008-08-01,W,5714
345941,12,2008-08-01,W,17697
345942,14,2008-08-01,W,14503
345943,15,2008-08-01,W,8260
345944,17,2008-08-01,W,441
345945,18,2008-08-01,W,1764
345946,20,2008-08-01,W,24442
345947,21,2008-08-01,W,10619
345948,22,2008-08-01,W,24606
345949,24,2008-08-01,W,3366
345950,26,2008-08-01,W,2608
345951,28,2008-08-01,W,5574
345952,29,2008-08-01,W,16646
345953,30,2008-08-01,W,3534
345954,33,2008-08-01,W,572
345955,34,2008-08-01,W,5533
345956,35,2008-08-01,W,6685
345957,36,2008-08-01,W,18198
345958,38,2008-08-01,W,1615
345959,39,2008-08-01,W,2051
345960,43,2008-08-01,W,1879
345961,44,2008-08-01,W,6163
345962,47,2008-08-01,W,13334
345963,48,2008-08-01,W,939
345964,49,2008-08-01,W,20913
345965,50,2008-08-01,W,7684
345966,51,2008-08-01,W,1937
345967,52,2008-08-01,W,14454
345968,53,2008-08-01,W,21885
345969,54,2008-08-01,W,10605
345970,55,2008-08-01,W,12979
345971,56,2008-08-01,W,14490
345972,57,2008-08-01,W,3355
345973,59,2008-08-01,W,3813
345974,60,2008-08-01,W,14426
345975,62,2008-08-01,W,15120
345976,63,2008-08-01,W,24760
345977,64,2008-08-01,W,185
345978,65,2008-08-01,W,8291
345979,66,2008-08-01,W,27055
345980,67,2008-08-01,W,14834
345981,68,2008-08-01,W,1352
345982,69,2008-08-01,W,413
345983,70,2008-08-01,W,11322
345984,71,2008-08-01,W,13047
345985,72,2008-08-01,W,19093
345986,73,2008-08-01,W,5971
345987,74,2008-08-01,W,12842
345988,75,2008-08-01,W,9252
345989,76,2008-08-01,W,11973
345990,77,2008-08-01,W,23164
345991,78,2008-08-01,W,9221
345992,79,2008-08-01,W,36918
345993,80,2008-08-01,W,11883
345994,81,2008-08-01,W,15824
345995,82,2008-08-01,W,19099
345996,84,2008-08-01,W,4431
345997,85,2008-08-01,W,13440
345998,86,2008-08-01,W,1576
345999,87,2008-08-01,W,18017
346000,88,2008-08-01,W,1571
346001,90,2008-08-01,W,6089
346002,91,2008-08-01,W,9115
346003,92,2008-08-01,W,7741
346004,93,2008-08-01,W,3383
346005,94,2008-08-01,W,10524
346006,96,2008-08-01,W,949
346007,97,2008-08-01,W,3271
346008,100,2008-08-01,W,628
346009,103,2008-08-01,W,3593
346010,106,2008-08-01,W,1347
346011,108,2008-08-01,W,2306
346012,111,2008-08-01,W,6379
346013,112,2008-08-01,W,3097
346014,119,2008-08-01,W,6738
346015,120,2008-08-01,W,1062
346016,121,2008-08-01,W,1417
346017,122,2008-08-01,W,713
346018,123,2008-08-01,W,487
346019,124,2008-08-01,W,2177
346020,125,2008-08-01,W,2010
346021,126,2008-08-01,W,8480
346022,129,2008-08-01,W,808
346023,130,2008-08-01,W,681
346024,132,2008-08-01,W,260
346025,134,2008-08-01,W,2784
346026,135,2008-08-01,W,3474
346027,136,2008-08-01,W,2456
346028,143,2008-08-01,W,1108
346029,144,2008-08-01,W,1137
346030,145,2008-08-01,W,8284
346031,146,2008-08-01,W,13881
346032,147,2008-08-01,W,18034
346033,148,2008-08-01,W,2139
346034,151,2008-08-01,W,25707
346035,152,2008-08-01,W,11873
346036,155,2008-08-01,W,7712
346037,156,2008-08-01,W,9045
346038,157,2008-08-01,W,1979
346039,165,2008-08-01,W,77
346040,168,2008-08-01,W,62
346041,169,2008-08-01,W,360
346042,170,2008-08-01,W,320
346043,171,2008-08-01,W,246
346044,172,2008-08-01,W,460
346045,174,2008-08-01,W,281
346046,192,2008-08-01,W,409
346047,200,2008-08-01,W,114
346048,201,2008-08-01,W,1503
346049,205,2008-08-01,W,796
346050,206,2008-08-01,W,380
346051,49A,2008-08-01,W,695
346052,49B,2008-08-01,W,5616
346053,52A,2008-08-01,W,5127
346054,53A,2008-08-01,W,7547
346055,53AL,2008-08-01,W,581
346056,54A,2008-08-01,W,1171
346057,54B,2008-08-01,W,4430
346058,55A,2008-08-01,W,209
346059,55N,2008-08-01,W,529
346060,56A,2008-08-01,W,979
346061,62H,2008-08-01,W,1468
346062,63W,2008-08-01,W,2081
346063,81W,2008-08-01,W,2088
346064,85A,2008-08-01,W,981
346065,8A,2008-08-01,W,3573
346066,90N,2008-08-01,W,450
346067,95E,2008-08-01,W,5994
346068,95W,2008-08-01,W,3077
346069,X20,2008-08-01,W,2983
346070,X28,2008-08-01,W,3991
346071,X3,2008-08-01,W,2832
346072,X4,2008-08-01,W,3104
346073,X49,2008-08-01,W,13575
346074,X54,2008-08-01,W,7600
346075,X55,2008-08-01,W,3644
346076,X80,2008-08-01,W,4518
346077,X9,2008-08-01,W,13176
346078,X98,2008-08-01,W,293
346079,3,2008-08-02,A,19069
346080,4,2008-08-02,A,20253
346081,5,2008-08-02,A,551
346082,6,2008-08-02,A,12523
346083,8,2008-08-02,A,17331
346084,9,2008-08-02,A,28174
346085,10,2008-08-02,A,1447
346086,11,2008-08-02,A,2452
346087,12,2008-08-02,A,10568
346088,14,2008-08-02,A,7339
346089,15,2008-08-02,A,7036
346090,18,2008-08-02,A,1135
346091,20,2008-08-02,A,17679
346092,21,2008-08-02,A,9371
346093,22,2008-08-02,A,18977
346094,28,2008-08-02,A,5814
346095,29,2008-08-02,A,15116
346096,30,2008-08-02,A,2257
346097,34,2008-08-02,A,5179
346098,35,2008-08-02,A,4160
346099,36,2008-08-02,A,19026
346100,43,2008-08-02,A,1088
346101,44,2008-08-02,A,3243
346102,47,2008-08-02,A,9673
346103,49,2008-08-02,A,24796
346104,50,2008-08-02,A,6211
346105,51,2008-08-02,A,1686
346106,52,2008-08-02,A,11040
346107,53,2008-08-02,A,17567
346108,54,2008-08-02,A,12054
346109,55,2008-08-02,A,12562
346110,56,2008-08-02,A,10708
346111,57,2008-08-02,A,1749
346112,59,2008-08-02,A,2332
346113,60,2008-08-02,A,10322
346114,62,2008-08-02,A,9850
346115,63,2008-08-02,A,18964
346116,65,2008-08-02,A,6451
346117,66,2008-08-02,A,19724
346118,67,2008-08-02,A,11915
346119,68,2008-08-02,A,897
346120,70,2008-08-02,A,8438
346121,71,2008-08-02,A,10826
346122,72,2008-08-02,A,17779
346123,73,2008-08-02,A,3249
346124,74,2008-08-02,A,10496
346125,75,2008-08-02,A,7263
346126,76,2008-08-02,A,8540
346127,77,2008-08-02,A,18049
346128,78,2008-08-02,A,6422
346129,79,2008-08-02,A,30974
346130,80,2008-08-02,A,11601
346131,81,2008-08-02,A,12955
346132,82,2008-08-02,A,13725
346133,84,2008-08-02,A,2871
346134,85,2008-08-02,A,9336
346135,87,2008-08-02,A,11814
346136,88,2008-08-02,A,1071
346137,90,2008-08-02,A,4701
346138,91,2008-08-02,A,5589
346139,92,2008-08-02,A,4602
346140,93,2008-08-02,A,1964
346141,94,2008-08-02,A,6918
346142,97,2008-08-02,A,2932
346143,103,2008-08-02,A,2228
346144,106,2008-08-02,A,537
346145,111,2008-08-02,A,4313
346146,112,2008-08-02,A,1315
346147,119,2008-08-02,A,5316
346148,124,2008-08-02,A,2434
346149,126,2008-08-02,A,5266
346150,130,2008-08-02,A,758
346151,145,2008-08-02,A,5977
346152,146,2008-08-02,A,10717
346153,147,2008-08-02,A,15292
346154,151,2008-08-02,A,23090
346155,152,2008-08-02,A,8223
346156,154,2008-08-02,A,2109
346157,155,2008-08-02,A,7294
346158,169,2008-08-02,A,37
346159,201,2008-08-02,A,961
346160,1001,2008-08-02,A,124
346161,49B,2008-08-02,A,4047
346162,52A,2008-08-02,A,2186
346163,53A,2008-08-02,A,3856
346164,54B,2008-08-02,A,5015
346165,55N,2008-08-02,A,168
346166,62H,2008-08-02,A,788
346167,63W,2008-08-02,A,925
346168,81W,2008-08-02,A,1672
346169,85A,2008-08-02,A,633
346170,8A,2008-08-02,A,3887
346171,90N,2008-08-02,A,170
346172,95E,2008-08-02,A,4533
346173,95W,2008-08-02,A,4946
346174,X80,2008-08-02,A,1640
346175,X98,2008-08-02,A,54
346176,3,2008-08-03,U,13528
346177,4,2008-08-03,U,15494
346178,5,2008-08-03,U,834
346179,6,2008-08-03,U,8768
346180,8,2008-08-03,U,12752
346181,9,2008-08-03,U,21639
346182,10,2008-08-03,U,1031
346183,11,2008-08-03,U,1783
346184,12,2008-08-03,U,10352
346185,14,2008-08-03,U,4113
346186,15,2008-08-03,U,5349
346187,18,2008-08-03,U,939
346188,20,2008-08-03,U,12018
346189,21,2008-08-03,U,6129
346190,22,2008-08-03,U,15274
346191,28,2008-08-03,U,4050
346192,29,2008-08-03,U,10664
346193,30,2008-08-03,U,922
