,route,date,daytype,rides
485439,1,2011-08-01,W,2773
485440,2,2011-08-01,W,2666
485441,3,2011-08-01,W,21397
485442,4,2011-08-01,W,23537
485443,5,2011-08-01,W,712
485444,6,2011-08-01,W,11457
485445,7,2011-08-01,W,5811
485446,8,2011-08-01,W,20569
485447,9,2011-08-01,W,30199
485448,10,2011-08-01,W,1994
485449,11,2011-08-01,W,5767
485450,12,2011-08-01,W,14993
485451,14,2011-08-01,W,11398
485452,15,2011-08-01,W,7518
485453,17,2011-08-01,W,515
485454,18,2011-08-01,W,3304
485455,20,2011-08-01,W,20252
485456,21,2011-08-01,W,9479
485457,22,2011-08-01,W,22583
485458,24,2011-08-01,W,3111
485459,26,2011-08-01,W,2913
485460,28,2011-08-01,W,5159
485461,29,2011-08-01,W,14608
485462,30,2011-08-01,W,2958
485463,33,2011-08-01,W,666
485464,34,2011-08-01,W,6055
485465,35,2011-08-01,W,5224
485466,36,2011-08-01,W,16280
485467,39,2011-08-01,W,2097
485468,43,2011-08-01,W,2545
485469,44,2011-08-01,W,4456
485470,47,2011-08-01,W,12133
485471,48,2011-08-01,W,986
485472,49,2011-08-01,W,26729
485473,50,2011-08-01,W,9350
485474,51,2011-08-01,W,1759
485475,52,2011-08-01,W,14061
485476,53,2011-08-01,W,20293
485477,54,2011-08-01,W,12824
485478,55,2011-08-01,W,13459
485479,56,2011-08-01,W,10332
485480,57,2011-08-01,W,2565
485481,59,2011-08-01,W,3902
485482,60,2011-08-01,W,11050
485483,62,2011-08-01,W,11306
485484,63,2011-08-01,W,19531
485485,64,2011-08-01,W,237
485486,65,2011-08-01,W,8241
485487,66,2011-08-01,W,25309
485488,67,2011-08-01,W,13730
485489,68,2011-08-01,W,1026
485490,69,2011-08-01,W,402
485491,70,2011-08-01,W,9156
485492,71,2011-08-01,W,10228
485493,72,2011-08-01,W,17920
485494,73,2011-08-01,W,5983
485495,74,2011-08-01,W,12301
485496,75,2011-08-01,W,8318
485497,76,2011-08-01,W,11574
485498,77,2011-08-01,W,20979
485499,78,2011-08-01,W,8427
485500,79,2011-08-01,W,29357
