SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,15-05187180,10/01/2015,Front,,Open,,Vacant,False,False,10806,S,MAPLEWOOD,AVE,60655.0,1161299.91152985,1832888.90221923,19.0,22.0,75.0,41.69712088616629,-87.68503292799934,"(41.69712088616629, -87.68503292799934)",2015-10-01
Vacant/Abandoned Building,15-05214057,10/02/2015,Front,,Open,,Vacant,False,False,5714,S,LA SALLE,ST,60621.0,1176271.02173423,1867046.01989633,20.0,2.0,68.0,41.790529943399314,-87.62919394787735,"(41.79052994339931, -87.62919394787735)",2015-10-02
Vacant/Abandoned Building,15-05220934,10/02/2015,Front,,Open,,Vacant,False,False,5718,S,MAPLEWOOD,AVE,60629.0,1160348.49601208,1866663.49253275,16.0,8.0,63.0,41.78982326114495,-87.68758850693207,"(41.789823261144946, -87.68758850693206)",2015-10-02
Vacant/Abandoned Building,15-05258827,10/05/2015,Front,,Open,FRONT,Vacant,True,False,4254,S,ARTESIAN,AVE,60632.0,1160729.21092905,1876371.22759629,15.0,9.0,58.0,41.81645466617545,-87.68592441550152,"(41.81645466617545, -87.68592441550152)",2015-10-05
Vacant/Abandoned Building,15-05259798,10/05/2015,Front,,Open,,Vacant,False,False,6420,S,PARNELL,AVE,60621.0,1173721.6504688999,1862331.89458002,20.0,7.0,68.0,41.77765078314688,-87.63868145010812,"(41.777650783146875, -87.63868145010812)",2015-10-05
Vacant/Abandoned Building,15-05262364,10/05/2015,Front,,Open,,Vacant,False,False,8212,S,SOUTH SHORE,DR,60617.0,1198577.02417116,1851121.69837944,7.0,4.0,46.0,41.746302196096345,-87.54793824491976,"(41.746302196096345, -87.54793824491976)",2015-10-05
Vacant/Abandoned Building,15-05280395,10/06/2015,Front,,Open,,Vacant,False,False,12325,S,MICHIGAN,AVE,60628.0,1179067.97782168,1823257.32390526,9.0,5.0,53.0,41.67030500206571,-87.62026844077774,"(41.67030500206571, -87.62026844077774)",2015-10-06
Vacant/Abandoned Building,15-05191877,10/01/2015,Front,,Open,ALL AROUND,Vacant,False,True,6320,S,WOLCOTT,AVE,60636.0,1164770.28059888,1862748.57731751,15.0,7.0,67.0,41.778987950739285,-87.67148555827332,"(41.77898795073929, -87.67148555827332)",2015-10-01
Vacant/Abandoned Building,15-05196467,10/01/2015,Front,,Open,ALL AROUND,Vacant,False,True,6525,S,WINCHESTER,AVE,60636.0,1164478.60980603,1861389.18881966,15.0,7.0,67.0,41.77526376404499,-87.67259314395235,"(41.77526376404499, -87.67259314395235)",2015-10-01
Vacant/Abandoned Building,15-05221896,10/02/2015,Front,,Open,REAR BACK DOOR KICKED IN,Vacant,False,True,2111,W,GARFIELD,BLVD,60636.0,1163191.36990478,1868031.64360658,15.0,7.0,67.0,41.79351857557479,-87.67712618593056,"(41.79351857557479, -87.67712618593056)",2015-10-02
Vacant/Abandoned Building,15-05291089,10/06/2015,,,,,,,,656,E,90TH,ST,60619.0,1182187.94283155,1845446.31298192,8.0,6.0,44.0,41.73112310067946,-87.6081659567147,"(41.73112310067946, -87.60816595671471)",2015-10-06
Vacant/Abandoned Building,15-05304899,10/07/2015,Front,,Open,,Vacant,True,False,6624,S,RHODES,AVE,60637.0,1181040.99369864,1861211.87010717,20.0,3.0,42.0,41.774411948175285,-87.61188331102068,"(41.77441194817529, -87.61188331102068)",2015-10-07
Vacant/Abandoned Building,15-05260419,10/05/2015,Rear,,Open,,Vacant,False,False,907,W,50TH,ST,60609.0,1171107.19387144,1871683.21520541,20.0,9.0,61.0,41.803369409413115,-87.6479927737492,"(41.803369409413115, -87.6479927737492)",2015-10-05
Vacant/Abandoned Building,15-05315356,10/07/2015,Front,,Open,,Vacant,False,False,700,W,119TH,ST,60628.0,1173791.54792934,1825959.94340495,34.0,5.0,53.0,41.677839619261604,-87.63949998894705,"(41.6778396192616, -87.63949998894705)",2015-10-07
Vacant/Abandoned Building,15-05290816,10/06/2015,Front,,Open,FRONT,Vacant,False,True,1931,N,LAWNDALE,AVE,60647.0,1151400.76853185,1912696.79276879,1.0,25.0,22.0,41.916323947371104,-87.7191903110005,"(41.916323947371104, -87.7191903110005)",2015-10-06
Vacant/Abandoned Building,15-05359902,10/13/2015,Front,,Open,,Vacant,True,False,5241,S,CHRISTIANA,AVE,60632.0,1154932.5999272,1869671.24600086,14.0,8.0,63.0,41.79818687706047,-87.70736687574421,"(41.79818687706047, -87.7073668757442)",2015-10-13
Vacant/Abandoned Building,15-05315890,10/07/2015,,,,,,,,8962,S,ANTHONY,AVE,60617.0,1194714.92891289,1846015.18878982,7.0,4.0,48.0,41.732385365967744,-87.56225718378973,"(41.73238536596774, -87.56225718378974)",2015-10-07
Vacant/Abandoned Building,15-05328682,10/08/2015,Front,,Open,,Vacant,False,False,7656,S,UNION,AVE,60620.0,1172960.4553103999,1854104.28268495,6.0,6.0,71.0,41.75509006856021,-87.64171452249576,"(41.7550900685602, -87.64171452249577)",2015-10-08
Vacant/Abandoned Building,15-05330739,10/08/2015,Front,,Open,FRONT,Vacant,True,False,7134,S,WABASH,AVE,60619.0,1177959.75052302,1857726.8397738999,6.0,3.0,69.0,41.764919025994345,-87.62328399832056,"(41.76491902599434, -87.62328399832057)",2015-10-08
Vacant/Abandoned Building,15-05340462,10/09/2015,Front,,Open,FONT,Vacant,False,False,1303,S,CHRISTIANA,AVE,60623.0,1154238.72839293,1893809.8312929,24.0,10.0,29.0,41.864440040522666,-87.70926838278473,"(41.864440040522666, -87.70926838278474)",2015-10-09
Vacant/Abandoned Building,15-05304349,10/07/2015,Front,,Open,,Vacant,False,False,5443,S,WOLCOTT,AVE,60609.0,1164617.1812659,1868387.54702995,16.0,9.0,61.0,41.794465234176286,-87.67188779661836,"(41.79446523417629, -87.67188779661836)",2015-10-07
Vacant/Abandoned Building,15-05345343,10/10/2015,Rear,,Boarded,,Vacant,False,True,10743,S,PRAIRIE,AVE,60628.0,1179820.765075,1833734.36505,9.0,5.0,49.0,41.69903839362608,-87.61719457991573,"(41.69903839362608, -87.61719457991573)",2015-10-10
Vacant/Abandoned Building,15-05314247,10/07/2015,,,,,,,,6735,S,BELL,AVE,60636.0,1162560.31308965,1859952.44189981,16.0,8.0,66.0,41.771361361502215,-87.67966544354738,"(41.771361361502215, -87.67966544354739)",2015-10-07
Vacant/Abandoned Building,15-05314249,10/07/2015,,,,,,,,8528,S,COLFAX,AVE,60617.0,1194978.83937332,1848930.47078992,7.0,4.0,46.0,41.740378655768474,-87.56119456826805,"(41.74037865576847, -87.56119456826805)",2015-10-07
Vacant/Abandoned Building,15-05237554,10/03/2015,Rear,,Open,REAR,Vacant,False,True,5940,S,STEWART,AVE,60621.0,1174534.71921622,1865537.66231574,20.0,7.0,68.0,41.7864296975127,-87.63560538060976,"(41.7864296975127, -87.63560538060977)",2015-10-03
Vacant/Abandoned Building,15-05259558,10/05/2015,Rear,,Open,,Vacant,False,True,8338,S,KINGSTON,AVE,60617.0,1194620.65968565,1850178.3072678002,7.0,4.0,46.0,41.743811634146276,-87.56246591742035,"(41.74381163414627, -87.56246591742035)",2015-10-05
Vacant/Abandoned Building,15-05307778,10/07/2015,,,,,,,,6829,S,WINCHESTER,AVE,60636.0,1164534.5098849,1859376.92791917,17.0,7.0,67.0,41.769740670798505,-87.67244490662473,"(41.7697406707985, -87.67244490662473)",2015-10-07
Vacant/Abandoned Building,15-05372111,10/14/2015,Front,,Open,,Vacant,False,False,119,E,118TH,PL,60628.0,1179108.78138312,1826417.31019258,9.0,5.0,53.0,41.67897555570858,-87.62002336572716,"(41.678975555708575, -87.62002336572716)",2015-10-14
Vacant/Abandoned Building,15-05372124,10/14/2015,Front,,Open,,Vacant,False,False,11919,S,PRAIRIE,AVE,60628.0,1180052.41320724,1825984.72499237,9.0,5.0,53.0,41.677766988407726,-87.61658249074257,"(41.677766988407726, -87.61658249074256)",2015-10-14
Vacant/Abandoned Building,15-05372511,10/14/2015,,,,,,,,847,E,87TH,PL,60619.0,1183533.90560848,1847146.74519296,8.0,6.0,44.0,41.73575805484253,-87.60318241372603,"(41.73575805484252, -87.60318241372602)",2015-10-14
Vacant/Abandoned Building,15-05372699,10/14/2015,Rear,,Open,,Vacant,False,True,3846,W,65TH,ST,60629.0,1151847.24676652,1861225.06677716,23.0,8.0,65.0,41.77507037070987,-87.71890290529394,"(41.77507037070987, -87.71890290529393)",2015-10-14
Vacant/Abandoned Building,15-05351948,10/12/2015,Rear,,Open,1ST FLOOR BACK DOOR OPEN,Vacant,False,False,6401,S,EBERHART,AVE,60637.0,1180679.031311,1862679.63301067,20.0,3.0,42.0,41.77844795870847,-87.61316513139343,"(41.77844795870847, -87.61316513139343)",2015-10-12
Vacant/Abandoned Building,15-05314113,10/07/2015,,,,,,,,7601,S,OGLESBY,AVE,60649.0,1193188.38980431,1855022.49881629,7.0,4.0,43.0,41.75713958379684,-87.56755579903465,"(41.75713958379684, -87.56755579903466)",2015-10-07
Vacant/Abandoned Building,15-05314169,10/07/2015,,,,,,,,6814,S,CHAMPLAIN,AVE,60637.0,1181739.64928895,1859975.98047392,20.0,3.0,42.0,41.77100443437854,-87.60936032402141,"(41.77100443437854, -87.60936032402141)",2015-10-07
Vacant/Abandoned Building,15-05331351,10/08/2015,Rear,,Open,,Vacant,False,True,6321,S,RHODES,AVE,60637.0,1180988.48657293,1863218.04880449,20.0,3.0,42.0,41.77991830624783,-87.61201410431734,"(41.77991830624783, -87.61201410431734)",2015-10-08
Vacant/Abandoned Building,15-05218708,10/02/2015,Rear,,Boarded,,Vacant,False,True,8508,S,PHILLIPS,AVE,60617.0,1193979.12940895,1849037.2837193,7.0,4.0,46.0,41.7406963153994,-87.5648538268927,"(41.7406963153994, -87.5648538268927)",2015-10-02
Vacant/Abandoned Building,15-05221753,10/02/2015,Front,,Boarded,,Vacant,False,False,12100,S,LA SALLE,ST,60628.0,1177450.80003127,1824682.50011188,9.0,5.0,53.0,41.674252476491695,-87.62614432739905,"(41.674252476491695, -87.62614432739905)",2015-10-02
Vacant/Abandoned Building,15-05269996,10/05/2015,Front,,Open,,Vacant,False,True,139,E,118TH,PL,60628.0,1179257.28138312,1826421.51019258,9.0,5.0,53.0,41.67898370615551,-87.6194796723084,"(41.67898370615551, -87.6194796723084)",2015-10-05
Vacant/Abandoned Building,15-05314109,10/07/2015,,,,,,,,1920,N,NEVA,AVE,60707.0,1128287.21747733,1911969.68640604,29.0,25.0,25.0,41.9147514602899,-87.8041265032175,"(41.9147514602899, -87.80412650321752)",2015-10-07
Vacant/Abandoned Building,15-05400711,10/16/2015,Front,,Open,,Vacant,False,False,7312,S,MARSHFIELD,AVE,60636.0,1166609.51038607,1856221.5865828,17.0,7.0,67.0,41.76103798703053,-87.66492872665334,"(41.76103798703053, -87.66492872665334)",2015-10-16
Vacant/Abandoned Building,15-05400721,10/16/2015,Front,,Open,,Vacant,False,False,7043,S,JUSTINE,ST,60636.0,1167222.34407634,1858018.57316862,17.0,7.0,67.0,41.765956068889366,-87.66263129469853,"(41.76595606888937, -87.66263129469851)",2015-10-16
Vacant/Abandoned Building,15-05400741,10/16/2015,Front,,Open,,Vacant,False,False,6045,S,BISHOP,ST,60636.0,1167700.49427722,1864653.58287993,16.0,7.0,67.0,41.784153131885816,-87.66068848994631,"(41.78415313188582, -87.66068848994632)",2015-10-16
Vacant/Abandoned Building,15-05377209,10/15/2015,Front,,Open,,Vacant,False,False,7155,S,WOOD,ST,60636.0,1165587.43272798,1857236.57569537,17.0,7.0,67.0,41.763844988341454,-87.66864597217295,"(41.763844988341454, -87.66864597217294)",2015-10-15
Vacant/Abandoned Building,15-05377216,10/15/2015,Front,,Open,,Vacant,False,False,7228,S,WOOD,ST,60636.0,1165601.53272798,1856754.57569537,17.0,7.0,67.0,41.76252201539794,-87.66860794438841,"(41.76252201539794, -87.66860794438841)",2015-10-15
Vacant/Abandoned Building,15-05377225,10/15/2015,Front,,Open,,Vacant,False,False,7257,S,WOOD,ST,60636.0,1165606.8422097,1856560.53258157,17.0,7.0,67.0,41.761989421869025,-87.66859398021397,"(41.76198942186902, -87.66859398021397)",2015-10-15
Vacant/Abandoned Building,15-05377233,10/15/2015,Front,,Open,,Vacant,False,False,7309,S,PAULINA,ST,60636.0,1166277.70120637,1856234.17101043,17.0,7.0,67.0,41.761079588899726,-87.66614447374245,"(41.76107958889973, -87.66614447374245)",2015-10-15
