SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,09-02027748,12/01/2009,Front,,Open,FRONT DOOR,Vacant,False,True,419,N,AVERS,AVE,60624.0,1150648.54001774,1902563.74000427,27.0,11.0,23.0,41.88853259926737,-87.72221919150398,"(41.88853259926737, -87.72221919150398)",2009-12-01
Vacant/Abandoned Building,09-02028473,12/01/2009,Front,,Boarded,,Vacant,False,False,6430,S,CLAREMONT,AVE,60636.0,1161847.10018691,1861951.46547306,15.0,8.0,66.0,41.77686180550508,-87.6822243698273,"(41.77686180550508, -87.6822243698273)",2009-12-01
Vacant/Abandoned Building,09-02029083,12/01/2009,Front,,Open,FRONT DOOR,Vacant,False,False,10846,S,GREEN BAY,AVE,60617.0,1200536.89780347,1833644.48991836,10.0,4.0,52.0,41.69829404960407,-87.54134615724878,"(41.69829404960407, -87.54134615724878)",2009-12-01
Vacant/Abandoned Building,09-02030129,12/01/2009,Front,,Open,,Vacant,False,True,8408,S,SAGINAW,AVE,60617.0,1195293.46692014,1849734.82170096,7.0,4.0,46.0,41.742578108146674,-87.5600153488883,"(41.742578108146674, -87.56001534888829)",2009-12-01
Vacant/Abandoned Building,09-02034760,12/02/2009,Front,,Open,,Vacant,False,True,1214,W,97TH,ST,60643.0,1169931.70467048,1840609.94597721,21.0,22.0,73.0,41.718125988117926,-87.6532048626301,"(41.71812598811792, -87.6532048626301)",2009-12-02
Vacant/Abandoned Building,09-02037984,12/02/2009,Rear,,Open,REAR,Vacant,False,False,9144,S,JEFFERY,AVE,60617.0,1191106.98712431,1844731.66153227,8.0,4.0,48.0,41.728951179126895,-87.57551580292919,"(41.7289511791269, -87.57551580292919)",2009-12-02
Vacant/Abandoned Building,09-02047160,12/04/2009,Rear,,Open,HOLES IN ROOF AND BROKEN WINDOWS,Vacant,False,False,1734,W,SCHOOL,ST,60657.0,1164041.3945942,1921953.96091783,32.0,19.0,6.0,41.9414683873198,-87.67248704449486,"(41.9414683873198, -87.67248704449486)",2009-12-04
Vacant/Abandoned Building,09-02047206,12/04/2009,Front,,Open,,Vacant,False,False,8639,S,PHILLIPS,AVE,60617.0,1193996.33449923,1848168.43393255,7.0,4.0,46.0,41.73831169536844,-87.56481921812662,"(41.73831169536844, -87.56481921812663)",2009-12-04
Vacant/Abandoned Building,09-02051432,12/05/2009,Front,,Open,REAR,Vacant,False,True,10700,S,WABASH,AVE,60628.0,1178471.02988595,1834033.36380543,9.0,5.0,49.0,41.699889579500415,-87.62212761605007,"(41.699889579500415, -87.62212761605008)",2009-12-05
Vacant/Abandoned Building,09-02051561,12/05/2009,Rear,,Boarded,REAR,Vacant,False,False,9045,S,WESTERN,AVE,60620.0,,,19.0,22.0,72.0,,,,2009-12-05
Vacant/Abandoned Building,09-02052596,12/06/2009,Front,,Open,ALL THE WINDOWS,Vacant,False,False,8942,S,LOWE,AVE,60620.0,1173537.44801317,1845631.23280289,21.0,22.0,71.0,41.73182617150327,-87.63985024820761,"(41.73182617150327, -87.63985024820761)",2009-12-06
Vacant/Abandoned Building,09-02052845,12/06/2009,Front,,Open,OLD ABANDON/VACANT HOT DOG STAND JUST NORTH 111TH  ON COTTAGE GROVE ON WEST SIDE OF STREET - FRONT GATE/DOOR UNSECURED,Vacant,False,False,11100,S,COTTAGE GROVE,AVE,60628.0,1181842.82679715,1831467.41781932,9.0,5.0,49.0,41.69277120788301,-87.60986050404448,"(41.69277120788301, -87.60986050404449)",2009-12-06
Vacant/Abandoned Building,09-02052880,12/06/2009,Front,,Open,DOORS/WINDOWS TO HOUSE AND GARAGE UNSECURED,Vacant,False,True,9110,S,SAGINAW,AVE,60617.0,1195463.94002464,1845074.95020739,7.0,4.0,48.0,41.72978682379928,-87.55954425310642,"(41.72978682379928, -87.55954425310642)",2009-12-06
Vacant/Abandoned Building,09-02053131,12/06/2009,Front,,Open,FRONT DOOR 2 REAR WINDOWS,Vacant,False,False,9247,S,PARNELL,AVE,60620.0,1174256.25109568,1843571.07490266,21.0,22.0,73.0,41.72615689673253,-87.63727802190546,"(41.726156896732526, -87.63727802190547)",2009-12-06
Vacant/Abandoned Building,09-02054372,12/07/2009,Garage,,Open,FRONT,Vacant,False,True,6134,S,MORGAN,ST,60621.0,1170695.9308323,1864143.50607533,16.0,7.0,68.0,41.7826885934694,-87.64972095227655,"(41.78268859346941, -87.64972095227657)",2009-12-07
Vacant/Abandoned Building,09-02055399,12/07/2009,Front,,Open,,Vacant,False,False,11334,S,WENTWORTH,AVE,60628.0,1176966.28940649,1829655.47996746,34.0,5.0,49.0,41.68790999109999,-87.62776863319084,"(41.687909991099986, -87.62776863319084)",2009-12-07
Vacant/Abandoned Building,09-02056930,12/07/2009,Front,,Open,FRONT,Vacant,True,True,3304,W,DOUGLAS,BLVD,60623.0,1154542.12619948,1893262.68816858,24.0,10.0,29.0,41.86293256210747,-87.70816923483973,"(41.862932562107474, -87.70816923483972)",2009-12-07
Vacant/Abandoned Building,09-02057095,12/07/2009,Front,,Open,ALL AROUND,Vacant,False,False,5901,S,MAY,ST,60621.0,1169660.54001144,1865663.88517739,16.0,7.0,68.0,41.786883218946535,-87.65347292618117,"(41.786883218946535, -87.65347292618115)",2009-12-07
Vacant/Abandoned Building,09-02058292,12/07/2009,Front,,Open,,Vacant,False,False,6014,S,MAY,ST,60621.0,1169680.82490049,1864913.36850407,16.0,7.0,68.0,41.784823272914146,-87.65342031141847,"(41.78482327291415, -87.65342031141847)",2009-12-07
Vacant/Abandoned Building,09-02058304,12/07/2009,Rear,,Boarded,,Vacant,False,False,6016,S,MAY,ST,60621.0,1169681.12490049,1864899.96850407,16.0,7.0,68.0,41.78478649522449,-87.65341959999304,"(41.78478649522449, -87.65341959999303)",2009-12-07
Vacant/Abandoned Building,09-02058611,12/07/2009,Front,,Open,FRONT AND REAR,Vacant,True,False,6619,S,RHODES,AVE,60637.0,1181039.79369864,1861245.37010717,20.0,3.0,42.0,41.77450390309869,-87.61188667977022,"(41.77450390309869, -87.61188667977022)",2009-12-07
Vacant/Abandoned Building,09-02062177,12/08/2009,Front,,Open,,Vacant,False,True,9648,S,GENOA,AVE,60643.0,1170696.43052313,1840721.70912075,21.0,22.0,73.0,41.718416070734406,-87.65040071327644,"(41.718416070734406, -87.65040071327643)",2009-12-08
