,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
20221,05/01/2012,Completed - Dup,05/01/2012,12-00841143,Street Light - 1/Out,4940 W ERIE ST,60644.0,1143306.0825946,1903863.20970235,37.0,15.0,25.0,41.892238824491365,-87.74915117678275,"(41.89223882449137,-87.74915117678273)",2012-05-01
20222,05/01/2012,Completed - Dup,05/01/2012,12-00846404,Street Light - 1/Out,7626 S YATES BLVD,60649.0,1193525.25229982,1854860.13409281,7.0,4.0,43.0,41.75668580726617,-87.56632658009777,"(41.75668580726617,-87.56632658009777)",2012-05-01
20223,05/01/2012,Completed - Dup,05/02/2012,12-00841736,Street Light - 1/Out,2725 E 78TH ST,60649.0,1195776.70709959,1853774.65620864,7.0,4.0,43.0,41.75365179654807,-87.55811142847686,"(41.75365179654807,-87.55811142847686)",2012-05-01
20224,05/01/2012,Completed - Dup,05/03/2012,12-00844077,Street Light - 1/Out,10638 S WABASH AVE,60628.0,1178459.62958411,1834423.19183225,9.0,5.0,49.0,41.70095958056149,-87.62215757229723,"(41.70095958056149,-87.62215757229723)",2012-05-01
20225,05/01/2012,Completed - Dup,05/03/2012,12-00845364,Street Light - 1/Out,45 E MADISON ST,60602.0,1176808.82743339,1900413.17500362,42.0,1.0,32.0,41.88207990586722,-87.62621475882892,"(41.882079905867215,-87.62621475882892)",2012-05-01
20226,05/01/2012,Completed - Dup,05/03/2012,12-00847127,Street Light - 1/Out,419 N LEAMINGTON AVE,60644.0,1141960.68001973,1902350.46972341,28.0,15.0,25.0,41.88811271352873,-87.75412983637119,"(41.88811271352873,-87.75412983637119)",2012-05-01
20227,05/01/2012,Completed - Dup,05/03/2012,12-00847740,Street Light - 1/Out,7301 N CAMPBELL AVE,60645.0,1158373.63128266,1948422.69010901,50.0,24.0,2.0,42.01421783932469,-87.69259067365961,"(42.014217839324694,-87.69259067365961)",2012-05-01
20228,05/01/2012,Completed - Dup,05/03/2012,12-00847767,Street Light - 1/Out,3014 N OLCOTT AVE,60707.0,1125566.74211078,1919194.32428597,36.0,25.0,17.0,41.93462244523275,-87.81396062967099,"(41.93462244523275,-87.81396062967099)",2012-05-01
20229,05/01/2012,Completed - Dup,05/03/2012,12-00847890,Street Light - 1/Out,3632 N OAKLEY AVE,60618.0,1160390.22837745,1924071.94059701,47.0,19.0,5.0,41.94735670465492,-87.68584773473978,"(41.947356704654915,-87.68584773473978)",2012-05-01
20230,05/01/2012,Completed - Dup,05/04/2012,12-00847635,Street Light - 1/Out,8743 S BURLEY AVE,60617.0,1199187.40987389,1847611.75259746,10.0,4.0,46.0,41.736655340381226,-87.54581940326632,"(41.736655340381226,-87.54581940326631)",2012-05-01
20231,05/01/2012,Completed - Dup,05/07/2012,12-00840820,Street Light - 1/Out,10130 S NORMAL AVE,60628.0,1174756.44482509,1837597.76011491,9.0,22.0,73.0,41.709754173432934,-87.63562309924679,"(41.70975417343293,-87.6356230992468)",2012-05-01
20232,05/01/2012,Completed - Dup,05/07/2012,12-00847716,Street Light - 1/Out,7201 S SEELEY AVE,60636.0,1163938.86549822,1856901.05608523,17.0,7.0,67.0,41.76295907424078,-87.67469777947392,"(41.76295907424078,-87.6746977794739)",2012-05-01
20233,05/01/2012,Completed - Dup,05/07/2012,12-00847743,Street Light - 1/Out,10546 S AVENUE L,60617.0,1201843.84287923,1835633.28030914,10.0,4.0,52.0,41.70371838245629,-87.53649352956762,"(41.703718382456294,-87.53649352956762)",2012-05-01
20234,05/01/2012,Completed - Dup,05/08/2012,12-00843761,Street Light - 1/Out,4846 N EAST RIVER RD,60656.0,1116627.71846816,1931316.23179034,41.0,16.0,76.0,41.96803046688826,-87.84655946689821,"(41.96803046688826,-87.84655946689821)",2012-05-01
