SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-00556117,04/01/2011,Front,,Open,FRONT & REAR,Vacant,False,False,5854,N,MAPLEWOOD,AVE,60659.0,1158271.30879946,1938788.53858493,40.0,20.0,2.0,41.98778348012841,-87.69323219747425,"(41.98778348012841, -87.69323219747425)",2011-04-01
Vacant/Abandoned Building,11-00557836,04/01/2011,Front,,Open,,Vacant,False,False,6639,S,LAFLIN,ST,60636.0,1167478.55809284,1860707.32902655,17.0,7.0,67.0,41.773328877848385,-87.66161521184381,"(41.77332887784838, -87.66161521184382)",2011-04-01
Vacant/Abandoned Building,11-00557854,04/01/2011,Front,,Open,,Vacant,False,False,10728,S,NORMAL,AVE,60628.0,1174862.30489519,1833756.61052656,34.0,22.0,49.0,41.69921114397442,-87.63534943724568,"(41.69921114397442, -87.63534943724567)",2011-04-01
Vacant/Abandoned Building,11-00557881,04/01/2011,Front,,Open,,Vacant,False,False,4206,W,MONROE,ST,60624.0,1148364.66639719,1899329.05312293,28.0,11.0,26.0,41.879700584063094,-87.7306898989826,"(41.87970058406309, -87.7306898989826)",2011-04-01
Vacant/Abandoned Building,11-00557998,04/01/2011,Front,,Open,,Vacant,False,False,8244,S,COLES,AVE,60617.0,1198251.11329326,1850898.9497231003,7.0,4.0,46.0,41.74569911447698,-87.54913986626656,"(41.74569911447698, -87.54913986626654)",2011-04-01
Vacant/Abandoned Building,11-00558210,04/01/2011,Front,,Open,,Vacant,False,False,2459,W,MADISON,ST,60612.0,1160076.18651563,1899940.85019505,2.0,11.0,28.0,41.881145694741114,-87.68766981818567,"(41.881145694741114, -87.68766981818567)",2011-04-01
Vacant/Abandoned Building,11-00558250,04/01/2011,Front,,Open,,Vacant,False,False,3300,W,GRAND,AVE,60651.0,1154163.80991731,1906522.69298786,26.0,11.0,23.0,41.89932692279762,-87.7092040087649,"(41.89932692279762, -87.70920400876489)",2011-04-01
Vacant/Abandoned Building,11-00558620,04/01/2011,Front,,Open,FRONT DOOR,Vacant,False,True,6052,S,CALIFORNIA,AVE,60629.0,1158747.85827465,1864393.14891301,15.0,8.0,66.0,41.78362596309688,-87.69351956327641,"(41.78362596309688, -87.69351956327641)",2011-04-01
Vacant/Abandoned Building,11-00559280,04/01/2011,,,,,,,,2506,E,93RD,ST,60617.0,1194523.7949871,1843785.84348321,7.0,4.0,48.0,41.72627253942825,-87.56303046393025,"(41.72627253942825, -87.56303046393025)",2011-04-01
Vacant/Abandoned Building,11-00559491,04/01/2011,,,,,,,,7241,S,EVANS,AVE,60619.0,1182477.09260323,1857165.74958113,6.0,3.0,69.0,41.76327581683276,-87.6067441756815,"(41.76327581683276, -87.6067441756815)",2011-04-01
Vacant/Abandoned Building,11-00559693,04/01/2011,Front,,Open,ALL AROUND,Vacant,False,True,1643,W,93RD,ST,60620.0,1166913.43988542,1843023.6529839002,21.0,22.0,73.0,41.724814471490475,-87.66419093597683,"(41.724814471490475, -87.66419093597683)",2011-04-01
Vacant/Abandoned Building,11-00559893,04/01/2011,Front,,Open,,Vacant,False,False,2518,W,MADISON,ST,60612.0,1159646.6330853999,1899930.4852701,2.0,13.0,28.0,41.88112610961407,-87.68924740040413,"(41.88112610961407, -87.68924740040413)",2011-04-01
Vacant/Abandoned Building,11-00559934,04/01/2011,Front,,Open,REAR ENTRY AT 1ST AND 2ND FLOOR,Vacant,False,True,6609,S,MAY,ST,60621.0,1169788.54147399,1860971.6645743,17.0,7.0,68.0,41.77400442511637,-87.65313969244875,"(41.77400442511637, -87.65313969244875)",2011-04-01
Vacant/Abandoned Building,11-00559947,04/01/2011,Front,,Open,,Vacant,False,False,5619,S,SEELEY,AVE,60636.0,1163652.66622253,1867383.49218694,15.0,7.0,67.0,41.79173029117301,-87.67545283243523,"(41.79173029117301, -87.67545283243524)",2011-04-01
Vacant/Abandoned Building,11-00560199,04/01/2011,Front,,Open,FRONT WINDOW,Vacant,False,False,6600,W,GEORGE,ST,60634.0,1131931.20008481,1918558.56677799,36.0,25.0,18.0,41.93276966815914,-87.79058551269924,"(41.93276966815914, -87.79058551269925)",2011-04-01
Vacant/Abandoned Building,11-00560299,04/01/2011,Front,,Boarded,REAR BOARDS ARE LOOSE AND PEOPLE ARE ENTERING INSIDE THE APARTMENT...,Vacant,False,True,3545,W,VAN BUREN,ST,60624.0,1152863.26301782,1897796.25370967,28.0,11.0,27.0,41.87540654930129,-87.71421217605186,"(41.87540654930129, -87.71421217605186)",2011-04-01
Vacant/Abandoned Building,11-00560567,04/01/2011,Front,,Open,,Vacant,False,False,2901,W,MADISON,ST,60612.0,1157058.38551774,1899884.05378871,2.0,11.0,27.0,41.881051606976754,-87.69875257455068,"(41.88105160697676, -87.69875257455068)",2011-04-01
Vacant/Abandoned Building,11-00561107,04/01/2011,Front,,Open,ALL WINDOWS AND DOORS.KIDS FROM O'TOOLE SCHOOL IS PLAYING IN THE BUILDING,Vacant,True,True,2053,W,66TH,ST,60636.0,1163727.74726565,1860875.83089918,15.0,7.0,67.0,41.77387083845255,-87.67536012104677,"(41.77387083845255, -87.67536012104678)",2011-04-01
Vacant/Abandoned Building,11-00561886,04/01/2011,,,,,,,,6023,S,MICHIGAN,AVE,60637.0,1178189.24740714,1865105.43617086,20.0,3.0,40.0,41.78516146362221,-87.6222192039246,"(41.78516146362221, -87.62221920392459)",2011-04-01
