SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,09-01998448,11/23/2009,,,,,,,,5544,S,UNION,AVE,60621.0,1172579.26419498,1868028.99716827,3.0,7.0,68.0,41.79330951421568,-87.64270167779682,"(41.79330951421568, -87.64270167779682)",2009-11-23
Vacant/Abandoned Building,09-01893270,11/02/2009,Front,,Open,FRONT DOOR AND WINDOW ON 2ND FLR.,Vacant,False,True,4402,S,BERKELEY,AVE,60653.0,1183994.27598371,1876037.55849796,4.0,21.0,39.0,41.81502635815173,-87.6005939683367,"(41.815026358151734, -87.6005939683367)",2009-11-02
Vacant/Abandoned Building,09-01898501,11/03/2009,Front,,Open,FRONT AND REAR,Vacant,False,True,6432,S,BISHOP,ST,60636.0,1167770.66036706,1862090.22910797,17.0,7.0,67.0,41.777117465004174,-87.66050477099117,"(41.777117465004174, -87.66050477099117)",2009-11-03
Vacant/Abandoned Building,09-01903715,11/04/2009,Front,,Open,FRONT AND REAR DOOR,Vacant,False,True,1721,W,GARFIELD,BLVD,60636.0,1165742.49007464,1868088.69627874,15.0,7.0,67.0,41.793621317597896,-87.66776979737583,"(41.7936213175979, -87.66776979737583)",2009-11-04
Vacant/Abandoned Building,09-01907424,11/04/2009,Front,,Open,,Vacant,False,True,9000,S,HALSTED,ST,60620.0,1172553.31968254,1845245.69727027,21.0,22.0,71.0,41.73078991109493,-87.64346681825891,"(41.73078991109493, -87.6434668182589)",2009-11-04
Vacant/Abandoned Building,09-01907496,11/04/2009,Rear,,Open,ALL OVER,Vacant,False,True,3354,W,HURON,ST,60624.0,1153815.68263264,1904463.94681487,27.0,11.0,23.0,41.89368446930689,-87.71053757196958,"(41.89368446930689, -87.7105375719696)",2009-11-04
Vacant/Abandoned Building,09-01907683,11/04/2009,Front,,Open,DRUG DEALING,Vacant,True,True,5932,S,MARSHFIELD,AVE,60636.0,1166357.05979085,1865368.97368622,15.0,7.0,67.0,41.78614498748222,-87.66559367212739,"(41.78614498748222, -87.66559367212737)",2009-11-04
Vacant/Abandoned Building,09-01908081,11/04/2009,Front,,Open,,Vacant,False,False,6023,S,WINCHESTER,AVE,60636.0,1164389.30443065,1864716.76878045,15.0,7.0,67.0,41.78439696246358,-87.67282682912743,"(41.784396962463575, -87.67282682912742)",2009-11-04
Vacant/Abandoned Building,09-01909958,11/05/2009,Garage,,Open,GARAGE / REAR,Vacant,False,True,5246,W,WASHINGTON,BLVD,60644.0,1141306.93020831,1900246.61138214,28.0,15.0,25.0,41.88235154911037,-87.7565825870149,"(41.88235154911037, -87.7565825870149)",2009-11-05
Vacant/Abandoned Building,09-01911791,11/05/2009,Front,,Open,,Vacant,False,True,921,N,LAMON,AVE,60651.0,1143521.54501114,1905742.70328345,37.0,15.0,25.0,41.89739234365921,-87.74831279919565,"(41.897392343659206, -87.74831279919566)",2009-11-05
Vacant/Abandoned Building,09-01912451,11/05/2009,Front,,Open,FRONT DOOR IS OFF,Vacant,False,False,5458,S,LOOMIS,BLVD,60609.0,1167931.29011158,1868369.20019381,16.0,9.0,61.0,41.79434427173564,-87.65973557101934,"(41.79434427173564, -87.65973557101934)",2009-11-05
Vacant/Abandoned Building,09-01920252,11/06/2009,Front,,Open,FRONT AND REAR,Vacant,False,True,3534,W,FLOURNOY,ST,60624.0,1152922.60679631,1896803.59467102,24.0,11.0,27.0,41.87268141075261,-87.71402058475279,"(41.87268141075262, -87.7140205847528)",2009-11-06
