,route,date,daytype,rides
194540,1,2005-06-01,W,2891
194541,2,2005-06-01,W,2780
194542,3,2005-06-01,W,25002
194543,4,2005-06-01,W,27484
194544,6,2005-06-01,W,11873
194545,7,2005-06-01,W,5581
194546,8,2005-06-01,W,19916
194547,9,2005-06-01,W,32840
194548,10,2005-06-01,W,1110
194549,11,2005-06-01,W,3758
194550,12,2005-06-01,W,12408
194551,14,2005-06-01,W,13818
194552,15,2005-06-01,W,8924
194553,17,2005-06-01,W,414
194554,18,2005-06-01,W,1522
194555,20,2005-06-01,W,24881
194556,21,2005-06-01,W,6796
194557,22,2005-06-01,W,21343
194558,24,2005-06-01,W,4324
194559,25,2005-06-01,W,315
194560,26,2005-06-01,W,2374
194561,28,2005-06-01,W,9813
194562,29,2005-06-01,W,17039
194563,30,2005-06-01,W,3536
194564,33,2005-06-01,W,519
194565,34,2005-06-01,W,5952
194566,35,2005-06-01,W,6375
194567,36,2005-06-01,W,16503
194568,37,2005-06-01,W,2453
194569,39,2005-06-01,W,1933
194570,43,2005-06-01,W,1799
194571,44,2005-06-01,W,7036
194572,47,2005-06-01,W,13420
194573,48,2005-06-01,W,1360
194574,49,2005-06-01,W,19632
194575,50,2005-06-01,W,7803
194576,51,2005-06-01,W,3827
194577,52,2005-06-01,W,12252
194578,53,2005-06-01,W,25933
194579,54,2005-06-01,W,13265
194580,55,2005-06-01,W,15461
194581,56,2005-06-01,W,14411
194582,57,2005-06-01,W,3616
194583,59,2005-06-01,W,4339
194584,60,2005-06-01,W,13092
194585,62,2005-06-01,W,15757
194586,63,2005-06-01,W,20773
194587,64,2005-06-01,W,126
194588,65,2005-06-01,W,7410
194589,66,2005-06-01,W,23731
194590,67,2005-06-01,W,15830
194591,68,2005-06-01,W,1705
194592,69,2005-06-01,W,245
194593,70,2005-06-01,W,11743
194594,71,2005-06-01,W,13051
194595,72,2005-06-01,W,17095
194596,73,2005-06-01,W,6661
194597,74,2005-06-01,W,12937
194598,75,2005-06-01,W,8747
194599,76,2005-06-01,W,12477
194600,77,2005-06-01,W,22594
194601,78,2005-06-01,W,8944
194602,79,2005-06-01,W,35483
194603,80,2005-06-01,W,13876
194604,81,2005-06-01,W,14591
194605,82,2005-06-01,W,20677
194606,84,2005-06-01,W,4006
194607,85,2005-06-01,W,12033
194608,86,2005-06-01,W,1923
194609,87,2005-06-01,W,18135
194610,88,2005-06-01,W,2207
194611,90,2005-06-01,W,4695
194612,91,2005-06-01,W,9872
194613,92,2005-06-01,W,8398
194614,93,2005-06-01,W,3238
194615,94,2005-06-01,W,12786
194616,96,2005-06-01,W,978
194617,97,2005-06-01,W,3577
194618,100,2005-06-01,W,970
194619,103,2005-06-01,W,4656
194620,106,2005-06-01,W,1899
194621,108,2005-06-01,W,3390
194622,111,2005-06-01,W,7330
194623,112,2005-06-01,W,4339
194624,119,2005-06-01,W,8221
194625,120,2005-06-01,W,1603
194626,121,2005-06-01,W,1699
194627,122,2005-06-01,W,931
194628,123,2005-06-01,W,3335
194629,124,2005-06-01,W,1209
194630,125,2005-06-01,W,3057
194631,126,2005-06-01,W,10321
194632,127,2005-06-01,W,226
194633,129,2005-06-01,W,1158
194634,134,2005-06-01,W,1931
194635,135,2005-06-01,W,3028
194636,136,2005-06-01,W,1086
194637,143,2005-06-01,W,877
194638,144,2005-06-01,W,644
194639,145,2005-06-01,W,6584
194640,146,2005-06-01,W,8594
194641,147,2005-06-01,W,11526
194642,148,2005-06-01,W,1631
194643,151,2005-06-01,W,20187
194644,152,2005-06-01,W,12718
194645,155,2005-06-01,W,7202
194646,156,2005-06-01,W,9585
194647,157,2005-06-01,W,2819
194648,168,2005-06-01,W,72
194649,169,2005-06-01,W,453
194650,170,2005-06-01,W,286
194651,171,2005-06-01,W,1303
194652,172,2005-06-01,W,924
194653,173,2005-06-01,W,227
