SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,10-00592748,05/03/2010,,,,,,,,1540,W,84TH,ST,60620.0,1167483.15142108,1849024.36998477,21.0,6.0,71.0,41.74126915315874,-87.6619326120655,"(41.74126915315874, -87.6619326120655)",2010-05-03
Vacant/Abandoned Building,10-00593625,05/03/2010,Rear,,Open,,Vacant,False,False,6740,S,ST LAWRENCE,AVE,60637.0,1181396.57270842,1860453.42981008,20.0,3.0,42.0,41.772322520580346,-87.61060319727774,"(41.772322520580346, -87.61060319727773)",2010-05-03
Vacant/Abandoned Building,10-00587129,05/01/2010,Front,,Boarded,ALL THROUGHOUT THE BUILDING,Vacant,True,True,734,E,92ND,ST,60619.0,1182737.00773355,1844132.88050655,6.0,6.0,44.0,41.727506177047594,-87.6061951994676,"(41.72750617704759, -87.60619519946759)",2010-05-01
Vacant/Abandoned Building,10-00587595,05/01/2010,Front,,Open,REAR WINDOW,Vacant,False,False,10239,S,AVENUE J,,60617.0,1202484.74032136,1837683.23401462,10.0,4.0,52.0,41.709327325594295,-87.5340770796898,"(41.709327325594295, -87.53407707968978)",2010-05-01
Vacant/Abandoned Building,10-00587681,05/01/2010,Front,,Open,,Vacant,False,False,11900,S,EMERALD,AVE,60628.0,1173462.46602617,1825952.83991178,34.0,5.0,53.0,41.6778273917665,-87.64070474610722,"(41.6778273917665, -87.64070474610722)",2010-05-01
Vacant/Abandoned Building,10-00587685,05/01/2010,Front,,Open,,Vacant,False,False,11815,S,EMERALD,AVE,60628.0,1173446.74009806,1826458.03667819,34.0,5.0,53.0,41.6792140801974,-87.64074744395342,"(41.6792140801974, -87.64074744395342)",2010-05-01
Vacant/Abandoned Building,10-00587688,05/01/2010,Front,,Open,,Vacant,False,False,11816,S,EMERALD,AVE,60628.0,1173441.64009806,1826627.83667819,34.0,5.0,53.0,41.679680151251375,-87.64076111596789,"(41.679680151251375, -87.64076111596788)",2010-05-01
Vacant/Abandoned Building,10-00587712,05/01/2010,Front,,Open,COLLAPSED HOUSE  ROOF HAS CAVED IN  ..,Vacant,False,True,5235,S,SAWYER,AVE,60632.0,1155599.25806805,1869728.03130598,14.0,8.0,63.0,41.79832935610464,-87.7049205729452,"(41.79832935610464, -87.70492057294518)",2010-05-01
Vacant/Abandoned Building,10-00588599,05/01/2010,Front,,Open,REAR,Vacant,False,True,8041,S,LAFLIN,ST,60620.0,1167733.38812361,1851412.22321286,21.0,6.0,71.0,41.7478163991216,-87.66094739517855,"(41.7478163991216, -87.66094739517854)",2010-05-01
Vacant/Abandoned Building,10-00588627,05/01/2010,Front,,Open,FRONT AND REAR,Vacant,False,True,11847,S,LA SALLE,ST,60628.0,1177389.07579803,1826390.27020295,34.0,5.0,53.0,41.67894025055905,-87.62631895612707,"(41.678940250559045, -87.62631895612707)",2010-05-01
Vacant/Abandoned Building,10-00588631,05/01/2010,Front,,Open,FRONT,Vacant,False,True,11837,S,LA SALLE,ST,60628.0,1177387.07579803,1826457.27020295,34.0,5.0,53.0,41.67912415383546,-87.62632426446581,"(41.67912415383546, -87.62632426446582)",2010-05-01
Vacant/Abandoned Building,10-00588656,05/01/2010,Front,,Boarded,,Vacant,False,False,6413,S,ARTESIAN,AVE,60629.0,1161142.82529335,1862063.10632884,15.0,8.0,66.0,41.77718276718514,-87.6848031459922,"(41.77718276718513, -87.6848031459922)",2010-05-01
Vacant/Abandoned Building,10-00588859,05/01/2010,Front,,Boarded,FRONT AND REAR,Vacant,False,True,6622,S,STEWART,AVE,60621.0,1174768.40377622,1860928.97009459,6.0,7.0,68.0,41.77377773478495,-87.63488582787765,"(41.77377773478495, -87.63488582787765)",2010-05-01
Vacant/Abandoned Building,10-00589398,05/02/2010,Rear,,Open,REAR,Vacant,False,True,2949,E,80TH,ST,60617.0,1197427.33168849,1852496.85269704,7.0,4.0,46.0,41.7501044395638,-87.55210513121985,"(41.7501044395638, -87.55210513121985)",2010-05-02
Vacant/Abandoned Building,10-00589544,05/02/2010,Front,,Open,DOOR WINDOWS,Vacant,False,True,6820,S,BISHOP,ST,60636.0,1167841.8248725,1859517.74357273,17.0,7.0,67.0,41.7700567093636,-87.66031768424696,"(41.7700567093636, -87.66031768424696)",2010-05-02
Vacant/Abandoned Building,10-00589831,05/02/2010,Rear,,Open,,Vacant,False,False,4554,N,MULLIGAN,AVE,60630.0,1133191.69000457,1929752.54051341,38.0,16.0,15.0,41.96346514739484,-87.78569040492641,"(41.96346514739484, -87.78569040492641)",2010-05-02
Vacant/Abandoned Building,10-00589914,05/02/2010,Front,,Open,ALL WINDOWS,Vacant,True,True,144,E,122ND,PL,60628.0,1179380.85048421,1823766.60523365,9.0,5.0,53.0,41.671695437595226,-87.61910791400433,"(41.671695437595226, -87.61910791400433)",2010-05-02
Vacant/Abandoned Building,10-00589940,05/02/2010,Front,,Open,FRONT,Vacant,True,True,4742,S,PAULINA,ST,60609.0,1165809.44247895,1873259.19456932,20.0,9.0,61.0,41.807808353306434,-87.66737739333475,"(41.80780835330643, -87.66737739333475)",2010-05-02
Vacant/Abandoned Building,10-00590139,05/02/2010,Front,,Open,FRONT AND REAR,Vacant,False,True,8214,S,EXCHANGE,AVE,60617.0,1197254.83887215,1851015.8213682,7.0,4.0,46.0,41.746044676176034,-87.55278643873406,"(41.746044676176034, -87.55278643873407)",2010-05-02
Vacant/Abandoned Building,10-00590391,05/02/2010,Front,,Boarded,REAR,Vacant,False,False,6900,S,KOMENSKY,AVE,60629.0,1150556.55510397,1858536.97549482,13.0,8.0,65.0,41.76771901973876,-87.7237043171075,"(41.767719019738756, -87.7237043171075)",2010-05-02
Vacant/Abandoned Building,10-00590756,05/02/2010,Front,,Boarded,,Vacant,False,False,2117,N,WHIPPLE,ST,60647.0,1155561.83179768,1913884.74020494,35.0,14.0,22.0,41.91950098888302,-87.70387063599286,"(41.91950098888302, -87.70387063599286)",2010-05-02
Vacant/Abandoned Building,10-00590778,05/02/2010,Front,,Boarded,,Vacant,False,True,7106,S,GREENWOOD,AVE,60619.0,1184781.70007939,1858092.64732582,5.0,3.0,69.0,41.765765582709996,-87.59826841398198,"(41.76576558271, -87.59826841398198)",2010-05-02
Vacant/Abandoned Building,10-00591697,05/03/2010,Front,,Open,FRONT ENTRANCE AND WINDOWS,Vacant,False,False,1501,N,TALMAN,AVE,60622.0,1158473.84329662,1909878.59230186,26.0,14.0,24.0,41.9084486555697,-87.69328131859976,"(41.9084486555697, -87.69328131859976)",2010-05-03
Vacant/Abandoned Building,10-00591975,05/03/2010,Front,,Open,,Vacant,False,False,10233,S,CALIFORNIA,AVE,60655.0,1159501.48160129,1836539.98007999,19.0,22.0,72.0,41.70717705449871,-87.69151818018914,"(41.70717705449871, -87.69151818018914)",2010-05-03
Vacant/Abandoned Building,10-00595147,05/03/2010,Rear,,Open,REAR DOOR/WINDOWS,Vacant,False,True,5836,S,WABASH,AVE,60637.0,1177712.37300871,1866337.01798608,20.0,2.0,40.0,41.78855185645969,-87.6239303658099,"(41.78855185645969, -87.62393036580991)",2010-05-03
Vacant/Abandoned Building,10-00595167,05/03/2010,Front,,Open,WINDOWS,Vacant,False,True,8728,S,ELIZABETH,ST,60620.0,1169517.31162026,1846901.55928503,21.0,22.0,71.0,41.73540006941803,-87.65454091473211,"(41.73540006941803, -87.65454091473211)",2010-05-03
Vacant/Abandoned Building,10-00596416,05/03/2010,Front,,Open,FRONT DOOR,Vacant,False,False,8403,S,THROOP,ST,60620.0,1169124.3167678998,1849049.75129184,21.0,6.0,71.0,41.74130350897652,-87.6559187447798,"(41.741303508976515, -87.6559187447798)",2010-05-03
Vacant/Abandoned Building,10-00596525,05/03/2010,Rear,,Open,FRONT DOOR,Vacant,False,False,11814,S,LAFAYETTE,AVE,60628.0,1178036.55540593,1826627.69659477,34.0,5.0,53.0,41.679577180158184,-87.623941779692,"(41.67957718015818, -87.623941779692)",2010-05-03
Vacant/Abandoned Building,10-00596669,05/03/2010,Front,,Open,THE FRONT DOOR IS OPEN,Vacant,False,False,110,W,117TH,ST,60628.0,1177575.43687868,1827371.18008403,34.0,5.0,53.0,41.68162781771132,-87.62560731033079,"(41.681627817711316, -87.62560731033079)",2010-05-03
Vacant/Abandoned Building,10-00596705,05/03/2010,Rear,,Open,REAR,Vacant,False,False,6009,S,HERMITAGE,AVE,60636.0,1165709.03571009,1864844.1310256,15.0,7.0,67.0,41.78471853892765,-87.66798454576404,"(41.78471853892765, -87.66798454576404)",2010-05-03
Vacant/Abandoned Building,10-00597288,05/03/2010,Front,,Open,BACK AND FRONT,Vacant,False,False,1038,W,109TH,ST,60643.0,1171221.93466793,1832527.99011549,34.0,22.0,75.0,41.69591980233883,-87.64871457351562,"(41.69591980233883, -87.64871457351563)",2010-05-03
