,route,date,daytype,rides
366108,3,2009-01-01,U,7734
366109,4,2009-01-01,U,9376
366110,5,2009-01-01,U,108
366111,6,2009-01-01,U,5678
366112,8,2009-01-01,U,8004
366113,9,2009-01-01,U,12905
366114,10,2009-01-01,U,438
366115,11,2009-01-01,U,910
366116,12,2009-01-01,U,4659
366117,14,2009-01-01,U,2498
366118,15,2009-01-01,U,3294
366119,18,2009-01-01,U,585
366120,20,2009-01-01,U,7453
366121,21,2009-01-01,U,3197
366122,22,2009-01-01,U,11138
366123,28,2009-01-01,U,2520
366124,29,2009-01-01,U,8764
366125,30,2009-01-01,U,395
366126,34,2009-01-01,U,2589
366127,35,2009-01-01,U,1377
366128,36,2009-01-01,U,8777
366129,43,2009-01-01,U,457
366130,44,2009-01-01,U,1684
366131,47,2009-01-01,U,4171
366132,49,2009-01-01,U,10749
366133,50,2009-01-01,U,2528
366134,51,2009-01-01,U,851
366135,52,2009-01-01,U,4654
366136,53,2009-01-01,U,7996
366137,54,2009-01-01,U,5412
366138,55,2009-01-01,U,5585
366139,56,2009-01-01,U,3995
366140,57,2009-01-01,U,672
366141,60,2009-01-01,U,3414
366142,62,2009-01-01,U,4311
366143,63,2009-01-01,U,9800
366144,65,2009-01-01,U,2725
366145,66,2009-01-01,U,9340
366146,67,2009-01-01,U,6032
366147,68,2009-01-01,U,242
366148,70,2009-01-01,U,3788
366149,71,2009-01-01,U,5481
366150,72,2009-01-01,U,6888
366151,73,2009-01-01,U,1071
366152,74,2009-01-01,U,3933
366153,75,2009-01-01,U,3782
366154,76,2009-01-01,U,3502
366155,77,2009-01-01,U,8734
366156,78,2009-01-01,U,2382
366157,79,2009-01-01,U,14739
366158,80,2009-01-01,U,4663
366159,81,2009-01-01,U,6467
366160,82,2009-01-01,U,5816
366161,84,2009-01-01,U,1250
366162,85,2009-01-01,U,4902
366163,87,2009-01-01,U,5504
366164,88,2009-01-01,U,397
366165,90,2009-01-01,U,1774
366166,91,2009-01-01,U,2230
366167,92,2009-01-01,U,2040
366168,94,2009-01-01,U,2467
366169,97,2009-01-01,U,1248
366170,103,2009-01-01,U,811
366171,106,2009-01-01,U,282
366172,111,2009-01-01,U,2101
366173,112,2009-01-01,U,770
366174,119,2009-01-01,U,2473
366175,124,2009-01-01,U,424
366176,126,2009-01-01,U,2411
366177,145,2009-01-01,U,1869
366178,146,2009-01-01,U,5698
366179,147,2009-01-01,U,5631
366180,151,2009-01-01,U,11284
