,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
262,06/08/2013,Completed,07/05/2013,13-00720141,Sanitation Code Violation,Other,1113 N HAMLIN AVE,60651.0,,,27.0,11.0,23.0,,,,2013-06-08
43568,06/02/2013,Completed,06/03/2013,13-00678267,Sanitation Code Violation,Garbage in yard,9656 S ESCANABA AVE,60617.0,1197064.70129097,1841477.49402804,10.0,4.0,51.0,41.71987545706215,-87.5537996717076,"(41.719875457062145, -87.5537996717076)",2013-06-02
43569,06/02/2013,Completed,06/03/2013,13-00678399,Sanitation Code Violation,Garbage in alley,1431 W SHERWIN AVE,60626.0,1165383.97042983,1948756.24498984,49.0,24.0,1.0,42.0149862291817,-87.66678602385916,"(42.0149862291817, -87.66678602385915)",2013-06-02
43570,06/02/2013,Completed,06/03/2013,13-00678700,Sanitation Code Violation,Other,5240 N OLCOTT AVE,60656.0,1125345.45836676,1933938.48217623,41.0,16.0,10.0,41.97508581950638,-87.81444578671675,"(41.97508581950638, -87.81444578671675)",2013-06-02
43571,06/02/2013,Completed,06/03/2013,13-00678995,Sanitation Code Violation,Garbage in alley,3608 W WOLFRAM ST,60618.0,1151841.8891919,1918713.70486823,30.0,25.0,21.0,41.932826190040714,-87.71741085821087,"(41.932826190040714, -87.71741085821088)",2013-06-02
43572,06/02/2013,Completed,06/03/2013,13-00679040,Sanitation Code Violation,Other,1536 W DEVON AVE,60660.0,1164745.45991992,1942594.59253348,40.0,24.0,1.0,41.998092147977296,-87.66931135033647,"(41.9980921479773, -87.66931135033647)",2013-06-02
43573,06/02/2013,Completed,06/03/2013,13-00679133,Sanitation Code Violation,Dog feces in yard,7738 W VICTORIA ST,60631.0,1123689.83817588,1937609.93999226,41.0,16.0,10.0,41.9851880522697,-87.8204533577198,"(41.985188052269706, -87.82045335771979)",2013-06-02
43574,06/02/2013,Completed,06/03/2013,13-00679237,Sanitation Code Violation,Garbage in yard,2317 N MARMORA AVE,60639.0,1136678.06997119,1914794.66592144,30.0,25.0,19.0,41.922357318889496,-87.77323128900369,"(41.922357318889496, -87.77323128900368)",2013-06-02
43575,06/02/2013,Completed,06/03/2013,13-00679312,Sanitation Code Violation,Dumpster not being emptied,3420 N SOUTHPORT AVE,60657.0,1166361.26759083,1922897.36990581,44.0,19.0,6.0,41.944007754157795,-87.66393353494055,"(41.9440077541578, -87.66393353494055)",2013-06-02
43576,06/02/2013,Completed,06/03/2013,13-00679314,Sanitation Code Violation,Dog feces in yard,7746 W VICTORIA ST,60631.0,1123637.13817588,1937608.03999226,41.0,16.0,10.0,41.985183704274895,-87.82064723030341,"(41.9851837042749, -87.8206472303034)",2013-06-02
