SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-03779008,09/13/2011,,,,,,,,401,N,ST LOUIS,AVE,60624.0,1152978.48778878,1902515.12032498,27.0,11.0,23.0,41.88835332941504,-87.71366401034682,"(41.88835332941504, -87.71366401034682)",2011-09-13
Vacant/Abandoned Building,11-03779011,09/13/2011,,,,,,,,5408,S,WELLS,ST,60609.0,1175528.46502771,1869046.23491501,3.0,9.0,37.0,41.796035392858684,-87.63185685406711,"(41.79603539285868, -87.63185685406712)",2011-09-13
Vacant/Abandoned Building,11-03704248,09/01/2011,Front,,Open,FRONT & REAR,Vacant,False,True,802,N,FRANCISCO,AVE,60622.0,1156907.30991988,1905215.61439529,26.0,13.0,24.0,41.895684971630814,-87.69916263182215,"(41.89568497163081, -87.69916263182216)",2011-09-01
Vacant/Abandoned Building,11-03704388,09/01/2011,Front,,Open,,Vacant,False,False,3015,W,AINSLIE,ST,60625.0,1155282.43987481,1932395.33347113,33.0,17.0,14.0,41.97030096086715,-87.70439813671955,"(41.97030096086715, -87.70439813671955)",2011-09-01
Vacant/Abandoned Building,11-03704472,09/01/2011,Garage,,Open,,Vacant,False,False,354,W,119TH,ST,60628.0,1175986.33559492,1826010.05438255,34.0,5.0,53.0,41.67792835113285,-87.63146486048026,"(41.67792835113284, -87.63146486048026)",2011-09-01
Vacant/Abandoned Building,11-03704474,09/01/2011,Garage,,Open,,Vacant,False,False,11914,S,PEORIA,ST,60643.0,1172471.00028757,1825834.06200039,34.0,5.0,53.0,41.677523259466184,-87.64433731540848,"(41.67752325946619, -87.64433731540848)",2011-09-01
Vacant/Abandoned Building,11-03704733,09/01/2011,Front,,Open,,Vacant,False,False,2430,N,TRIPP,AVE,60639.0,1147644.92192107,1915819.06358939,31.0,25.0,20.0,41.92496473055771,-87.73290893419077,"(41.92496473055771, -87.73290893419077)",2011-09-01
Vacant/Abandoned Building,11-03704808,09/01/2011,Front,,Open,DOOR,Vacant,False,True,5949,S,GREEN,ST,60621.0,1171657.02242591,1865396.6525946998,16.0,7.0,68.0,41.78610634863148,-87.64616059221535,"(41.78610634863148, -87.64616059221534)",2011-09-01
Vacant/Abandoned Building,11-03704856,09/01/2011,,,,,,,,412,E,87TH,PL,60619.0,1180525.28580115,1847065.02981004,6.0,6.0,44.0,41.73560333159935,-87.61420727307474,"(41.73560333159935, -87.61420727307474)",2011-09-01
Vacant/Abandoned Building,11-03705500,09/01/2011,,,,,,,,6230,W,ADDISON,ST,60634.0,1134206.44840179,1923290.18608741,38.0,16.0,17.0,41.94571392446801,-87.7821122374143,"(41.94571392446801, -87.7821122374143)",2011-09-01
Vacant/Abandoned Building,11-03705643,09/01/2011,Front,,Open,,Vacant,False,True,12213,S,MAY,ST,60643.0,1170872.56991686,1823805.94368089,34.0,5.0,53.0,41.67199268671408,-87.65024692802092,"(41.67199268671408, -87.65024692802092)",2011-09-01
Vacant/Abandoned Building,11-03706433,09/01/2011,Front,,Open,REAR WINDOW,Vacant,False,False,10742,S,DRAKE,AVE,60655.0,1154588.95569469,1833146.72212759,19.0,22.0,74.0,41.69796438341312,-87.70959804541027,"(41.697964383413115, -87.70959804541026)",2011-09-01
Vacant/Abandoned Building,11-03706598,09/01/2011,Front,,Boarded,,Vacant,False,False,9946,S,VAN VLISSINGEN,RD,60617.0,1191769.67672929,1839431.55989285,7.0,4.0,51.0,41.714391135709064,-87.573259672979,"(41.71439113570906, -87.57325967297902)",2011-09-01
Vacant/Abandoned Building,11-03706984,09/01/2011,Front,,Open,THE ENTRY POINT IS IN THE FRONT AND THE REAR OF THE BUILDING.,Vacant,False,True,2011,W,68TH,PL,60636.0,1164134.26597242,1859232.59990573,17.0,7.0,67.0,41.76935304519381,-87.67391608639393,"(41.76935304519381, -87.67391608639393)",2011-09-01
Vacant/Abandoned Building,11-03707393,09/01/2011,Front,,Open,THE ENTRY POINT IS IN THE FRONT AND THE REAR OF THE BUILDING.,Vacant,False,True,703,W,76TH,ST,60620.0,1172918.34202199,1854476.9730131,17.0,6.0,71.0,41.75611370642743,-87.6418578781202,"(41.75611370642743, -87.64185787812022)",2011-09-01
Vacant/Abandoned Building,11-03707463,09/01/2011,,,,,,,,2014,W,22ND,PL,60608.0,1163293.87502223,1889075.60783162,25.0,10.0,31.0,41.851263439053476,-87.67616008171551,"(41.851263439053476, -87.67616008171551)",2011-09-01
Vacant/Abandoned Building,11-03707604,09/01/2011,,,,,,,,5526,S,CARPENTER,ST,60621.0,1170258.15988372,1868069.12242625,16.0,7.0,68.0,41.79347047599989,-87.65121176272409,"(41.79347047599989, -87.6512117627241)",2011-09-01
Vacant/Abandoned Building,11-03707607,09/01/2011,,,,,,,,7006,S,EMERALD,AVE,60621.0,1172517.06479285,1858413.02782641,6.0,7.0,68.0,41.76692356708436,-87.64321274406007,"(41.76692356708436, -87.64321274406007)",2011-09-01
Vacant/Abandoned Building,11-03707682,09/01/2011,Rear,,Open,,Vacant,True,True,6336,S,MARSHFIELD,AVE,60636.0,1166416.79748868,1862685.80997243,15.0,7.0,67.0,41.77878077542512,-87.66545105699909,"(41.77878077542512, -87.66545105699909)",2011-09-01
Vacant/Abandoned Building,11-03707900,09/01/2011,Front,,Open,FRONT DOOR,Vacant,False,False,2938,N,WHIPPLE,ST,60618.0,1155535.08839898,1919379.71562123,35.0,14.0,21.0,41.93458016527925,-87.70382067139074,"(41.93458016527925, -87.70382067139073)",2011-09-01
Vacant/Abandoned Building,11-03707950,09/01/2011,Front,,Open,FRONT AND REAR,Vacant,False,True,2138,N,KOSTNER,AVE,60639.0,1146705.28419582,1913964.31011174,31.0,25.0,20.0,41.91989311119156,-87.73640906352794,"(41.919893111191556, -87.73640906352793)",2011-09-01
Vacant/Abandoned Building,11-03708367,09/01/2011,Rear,,Open,REAR DOOR & WINDOWS,Vacant,False,False,8916,S,DOBSON,AVE,60619.0,1184670.89166734,1846164.73893031,8.0,4.0,47.0,41.733036776736846,-87.59904766372705,"(41.73303677673684, -87.59904766372706)",2011-09-01
Vacant/Abandoned Building,11-03708387,09/01/2011,Front,,Boarded,,Vacant,False,False,8651,S,SAGINAW,AVE,60617.0,1195326.91992346,1848123.15368114,7.0,4.0,46.0,41.738154733472754,-87.55994584805228,"(41.73815473347276, -87.55994584805228)",2011-09-01
Vacant/Abandoned Building,11-03708433,09/01/2011,Rear,,Open,REAR BASEMENT DOOR OPEN AND OPOSSUM LIVING COMING OUT OF BASEMENT AT NIGHT,Vacant,False,True,7047,S,PARNELL,AVE,60621.0,1173839.48841861,1858178.15221128,6.0,7.0,68.0,41.76624982202552,-87.63837250437058,"(41.766249822025515, -87.63837250437058)",2011-09-01
Vacant/Abandoned Building,11-03708488,09/01/2011,Front,,Open,FRONT AND REAR,Vacant,False,True,153,N,PINE,AVE,60644.0,1139476.96521203,1900591.55601074,28.0,15.0,25.0,41.88333167268817,-87.76329392128955,"(41.88333167268817, -87.76329392128955)",2011-09-01
Vacant/Abandoned Building,11-03708529,09/01/2011,Front,,Open,NO BOARDED UP AT ALL,Vacant,False,True,6806,S,MARSHFIELD,AVE,60636.0,1166515.29013354,1859576.09430506,17.0,7.0,67.0,41.770245213355544,-87.66517854803342,"(41.77024521335555, -87.66517854803344)",2011-09-01
Vacant/Abandoned Building,11-03708551,09/01/2011,Front,,Open,,Vacant,False,False,3910,W,ARTHINGTON,ST,60624.0,1150457.65237751,1895749.12341638,24.0,11.0,26.0,41.86983626831818,-87.72309814561666,"(41.86983626831818, -87.72309814561667)",2011-09-01
Vacant/Abandoned Building,11-03708617,09/01/2011,Rear,,Boarded,,Vacant,False,True,7154,S,EUCLID,AVE,60649.0,1190280.67821366,1857899.71612952,5.0,3.0,43.0,41.7651054407642,-87.57811934562667,"(41.7651054407642, -87.57811934562669)",2011-09-01
Vacant/Abandoned Building,11-03708831,09/01/2011,Front,,Open,ALL AROUND//BROKEN FRONT WINDOW,Vacant,False,False,9725,S,WESTERN,AVE,60643.0,1162089.86028102,1840083.1600314998,19.0,22.0,72.0,41.71684680790504,-87.68194131159811,"(41.71684680790504, -87.68194131159811)",2011-09-01
