,route,date,daytype,rides
489336,1,2011-09-01,W,2946
489337,2,2011-09-01,W,2868
489338,3,2011-09-01,W,23491
489339,4,2011-09-01,W,25681
489340,5,2011-09-01,W,563
489341,6,2011-09-01,W,12345
489342,7,2011-09-01,W,7754
489343,8,2011-09-01,W,25991
489344,9,2011-09-01,W,32957
489345,10,2011-09-01,W,1187
489346,11,2011-09-01,W,5614
489347,12,2011-09-01,W,17358
489348,14,2011-09-01,W,13550
489349,15,2011-09-01,W,8093
489350,17,2011-09-01,W,619
489351,18,2011-09-01,W,4124
489352,20,2011-09-01,W,21753
489353,21,2011-09-01,W,10934
489354,22,2011-09-01,W,22386
489355,24,2011-09-01,W,3425
489356,26,2011-09-01,W,3158
489357,28,2011-09-01,W,5668
489358,29,2011-09-01,W,15442
489359,30,2011-09-01,W,3670
489360,33,2011-09-01,W,528
489361,34,2011-09-01,W,6486
489362,35,2011-09-01,W,5399
489363,36,2011-09-01,W,17229
489364,39,2011-09-01,W,2512
489365,43,2011-09-01,W,2616
489366,44,2011-09-01,W,5448
489367,47,2011-09-01,W,13037
489368,48,2011-09-01,W,1327
489369,49,2011-09-01,W,29026
489370,50,2011-09-01,W,10896
489371,51,2011-09-01,W,2233
489372,52,2011-09-01,W,15179
489373,53,2011-09-01,W,23277
489374,54,2011-09-01,W,13787
489375,55,2011-09-01,W,14862
489376,56,2011-09-01,W,11539
489377,57,2011-09-01,W,3423
489378,59,2011-09-01,W,4223
489379,60,2011-09-01,W,13644
489380,62,2011-09-01,W,12382
489381,63,2011-09-01,W,23439
489382,64,2011-09-01,W,170
489383,65,2011-09-01,W,8848
489384,66,2011-09-01,W,27183
489385,67,2011-09-01,W,15711
489386,68,2011-09-01,W,1062
489387,69,2011-09-01,W,416
489388,70,2011-09-01,W,10070
489389,71,2011-09-01,W,11185
489390,72,2011-09-01,W,16960
489391,73,2011-09-01,W,6079
489392,74,2011-09-01,W,13762
489393,75,2011-09-01,W,9027
489394,76,2011-09-01,W,12645
489395,77,2011-09-01,W,24246
489396,78,2011-09-01,W,10847
