SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,11-02367989,06/01/2011,Front,,Open,,Vacant,False,False,4723,W,MAYPOLE,AVE,60644.0,1144854.14858028,1901044.50906881,28.0,11.0,25.0,41.88447491933577,-87.74353687222276,"(41.88447491933577, -87.74353687222276)",2011-06-01
Vacant/Abandoned Building,11-02370777,06/01/2011,Front,,Open,FRONT DOOR,Vacant,False,False,8842,S,MICHIGAN,AVE,60619.0,1178699.3428193,1846392.24213406,6.0,6.0,44.0,41.733798791641114,-87.62091718282116,"(41.73379879164112, -87.62091718282116)",2011-06-01
Vacant/Abandoned Building,11-02371844,06/01/2011,Front,,Open,,Vacant,False,True,226,N,LA CROSSE,AVE,60644.0,1144002.97426575,1901147.74370699,28.0,15.0,25.0,41.884774217856496,-87.74665994161468,"(41.884774217856496, -87.74665994161468)",2011-06-01
Vacant/Abandoned Building,11-02372335,06/01/2011,Front,,Open,,Vacant,True,False,9326,S,UNIVERSITY,AVE,60619.0,1185506.30309634,1843374.44137161,8.0,4.0,47.0,41.72536029333003,-87.59607475002821,"(41.72536029333003, -87.59607475002822)",2011-06-01
Vacant/Abandoned Building,11-02372662,06/01/2011,Front,,Open,FRONT DOOR,Vacant,True,True,6929,S,JUSTINE,ST,60636.0,1167200.38652028,1858776.02109268,17.0,7.0,67.0,41.76803507554828,-87.6626901297971,"(41.768035075548276, -87.6626901297971)",2011-06-01
Vacant/Abandoned Building,11-02373291,06/01/2011,Front,,Open,,Vacant,False,False,6556,S,SANGAMON,ST,60621.0,1171103.64850852,1861355.46277877,17.0,7.0,68.0,41.77502896951781,-87.64830756798568,"(41.775028969517805, -87.64830756798568)",2011-06-01
Vacant/Abandoned Building,11-02373656,06/01/2011,Front,,Open,,Vacant,False,False,7623,S,MERRILL,AVE,60649.0,1191858.44718103,1854843.48079084,8.0,4.0,43.0,41.75668072599673,-87.57243554258076,"(41.75668072599673, -87.57243554258076)",2011-06-01
Vacant/Abandoned Building,11-02374075,06/01/2011,Front,,Open,,Vacant,False,False,441,W,SURF,ST,60657.0,1172623.31342611,1919413.99880032,44.0,23.0,6.0,41.93431275605994,-87.6410206671532,"(41.93431275605994, -87.64102066715321)",2011-06-01
Vacant/Abandoned Building,11-02374103,06/01/2011,Front,,Open,,Vacant,False,False,7819,S,WABASH,AVE,60619.0,1178066.91208279,1853183.90082838,6.0,6.0,69.0,41.752450261485855,-87.62302870878086,"(41.752450261485855, -87.62302870878086)",2011-06-01
Vacant/Abandoned Building,11-02374786,06/01/2011,Rear,,Open,,Vacant,False,True,7302,S,MORGAN,ST,60621.0,1170907.89601784,1856406.11351449,17.0,7.0,68.0,41.76145162113161,-87.64916949092691,"(41.76145162113161, -87.6491694909269)",2011-06-01
Vacant/Abandoned Building,11-02374897,06/01/2011,Front,,Open,,Vacant,False,False,7331,S,KENWOOD,AVE,60619.0,1186475.64010861,1856659.17682715,5.0,3.0,43.0,41.761792116604425,-87.59210491620755,"(41.76179211660443, -87.59210491620755)",2011-06-01
Vacant/Abandoned Building,11-02374936,06/01/2011,Front,,Boarded,,Vacant,False,False,7004,S,CHAPPEL,AVE,60649.0,1191089.25167304,1858917.36659581,5.0,3.0,43.0,41.767878435209475,-87.57512285589091,"(41.76787843520948, -87.5751228558909)",2011-06-01
Vacant/Abandoned Building,11-02374962,06/01/2011,Front,,Open,,Vacant,False,True,11622,S,HARVARD,AVE,60628.0,1176038.89282948,1827855.96638595,34.0,5.0,53.0,41.68299264490348,-87.63121742271886,"(41.68299264490348, -87.63121742271886)",2011-06-01
Vacant/Abandoned Building,11-02375925,06/01/2011,Front,,Open,BACK DOOR,Vacant,False,True,1807,W,71ST,ST,60636.0,1165501.66423376,1857603.52940291,17.0,7.0,67.0,41.764853777662026,-87.66894994547151,"(41.76485377766203, -87.66894994547152)",2011-06-01
Vacant/Abandoned Building,11-02376293,06/01/2011,Front,,Open,BACK DOOR,Vacant,False,False,6615,S,SANGAMON,ST,60621.0,1171114.74850852,1860967.36277877,17.0,7.0,68.0,41.773963733950296,-87.64827821005903,"(41.773963733950296, -87.64827821005903)",2011-06-01
Vacant/Abandoned Building,11-02376307,06/01/2011,Front,,Open,,Vacant,False,False,5731,S,NEVA,AVE,60638.0,1129674.00492428,1865717.66916794,23.0,8.0,56.0,41.78780491517989,-87.80008672775587,"(41.78780491517989, -87.80008672775588)",2011-06-01
Vacant/Abandoned Building,11-02376482,06/01/2011,Front,,Open,,Vacant,False,True,3609,W,LEXINGTON,ST,60624.0,1152437.51202142,1896459.93052625,24.0,11.0,27.0,41.871747949136186,-87.71581067744957,"(41.87174794913619, -87.71581067744958)",2011-06-01
Vacant/Abandoned Building,11-02376513,06/01/2011,Front,,Open,,Vacant,False,True,3622,W,LEXINGTON,ST,60624.0,1152350.11202142,1896458.33052625,24.0,11.0,27.0,41.87174528350815,-87.71613160235432,"(41.87174528350815, -87.71613160235431)",2011-06-01
Vacant/Abandoned Building,11-02376525,06/01/2011,Front,,Open,,Vacant,False,False,656,W,MARQUETTE,RD,60621.0,1172892.38993009,1860455.06358819,6.0,7.0,68.0,41.77251888317009,-87.64177684806137,"(41.77251888317009, -87.64177684806137)",2011-06-01
Vacant/Abandoned Building,11-02377063,06/01/2011,Front,,Open,REAR DOOR IS OPEN & GRASS NEEDS CUTTING.,Vacant,False,False,6444,S,WOOD,ST,60636.0,1165447.49139095,1861949.27751589,15.0,7.0,67.0,41.77678023836464,-87.66902547413525,"(41.77678023836464, -87.66902547413525)",2011-06-01
