,route,date,daytype,rides
421666,1,2010-03-01,W,2746
421667,2,2010-03-01,W,2133
421668,3,2010-03-01,W,20069
421669,4,2010-03-01,W,22420
421670,5,2010-03-01,W,299
421671,6,2010-03-01,W,10037
421672,7,2010-03-01,W,6800
421673,8,2010-03-01,W,23188
421674,9,2010-03-01,W,28350
421675,11,2010-03-01,W,5148
421676,12,2010-03-01,W,12185
421677,14,2010-03-01,W,11726
421678,15,2010-03-01,W,6478
421679,17,2010-03-01,W,365
421680,18,2010-03-01,W,2856
421681,19,2010-03-01,W,431
421682,20,2010-03-01,W,21345
421683,21,2010-03-01,W,8538
421684,22,2010-03-01,W,21889
421685,24,2010-03-01,W,2348
421686,26,2010-03-01,W,2440
421687,28,2010-03-01,W,5157
421688,29,2010-03-01,W,12295
421689,30,2010-03-01,W,2942
421690,33,2010-03-01,W,757
421691,34,2010-03-01,W,5460
421692,35,2010-03-01,W,4758
421693,36,2010-03-01,W,17223
421694,39,2010-03-01,W,1797
421695,43,2010-03-01,W,1551
421696,44,2010-03-01,W,4546
421697,47,2010-03-01,W,10347
421698,48,2010-03-01,W,702
421699,49,2010-03-01,W,23743
421700,50,2010-03-01,W,8472
421701,51,2010-03-01,W,1857
421702,52,2010-03-01,W,11857
421703,53,2010-03-01,W,18677
421704,54,2010-03-01,W,11613
421705,55,2010-03-01,W,11632
421706,56,2010-03-01,W,11305
421707,57,2010-03-01,W,2387
421708,59,2010-03-01,W,3031
421709,60,2010-03-01,W,12329
421710,62,2010-03-01,W,11102
421711,63,2010-03-01,W,18914
421712,64,2010-03-01,W,156
421713,65,2010-03-01,W,7417
421714,66,2010-03-01,W,23140
421715,67,2010-03-01,W,12399
421716,68,2010-03-01,W,1212
421717,69,2010-03-01,W,375
421718,70,2010-03-01,W,8940
421719,71,2010-03-01,W,9918
421720,72,2010-03-01,W,15607
421721,73,2010-03-01,W,5035
421722,74,2010-03-01,W,12134
421723,75,2010-03-01,W,7109
421724,76,2010-03-01,W,10796
421725,77,2010-03-01,W,19759
421726,78,2010-03-01,W,8562
421727,79,2010-03-01,W,28553
421728,80,2010-03-01,W,14423
421729,81,2010-03-01,W,13111
421730,82,2010-03-01,W,17178
421731,84,2010-03-01,W,3900
421732,85,2010-03-01,W,9695
421733,86,2010-03-01,W,2324
421734,87,2010-03-01,W,13935
421735,88,2010-03-01,W,1418
421736,90,2010-03-01,W,5304
421737,91,2010-03-01,W,7114
421738,92,2010-03-01,W,6890
421739,93,2010-03-01,W,2788
421740,94,2010-03-01,W,7873
421741,96,2010-03-01,W,776
421742,97,2010-03-01,W,4005
421743,100,2010-03-01,W,618
421744,103,2010-03-01,W,2542
421745,106,2010-03-01,W,2301
421746,108,2010-03-01,W,1572
421747,111,2010-03-01,W,5282
421748,112,2010-03-01,W,2160
421749,119,2010-03-01,W,5389
421750,120,2010-03-01,W,867
421751,121,2010-03-01,W,1402
421752,122,2010-03-01,W,705
421753,123,2010-03-01,W,622
421754,124,2010-03-01,W,775
421755,125,2010-03-01,W,2189
421756,126,2010-03-01,W,7108
421757,129,2010-03-01,W,948
421758,132,2010-03-01,W,307
421759,134,2010-03-01,W,2760
421760,135,2010-03-01,W,3352
421761,136,2010-03-01,W,2051
421762,143,2010-03-01,W,1545
421763,144,2010-03-01,W,1250
421764,145,2010-03-01,W,6241
421765,146,2010-03-01,W,9153
421766,147,2010-03-01,W,14327
421767,148,2010-03-01,W,2113
421768,151,2010-03-01,W,20352
421769,152,2010-03-01,W,6734
421770,155,2010-03-01,W,7050
421771,156,2010-03-01,W,9301
421772,157,2010-03-01,W,5623
421773,165,2010-03-01,W,99
421774,168,2010-03-01,W,43
421775,169,2010-03-01,W,273
421776,170,2010-03-01,W,472
421777,171,2010-03-01,W,2196
421778,172,2010-03-01,W,2319
421779,192,2010-03-01,W,627
421780,201,2010-03-01,W,2362
421781,205,2010-03-01,W,784
421782,206,2010-03-01,W,347
421783,49A,2010-03-01,W,598
421784,49B,2010-03-01,W,5015
421785,52A,2010-03-01,W,4164
421786,53A,2010-03-01,W,7337
421787,54A,2010-03-01,W,681
421788,54B,2010-03-01,W,3570
421789,55A,2010-03-01,W,176
421790,55N,2010-03-01,W,1026
421791,56A,2010-03-01,W,597
421792,62H,2010-03-01,W,1132
421793,63W,2010-03-01,W,1514
421794,81W,2010-03-01,W,1483
421795,85A,2010-03-01,W,1144
421796,8A,2010-03-01,W,3005
421797,90N,2010-03-01,W,366
421798,95E,2010-03-01,W,4685
421799,95W,2010-03-01,W,4578
421800,N201,2010-03-01,W,28
421801,X28,2010-03-01,W,3609
421802,X98,2010-03-01,W,300
421803,1,2010-03-02,W,2903
421804,2,2010-03-02,W,2433
421805,3,2010-03-02,W,23715
421806,4,2010-03-02,W,24728
421807,5,2010-03-02,W,388
421808,6,2010-03-02,W,11253
421809,7,2010-03-02,W,8299
421810,8,2010-03-02,W,25807
421811,9,2010-03-02,W,30498
421812,11,2010-03-02,W,5630
421813,12,2010-03-02,W,15119
421814,14,2010-03-02,W,13942
421815,15,2010-03-02,W,8646
421816,17,2010-03-02,W,465
421817,18,2010-03-02,W,3108
421818,20,2010-03-02,W,24570
421819,21,2010-03-02,W,9072
421820,22,2010-03-02,W,23245
421821,24,2010-03-02,W,4094
421822,26,2010-03-02,W,3024
421823,28,2010-03-02,W,5726
421824,29,2010-03-02,W,14314
421825,30,2010-03-02,W,3579
421826,33,2010-03-02,W,718
421827,34,2010-03-02,W,6464
421828,35,2010-03-02,W,5590
421829,36,2010-03-02,W,16972
421830,39,2010-03-02,W,2096
421831,43,2010-03-02,W,2035
421832,44,2010-03-02,W,5634
421833,47,2010-03-02,W,11579
421834,48,2010-03-02,W,1111
421835,49,2010-03-02,W,28950
421836,50,2010-03-02,W,9774
421837,51,2010-03-02,W,2528
421838,52,2010-03-02,W,14624
421839,53,2010-03-02,W,22511
421840,54,2010-03-02,W,13424
421841,55,2010-03-02,W,13940
421842,56,2010-03-02,W,12756
421843,57,2010-03-02,W,3635
421844,59,2010-03-02,W,3758
421845,60,2010-03-02,W,13966
421846,62,2010-03-02,W,12802
421847,63,2010-03-02,W,22943
421848,64,2010-03-02,W,373
421849,65,2010-03-02,W,8121
421850,66,2010-03-02,W,26323
421851,67,2010-03-02,W,15426
421852,68,2010-03-02,W,1707
421853,69,2010-03-02,W,512
421854,70,2010-03-02,W,10856
421855,71,2010-03-02,W,11359
421856,72,2010-03-02,W,17369
421857,73,2010-03-02,W,6276
421858,74,2010-03-02,W,12918
421859,75,2010-03-02,W,8496
421860,76,2010-03-02,W,11707
421861,77,2010-03-02,W,22965
421862,78,2010-03-02,W,9364
421863,79,2010-03-02,W,34082
421864,80,2010-03-02,W,15191
421865,81,2010-03-02,W,15341
421866,82,2010-03-02,W,19931
421867,84,2010-03-02,W,4586
421868,85,2010-03-02,W,12326
421869,86,2010-03-02,W,3207
421870,87,2010-03-02,W,17872
421871,88,2010-03-02,W,1459
421872,90,2010-03-02,W,4630
421873,91,2010-03-02,W,8341
421874,92,2010-03-02,W,8256
421875,93,2010-03-02,W,3459
421876,94,2010-03-02,W,10596
421877,96,2010-03-02,W,840
421878,97,2010-03-02,W,4183
421879,100,2010-03-02,W,959
421880,103,2010-03-02,W,3694
421881,106,2010-03-02,W,2831
421882,108,2010-03-02,W,2335
421883,111,2010-03-02,W,7261
421884,112,2010-03-02,W,3422
421885,119,2010-03-02,W,6499
421886,120,2010-03-02,W,1152
421887,121,2010-03-02,W,1303
421888,122,2010-03-02,W,822
421889,123,2010-03-02,W,697
421890,124,2010-03-02,W,997
421891,125,2010-03-02,W,2078
421892,126,2010-03-02,W,8977
421893,129,2010-03-02,W,1073
421894,132,2010-03-02,W,345
421895,134,2010-03-02,W,2855
421896,135,2010-03-02,W,3632
421897,136,2010-03-02,W,2340
421898,143,2010-03-02,W,1428
421899,144,2010-03-02,W,1139
421900,145,2010-03-02,W,7091
421901,146,2010-03-02,W,10070
421902,147,2010-03-02,W,15272
421903,148,2010-03-02,W,2568
421904,151,2010-03-02,W,20884
421905,152,2010-03-02,W,10116
421906,155,2010-03-02,W,7682
421907,156,2010-03-02,W,9043
421908,157,2010-03-02,W,6360
421909,165,2010-03-02,W,43
421910,168,2010-03-02,W,56
421911,169,2010-03-02,W,366
421912,170,2010-03-02,W,396
421913,171,2010-03-02,W,1592
421914,172,2010-03-02,W,3099
421915,192,2010-03-02,W,782
421916,201,2010-03-02,W,2187
421917,205,2010-03-02,W,1050
421918,206,2010-03-02,W,834
421919,49A,2010-03-02,W,643
421920,49B,2010-03-02,W,5256
421921,52A,2010-03-02,W,4808
421922,53A,2010-03-02,W,8885
421923,54A,2010-03-02,W,925
421924,54B,2010-03-02,W,3955
421925,55A,2010-03-02,W,261
421926,55N,2010-03-02,W,790
421927,56A,2010-03-02,W,805
421928,62H,2010-03-02,W,1611
421929,63W,2010-03-02,W,1945
421930,81W,2010-03-02,W,1635
421931,85A,2010-03-02,W,942
421932,8A,2010-03-02,W,4276
421933,90N,2010-03-02,W,481
421934,95E,2010-03-02,W,5530
421935,95W,2010-03-02,W,5358
421936,N201,2010-03-02,W,31
421937,X28,2010-03-02,W,4305
421938,X98,2010-03-02,W,367
421939,1,2010-03-03,W,3070
421940,2,2010-03-03,W,2742
421941,3,2010-03-03,W,24623
421942,4,2010-03-03,W,26407
421943,5,2010-03-03,W,410
421944,6,2010-03-03,W,11006
421945,7,2010-03-03,W,8314
421946,8,2010-03-03,W,25686
421947,9,2010-03-03,W,32929
421948,11,2010-03-03,W,5735
421949,12,2010-03-03,W,16141
421950,14,2010-03-03,W,14166
421951,15,2010-03-03,W,9483
421952,17,2010-03-03,W,640
421953,18,2010-03-03,W,3819
421954,20,2010-03-03,W,25705
421955,21,2010-03-03,W,9460
421956,22,2010-03-03,W,23610
421957,24,2010-03-03,W,3883
421958,26,2010-03-03,W,2926
421959,28,2010-03-03,W,6466
421960,29,2010-03-03,W,15373
421961,30,2010-03-03,W,4169
421962,33,2010-03-03,W,712
421963,34,2010-03-03,W,6931
421964,35,2010-03-03,W,5486
421965,36,2010-03-03,W,17820
421966,39,2010-03-03,W,2048
421967,43,2010-03-03,W,2157
421968,44,2010-03-03,W,6053
421969,47,2010-03-03,W,11914
421970,48,2010-03-03,W,1313
421971,49,2010-03-03,W,29899
421972,50,2010-03-03,W,9977
421973,51,2010-03-03,W,2431
421974,52,2010-03-03,W,14284
421975,53,2010-03-03,W,23331
421976,54,2010-03-03,W,13956
421977,55,2010-03-03,W,14525
421978,56,2010-03-03,W,13169
421979,57,2010-03-03,W,3493
421980,59,2010-03-03,W,3920
421981,60,2010-03-03,W,13549
421982,62,2010-03-03,W,12750
421983,63,2010-03-03,W,23553
421984,64,2010-03-03,W,177
421985,65,2010-03-03,W,8652
421986,66,2010-03-03,W,25412
421987,67,2010-03-03,W,16001
421988,68,2010-03-03,W,1624
421989,69,2010-03-03,W,431
421990,70,2010-03-03,W,11415
421991,71,2010-03-03,W,11520
421992,72,2010-03-03,W,17050
421993,73,2010-03-03,W,6438
421994,74,2010-03-03,W,13460
421995,75,2010-03-03,W,9138
421996,76,2010-03-03,W,11816
421997,77,2010-03-03,W,23008
421998,78,2010-03-03,W,9337
421999,79,2010-03-03,W,36036
422000,80,2010-03-03,W,16629
422001,81,2010-03-03,W,14721
422002,82,2010-03-03,W,20492
422003,84,2010-03-03,W,4777
422004,85,2010-03-03,W,13406
422005,86,2010-03-03,W,3213
422006,87,2010-03-03,W,18674
422007,88,2010-03-03,W,1467
422008,90,2010-03-03,W,5499
422009,91,2010-03-03,W,8671
422010,92,2010-03-03,W,7941
422011,93,2010-03-03,W,3845
422012,94,2010-03-03,W,10992
422013,96,2010-03-03,W,960
422014,97,2010-03-03,W,4234
422015,100,2010-03-03,W,1225
422016,103,2010-03-03,W,4072
422017,106,2010-03-03,W,3258
422018,108,2010-03-03,W,2518
422019,111,2010-03-03,W,7149
422020,112,2010-03-03,W,3560
422021,119,2010-03-03,W,6686
422022,120,2010-03-03,W,1047
422023,121,2010-03-03,W,1313
422024,122,2010-03-03,W,821
422025,123,2010-03-03,W,708
422026,124,2010-03-03,W,984
422027,125,2010-03-03,W,2116
422028,126,2010-03-03,W,9831
422029,129,2010-03-03,W,979
422030,132,2010-03-03,W,362
422031,134,2010-03-03,W,2888
422032,135,2010-03-03,W,3776
422033,136,2010-03-03,W,2184
422034,143,2010-03-03,W,1198
422035,144,2010-03-03,W,1163
422036,145,2010-03-03,W,6958
422037,146,2010-03-03,W,9892
422038,147,2010-03-03,W,15135
422039,148,2010-03-03,W,2177
422040,151,2010-03-03,W,20881
422041,152,2010-03-03,W,10316
422042,155,2010-03-03,W,7902
422043,156,2010-03-03,W,8893
422044,157,2010-03-03,W,5707
422045,165,2010-03-03,W,81
422046,168,2010-03-03,W,60
422047,169,2010-03-03,W,348
422048,170,2010-03-03,W,642
422049,171,2010-03-03,W,1761
422050,172,2010-03-03,W,3484
422051,192,2010-03-03,W,951
422052,201,2010-03-03,W,2252
422053,205,2010-03-03,W,1032
422054,206,2010-03-03,W,928
422055,1001,2010-03-03,W,3
422056,49A,2010-03-03,W,779
422057,49B,2010-03-03,W,5659
422058,52A,2010-03-03,W,4927
422059,53A,2010-03-03,W,9245
422060,54A,2010-03-03,W,966
422061,54B,2010-03-03,W,4666
422062,55A,2010-03-03,W,227
422063,55N,2010-03-03,W,762
422064,56A,2010-03-03,W,785
422065,62H,2010-03-03,W,1426
422066,63W,2010-03-03,W,1873
422067,81W,2010-03-03,W,1478
422068,85A,2010-03-03,W,987
422069,8A,2010-03-03,W,3590
422070,90N,2010-03-03,W,452
422071,95E,2010-03-03,W,5408
422072,95W,2010-03-03,W,4922
422073,N201,2010-03-03,W,34
422074,X28,2010-03-03,W,4737
422075,X98,2010-03-03,W,290
422076,1,2010-03-04,W,3415
422077,2,2010-03-04,W,2561
422078,3,2010-03-04,W,24119
422079,4,2010-03-04,W,25546
422080,5,2010-03-04,W,480
422081,6,2010-03-04,W,11755
422082,7,2010-03-04,W,7656
422083,8,2010-03-04,W,26350
422084,9,2010-03-04,W,33063
422085,11,2010-03-04,W,6025
422086,12,2010-03-04,W,15390
422087,14,2010-03-04,W,13531
422088,15,2010-03-04,W,8827
422089,17,2010-03-04,W,465
422090,18,2010-03-04,W,3097
422091,19,2010-03-04,W,234
422092,20,2010-03-04,W,24059
422093,21,2010-03-04,W,9289
422094,22,2010-03-04,W,23319
422095,24,2010-03-04,W,3839
422096,26,2010-03-04,W,2896
422097,28,2010-03-04,W,6211
422098,29,2010-03-04,W,14457
422099,30,2010-03-04,W,3900
422100,33,2010-03-04,W,652
422101,34,2010-03-04,W,6361
422102,35,2010-03-04,W,5201
422103,36,2010-03-04,W,17981
422104,39,2010-03-04,W,2068
422105,43,2010-03-04,W,1942
422106,44,2010-03-04,W,5615
422107,47,2010-03-04,W,11578
422108,48,2010-03-04,W,1295
422109,49,2010-03-04,W,29412
422110,50,2010-03-04,W,9826
422111,51,2010-03-04,W,2613
422112,52,2010-03-04,W,14059
422113,53,2010-03-04,W,23630
422114,54,2010-03-04,W,13902
422115,55,2010-03-04,W,13995
422116,56,2010-03-04,W,13399
422117,57,2010-03-04,W,3620
422118,59,2010-03-04,W,3834
422119,60,2010-03-04,W,13861
422120,62,2010-03-04,W,13531
422121,63,2010-03-04,W,23748
422122,64,2010-03-04,W,368
422123,65,2010-03-04,W,8003
422124,66,2010-03-04,W,26386
422125,67,2010-03-04,W,16159
422126,68,2010-03-04,W,2126
422127,69,2010-03-04,W,424
422128,70,2010-03-04,W,11330
422129,71,2010-03-04,W,10900
422130,72,2010-03-04,W,17997
422131,73,2010-03-04,W,6317
422132,74,2010-03-04,W,12941
422133,75,2010-03-04,W,9079
422134,76,2010-03-04,W,12005
422135,77,2010-03-04,W,22807
422136,78,2010-03-04,W,9994
422137,79,2010-03-04,W,35115
422138,80,2010-03-04,W,15993
422139,81,2010-03-04,W,14502
422140,82,2010-03-04,W,19927
422141,84,2010-03-04,W,4684
422142,85,2010-03-04,W,12466
422143,86,2010-03-04,W,3088
422144,87,2010-03-04,W,19249
422145,88,2010-03-04,W,1341
422146,90,2010-03-04,W,5089
422147,91,2010-03-04,W,9000
422148,92,2010-03-04,W,8210
422149,93,2010-03-04,W,3536
