,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
234347,05/01/2015,Completed,05/01/2015,15-01718091,Street Lights - All/Out,5200 S PAYNE DR,60615.0,1182129.17421549,1870640.7399692002,4.0,2.0,40.0,41.80026049438257,-87.60760251574959,"(41.80026049438257, -87.6076025157496)",2015-05-01
234362,05/01/2015,Completed,05/02/2015,15-01722323,Street Lights - All/Out,166 W DIVISION ST,60610.0,1174731.08758232,1908335.99216912,43.0,18.0,8.0,41.90386727350864,-87.63360687311794,"(41.90386727350864, -87.63360687311793)",2015-05-01
234366,05/03/2015,Completed,05/04/2015,15-01761447,Street Lights - All/Out,9400 S CRANDON AVE,60617.0,1193150.60999845,1843085.83070511,7.0,4.0,48.0,41.7243852480265,-87.5680832587065,"(41.7243852480265, -87.5680832587065)",2015-05-03
234367,05/03/2015,Completed,05/04/2015,15-01761453,Street Lights - All/Out,8035 S ELIZABETH ST,60620.0,1169387.2535768999,1851497.68929619,21.0,6.0,71.0,41.7480153048246,-87.65488464378555,"(41.7480153048246, -87.65488464378555)",2015-05-03
234368,05/04/2015,Completed - Dup,05/04/2015,15-01781659,Street Lights - All/Out,8748 S EAST END AVE,60617.0,1189082.80998033,1847224.57012751,8.0,4.0,48.0,41.7358406350781,-87.58285110421524,"(41.735840635078105, -87.58285110421525)",2015-05-04
234369,05/04/2015,Completed,05/04/2015,15-01781669,Street Lights - All/Out,6437 S YALE AVE,60621.0,1175606.49429605,1862309.12346854,20.0,7.0,68.0,41.777546308324496,-87.6317723050002,"(41.777546308324496, -87.63177230500018)",2015-05-04
234370,05/04/2015,Completed,05/04/2015,15-01782485,Street Lights - All/Out,1534 W ALTGELD ST,60614.0,1165559.49009008,1916685.79563358,32.0,19.0,7.0,41.926980007279205,-87.6670579299942,"(41.9269800072792, -87.6670579299942)",2015-05-04
234371,05/04/2015,Completed,05/04/2015,15-01782831,Street Lights - All/Out,50 W ROOSEVELT RD,60605.0,1175982.54966834,1895051.88638094,2.0,1.0,32.0,41.86738684588195,-87.62941026445934,"(41.86738684588195, -87.62941026445935)",2015-05-04
234372,05/04/2015,Completed,05/04/2015,15-01790571,Street Lights - All/Out,5443 S LONG AVE,60638.0,1141286.991806,1867988.66603407,23.0,8.0,56.0,41.79383137664027,-87.75744997881027,"(41.79383137664027, -87.75744997881026)",2015-05-04
234381,05/01/2015,Completed,05/04/2015,15-01717419,Street Lights - All/Out,9366 S BURNSIDE AVE,60619.0,1182376.33008174,1842706.40527141,9.0,6.0,49.0,41.72360011201537,-87.60756046139227,"(41.72360011201537, -87.60756046139227)",2015-05-01
234382,05/01/2015,Completed,05/04/2015,15-01717506,Street Lights - All/Out,6032 W IRVING PARK RD,60634.0,1135302.76981018,1925964.05218366,38.0,16.0,15.0,41.95303187220948,-87.77801880075032,"(41.95303187220948, -87.77801880075032)",2015-05-01
234383,05/01/2015,Completed,05/04/2015,15-01724184,Street Lights - All/Out,121 W 123RD ST,60628.0,1177593.74383015,1823389.22892331,9.0,5.0,53.0,41.67070031864518,-87.62566001027453,"(41.67070031864518, -87.62566001027453)",2015-05-01
234384,05/01/2015,Completed,05/04/2015,15-01735742,Street Lights - All/Out,7100 S ABERDEEN ST,60621.0,1170209.91091745,1857727.09529823,17.0,7.0,68.0,41.76509176836328,-87.65168929980534,"(41.76509176836327, -87.65168929980534)",2015-05-01
234385,05/01/2015,Completed,05/04/2015,15-01737207,Street Lights - All/Out,9443 S JUSTINE ST,60620.0,1167658.81088895,1842098.82021818,21.0,22.0,73.0,41.72226065817481,-87.66148707262262,"(41.72226065817481, -87.66148707262262)",2015-05-01
234386,05/01/2015,Completed,05/04/2015,15-01737693,Street Lights - All/Out,2726 W CORTEZ ST,60622.0,1158000.4988797,1906873.9434253997,1.0,12.0,24.0,41.90021332697852,-87.69510227641113,"(41.90021332697852, -87.69510227641113)",2015-05-01
234387,05/01/2015,Completed,05/04/2015,15-01737730,Street Lights - All/Out,1600 S HOMAN AVE,60623.0,1153963.04187218,1891834.57429514,24.0,10.0,29.0,41.859025208817854,-87.71033304726805,"(41.859025208817854, -87.71033304726805)",2015-05-01
234388,05/01/2015,Completed,05/04/2015,15-01738788,Street Lights - All/Out,6300 S CLAREMONT AVE,60636.0,1161815.38407903,1862802.00667145,15.0,8.0,66.0,41.779196466204745,-87.68231703534842,"(41.77919646620475, -87.68231703534842)",2015-05-01
234389,05/02/2015,Completed,05/04/2015,15-01742505,Street Lights - All/Out,2432 W WINNEMAC AVE,60625.0,1159243.27872232,1933410.97111914,40.0,20.0,4.0,41.97300720731687,-87.68980582434568,"(41.97300720731687, -87.68980582434568)",2015-05-02
234390,05/02/2015,Completed,05/04/2015,15-01754297,Street Lights - All/Out,3012 N NORMANDY AVE,60634.0,1131229.68031907,1919287.08510863,36.0,25.0,18.0,41.93478096579382,-87.79314671041935,"(41.93478096579382, -87.79314671041934)",2015-05-02
