,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
97113,05/01/2014,Completed - Dup,05/01/2014,14-00629907,Street Light Out,9110 S WILLIAMS AVE,60619.0,1179389.32642541,1844494.02448186,6.0,6.0,49.0,41.72857414843524,-87.61844719458912,"(41.728574148435236,-87.61844719458912)",2014-05-01
97114,05/01/2014,Completed - Dup,05/01/2014,14-00632554,Street Light Out,8430 S MACKINAW AVE,60617.0,1199935.5287805,1849710.17648756,10.0,4.0,46.0,41.7423947480799,-87.54300800238366,"(41.742394748079896,-87.54300800238366)",2014-05-01
97115,05/01/2014,Completed - Dup,05/01/2014,14-00633982,Street Light Out,8117 S WOOD ST,60620.0,1165760.09609731,1850858.49029677,18.0,6.0,71.0,41.746338963392795,-87.66819385537359,"(41.746338963392795,-87.66819385537359)",2014-05-01
97116,05/01/2014,Completed - Dup,05/01/2014,14-00636439,Street Light Out,11754 S JUSTINE ST,60643.0,1168115.76586947,1826777.25369512,34.0,5.0,53.0,41.68020600383521,-87.66025191142101,"(41.68020600383521,-87.66025191142101)",2014-05-01
97117,05/01/2014,Completed,05/01/2014,14-00630568,Street Light Out,9147 S WABASH AVE,60619.0,1178318.34451797,1844309.11018182,6.0,6.0,49.0,41.72809106148949,-87.62237600259733,"(41.728091061489486,-87.62237600259733)",2014-05-01
97118,05/01/2014,Completed,05/01/2014,14-00630800,Street Light Out,1 W ROOSEVELT RD,60605.0,1176524.93563115,1895066.0859994,2.0,1.0,33.0,41.86741358879579,-87.62741867640027,"(41.86741358879579,-87.62741867640027)",2014-05-01
97119,05/01/2014,Completed,05/01/2014,14-00630802,Street Light Out,4 W ROOSEVELT RD,60605.0,1176491.73563115,1895065.1859994,2.0,1.0,32.0,41.867411868236644,-87.62754058450857,"(41.86741186823665,-87.62754058450858)",2014-05-01
97120,05/01/2014,Completed,05/01/2014,14-00630805,Street Light Out,10 W ROOSEVELT RD,60605.0,1176425.33563115,1895063.4859994,2.0,1.0,32.0,41.86740870113633,-87.62778439769366,"(41.86740870113633,-87.62778439769366)",2014-05-01
97121,05/01/2014,Completed,05/01/2014,14-00630806,Street Light Out,11 W ROOSEVELT RD,60605.0,1176414.23563115,1895063.1859994,2.0,1.0,33.0,41.86740812825328,-87.62782515609614,"(41.867408128253274,-87.62782515609614)",2014-05-01
97122,05/01/2014,Completed,05/01/2014,14-00630809,Street Light Out,13 W ROOSEVELT RD,60605.0,1176392.13563115,1895062.5859994,2.0,1.0,33.0,41.86740698018881,-87.62790630578822,"(41.86740698018881,-87.62790630578822)",2014-05-01
97123,05/01/2014,Completed,05/01/2014,14-00630813,Street Light Out,22 W ROOSEVELT RD,60605.0,1176292.43563115,1895059.9859994,2.0,1.0,32.0,41.86740209322964,-87.62827239413937,"(41.86740209322964,-87.62827239413937)",2014-05-01
97124,05/01/2014,Completed,05/01/2014,14-00630817,Street Light Out,25 W ROOSEVELT RD,60605.0,1176259.23563115,1895059.0859994,2.0,1.0,33.0,41.86740037176391,-87.6283943022154,"(41.86740037176391,-87.62839430221541)",2014-05-01
97125,05/01/2014,Completed,05/01/2014,14-00630825,Street Light Out,28 W ROOSEVELT RD,60605.0,1176226.04966834,1895058.28638094,2.0,1.0,32.0,41.86739892530579,-87.62851615572892,"(41.86739892530579,-87.6285161557289)",2014-05-01
97126,05/01/2014,Completed,05/01/2014,14-00630829,Street Light Out,30 W ROOSEVELT RD,60605.0,1176203.94966834,1895057.68638094,2.0,1.0,32.0,41.86739777675288,-87.62859730540369,"(41.867397776752874,-87.62859730540369)",2014-05-01
97127,05/01/2014,Completed,05/01/2014,14-00630832,Street Light Out,14 W ROOSEVELT RD,60605.0,1176381.03563115,1895062.2859993998,2.0,1.0,32.0,41.86740640726249,-87.62794706418909,"(41.867406407262486,-87.6279470641891)",2014-05-01
97128,05/01/2014,Completed,05/01/2014,14-00630902,Street Light Out,198 N LEAVITT ST,60612.0,1161712.86402897,1901283.25957492,2.0,12.0,28.0,41.884795436345726,-87.68162260180273,"(41.88479543634573,-87.68162260180274)",2014-05-01
97129,05/01/2014,Completed,05/01/2014,14-00631001,Street Light Out,145 N HOYNE AVE,60612.0,1162385.29720052,1901057.03933014,2.0,12.0,28.0,41.8841606291445,-87.67915966055885,"(41.8841606291445,-87.67915966055884)",2014-05-01
97130,05/01/2014,Completed,05/01/2014,14-00631008,Street Light Out,98 N HOYNE AVE,60612.0,1162396.34820509,1900668.30656566,2.0,12.0,28.0,41.88309368226759,-87.67912996196114,"(41.883093682267585,-87.67912996196114)",2014-05-01
97131,05/01/2014,Completed,05/01/2014,14-00631012,Street Light Out,96 N HOYNE AVE,60612.0,1162396.64820509,1900658.40656566,2.0,12.0,28.0,41.883066509548996,-87.67912913747276,"(41.883066509549,-87.67912913747277)",2014-05-01
97132,05/01/2014,Completed,05/01/2014,14-00631017,Street Light Out,11 N DAMEN AVE,60612.0,1163076.34709299,1900126.31720945,27.0,12.0,28.0,41.881592166139605,-87.67664820226038,"(41.881592166139605,-87.67664820226037)",2014-05-01
97133,05/01/2014,Completed,05/01/2014,14-00631021,Street Light Out,2141 W WARREN BLVD,60612.0,1162131.11758459,1900332.66198987,2.0,12.0,28.0,41.88217818882818,-87.68011328341144,"(41.88217818882818,-87.68011328341144)",2014-05-01
97134,05/01/2014,Completed,05/01/2014,14-00631027,Street Light Out,2224 W WASHINGTON BLVD,60612.0,1161570.71972205,1900648.94501112,2.0,12.0,28.0,41.88305778341198,-87.68216225142356,"(41.88305778341198,-87.68216225142358)",2014-05-01
97135,05/01/2014,Completed,05/01/2014,14-00631054,Street Light Out,1557 W MONROE ST,60607.0,1166047.5623716998,1899637.00006657,2.0,12.0,28.0,41.88018653568333,-87.66575200718205,"(41.88018653568333,-87.66575200718204)",2014-05-01
97136,05/01/2014,Completed,05/01/2014,14-00631057,Street Light Out,1402 W MONROE ST,60607.0,1167067.40736673,1899667.62127079,2.0,12.0,28.0,41.88024873289013,-87.66200638826872,"(41.88024873289013,-87.66200638826872)",2014-05-01
97137,05/01/2014,Completed,05/01/2014,14-00631061,Street Light Out,1405 W MONROE ST,60607.0,1167047.40736673,1899667.02127079,2.0,12.0,28.0,41.88024751571797,-87.66207984297938,"(41.88024751571797,-87.66207984297937)",2014-05-01
97138,05/01/2014,Completed,05/01/2014,14-00631063,Street Light Out,1440 W ADAMS ST,60607.0,1166826.9686748998,1899196.67020312,2.0,12.0,28.0,41.87896156410872,-87.66290275753552,"(41.878961564108714,-87.66290275753552)",2014-05-01
97139,05/01/2014,Completed,05/01/2014,14-00631153,Street Light Out,2140 W MONROE ST,60612.0,1162156.42976807,1899523.46657834,2.0,12.0,28.0,41.8799571578062,-87.68004295574345,"(41.8799571578062,-87.68004295574346)",2014-05-01
97140,05/01/2014,Completed,05/01/2014,14-00631160,Street Light Out,2145 W MONROE ST,60612.0,1162122.72976807,1899522.36657834,2.0,12.0,28.0,41.87995484317214,-87.680166728525,"(41.87995484317214,-87.68016672852498)",2014-05-01
97141,05/01/2014,Completed,05/01/2014,14-00631170,Street Light Out,2133 W MONROE ST,60612.0,1162203.52976807,1899524.96657834,2.0,12.0,28.0,41.87996028997765,-87.67986996870516,"(41.87996028997766,-87.67986996870515)",2014-05-01
97142,05/01/2014,Completed,05/01/2014,14-00631192,Street Light Out,1 N GREEN ST,60607.0,1170732.7413235002,1900247.99002715,27.0,12.0,28.0,41.88176184032388,-87.64853076675217,"(41.881761840323875,-87.64853076675217)",2014-05-01
97143,05/01/2014,Completed,05/01/2014,14-00631199,Street Light Out,5 N GREEN ST,60607.0,1170732.1413235,1900268.29002715,27.0,12.0,28.0,41.88181755805451,-87.64853237512493,"(41.88181755805451,-87.64853237512494)",2014-05-01
97144,05/01/2014,Completed,05/01/2014,14-00631221,Street Light Out,151 N MORGAN ST,60607.0,1169749.9803098,1901255.32121406,27.0,12.0,28.0,41.88454748982317,-87.65211005653799,"(41.88454748982317,-87.65211005653799)",2014-05-01
97145,05/01/2014,Completed,05/01/2014,14-00631247,Street Light Out,1102 W WASHINGTON BLVD,60607.0,1169110.81858987,1900694.16359185,27.0,12.0,28.0,41.88302153237922,-87.6544734319589,"(41.88302153237922,-87.6544734319589)",2014-05-01
97146,05/01/2014,Completed,05/01/2014,14-00631250,Street Light Out,1132 W WASHINGTON BLVD,60607.0,1168813.04278905,1900684.56890684,27.0,12.0,28.0,41.88300166245227,-87.65556715115936,"(41.88300166245227,-87.65556715115936)",2014-05-01
97147,05/01/2014,Completed,05/01/2014,14-00631255,Street Light Out,101 N ABERDEEN ST,60607.0,1169131.01858987,1900706.16359185,27.0,12.0,28.0,41.88305402273257,-87.65439890840736,"(41.883054022732566,-87.65439890840736)",2014-05-01
97148,05/01/2014,Completed,05/01/2014,14-00631259,Street Light Out,149 N ABERDEEN ST,60607.0,1169115.26428998,1901219.2371273998,27.0,12.0,28.0,41.88446227496697,-87.65444185426006,"(41.88446227496698,-87.65444185426007)",2014-05-01
97149,05/01/2014,Completed,05/01/2014,14-00631269,Street Light Out,58 N MAY ST,60607.0,1168815.81145,1900600.28885,27.0,12.0,28.0,41.882770331897405,-87.65555942875956,"(41.88277033189741,-87.65555942875956)",2014-05-01
97150,05/01/2014,Completed,05/01/2014,14-00631276,Street Light Out,159 N MAY ST,60607.0,1168794.75673224,1901287.8143125,27.0,12.0,28.0,41.88465740736144,-87.65561680455153,"(41.88465740736144,-87.65561680455151)",2014-05-01
97151,05/01/2014,Completed,05/01/2014,14-00631283,Street Light Out,1125 W WASHINGTON BLVD,60607.0,1168874.64278905,1900686.56890684,27.0,12.0,28.0,41.883005815384,-87.65534089630432,"(41.883005815383996,-87.65534089630432)",2014-05-01
97152,05/01/2014,Completed,05/01/2014,14-00631291,Street Light Out,1145 W WASHINGTON BLVD,60607.0,1168753.14278905,1900682.76890684,27.0,12.0,28.0,41.882998021058896,-87.65578715774754,"(41.882998021058896,-87.65578715774753)",2014-05-01
97153,05/01/2014,Completed,05/01/2014,14-00631300,Street Light Out,804 W MADISON ST,60607.0,1170993.59540699,1900254.768206,27.0,12.0,28.0,41.88177472435826,-87.64757272477966,"(41.88177472435826,-87.64757272477965)",2014-05-01
97154,05/01/2014,Completed,05/01/2014,14-00631307,Street Light Out,810 W MADISON ST,60607.0,1170906.70846949,1900252.45339774,27.0,12.0,28.0,41.881770277093175,-87.64789183719948,"(41.881770277093175,-87.64789183719947)",2014-05-01
97155,05/01/2014,Completed,05/01/2014,14-00631321,Street Light Out,1031 W MADISON ST,60607.0,1169453.78609897,1900207.80179282,2.0,12.0,28.0,41.881679469397604,-87.65322819954902,"(41.881679469397604,-87.65322819954903)",2014-05-01
97156,05/01/2014,Completed,05/01/2014,14-00631333,Street Light Out,1041 W MONROE ST,60607.0,1169493.68988757,1899739.08138926,2.0,12.0,28.0,41.88039239921297,-87.65309531682398,"(41.88039239921298,-87.65309531682398)",2014-05-01
97157,05/01/2014,Completed,05/01/2014,14-00631355,Street Light Out,101 S ABERDEEN ST,60607.0,1169068.11937259,1899721.99228872,2.0,12.0,28.0,41.880354750939844,-87.65465845530451,"(41.88035475093984,-87.6546584553045)",2014-05-01
97158,05/01/2014,Completed,05/01/2014,14-00631367,Street Light Out,1104 W MONROE ST,60607.0,1169041.01937259,1899725.89228872,2.0,12.0,28.0,41.880366040846866,-87.6547578498759,"(41.880366040846866,-87.6547578498759)",2014-05-01
97159,05/01/2014,Completed,05/01/2014,14-00631370,Street Light Out,1106 W MONROE ST,60607.0,1169027.61937259,1899725.49228872,2.0,12.0,28.0,41.88036523394268,-87.65480706461544,"(41.88036523394268,-87.65480706461544)",2014-05-01
97160,05/01/2014,Completed,05/01/2014,14-00631377,Street Light Out,548 S MORGAN ST,60607.0,1169856.27087895,1897685.92003142,2.0,12.0,28.0,41.87475048178901,-87.6518238279078,"(41.87475048178901,-87.65182382790782)",2014-05-01
97161,05/01/2014,Completed,05/01/2014,14-00633182,Street Light Out,5600 N OKETO AVE,60631.0,1126024.90012304,1936692.53591105,41.0,16.0,10.0,41.982631910652366,-87.81188554389912,"(41.98263191065237,-87.81188554389912)",2014-05-01
97162,05/01/2014,Completed,05/01/2014,14-00634383,Street Light Out,12144 S LA SALLE ST,60628.0,1177458.10003127,1824402.00011188,9.0,5.0,53.0,41.67348257654808,-87.62612603459992,"(41.673482576548075,-87.62612603459992)",2014-05-01
97163,05/01/2014,Completed,05/01/2014,14-00636425,Street Light Out,4300 N WINCHESTER AVE,60613.0,1162645.55433149,1928568.83658665,47.0,19.0,5.0,41.959649363522736,-87.67743124707151,"(41.959649363522736,-87.67743124707152)",2014-05-01
97164,05/01/2014,Completed,05/01/2014,14-00636453,Street Light Out,6339 N FAIRFIELD AVE,60659.0,1156846.24066687,1941952.21086683,50.0,24.0,2.0,41.99649384071836,-87.6983874257263,"(41.99649384071836,-87.6983874257263)",2014-05-01
97165,05/01/2014,Completed,05/01/2014,14-00636462,Street Light Out,2634 W 83RD ST,60652.0,1160096.92003208,1849494.85057581,18.0,8.0,70.0,41.74271517596722,-87.68898256159365,"(41.74271517596722,-87.68898256159365)",2014-05-01
97261,05/01/2014,Completed - Dup,05/02/2014,14-00629942,Street Light Out,700 W NORTH AVE,60610.0,1171378.98987736,1910892.05147844,43.0,18.0,7.0,41.910955610450756,-87.64584458746141,"(41.91095561045076,-87.64584458746141)",2014-05-01
97262,05/01/2014,Completed - Dup,05/02/2014,14-00629946,Street Light Out,2400 E 75TH ST,60649.0,1193505.07422481,1855698.86579289,7.0,3.0,43.0,41.758987846182855,-87.56637312405917,"(41.758987846182855,-87.56637312405915)",2014-05-01
97263,05/01/2014,Completed - Dup,05/02/2014,14-00632529,Street Light Out,6039 W TOUHY AVE,60646.0,1135003.50997051,1947447.64966755,41.0,16.0,12.0,42.01199006900962,-87.77860743587235,"(42.01199006900962,-87.77860743587235)",2014-05-01
97264,05/01/2014,Completed - Dup,05/02/2014,14-00633534,Street Light Out,10953 S STATE ST,60628.0,1178199.79701029,1832260.34990188,9.0,5.0,49.0,41.695030319374716,-87.62317428151958,"(41.695030319374716,-87.62317428151958)",2014-05-01
97265,05/01/2014,Completed - Dup,05/02/2014,14-00634969,Street Light Out,2400 E 75TH ST,60649.0,1193505.07422481,1855698.86579289,7.0,3.0,43.0,41.758987846182855,-87.56637312405917,"(41.758987846182855,-87.56637312405915)",2014-05-01
97266,05/01/2014,Completed - Dup,05/02/2014,14-00636360,Street Light Out,2000 E 75TH ST,60649.0,1190840.1078806003,1855634.64613103,5.0,3.0,43.0,41.7588764055108,-87.57614198401998,"(41.758876405510804,-87.57614198401998)",2014-05-01
97267,05/01/2014,Completed - Dup,05/02/2014,14-00636393,Street Light Out,1000 W 105TH ST,60643.0,1171509.01587611,1835193.97117568,34.0,22.0,73.0,41.70322940215284,-87.64758574626345,"(41.70322940215284,-87.64758574626346)",2014-05-01
97268,05/01/2014,Completed - Dup,05/02/2014,14-00636470,Street Light Out,2200 E 75TH ST,60649.0,1192175.77862798,1855667.38738051,7.0,3.0,43.0,41.75893388488915,-87.57124585414603,"(41.75893388488915,-87.57124585414601)",2014-05-01
97269,05/01/2014,Completed - Dup,05/02/2014,14-00636521,Street Light Out,300 S CENTRAL AVE,60644.0,1139103.67080318,1898113.52149143,29.0,15.0,25.0,41.87653841867919,-87.76472499124945,"(41.87653841867919,-87.76472499124945)",2014-05-01
97270,05/01/2014,Completed - Dup,05/02/2014,14-00636549,Street Light Out,100 E 87TH ST,60619.0,1178670.88288223,1847342.26967088,6.0,6.0,44.0,41.73640643027977,-87.62099263907854,"(41.73640643027977,-87.62099263907854)",2014-05-01
